WIL00000001	Willow
WIL00000953	Is there any way to save the troopers? I felt terrible when we couldn't help the people in Nipton.
WIL00000954	Is there any way to save the troopers?
WIL00000955	Boone, I agree with you.  I want to save them too.
WIL00000956	Willow and I are traveling together and we've tracked you down to see if you have her teddy bear.
WIL00000957	Yeah.
WIL00000958	That was nice of you.
WIL00000959	Well, that settles that.  Mr. House is definitely not a computer.
WIL00000960	Yes, and not too fussy either.
WIL00000961	I'm really very boring.  You'd get better stories out of a Freeside junkie.
WIL00000962	I'm sure that's not true, but, maybe you'll feel more like talking if we meet again.
WIL00000963	Yeah, a good one!  Something elegant and classy, you know?  But still stylish.
WIL00000964	Sure, ya.
WIL00000965	Why does everyone always say that?
WIL00000966	Ya think?
WIL00000967	That bad, huh?
WIL00000968	Are you planning to sleep with her?
WIL00000969	Yes. I know you don't like her, but what if I wanted to? Would you have a problem with that?
WIL00000970	Yes.  I mean no. I mean...we're just friends, but I definitely don't want to watch you having sex with her. I'm going home. I'll see you there, okay?
WIL00000971	Yes, I'd have a problem with that!  What are you gonna do?
WIL00000972	Yes. I know you don't like her, but I want to do this. Are you going to have a problem with that?
WIL00000973	Um...no?
WIL00000974	Great!
WIL00000975	No!
WIL00000976	Oh!  I'm so glad to hear you say that!
WIL00000977	Oh, don't be like that honey.  What if we took her to bed together? I think you'd enjoy it.
WIL00000978	And you'd enjoy it. You wouldn't ignore me and just pay attention to her would you?
WIL00000979	[Lady Killer] I won't ignore you, I promise. But maybe you'd ignore me some, huh?  What do you say?
WIL00000980	Alright, you sweet talker, I'll do it.  This might turn out to be fun for both of us. I hope you know I'd only ever do something like this for you.
WIL00000981	[Cherchez LF] I love you Willow, how could I possibly ignore you for another girl?  Will you do it?
WIL00000982	Alright, you sweet talker, I'll do it.  This might turn out to be fun for both of us. I hope you know I'd only ever do something like this for you.
WIL00000983	Wait.  I don't want to.  Let's get out of here together.
WIL00000984	Okay.
WIL00000985	Alright.  I'll see you at home later.
WIL00000986	Okay.
WIL00000987	Willow, it's not like we're married.  I'm free to do what I want.
WIL00000988	Fine. You're right. We're not married. I understand now how things are. I thought you loved me, but I guess I was wrong. Have fun. I'm going home.
WIL00000989	I'm sorry. I didn't think about how you'd feel. Don't leave. I'll come with you.
WIL00000990	Oh!  I'm so glad to hear you say that!
WIL00000991	I want my freedom. I'm going to sleep with her. If you don't like it you should go home.
WIL00000992	Fine, I'm going home.
WIL00000993	Sarah wants to have sex with you!
WIL00000994	I think the NCR might be upset about a dead ambassador.
WIL00000995	Because it's true?
WIL00000996	We made it!
WIL00000997	That dam holds a lot of water.  More than I've ever seen in one place at one time.
WIL00000998	*nervous humming*
WIL00000999	singing in the shower
WIL00001000	Hi! How are you today?
WIL00001001	Hi!
WIL00001002	Did you say something about Star Bottle Caps?
WIL00001003	Yeah, Star Bottle Caps.  Do you believe in the treasure? I do and I think it's out there waiting for someone to find it.
WIL00001004	No, I don't think it's out there waiting to be found.  I think it's just a story.
WIL00001005	Really? But it could be something exciting that hasn't been seen since before The Great War.  I can't even imagine what that might be.
WIL00001006	Aren't you even a little curious?
WIL00001007	I don't know if it exists or not, but we can look for it together if you want.
WIL00001008	Woo-hoo!  We are huntin' for treasure!
WIL00001009	[Lie] I don't have her.  I really don't.
WIL00001010	And, since you don't have her, we'll keep looking for her then, right? And I want to keep looking for Chester too. I've had him since I was little.
WIL00001011	Alright, yes, I do have Moira.  You can have her.
WIL00001012	We're moving! This is our new house.  I thought it was time for a change.
WIL00001013	Sure, no problem.
WIL00001014	We're moving! This is our new house.  I thought it was time for a change.
WIL00001015	That's great news! I love the bungalow!
WIL00001016	It reminds me of home so much. I know I'll be very happy here.
WIL00001017	That's great news! I love the bungalow!
WIL00001018	Oh? I'll miss the bungalow. Is this a permanent move or will we go back to the bungalow someday?
WIL00001019	We're moving! This is our new house.  I thought it was time for a change.
WIL00001020	Yes, let's do that.
WIL00001021	Okay, I'll set it up right here.  You might want to back up a bit.
WIL00001022	Why don't you grab something you can eat while we're on the move. I don't want to stop right now.
WIL00001023	Alright.  I can do that.  Maybe we can do the big thing later?
WIL00001024	But, I don't have my favorite snack right now.  I guess I can make do or wait.
WIL00001025	Can you set up a campfire right here?  This is a good spot, don't you think?
WIL00001026	Yes, it's a great spot. I'll set it up right now. You might want to back up a bit.
WIL00001027	When I draw my weapon, draw yours, okay?
WIL00001028	Sure, no problem.
WIL00001029	Okay.
WIL00001030	You can stop taking your weapon out when I do.
WIL00001031	It's gorgeous here!  This may be the most beautiful place I've seen. In all my time on the road.
WIL00001032	These guys look tough...really tough.
WIL00001033	Just so you know, I plan to scavenge while we're here so don't give me away if you see me go for something.  Okay?
WIL00001034	*hums*
WIL00001035	*nervous humming*
WIL00001036	Legion and their slaves...this place gives me the creeps.  They have slave pens here.  Cages...for people!  Ugh!
WIL00001037	*hums*
WIL00001038	You loved me so, but let me go. Now I'll never know how our love will grow.
WIL00001039	Do you get homesick when you go into an NCR held location?  I sure do.
WIL00001040	Do you think we'll run into anyone you know while we're here?
WIL00001041	I was so glad to see the NCR troopers when I first got here.  I felt right at home.
WIL00001042	I was trying to figure out how they built those two giant statues. I can't even imagine how they did it.
WIL00001043	The view up here?  It's gorgeous!
WIL00001044	I know I shouldn't scavenge here, but I'm not promising anything.  If I see something good I might have to sneak it out with me.
WIL00001045	*hums*
WIL00001046	Waiting, watching the stars above. Hoping that I could win back your love.
WIL00001047	I don't think he likes me.
WIL00001048	You've got my back, right, if he tries anything?
WIL00001049	Hmpf.
WIL00001050	I hope your hungry.  I've made us something to eat and I've set the table.
WIL00001051	This place is horrible.  How can the NCR treat its troop like this?
WIL00001052	Hmpf.
WIL00001053	It's so depressing here.
WIL00001054	I'll keep my hands to myself while we're here.  Even if there was anything good to pick up, I couldn't do it.  They need everything they've got.
WIL00001055	I'm glad we're helping out around here.  This is one of the saddest places I've been.  The NCR has really let these guys down.
WIL00001056	I can't believe anyone would be so low that they'd steal medical supplies from the other troops here.
WIL00001057	I would so love to add a Dinky souvenir to my collection.
WIL00001058	I would so love to add a Dinky souvenir to my collection.
WIL00001059	Ooh, thanks!  That is a quality collectible.  I am stashing that somewhere safe.
WIL00001060	I have a Dinky the Dinosaur for you!
WIL00001061	Good news, Willow! I have one for you...
WIL00001062	Ooh, thanks!  That is a quality collectible.  I am stashing that somewhere safe.
WIL00001063	No, not really.  I won't stop you looking for it, but I'm not going to help either.
WIL00001064	Oh, well, be that way. I'm going to keep looking for it.
WIL00001065	Well, okay, maybe a little.  What if we look for it together?
WIL00001066	Yes, let's do that.
WIL00001067	Great!  I'd love to have a Nuka Cola.
WIL00001068	Great!  I could use a drink, but I don't want Nuka Cola, I want...whiskey!
WIL00001069	Great idea.
WIL00001070	I'll have my usual...whiskey.
WIL00001071	No, we don't have time right now.
WIL00001072	Okay, maybe next time.
WIL00001073	How about you sleep here?
WIL00001074	Okay, where exactly?
WIL00001075	We're here!  I'm so excited. This is the first time I've been to a trader since I was at the Mojave Outpost.
WIL00001076	You know, I keep magazines with me wherever I go. I have ones about trading or negotiating. You might find the ones about trading helpful.
WIL00001077	I don't read them much.  I mostly study the negotiating ones.  Here, you can have one of the trading ones.
WIL00001078	I should probably just sell the trading ones I have, since I don't read them, but I keep thinking I will and then I don't. Ya, know?
WIL00001079	This is the last one!  I've been trying to decide how to thank you for taking me to all the traders.
WIL00001080	I think it would be great if you could have a hat like mine.  You know, it brings me good luck with traders.
WIL00001081	I never have to bargain very hard to get great deals, it's really no work at all. It's my hat.
WIL00001082	Would you mind cooking something for me? (you use campfire crafting menu in dialogue)
WIL00001083	No, not at all. As long as you have the ingredients I can make whatever's on the menu.
WIL00001084	Let's do it. You have what you need, right?
WIL00001085	Would you mind cooking something for me? (you use campfire crafting menu in dialogue)
WIL00001086	Okay, I'm ready. May I see the menu?
WIL00001087	Yeah. I just need a minute to get my stuff together.  Hold on.
WIL00001088	I don't have everything I need, but I'll come back.
WIL00001089	Great.
WIL00001090	Do you want to talk about Mr. House?
WIL00001091	Yeah, what did you think? I don't like him. How do we even know he's human?
WIL00001092	What is going on with you and Red Lucy?
WIL00001093	I don't know what you mean.
WIL00001094	This bed seems like a good choice.
WIL00001095	Great. It looks good to me.
WIL00001096	Great. It looks good to me.
WIL00001097	Are you sending me off to bed alone?
WIL00001098	Here, in this bed. You can change into your nightwear, as well, if you'd like.
WIL00001099	Do you want to talk about Caesar?
WIL00001100	Yeah. I want to know what you think about him.
WIL00001101	No, I'm not really interested in putting any time into the bungalow.
WIL00001102	Oh, okay.
WIL00001103	The bungalow?  What about it?
WIL00001104	I love it, don't get me wrong, but it could use some improvements, don't you think?
WIL00001105	We could go collect some plants and transplant them into the planters.  Maybe go find a mailbox and put it by the door?
WIL00001106	Ooh, and maybe we could keep our eyes open for something special to put outside.  Are you interested?
WIL00001107	The legion wants to see you?  That's serious business. We need to be careful.
WIL00001108	The Ambassador, huh.  Think maybe we should go talk to him?
WIL00001109	Here's a Whiskey for you.
WIL00001110	Thank you.
WIL00001111	Lucky you!  I've never found a robot in a closet who offered to help me take over the world!
WIL00001112	That has got to be a wig!
WIL00001113	I've cooked something on the campfire if you want to share.
WIL00001114	Ugh.  Do I really have to wear this?
WIL00001115	Hi! I need to buy a few things. Here's my list.  If you could give me three or four things off of it that would be great.
WIL00001116	Hi! How ya doin' today? Here's my list. What have you got for me?
WIL00001117	Hi! I need to buy a few things. Here's my list.  If you could give me three or four things off of it that would be great.
WIL00001118	Hi! How ya doin' today? Here's my list. What have you got for me?
WIL00001119	blah
WIL00001120	blah
WIL00001121	That was fabulous!
WIL00001122	Are we going to celebrate? Do I get a present or something special from you?
WIL00001123	Yes, you do. So the first present is I made you a sweetroll to celebrate. But I'd also like to do something for you from now on as your friend.
WIL00001124	I can cook you for, you know?  Anything you want. You'll need to bring the ingredients, but I'll do the rest.  What do you think?
WIL00001125	You have some strong opinions about the Legion considering you just got here. Want to tell me why?
WIL00001126	You want the short answer to that or the story-of-my-life answer?
WIL00001127	Definitely the story of your life.
WIL00001128	Okay, so, I grew up in the motel that my parents run, right?  Well, my dad loves the guests.
WIL00001129	He sits around the fire at night with the caravaners and asks them for news from along their routes. He's always done it since I was a little girl.
WIL00001130	My mom and oldest brother, Val, they love it too and the three of them and the guests will sit up late into the night talking.
WIL00001131	And arguing.  They love to argue about the NCR and what it does or doesn't do and whether the legion is evil or not.
WIL00001132	They'll talk and argue about just about anything, but their favorite subject is politics.
WIL00001133	Did you ever get involved?
WIL00001134	I was there, but I didn't say too much. I just wanted to be close to my dad. As I got older I helped my mom more and more and saw him less and less.
WIL00001135	So if I wanted to be with my dad I'd have to grab time with him at night when he was with the guests.  I fell asleep more often than not.
WIL00001136	But, you know, I was awake often enough to learn that Caesar leads a group of brutal, killing slavers.
WIL00001137	I want the short version.
WIL00001138	My dad.  He and the caravaners would talk about news from along their routes and I heard what they said.
WIL00001139	They'd talk about Caesar and the legion so I've heard enough about them to know I don't trust them and I know they're brutal, murdering slavers.
WIL00001140	It seems like almost every time we go in there you say something snide about her.
WIL00001141	She's interested in you, I know it!  And I don't like her...at all!
WIL00001142	I don't really like what you're wearing and want you to wear something else.
WIL00001143	Oh, yeah?  Well, I like it. This jacket means a lot to me and I'm going to keep wearing it. For now anyway.
WIL00001144	Nothing, I just want to see you naked.
WIL00001145	What?  Did you really just say that to me? Go find a picture of a naked girl to look at. I'm not taking my clothes off for you.
WIL00001146	Please?
WIL00001147	Eh, maybe someday.  Not today.
WIL00001148	Nevermind
WIL00001149	Oh, okay.
WIL00001150	Wow!
WIL00001151	Of course he's human! Mr. House isn't just a man.  He's a great man.
WIL00001152	Alright, even if he is, he seems awfully full of himself.
WIL00001153	He's interesting that's for sure.
WIL00001154	It'd be interesting to know if he's human or not.
WIL00001155	We don't.  And without seeing him we can't be sure.
WIL00001156	Hmm.  Maybe we can do something about that.
WIL00001157	He's rich and powerful and he's been running things for a long time.
WIL00001158	So? Because he has a lot of money he gets to tell people how to live?  That doesn't seem fair.
WIL00001159	It's more than that. He's smart and he cares about New Vegas.
WIL00001160	He seems kind of like a bully to me.
WIL00001161	Willow!  I respect Mr. House!
WIL00001162	Sorry.
WIL00001163	No, not a bully.  He's more like a father who wants to protect and care for New Vegas.
WIL00001164	Oh! When you explain it like that he doesn't seem so bad.
WIL00001165	It's okay, but he's not a bully.
WIL00001166	So if he's not a bully, what's he doing?
WIL00001167	He's trying to keep New Vegas safe and functional. He has its best interests at heart.
WIL00001168	Okay, I'll take your word for it.  But he's not my favorite guy.
WIL00001169	Be respectful. He's earned it.  He planned ahead and protected New Vegas and is still protecting it.
WIL00001170	Okay, sorry.  He's smart.  But he's only one guy trying to tell everyone else what to do. So, why isn't he a bully?
WIL00001171	Because he has the best interests of New Vegas at heart.  This is his home.
WIL00001172	I think he's human, Willow.
WIL00001173	Maybe.  I do like his casino.  Maybe we can avoid HIM in the future.
WIL00001174	I don't plan to have much to do with him so we don't need to worry about it.
WIL00001175	Good.  That settles that.
WIL00001176	Nothing.  I'm not going to do anything. You should trust me.
WIL00001177	I'm sorry honey, I'll try.  It's hard not to be jealous you're just so wonderful I think everyone wants you as much as I do.
WIL00001178	I liked him.
WIL00001179	Seriously?  Huh.
WIL00001180	I like what he has to say.
WIL00001181	But, he's a killer, no better than a raider...worse.  He and the legion wipe out entire tribes.  They torture and maim.  They're slavers.
WIL00001182	But he's a killer. And look at how he treats women!  Do you honestly think you're different from the others?
WIL00001183	But he has reasons for why he does the things he does. I admire him.
WIL00001184	Wow.  So you are seriously considering getting involved in this war.  Against the NCR.
WIL00001185	Yes, I'm seriously considering it and I want you to stay with me even if I decide to do that.
WIL00001186	What?  Why would I want to do that?
WIL00001187	[LadyKiller]Because, we're destined to be together.  You've known it since you first saw me, Willow.
WIL00001188	You're right...I can't leave you.
WIL00001189	But, I came here to see New Vegas, not to get involved in a war and I don't want to get involved with the legion.
WIL00001190	[BFF]Would you really walk out on your best friend?  I mean more to you than the NCR, don't I?
WIL00001191	Yes, of course you do! You're right. I'll stay with you no matter what.
WIL00001192	But, I came here to see New Vegas, not to get involved in a war and I don't want to get involved with the legion.
WIL00001193	[Romanced]Do you really want to fight over politics? We mean more to each other than that, don't we?
WIL00001194	Oh!  You're right!  I love you! I'd die for you.
WIL00001195	But, I came here to see New Vegas, not to get involved in a war and I don't want to get involved with the legion.
WIL00001196	So, I'm carrying this legion stuff to be helpful, right?  You're not gonna make me wear it, are you?
WIL00001197	<Yawn> I'm going to bed. Goodnight.
WIL00001198	Ugh.  I hate him.
WIL00001199	Hi!
WIL00001200	Hey, big fella, how ya doin?
WIL00001201	Hi, how ya doin?
WIL00001202	I didn't cook anything.  We don't have what I need.
WIL00001203	Sloan? Ah! This is where the Deathclaws are! We should leave. Now!
WIL00001204	Have you noticed that no one's talking about you killing all those fiends?  Isn't that weird?  Should we tell someone about it?
WIL00001205	I can't understand a thing Mean Sonofabitch says.
WIL00001206	They sure are worried about the Fiends around here.
WIL00001207	They're farmers!  Maybe we could get some fresh vegetables from them.
WIL00001208	Can we go shopping sometime soon?
WIL00001209	If we're going shopping, I'm gonna need some caps.
WIL00001210	Blue moon you saw me standing alone, without a dream in my heart, without a love of my own.
WIL00001211	*sings with no words*
WIL00001212	*hums*
WIL00001213	This place is a dump.
WIL00001214	Ick, rats!
WIL00001215	We're so close, can we go to The Strip?
WIL00001216	Is it just me, or does it seem like we're always getting into situations like this?
WIL00001217	Maybe we could go to the Wrangler sometime.
WIL00001218	I like The King.  Maybe he should run things in The Mojave.
WIL00001219	Sounds like I'm not the only one who's happy you took care of Caesar.
WIL00001220	I bet Rex would like to go see The King while we're here.
WIL00001221	*hums*
WIL00001222	*sings with no words*
WIL00001223	You loved me so, but let me go. Now I'll never know how our love will grow.
WIL00001224	Like a fella once said, ain't that a kick in the head.
WIL00001225	That was just what I needed.
WIL00001226	Hmm, that was good.
WIL00001227	Hope you're hungry, the food's all done.  I put it in the oven.
WIL00001228	Hi!
WIL00001229	Hi, how are you today?
WIL00001230	This place is pretty special.  It deserves a special name. I'm gonna call it Boomtown from now on.
WIL00001231	How much are we going to have to do for them? To get them to trust us I mean.  Pfft.  Probably a lot.
WIL00001232	I'm a walk walkin' and I'm walkin' some more, I'm walk walkin' and I'm walkin' some more cuz this place is enormous.
WIL00001233	The mural they have about their history, it's pretty, but I think I'll pass on the story next time.  It's hot in those little huts.
WIL00001234	Exploding ants!  We can't miss that!
WIL00001235	I know I shouldn't scavenge here, but I'm not promising anything.  If I see something good I might have to sneak it out with me.
WIL00001236	Raising an airplane off the bottom of a lake seems like a big job! Why are we the ones that always end up doing this stuff?
WIL00001237	You know, guys.  I've only ever heard about what the legion does to towns. This is horrifying.
WIL00001238	I've only ever heard about what the legion does to towns. This is horrifying.
WIL00001239	We should go tell Ghost at the Mojave Outpost about this.
WIL00001240	*nervous humming*
WIL00001241	You know, I don't think I'll ever forget this place.
WIL00001242	I know!  I've seen them!
WIL00001243	Thanks, I'll be careful.
WIL00001244	Hi, NoBark, how ya doin?
WIL00001245	blah
WIL00001246	You have a lot of food with you.  Do you cook for yourself?
WIL00001247	Yes!  I really enjoy doing it too.  I can set up a campfire anytime.  Just ask.  I'll want to cook regularly to keep up my supply of food.
WIL00001248	Do you cook?
WIL00001249	That's a difficult question to answer.
WIL00001250	Why's that?  It's seems easy enough to me.  Either you're from here and you know the Mojave or you're not and you don't, right?
WIL00001251	Like I said, it's difficult to explain, Willow.  I took a shot to the head doing my job.
WIL00001252	That's terrible.  Who shot you?  Was it an accident?
WIL00001253	No, it wasn't an accident.  He shot me, buried me and left me for dead.
WIL00001254	But, why?  That's so cruel.
WIL00001255	I was a courier and he wanted what I was carrying.  It was robbery.
WIL00001256	So, how did you survive a shot to the head that damaged you so badly?
WIL00001257	It happened in Goodsprings and the doc there patched me up.
WIL00001258	Do you know who shot you?
WIL00001259	That's too bad about your dog.  I'm sorry.
WIL00001260	Thank you.  I miss him a lot.
WIL00001261	Do you want to tell me what happened to your dog?
WIL00001262	He got ahead of me on the trail and got the scent of the Geckos.  I'm not sure exactly what happened because he was ahead of me.
WIL00001263	But I heard a yelp and I came around a bend in the trail and he'd fallen off the edge of a little precipice.  The Geckos were below with him.
WIL00001264	By the time I got down to them and shot all the geckos he was dead.  He'd broken one of his legs in the fall and he couldn't defend himself.
WIL00001265	I buried him as best I could and slept there that night with him and then, the next morning, I said goodbye and left him forever.
WIL00001266	Yes, and I'm going to pay him back for what he did to me.
WIL00001267	I'll help all I can. What an asshole.  Him, not you.
WIL00001268	Yes, and he's dead.
WIL00001269	Good.
WIL00001270	Yes, but I don't want to talk about it.
WIL00001271	Okay.
WIL00001272	No, I'm still trying to figure that out. You'll be with me while I do it.
WIL00001273	I'll help you any way I can. What an asshole thing to do to you.
WIL00001274	Do you know anything about this guy at all?
WIL00001275	No, not really.
WIL00001276	In that case can I have your scavenged food? I'll give you a list of ingredients for my favorite recipes and you'll know what I need?
WIL00001277	Oh, I guess that means I assume you scavenge. You do, don't you?  Doesn't everyone? And then, if we set up a campfire I'll be able to cook my food.
WIL00001278	Sure, I could do that.
WIL00001279	Great. Here's the list of ingredients. I'll be happy to share the food I cook with you.
WIL00001280	No, I don't want to do that.  Why can't you scavenge your own ingredients?
WIL00001281	Well, I can do that, I suppose.  I don't know how much I'll be able to find following you around. There is an advantage to you sharing though.
WIL00001282	I'll share what I cook with you, if you want it.
WIL00001283	Alright. I'll do it.  If I find ingredients you want I'll give them to you.
WIL00001284	Great. Here's the list of ingredients. I'll be happy to share the food I cook with you.
WIL00001285	No, I am not interested in doing that Willow.
WIL00001286	Oh, fine.
WIL00001287	What will you do while you're following me and don't have much freedom to scavenge?
WIL00001288	I've done different things in the past with different companions.  With people who like to stay close together I expect to find less stuff.
WIL00001289	While I'm with you I'll keep my eyes on the ground and look for caps, small things we can sell or cooking ingredients.
WIL00001290	If I'm lucky I might find a small, special item here or there to add to my collection.
WIL00001291	Hi! I need to buy a few things. Here's my list.  If you could give me three or four things off of it that would be great.
WIL00001292	Hi! How ya doin' today? Here's my list. What have you got for me?
WIL00001293	Hi! I need to buy a few things. Here's my list.  If you could give me three or four things off of it that would be great.
WIL00001294	Hi! How ya doin' today? Here's my list. What have you got for me?
WIL00001295	Hi! I need to buy a few things. Here's my list.  If you could give me three or four things off of it that would be great.
WIL00001296	Hi! How ya doin' today? Here's my list. What have you got for me?
WIL00001297	Hi! I need to buy a few things. Here's my list.  If you could give me three or four things off of it that would be great.
WIL00001298	Hi! How ya doin' today? Here's my list. What have you got for me?
WIL00001299	Can I ask you about something else?
WIL00001300	Okay.
WIL00001301	Did you say something about trading?
WIL00001302	I'd like to do some trading. Do you think we could do that?
WIL00001303	Sure, where do you want to go?
WIL00001304	When I was at the Mojave Outpost I talked to Major Knight about where I should go.  He game me three names.
WIL00001305	No, I don't want to take you shopping.  That sounds very boring to me.
WIL00001306	Even if it means I'm cooking more food to share with you?
WIL00001307	Yes, even then.
WIL00001308	Okay, it's your choice.
WIL00001309	Oh, well, when you put it like that I should say yes. Who do you want to go and see?
WIL00001310	Okay.
WIL00001311	Great!  It has been too long since I've been to a trader.
WIL00001312	Thank you, Willow, that's very sweet.
WIL00001313	Oh, good.  It'll be fun.
WIL00001314	Thank you. I like you too, Willow. I'm glad we're friends.
WIL00001315	Maybe, one day, we'll be more than friends.
WIL00001316	Okay.  Great.  I might take you up on that sometime.
WIL00001317	Oh, okay.  I hope you decide to do it.
WIL00001318	Um, the...the crosses.  Should we help those people?
WIL00001319	I thought you wanted to go shopping.  What's going on?
WIL00001320	Can I borrow 20 caps? I can't go shopping. I'm broke.
WIL00001321	I have some gecko meat for you.  I know you like to cook with it.
WIL00001322	Thank you! How many do you have for me?
WIL00001323	Thank you! How many do you have for me?
WIL00001324	I have some gecko meat for you.
WIL00001325	Yes!  And I love having all the meat, but the best part is it feels like you've been avenging Big George's death.
WIL00001326	I've found a couple of things that I'd like you to have as a thank you for what you've done. Here.
WIL00001327	Do you think I've finally brought you enough gecko meat?
WIL00001328	Thank you! How many do you have for me?
WIL00001329	I have some gecko meat for you.
WIL00001330	Yes, I do.  I'm glad to hear you can build us a campfire.
WIL00001331	That'll be fun. We can cook together over my campfire.  If I have the ingredients I cook something whenever I set it up.
WIL00001332	Do you want to see what I use the most?  Those are the ingredients I use for my favorite recipes. Maybe we could trade stuff we don't use.
WIL00001333	Would you be willing to do that? I'm happy to give you things that I don't use. Would you do the same for me?
WIL00001334	Sometimes.  It's not something I go out of my way to do.
WIL00001335	Oh, that's too bad.  I like it so much I cook something whenever I have the ingredients and can set up my campfire.
WIL00001336	Since you don't like it too much, what if I gave you my list of ingredients?
WIL00001337	Maybe, when you're scavenging, if you find some of them, you could give them to me, instead of doing something else with them. What do you say?
WIL00001338	I'd be interested in buying J.T. from you for 250 caps if you'd be willing to discuss it.
WIL00001339	Sure.
WIL00001340	Would he follow me and obey my commands?
WIL00001341	Sure.
WIL00001342	Let me take him, huh? He knows Willow and she likes him.  He'll be happy with us.
WIL00001343	Alright.
WIL00001344	Alright.
WIL00001345	I don't have the money with me.  I'll have to come back to pay you.
WIL00001346	I know about Jefferson and the bounty you've lost.  You can use the money. Let me have him.
WIL00001347	Alright.
WIL00001348	Alright.
WIL00001349	I don't have the money with me.  I'll have to come back to pay you.
WIL00001350	You have Jessica now, you don't need J.T. any more, right? Let me take him.
WIL00001351	Alright.
WIL00001352	Alright.
WIL00001353	I have to return to pay you.  I don't have the caps with me.
WIL00001354	I have the money with me to pay for J.T.
WIL00001355	Alright.
WIL00001356	Willow, I have a present for you.
WIL00001357	You do? A present? I love presents!
WIL00001358	A present? What is it?
WIL00001359	Oh, no, I didn't.  I'd like it if we could be more than friends one day. (Romance Quest)
WIL00001360	I'm not ready to take that step yet, let's just see how things go.
WIL00001361	I'm flattered, Willow, but I'd like to stay friends with you. (Be friends with Willow. No Romance.)
WIL00001362	Okay.  I'll be sure to save all my affection for special occasions.
WIL00001363	smooch.  That's a big hug and a kiss thank you.
WIL00001364	Wait!  I have a question.  Are you planning to kill those officers for that Legion guy?
WIL00001365	Forget it.  I don't want to do this afterall.
WIL00001366	Later
WIL00001367	No. I don't have either of them.
WIL00001368	They didn't have them?  Are you sure?
WIL00001369	Hey, I need that!  I use it all the time. There are some loose pages you can read if you want, but hands off the book, okay?
WIL00001370	Give me that back!
WIL00001371	You are such a tease!
WIL00001372	I took your Cooking Supplies.  Sorry.
WIL00001373	Hey!  I need that! It's going to be difficult for me to do any cooking without it.
WIL00001374	Are you teasing me?
WIL00001375	Yeah, I have your Cooking Supplies again.  Sorry.
WIL00001376	You wanted some coffee?  I have one to share. Do you want it?
WIL00001377	Oh, it's coffee! Thank you.
WIL00001378	Coffee?  Oh, thanks!
WIL00001379	I want to talk to you about your singing.
WIL00001380	Oh, you hate it don't you?  I know, I'm a terrible singer. I do it to pass the time.  It keeps me occupied. It's fun.
WIL00001381	Oh, do you have a request?
WIL00001382	I want to talk to you about your singing.
WIL00001383	Why?
WIL00001384	I want to talk to you about your singing.
WIL00001385	Here, they're colored pencils.  I thought you might like them to use in your journal.
WIL00001386	They're amazing!  Thank you so much!
WIL00001387	Here you go, it's a Magic 8-Ball. I think it will answer questions.
WIL00001388	Thank you so much. It's so special. I love it.
WIL00001389	You've been unusually quiet.  Everything okay?
WIL00001390	Oh, I don't know, I just haven't felt much like singing lately, that's all.
WIL00001391	Yes, that sounds like fun.  I'm happy to share with you.
WIL00001392	Great.
WIL00001393	No, I'm not too interested in sharing.  Why don't you plan to take care of your own needs.
WIL00001394	Oh, fine.
WIL00001395	Are you happy to have J.T. along with us?
WIL00001396	I am!  I missed him after The Big Guy and I split up. Thank you so much for buying him for us. I don't miss Big George as much when he's around.
WIL00001397	I have ten pieces for you!  Do I get something special for that?
WIL00001398	*laughs* I don't have anything special right now, but keep the meat coming and maybe I'll find something good, you never know!
WIL00001399	Thanks!  Hey, let's have gecko for dinner.
WIL00001400	Here's ten pieces for you!
WIL00001401	My name's &PCName;
WIL00001402	Thanks, again, for your help.
WIL00001403	I have no intention of working with him if that's what you're worried about.
WIL00001404	I'm happy to hear it, but I didn't think you would. So, what did you think of him?
WIL00001405	We work well together.  I don't want to lose you over a political difference of opinion.
WIL00001406	This is more than politics!  The legion treats women like dirt and they're slavers! They take whatever they want without consideration for anyone.
WIL00001407	I'd never feel safe is we were spending time around them.
WIL00001408	Yes, because he's impressed with what I've done.  I don't think he's lying about that.
WIL00001409	Yeah, right.  He's a lying killer! Did you see any women in charge? All I saw were female slaves!
WIL00001410	And you want me with you while you follow him? Why would I do that?
WIL00001411	Yes, I am. Deal with it.
WIL00001412	Are you telling me I have to accept Caesar and his legion if I'm going to stay with you?
WIL00001413	[CherchezLaFemme] Because we're destined to be together. You've known it since you first saw me.
WIL00001414	You're right...I, I can't leave you.
WIL00001415	But, I came here to see New Vegas, not to get involved in a war and I don't want to get involved with the legion.
WIL00001416	Yes.  You can follow me and shut up about it or leave.
WIL00001417	I can't believe you're talking to me like this, but if you're interested in following Caesar I guess I shouldn't be surprised.
WIL00001418	Look, I have no intention of shutting up about this.  We can talk about it or I'm going to leave.  Choose now.
WIL00001419	Leave then.  (Willow leaves your game forever; good riddance)
WIL00001420	Alright.  Fuck you.  I am leaving and we are never, ever, ever getting back together.
WIL00001421	Leave then.
WIL00001422	<kiss> I'm glad you found me that day.
WIL00001423	Alright, calm down. Let's talk about this. (negotiations commence; Willow will stay with you)
WIL00001424	Okay, but why do I want to get involved in this war, and why on the side of the legion?
WIL00001425	I'm not going to work with him, but he was much more reasonable than I expected him to be.
WIL00001426	Yeah, right?  I expected him to be a slobbering, yelling maniac, but he wasn't so bad.
