DOD00000001	你好吗，今天天气很好。
DOD00001208	当然，他和金博尔总统是好朋友。这个案子本身并没有那么可疑，但我们都知道他从中拿回扣。
DOD00001209	你为伯克工作过，你做的什么?
DOD00001210	我做过，我是他们在加州的农场的保安。
DOD00001211	我对政治和婆罗门王朝的家族争斗都不是特别感兴趣。
DOD00001212	但我觉得你想知道一些具体的信息，是什么?
DOD00001213	我听说你在伯克家工作，能回答我一些问题吗?
DOD00001214	啊，我知道这是什么了。
DOD00001215	是的，我相信我可以告诉您一些您会感兴趣的事情。但是，我现在的处境很微妙。我需要一些回报。
DOD00001216	不是什么不道德的事，只是帮我找个比炸药帮更安全的地方，OK?
DOD00001217	我想扳倒伯克家族，想知道你有没有看到过什么可疑的事。
DOD00001218	太好了。
DOD00001219	现在，我喜欢提前做计划。当我被捕时，我联系了一个在莫哈韦的朋友帮我准备了一些补给。
DOD00001220	我没想到我从监狱里出来会有这么大的轰动，但我确实有个模糊的想法，某天晚上偷偷溜走，没人发现。
DOD00001221	我试着联系了几次我的朋友，但都没联系上。就我所知，我想可能发生了什么不愉快的事。
DOD00001222	如果你能好心地前往清泉镇附近的部落村庄帮我取回补给，我将不胜感激。
DOD00001223	我接受你的条件。
DOD00001224	那我可不愿意为你的伯克家诽谤计划提供任何你想要的东西。
DOD00001225	如果你改变心意，觉得自己更讨人喜欢了，我可能也会的。在那之前,再见。
DOD00001226	我不是来给你干活的。
DOD00001227	乐意效劳。
DOD00001228	啊,是的,好极了。他甚至设法弄到了一把突击步枪。
DOD00001229	村里全是大毒蜂?我希望你把它们都痛苦的杀掉了，我的朋友应该把这些东西藏得更好一点。
DOD00001230	很好，这个会帮上大忙的。然而我不禁注意到，这个盒子里到处都没有换洗的衣服。
DOD00001231	我不认为我仍然穿着这件漂亮的蓝色衬衫在世界上冒险是明智的，它骄傲的宣示着我的逃犯身份。
DOD00001232	能麻烦你帮我找一套皮盔甲吗?对于我正在考虑的职业生涯来说，这迟早会派上用场。
DOD00001233	我拿到了你要的补给。
DOD00001234	乐意效劳。
DOD00001235	你想知道我是否知道伯克家有任何可疑活动，对吗?
DOD00001236	给，我给你拿了件皮甲。
DOD00001237	噢，去买强化盔甲了，是吗？非常感谢。
DOD00001238	你想知道我是否知道伯克家有任何可疑活动，对吗?
DOD00001239	我给你准备了一套加固皮甲。
DOD00001240	我受雇做保镖，代表天启追随者。
DOD00001241	天启追随者们不需要更多的枪手来保护摩门要塞，但我说服他们至少我可以照顾好游客。
DOD00001242	我挣的钱没有我为自己工作挣的多，但我非常尊重天启追随者。
DOD00001243	有稳定的工作是很好的，而且感觉是在做一些好事，除了赚钱以外。
DOD00001244	你在这干嘛？
DOD00001245	再会。
DOD00001246	我该走了。
DOD00001247	是他们西部庄园的农场工人。他们有那么多土地，又有那么多婆罗门，他们需要能找到的所有工人。
DOD00001248	我知道你指的是参议员，我没有帮他做事，尽管我经常看到他来农场。
DOD00001249	掌管伯克家族婆罗门事业的人是托拜厄斯·伯克，参议员的弟弟。他给我付工资，但除此之外，我们很少说话。
DOD00001250	我是他儿子帕特里克的朋友，他是个好人。
DOD00001251	你为伯克家做过什么工作?
DOD00001252	我当时的雇主，是的。由于种种原因，我很少见到他本人。
DOD00001253	首先，这个庄园太他妈庞大了，另一方面，他有很多像我一样的员工。
DOD00001254	无论如何，我可以告诉你，他是一个相当严厉的人，可以说他缺乏幽默感。
DOD00001255	我上次见到他时，他已经卧床不起了，癌症很严重，我理解。虽然他还活着，但他也活不了多久了。
DOD00001256	跟我说说托拜厄斯·伯克。
DOD00001257	帕特里克?我的好朋友，真的，他和我年龄相仿，奇怪的是，他对父亲的事业没有兴趣。
DOD00001258	当我下班的时候，我们经常在附近的酒吧消磨时间，追逐各种各样的女人。一切都是好玩，他不像他堂兄亚当。
DOD00001259	我上次见到他时，他正在应征入伍，我想没有人对他的决定感到兴奋，但他坚持了下来。
DOD00001260	他说他的国家比他父亲的婆罗门帝国更需要他。
DOD00001261	据我所知，他现在是一个真正的战争英雄了。毫无疑问，他的家人肯定他的军旅生涯，因为这给他的家庭带来了更多的威望。
DOD00001262	跟我说说帕特里克·伯克。
DOD00001263	听...听着，我...我很清楚你现在就能杀了我，我也没办法阻止你。
DOD00001264	然..然而，我的请求只是为了保住自己的性命。如果你不帮我，就算我说了，我也会死的。
DOD00001265	我向你保证，如果你帮助我，我会告诉其他炸药帮你有多好。
DOD00001266	我还会把我身上所有的钱都给你，作为给你带来不便的道歉。
DOD00001267	拿着吧，祝你健康
DOD00001268	你现在可以告诉我，或者也可以在我用靴子后跟压碎你的头骨时痛苦地尖叫。
DOD00001269	我想到的一个奇怪的事情是那些被卡车运进来的女人。
DOD00001270	每隔几个月，就会有一辆卡车驶进庄园，几十个女人会从后面出来，进入庄园。几天后，就离开了。
DOD00001271	她们很漂亮，不是里诺的妓女，这是我最初的想法。也没有开过任何派对之类的。
DOD00001272	我知道不该问，所以我也没问。嗯,还有什么......?
DOD00001273	啊,是的，庄园里有一小部分武装警卫，注意，是私人雇员。
DOD00001274	有一次，在附近的酒吧里，我无意中听到他们俩醉醺醺地大声交谈。
DOD00001275	说他们前天晚上为"老板" "抓住了那个叫施特劳斯的婊子"。
DOD00001276	巧合的是，一个姓施特劳斯的女人在前一天晚上去世了，死因不明。
DOD00001277	这个女人是托拜厄斯先生的老生意伙伴，显然他们之间有过敌意的争吵，她正打算起诉。
DOD00001278	我只知道这些，谢谢你帮我这个小忙。我现在要去自由城了，希望我能挺过这段旅程。
DOD00001279	再会。
DOD00001280	这才对，告诉我你知道的一切。
DOD00001281	这地方有股死亡的味道。
DOD00001282	啊，有钱人和轻浮的人，把他们的钱到处挥霍，炫耀个人的放纵，作为威望的标志。
DOD00001283	我不知道是我杀过的这类人更多，还是我的这类匿名客户更多。
DOD00001284	我的意思是，这里的许多未来的贵族对待自己的金钱和他人的生命都很不严肃。
DOD00001285	一个收入只够维持生计的人，必须非常清楚自己在做什么，然后才能承诺付钱给像我这样的人。
DOD00001286	因为你自己的原因而杀害另一个人的决定，会有一种适当的负罪感。
DOD00001287	但是，那些愿意花几百美元买一块牛排，只是为了炫耀自己的富裕的人，根本不在意死亡需要付出的代价。
DOD00001288	因此，对于大多数人来说，一个会带来严重后果的严肃决定，对于这些人来说只是一种轻率的廉价报复。
DOD00001289	至少，他们倾向于把暗杀那些他们认为是竞争对手的人，而不是那些他们认为低等的人。
DOD00001290	这是一种罕见的嗜血、懦弱、财富和厌世的结合，会迫使一个人为了杀另一个完全陌生的人雇一个刺客。
DOD00001291	你是什么意思？
DOD00001292	我没有道德上的异议。我一点道德都没有，真的，我觉得，我只是厌恶施虐。
DOD00001293	如果我付出了代价，如果我的委托人不在背后阴我，且我相信我能杀死目标......我接受。
DOD00001294	我不在乎目标是否“罪有应得”，也不在乎我的客户看起来有多令人反感。我是专业的，不管别的事。
DOD00001295	也就是说，我能认识到，在一个真正公正的世界里，这种人会靠墙站成一排......毫无疑问，我也在其中。
DOD00001296	嗯，目前看来，这已经足够自以为是了。我们继续好吗?
DOD00001297	如果你对他们的任务有道德上的异议，为什么要接受合同?
DOD00001298	他们深深着迷于这样一种观念，即使他们需要像我这样的人来为他们做肮脏的工作也自认为自己控制着世界，。
DOD00001299	记住，像你我这样的人都经历过困难。困难迫使我们去适应残酷的生活。
DOD00001300	但这种类型的人很软弱，如果你对他们说“不”，他们就会崩溃。
DOD00001301	或许他们应该更加小心行事。这样的生活方式往往会让他们树敌，而他们没有足够的能力在这样的遭遇中生存下来。
DOD00001302	呵。
DOD00001303	是啊，超级富有的上流社会的人往往愚蠢而恶毒，这不算新闻了。
DOD00001304	毕竟我一直在酝酿这些话。
DOD00001305	该死，这话可真好听，查理。
DOD00001306	我们要把他们全杀了吗?
DOD00001307	啊，别介意我用围巾挡住口鼻，我讨厌化学药品的味道。
DOD00001308	[成功]实话实说，不足为奇，我并没有花太多心思去考虑这个问题。我尽量不去想自己...。
DOD00001309	我想我最终会熬过去的，也可能不会。我已经学会顺其自然。
DOD00001310	我不想去接受心理治疗，这样我就得讲述我小时候是如何被折磨的，现在我以杀人为生内心空虚。
DOD00001311	不过，我很感谢你的关心，谢谢你！
DOD00001312	你知道你有严重创伤后应激障碍的症状吗?
DOD00001313	啊,诊所，我在这里做了很多治疗。我最初的一些合同中为我在这里购买的医疗服务提供资金。
DOD00001314	最初是修复小时候主人对我造成的伤害。
DOD00001315	清除我体内的麻醉药品和其他异物...然后是肌腱损伤，骨折愈合不当......
DOD00001316	他们提出给我做生育治疗，但我对生育不感兴趣，我不太喜欢孩子，所以不做也行。
DOD00001317	这些都完成以后，我买了几个他们的表现增强植入物。我的身体能装多少就装多少。
DOD00001318	反应增强，更好的视力，听力等。任何能帮助我轻松有效地杀死目标的东西。
DOD00001319	诊所为你做过什么工作?
DOD00001320	我没有。
DOD00001321	如果步枪枪托上有裂缝，枪管上有翘曲等等，你应该去修理，让它尽可能的好用。
DOD00001322	但如果你的步枪完全熔化成炉渣，那就真的没有什么可修理的了。把它交给枪匠纯粹是浪费时间。
DOD00001323	这是个寓言。
DOD00001324	这个诊所也提供心理健康治疗，你做了吗?
DOD00001325	这就是人生。
DOD00001326	对于一个像天启追随者这样理想主义的团体来说，他们必须愿意做出一些道德上的妥协。
DOD00001327	我的血汗钱并没有附带详细解释我是如何赚到它的。
DOD00001328	而且，我拿到了工资，我本可以把钱花在妓女或毒品上。相反，它流向了一个至少试图做好事的组织。
DOD00001329	就好像“好”是一个客观的，可量化的目标。
DOD00001330	我觉得天启追随者们不会赞同你资助他们的方式。
DOD00001331	是的。但是，我的服务也不便宜，而且利润很高。
DOD00001332	一个无法无天的边境地区，卷入了一场战争，有着明显的阶级分化......在莫哈韦，刺客不缺工作。
DOD00001333	对我来说，买不起东西是很少见的，而当这种情况真的发生时，嗯......我只是更努力的工作。
DOD00001334	真的吗?这些治疗或许很贵，尤其是那些植入物。
DOD00001335	首先也是最重要的，我需要先预付一半佣金。如果客户无法做到这一点，那就无法达成交易。
DOD00001336	除此之外，我并不是特别挑剔。有时候，明显不值得信任的客户，我会为了自己的安全而拒绝他们的合同。
DOD00001337	然而，我拒绝工作最常见的原因是，我不相信我能完成目标。
DOD00001338	一个常见的例子就是凯撒大帝，我不止一次被要求杀了他，但我都拒绝了。
DOD00001339	我看不出一个女人有什么办法接近凯撒，除非通过奴役，但奴隶们既没有武器，也没法逃跑。
DOD00001340	这是不可行的，虽然我认为自己是一个完美的专业人士，但我不会对我的职业如此投入，以至于在行动中杀死自己。
DOD00001341	然而，如果我接受了一份合同，那就一定会执行。我不会被贿赂，恐吓，胁迫或说服，只要我有目标，他们就会死。
DOD00001342	那么，你是如何选择客户的?
DOD00001343	嗯...隐秘山谷，一个像兄弟会一样长久而秘密的组织往往会在自己周围建立一种神秘感。
DOD00001344	他们的成员如此坚定地相信自己的正义，以至于很容易忘记他们只是凡人。
DOD00001345	站在他们的密室里，更容易看到一些东西。在教条的层层掩盖之下看清兄弟会的真面目。
DOD00001346	我很......失望。
DOD00001347	乍一看吗?我看到了自我灌输的倾向，否认现实，无法接受，甚至承认自己的无用都那么难。
DOD00001348	他们牢牢抓住的信念近乎于妄想。这种观念认为，严格遵守旧的教义将使他们脱离现实。
DOD00001349	这是一个梦，共同的梦，破灭就是醒来的那一天。梦里我们能控制一切，而不仅仅是我们自己。
DOD00001350	你对兄弟会了解多少?
DOD00001351	他们遵循着几代人以前的创始人所写的信条，他们崇拜它，就好像它是从天上降下的宗教经文。
DOD00001352	他们相信，只要他们足够严格地遵循法典上的文字，现实就会折叠起来，确保他们的繁荣。
DOD00001353	对他们来说，批判性地思考抄本上的文字就等于叛国，可以肯定的是，有脑子的人去思考这些信条，会破坏根深蒂固的错觉。
DOD00001354	作为一种意识形态，钢铁兄弟会的原则是站不住脚的，他们的组织要想继续下去，唯一的方法就是违背定义它们的原则。
DOD00001355	适应不断变化的环境并不是失败，而是......取舍。
DOD00001356	隧道的尽头有一束光，但他们背对着它，不知何故把它看作是战胜所有人的哲学胜利。
DOD00001357	如果他们遵循的规则导致他们这样做......那么这些规则有什么用呢?
DOD00001358	我想有些人可能认为他们的处境很悲惨，而我却觉得这太可悲了。
DOD00001359	这和兄弟会的意识形态有什么关系?
DOD00001360	是吗?那我用一块锋利的金属杀过好几个人，金属这是地球历史上技术含量最低的物体之一。
DOD00001361	如果兄弟会的目标是维持和平，那么也许他们应该试一次。
DOD00001362	如果他们的目标只是盘踞在一堆先进的技术上，那么看起来他们已经实现了。然而，没法阻止他们仍在消亡的事实。
DOD00001363	这简直太迷人了，他们越严格地遵循法典，就越确保这个组织会消亡。然而，他们并没有发现。
DOD00001364	世界上所有的技术都无法阻挡现实，他们最终会意识到这一点的，那时拯救自己已经太晚了。
DOD00001365	先进技术落到坏人手里是很危险的，我尊重兄弟会的目标。
DOD00001366	那你不用等太久了，他们被四面八方的敌人包围着，他们选择了把头埋进沙子里思。
DOD00001367	我想知道，他们是真的对墙外的东西视而不见，还是仅仅是故意的无知?
DOD00001368	不管怎样，当他们的末日最终到来时，我都不指望这有什么关系。它正在迅速逼近，我能看出来，很明显。
DOD00001369	兄弟会是莫哈韦沙漠的威胁，他们不可能很快消亡。
DOD00001370	当我还是个小女孩的时候，我常常梦见飞翔，离开这个世界...现在，只要我不做梦就够了。
DOD00001371	...
DOD00001372	什么？
DOD00001373	所以...你最喜欢什么颜色?
DOD00001374	...
DOD00001375	...
DOD00001376	...
DOD00001377	呃...紫罗兰色。
DOD00001378	...很明显。
DOD00001379	所以...你最喜欢什么颜色?
DOD00001380	好人?我很难想象你怎么可能把这个词误解得如此宽泛以至于它能安在我头上。
DOD00001381	我想我很擅长我的工作，但这不是好人干的活。
DOD00001382	整个社会有一套相当基本的道德观。个人信仰可能因人而异，但有些东西几乎是普遍的。
DOD00001383	没有多少雇佣杀手会考虑做好人，如果他们真的有心做好人，那也是因为害怕或者被警告。
DOD00001384	不杀女人，不杀孩子，只杀那些“命中注定”的人，等等。
DOD00001385	我确实杀害妇女、儿童，包括那些“命中注定”的人。
DOD00001386	因此，世界上没有一个社会会认为我是一个好人。幸运的是，我不在乎别人的意见。
DOD00001387	你认为自己是个好人吗?
DOD00001388	克莱因：哦（"oh"）。
DOD00001389	在这一点上，我不作判断。对自己或他人的评价，都是毫无意义的。
DOD00001390	我不相信道德，我只相信行动。
DOD00001391	道德是一种应对机制，一种自我肯定的方法。接受一套不成文的社会规则决定了你作为一个人的价值。
DOD00001392	“如果我遵守道德准则，那么我就是一个好人，晚上就可以安心睡觉了。”差不多是这个意思。
DOD00001393	我并不为自己的行为感到内疚，但唯一让我难以入睡的是想起别人对我做过的事情。
DOD00001394	我很清楚我是什么人，我是一个破碎的人，但我已经调和了我自己的本性，所以我不允许我的自我认知打扰到我。
DOD00001395	事实上，我不相信绝对的“坏人”或“好人”的存在。我相信人们可以做坏事，也可以做好事。
DOD00001396	你认为自己是个好人吗?
DOD00001397	我没有问社会如何看待你，我问的是你会如何定义自己。
DOD00001398	你呢?
DOD00001399	因为在我看来，你是个多姿多彩的杀手。你和杀手交好，受雇于杀手，周围都是杀手。
DOD00001400	即使你发自内心地相信，你杀的人都罪该万死......我当然有过类似的想法。
DOD00001401	但作为一个好人，在道义上，你难道没有杀了我，为我犯下的罪行讨回公道的义务吗?
DOD00001402	选择不这样做......在道义上会是冷漠，或类似的东西。当然，没有人认为冷漠是一种好的道德品质。
DOD00001403	先说清楚，我不是有意冒犯你，我对评判你没兴趣。就对他人的看法而言，我其实挺尊重你的。
DOD00001404	但我希望你明白，我所说明的是，试图达到一个模糊的道德标准是一种自欺欺人的行为。
DOD00001405	认清你自己是什么人，而不是在意你或别人怎么看你。
DOD00001406	你不必喜欢镜子里的自己，我不喜欢，但有自知之明也是一种成功。我只能说这么多。
DOD00001407	我自认为我是，嗯。
DOD00001408	但事实并非如此，对吧?
DOD00001409	你肯定清楚自己的选择，你知道你所采取的每一步背后的事实和逻辑。
DOD00001410	在这个世界上，我们能控制的东西很少，比我们想象中的要少。但有一件事我们无可争议地可以控制，那就是我们的选择。
DOD00001411	你知道你做了什么选择，你也知道整个社会可能如何构建这些选择的道德框架。
DOD00001412	你所缺乏的是一种判断力，判断你的行为是否符合你自己的道德信念的判断力。
DOD00001413	我会说得很简单，因为我几年前就自己弄明白了。
DOD00001414	如果你真的觉得你不能按照自己的选择生活，那就停下来，一枪爆了自己的头，摆脱所有的内疚和自我怀疑。
DOD00001415	否则就坚定你的信念，拥抱你的选择，因为过去是不可改变的。
DOD00001416	相信我，这是一种成功。
DOD00001417	我不知道，查理。
DOD00001418	那为什么要担心呢?
DOD00001419	不。
DOD00001420	太好了，真是太棒了，她正在被强行灌输成一种向NCR敬礼的小工蜂。
DOD00001421	我想她很安全，这让我感到些许安慰，不过，知道确切的情况比听二手消息要好。
DOD00001422	谁告诉你她在加州的?一些摆弄文件的人吗?
DOD00001423	去他妈的，这不是那些人能解决的问题，如果你还想帮我解决这个家庭问题，也许你可以和负责人谈谈?
DOD00001424	看看你能不能和教堂的负责人谈谈，我想看看他能不能解释清楚。见鬼，我也不知道。
DOD00001425	哦，是的，你不在的时候又发生了一件事。
DOD00001426	在你被奥尼尔家族的事缠住之前，你是在帮我搞维和什么的，所以...
DOD00001427	我有个外地朋友被掠夺者找麻烦了，我主动报上了你的名字，不好意思,我猜你会感兴趣?我不知道你是否在乎。
DOD00001428	总之，如果你想帮忙，那地方叫洪堡牧场，就在苦泉镇附近，告诉他们是我派你来的。
DOD00001429	谢谢了，真的很感谢。
DOD00001430	我去了教堂，他们说杰西和其他人去加州实地考察了。
DOD00001431	不。
DOD00001432	嗯...事实上，我更希望军团不要掌权。
DOD00001433	我的服务对军团没多大用处，他们也不会容忍我，到时候我就只能移居西部继续我的工作了。
DOD00001434	尽管如此，这也只是一点小小的不便，但我也没有其他更重要的利害关系了，如果你打算为凯撒效力，我也能接受。
DOD00001435	你觉得哪个派系最终会控制莫哈韦?
DOD00001436	不，再说那不是问题。
DOD00001437	我不会在我干掉的目标身上留下名片。即使他们有报复心很强的朋友或家人，也不会知道我的存在。
DOD00001438	如果有人真的知道我是谁，不管出于什么原因想要我死，我会在它成为问题之前处理好它。
DOD00001439	我没有敌人，我不允许这样的人存在。
DOD00001440	所以...出于好奇，有没有人为了复仇追杀你?
DOD00001441	哦，好吧，没关系，那么......应该是，行吧。
DOD00001442	没想到瑞恩会想办法解决这个问题...嗯...是啊，如果他不去管可能会更好。
DOD00001443	好吧，听着，我很欣赏你的意图，但掠夺者是那种你越惹它就越麻烦的麻烦。
DOD00001444	如果你能告诉瑞恩我的想法，我会很感激的。
DOD00001445	瑞恩·奥尼尔派我来的，说你遇到了掠夺者的麻烦?
DOD00001446	如果你是个掠夺者，我那爱开枪的妹妹会一枪崩了你，而不会让你大摇大摆进来。想再试一次吗，天才?
DOD00001447	[说谎]我是一个很厉害的掠夺者，你最好照我说的做!
DOD00001448	不！ 没有这些，说真的！
DOD00001449	听着，这很微妙，我现在有很多事情要处理。人们不踹掉大毒蜂的巢穴也有很多理由，不是吗?
DOD00001450	请不要管这件事，好吗?我知道我在做什么。
DOD00001451	对了，在你走之前，你能不能告诉玛吉在我没说允许的情况下就不要给任何人开门?谢谢。
DOD00001452	如果问题出在掠夺者身上，只要告诉我他们在哪，我就能干掉他们。没有问题。
DOD00001453	好的，很好，谢谢你！你走之前，你能不能告诉玛吉在我没说允许的情况下就不要给任何人开门?谢谢。
DOD00001454	好吧，那我走了。
DOD00001455	很好，简而言之，我们被一个叫道尔顿的混蛋领导的掠夺者帮派敲诈了。
DOD00001456	虽然这很难受，但道尔顿的要求我们一直都能负担得起，尽管这是一大笔钱，但我们能活下来。
DOD00001457	而且，他确实遵守了他的诺言，只要我们按时交钱，他的人就不会打扰我们也不会让其他帮派靠近我们。
DOD00001458	我可不能惹毛他，这里只有我和我妹妹。如果他想要我们死，我们早就死了。甚至更惨。
DOD00001459	我拒绝与他作对，我不能拿玛吉的生命冒险。
DOD00001460	所以，你不希望我插手掠夺者的事到底是为什么?
DOD00001461	我们的父母建立了这个农场。玛吉和我在这里出生长大，我们很开心，基本上是安全的......一切都很好。
DOD00001462	我大约十一岁，玛吉只有两三岁的时候，有一天，一帮跟道尔顿的人差不多的掠夺者来了。
DOD00001463	我爸爸没有和掠夺者谈判，他直接开始射击。当时我还很年轻，但在荒郊野外长大的人都很早就学会射击，所以我帮了忙。
DOD00001464	妈妈陪着玛吉，让她远离危险。在我和爸爸赶走袭击者后，我们听到玛吉的尖叫。
DOD00001465	有个混蛋从队伍中溜了出来，我和爸爸把他打得稀烂，但已经太晚了，妈妈被枪杀了。
DOD00001466	那是大约十年前的事了，没有妈妈很辛苦，但我们熬过去了。
DOD00001467	爸爸去年冬天去世了，他的肺一直有问题，癌症，或者肺结核，我也不清楚。
DOD00001468	我一个人保护不了玛吉，我讨厌道尔顿那种人，但如果付钱能保证我和妹妹的安全，那就这样吧。
DOD00001469	为什么只有你们两个在经营这个农场?
DOD00001470	因为我付得起道尔顿的保护费，他信守诺言。在这么多的威胁和恶心的嘲弄中，起码他是可靠的。
DOD00001471	这是我的家，我出生在这里，我的父母葬在这里。我不能一遇到困难就转身逃跑，我不得不忍受。
DOD00001472	为什么不离开？
DOD00001473	不，我不相信你。
DOD00001474	如果你失败了，如果他们杀了你，或者有谁逃跑了......那样的话，我们就死定了。
DOD00001475	我不能冒这个险，我也拒绝冒这个险，风险太大了，我很抱歉。
DOD00001476	让我帮你把道尔顿和他的手下干掉，不会有问题的，我保证。
DOD00001477	去年冬天之前，我有时会跟随商队进城做生意，我去西区买庄稼的时候认识了瑞恩。
DOD00001478	不久前，他还写信来问我们还好吗，我回了信，我猜他是在收到我的信后找到你的。
DOD00001479	他是个好人，但他似乎执着于解决世界上所有的问题，这会让他筋疲力尽的，记住我说的。
DOD00001480	你怎么认识瑞恩·奥尼尔的?
DOD00001481	耶稣基督，认真的？有个孩子来烦我已经够糟了，现在又来了个？
DOD00001482	她是我的家人，但我的约会生活不关她的事。我不知道你问这个的目的是什么，但这一点都不好笑。
DOD00001483	你妹妹好像觉得你和奥尼尔之间有什么。
DOD00001484	你还有别的什么事吗？
DOD00001485	那好吧。
DOD00001486	因为这是我擅长的。
DOD00001487	我的生活让我走上了这条路。我的经历，我学到的教训，教育我的人......这一切造就了现在的我。
DOD00001488	我在青春期的最后几年学会了我的职业所需要的所有细节，所以，我擅长于此。
DOD00001489	这就是我。这可能不是我自己会选择的道路，但生活中我们能控制的东西很少，更不用说预测了。
DOD00001490	去做别的事情......放弃我的当下......那是在抨击和否认我自己的现实。这是幼稚的，徒劳的，我拒绝。
DOD00001491	你导师死后，为什么还要继续杀人?你可以做任何你想做的。
DOD00001492	宿命论？不见得
DOD00001493	那和我的哲学正好相反，我不相信命运，不管你怎么形容它。
DOD00001494	宿命全是混乱。我们，作为人，倾向于给这种混乱赋予我们自己的意义和解释，好让自己在面对这一切时平静下来。
DOD00001495	事情发生在我们身上，往往没有经过我们的同意，甚至不知情。所以自决的第一步是接受我们过去的经历。
DOD00001496	我们可以抱怨我们所处的环境，但这往往会让我们精疲力竭，它只会带来失败和痛苦。
DOD00001497	但目前来看没有什么是更好的了，也没有什么是命中注定的，事情发生之前也不需要理由，它就是成为了事实，仅此而已。
DOD00001498	我们每个人都有责任为事物赋予自己的意义，并承担由此产生的后果。
DOD00001499	不过，这似乎太宿命论了。既然我们无能为力，为什么还要费事呢?
DOD00001500	好吧，我不知道为什么她认为我会按照她的指示去做。虽然说这次不是她亲自来跟我说
DOD00001501	你会帮我们解决掠夺者的问题吗?
DOD00001502	你姐姐让我告诉你，除非她同意，否则不要开门。
DOD00001503	什么? !为什么?这没有道理!
DOD00001504	掠夺者才是问题所在!杀了他们会让问题变得更糟吗?他们在抢劫我们!
DOD00001505	哦,不。梅根求我别惹那些掠夺者，她说这会让一切变得更糟。
DOD00001506	管他呢，如果有人来惹我们，你也可以杀了他们!
DOD00001507	我不在乎她的意见。她只是我们家族总人口的一半，而另一半说那些掠夺者必须离开！死了更好！
DOD00001508	我可以付钱给你，如果你能把那帮家伙赶走，我就给你钱。我保证，我做得到，我保证。
DOD00001509	她说这是为了防止其他掠夺者团伙骚扰你们。
DOD00001510	她真是个胆小鬼!
DOD00001511	我的意思是...我爱她，我知道她为什么这样，但...她很愚蠢。她以为她在保护我们，而事实恰恰相反。
DOD00001512	嗯...好吧，我来处理。我已经长大了，我不需要再等她来决定我的人生了。
DOD00001513	她不肯付钱让你保护我们吗?我愿意。如果你能去道尔顿的聚集地干掉他和他的帮派，我会把我所有的钱都给你，我保证。
DOD00001514	难倒我了，我提出要杀了他们，但她求我不要这么做。
DOD00001515	是的！
DOD00001516	那个奥尼尔派你来的，帮我们解决掠夺者的麻烦。你大老远从西区赶来，就是因为他让你这么做的。
DOD00001517	我不在乎我姐姐说什么，她只是这个农场一半的人，另一半的人想让你完成奥尼尔交给你的任务。
DOD00001518	我付得起，我是认真的，你搞定道尔顿和他那帮人，我就把所有的钱都付给你，我保证。
DOD00001519	管它呢，不关我的事。
DOD00001520	哈哈!是的!我们准让他们没好果子吃!
DOD00001521	噢，我的意思是，我会在精神上支持你。因为如果我和别人私奔，梅根会心脏病发的。
DOD00001522	但你大老远从西区赶来，这很令我欣慰了，我相信你可以毫不费力地干掉这些掠夺者!
DOD00001523	好吧，我准备好你的奖赏了，这一次你救了我们所有人，呃...我们两个人。
DOD00001524	你走之前还需要什么吗?
DOD00001525	好吧，我会去做的。
DOD00001526	那就滚出我的地盘，你这个懦夫!下次他们再来的时候，我会亲手杀了他们。
DOD00001527	不，我对你的钱不感兴趣。处理好你自己的问题，孩子。
DOD00001528	我攒了......1083瓶盖，如果你解决了那个愚蠢的帮派，就都是你的了。
DOD00001529	你到底出多少钱?
DOD00001530	嘿，我在这里做我份内的工作，也能得到收益的一部分。
DOD00001531	...如果那些混蛋不勒索我们，我就能分到更多。
DOD00001532	但是...是的...这是我毕生的积蓄，我准备把所有的都给你，因为这件事对我来说很重要。
DOD00001533	你还这么年轻就能抛出几千瓶盖了？
DOD00001534	在我大半生的认知里，她很害怕。
DOD00001535	当我还是个婴儿的时候，我们被掠夺者袭击了，梅根和爸爸击退了他们，但是...
DOD00001536	妈妈没能挺过来。梅根一直都忘不了，即使她不想承认。
DOD00001537	爸爸还在的时候她还坚持得住，但他去年冬天去世了。现在她什么事都想自己解决，但什么都解决不了。
DOD00001538	妈妈的事情之后，我觉得...我觉得梅根害怕掠夺者，她当时打不过他们，所以她认为自己永远也打不过他们。
DOD00001539	也许等道尔顿的人走了，她会意识到他们很弱小。没什么值得害怕的，但是...我不晓得。我只是希望它能有所帮助。
DOD00001540	你姐姐为什么不让我杀了掠夺者?
DOD00001541	为什么，现在？
DOD00001542	希望你运气好到能找到一个没有孩子在十岁前就学会开枪的农场，我六岁的时候就拿起步枪了。
DOD00001543	此外，这是还是后坐力最小的 5.56 步枪弹。 如果那些弱小的加州军队能够操控这种枪，那我绝对也可以。
DOD00001544	你是在站岗还是怎么的?你是不是有点太年轻了?
DOD00001545	我看不出我应该喜欢他们的理由，他们不会帮我们的。
DOD00001546	再说，就算他们在这儿，你知道他们会说什么吗?
DOD00001547	他们会说他们会保护我们不受暴徒，歹徒和疯狂野生动物的伤害，作为交换，他们会从我们的利润中分一杯羹。
DOD00001548	那么...这和道尔顿的人有什么区别?衣冠正一点吗?饶了我吧。
DOD00001549	你不喜欢NCR?
DOD00001550	我知道。
DOD00001551	自从他们出现后她就一直在烦我："你可以用给道尔顿的钱雇些雇佣兵，问题就解决了。"
DOD00001552	我向她解释了一遍又一遍，如果我派人去杀掠夺者失败了，那我们就死定了，或者更惨。
