SEV00000001	Poncho
SEV00000873	Tonya Dickman, another member of Robert's organization. Vile harpy, that one. I'd rather gargle magma than be in a room with that witch.
SEV00000874	Gray, the mercenary. That was only one job. Hard man, but fair. No complaints. Mercenaries are overly maligned, I think.
SEV00000875	Everything else was far beyond the Mojave, and usually short-term. I've forgotten most of them, save the Master. Impossible to forget.
SEV00000876	Any other employers of note?
SEV00000877	Surely you jest. No? Very well. [He takes a deep breath in anticipation.]
SEV00000878	He was a master. Not just a master, but criminally underappreciated. Unjustly maligned due to his association with the Counter-Reformation, too.
SEV00000879	He captured the energy, the movement of life, all our passions. Lust. Hate. Raw menace pumping through muscles. Life is not still.
SEV00000880	Take The Massacre of the Innocents. Bared breasts, bloody swords. Dead Babies. Piles of dead babies. It's our beautiful, hideous reality.
SEV00000881	Yes, the world is a fine place and worth fighting for... but sometimes you have to step over dead babies. That's the lesson!
SEV00000882	I have to ask - why Rubens?
SEV00000883	After the Master's demise I was... well, lost. I wandered into a ghost town and found a pre-war bank with its vault intact. I became obsessed.
SEV00000884	It was the challenge... that's it. There's power in accessing something that's forbidden or sealed away. Many of them are time capsules.
SEV00000885	Soft hands are the key. You have to listen with your fingertips. My personal best is cracking a Gruffudder in under five minutes.
SEV00000886	How'd you get started as a safecracker?
SEV00000887	I'll continue wandering with Peter at my side, steal... er, recovering art when I find it. I'll be more selective about my employers, though.
SEV00000888	My time in Jacobstown has been brief, but I've enjoyed it immensely. I'd like to rest there in between my travels.
SEV00000889	Permit me to inquire - what will you do? Any grand schemes for a wanderer like yourself?
SEV00000890	What are you going to do after all of this?
SEV00000891	Good to see you, Walker. I'm sorry... Lee? Why? You fool, I'll have to kill you now. I rather liked you. What are you doing with Walker?
SEV00000892	Some insults have to be repaid with interest. As for being with Walker... that was not the plan. Not at all. Couldn't exactly refuse his offer.
SEV00000893	Fuck it. "All is for the best in the best of possible worlds." Right?
SEV00000894	Fuck it. "All is for the best in the best of possible worlds." Right?
SEV00000895	Indeed it is. What about you, Walker? Any grim words to offer before we begin our pas de deux... or more accurately, pas de quatre?
SEV00000896	You talk too much.
SEV00000897	Come, Peter. Battle awaits.
SEV00000898	I... I yield. I'd understand if you want to finish me off. I won't beg. I'll accept terms if you offer them, though. I can be an ally to you.
SEV00000899	More than fair. I know the way to his home up in Arrow Canyon. It can be a perilous route if you don't know the area. I can help.
SEV00000900	Terms? How about you help us take down Bodeen, for starters.
SEV00000901	Understood. I am at your mercy.
SEV00000902	I'll talk to Walker, but I make no promises.
SEV00000903	So be it. I only ask that you spare Peter. He's a good boy and wholly innocent.
SEV00000904	Time to lift the veil and see the other side.
SEV00000905	<Attack> You have to pay, Sam. Can't talk your way out of this.
SEV00000906	He was... he was still part of it. I... yeah, you're right. God knows I'm paying for my mistakes. He can pay for his, too.
SEV00000907	He's a thief, not a trigger-puller. He didn't kill anyone in Silver Springs. Give him a chance.
SEV00000908	Sorry? Sorry won't bring my wife back! He can say "Sorry" in hell for all I care!
SEV00000909	I think he's sorry for what he did.
SEV00000910	I do like the idea of travelling at night. It still doesn't sit right with me, but I'll trust your judgment. You've done right by me so far.
SEV00000911	Sam and I work well in the dark. With the two of us scouting we could move better at night.
SEV00000912	You're the guide, so I'll trust your judgment. You're responsible for him, though. He sneaks off or double-crosses us.. you're paying for it.
SEV00000913	Lee mentioned that Bodeen is in Arrow Canyon. I don't know that area. We should bring Sam.
SEV00000914	A stealthy brahmin... of all the dumbass reasons... you know what? Fine. He's your responsibility. He fucks up, it's on you.
SEV00000915	I know all about the difficulties of long trips. He'd be like a stealthy pack brahmin.
SEV00000916	Grim work, but it's gotta be done.
SEV00000917	<Attack Sam> Very well, let's get this over with.
SEV00000918	All right, Sam. You'll guide us to Bodeen and help us kill him. Do all that, keep your word... and you're free. You owe this courier your life.
SEV00000919	Thank you, Walker. I give you my word. You're a good man. For what it's worth, I'm sorry about what happened to Jessica. Wasn't right.
SEV00000920	Don't you say her fucking name. Not ever. You're on thin ice, mutant. Don't push it.
SEV00000921	Sam, I know you're a Francophone, so let me put it to you in the language of King Louis: shut the fuck up... at least until Bodeen is dead.
SEV00000922	Je comprends. Merci.
SEV00000923	He's lurking around here somewhere. Probably picking cactus fruit. Wait, here he comes.
SEV00000924	Have you seen Sam?
SEV00000925	The three of us should be able to handle Bodeen. After... well, Walker is just a bit too much for me alone. However... the two of us could manage.
SEV00000926	We'll square up with him once Bodeen is dead. No guarantees, but it's worth the risk. We'll split the entire haul, fifty-fifty. How about it?
SEV00000927	What did you have in mind?
SEV00000928	Fine. Nobility is a nice luxury to have when your pockets are full.
SEV00000929	I want no part in whatever you're planning.
SEV00000930	I figured as much. Little shit-stirring snake, that's what he is. I wish he would try it. Wipe that smarmy grin right off his rotten face.
SEV00000931	Keep up the act with him. Hell, boost his confidence. When he throws down... the two of us will make short work of him.
SEV00000932	You should know that Lee is planning to kill you once Bodeen is dead.
SEV00000933	You do that. You should also think about the blood and sweat you're spilling for this man. Five percent is not enough. Not by a long shot.
SEV00000934	Besides, he's got a deathwish. He's saving the last bullet for himself once he returns that money. Let's put him out of his misery. Think on it.
SEV00000935	I'll think about it.
SEV00000936	I knew you still had some brains knocking around up there. This is a good deal for all of us, including Walker. Man needs to be put to rest.
SEV00000937	You'll know when the time comes. Of course... Bodeen could kill us all, so what the hell. At least we have a plan, though.
SEV00000938	Fifty-fifty split? Count me in.
SEV00000939	I'm drinking in the wild air, friend. I'm intoxicated by nature, truly. So long as it's not devilishly hot, I enjoy my time outdoors.
SEV00000940	It's a lot of caps... could live the quiet life for a few decades. Been stuck in this loop of chems, debt and outlaw shit for a long time.
SEV00000941	What do you think? Any chance that an old crook like me could get a clean slate?
SEV00000942	How are you holding up?
SEV00000943	Yes, for once I am putting aside the snark and chicanery. We've been watching each other's backs for a while now. I... sort of trust you.
SEV00000944	So how about it? You think I can live in civilization again? Be a taxpaying, do-good citizen?
SEV00000945	Are you pulling my leg or really asking for my opinion?
SEV00000946	We move at dawn. Reminds me of an operation I pulled outside Topaz Lake. We pushed out those raider scum with extreme prejudice.
SEV00000947	I'm not sure how much action you've seen, but it should be a serious fight. Bodeen's probably managed to build up a small army by this point.
SEV00000948	We'll move in quickly, clear the buildings one by one. He'll make his presence known soon enough. I reckon he'll have family with him.
SEV00000949	What happens now?
SEV00000950	Yeah, cousins and such. Scumbag family is spread all over creation. I know Juan will be here. Mean as a deathclaw, that one.
SEV00000951	Ramon will be the one to watch for. A demon with the rifle by all accounts. If he's here... well, it'll be interesting.
SEV00000952	As for the rest, no idea. Those are the only two who are known to run with him on the regular. They're free to die with him, I suppose.
SEV00000953	Family?
SEV00000954	Alone... it would be touch and go. Been in enough fights to know that luck is a factor. It's an uncomfortable truth, but that's the way it is.
SEV00000955	With you and Lee backing me up... yes. Anything can happen, but I'd take those odds. Gonna be bloody no matter what.
SEV00000956	On the level - you think you can beat Bodeen?
SEV00000957	Yeah, I kind of sensed that about you. Some folks just got it, you know? Glad it was you that came through that door at the outpost.
SEV00000958	Good thing you brought me, then.
SEV00000959	Zip-a-dee-doo-dah zip-a-dee-a, I'm gonna be rich tomorrow-ay.
SEV00000960	That what you think? Decent chance we'll both be dead. Even if we do take out Bodeen... you're getting a slice, nothing more.
SEV00000961	You're really gonna pack up those caps and haul them all the way back to Silver Springs? That's a fool's errand and you know it.
SEV00000962	I mean... holy shit, you might as well saddle up Rocinante and call me Sancho. It's madness, Walker... pure farce.
SEV00000963	You can dress it up all you want. There's no romance or righteous justice here. We're killing a lot of people for some greasy caps. That's it.
SEV00000964	You know damn well I'm not doing this for the money. You might be... well, I suppose it's also your fragile ego.
SEV00000965	You're a lot like him... both walking grenades with no fuze, no safety. One spark and you destroy everything around you.
SEV00000966	At least Bodeen wore a charming mask. You? You're covered in death. It's all you have now, isn't it? I almost pity you.
SEV00000967	That might hurt if it came from a real criminal. You're a fraud, Lee. Bodeen saw right through you. So do I.
SEV00000968	We'll find out tomorrow, won't we? Only one thing standing between me and that money, Walker. You.
SEV00000969	I for one think this would be a fine time for a ghost story. Have you heard the tale of the talking dog?
SEV00000970	I hate it already. Fine, tell your story.
SEV00000971	Our story begins with a duster-clad adventurer who wanders from town to town assisting denizens of the wasteland. He is brave. He is noble.
SEV00000972	He happens upon a village. An ominous cloud lingers over the poorly-built shanties. The inhabitants are sickly and timid, saying nary a word.
SEV00000973	Even the children cast their eyes downward. All is silent save the shifting sheet metal and creaking wood. The adventurer is on guard.
SEV00000974	Let me guess... Goodsprings.
SEV00000975	Quiet. The adventurer nervously fondles his magnificent moustache. His hand is on his pistol, ready to draw... when a dog strolls into the square.
SEV00000976	The adventurer sighs in relief. He reaches to pet the beast, but recoils when he hears a deep, otherworldly voice say, "I have a secret."
SEV00000977	Stunned, the adventurer blurts out, "But you're a dog!" The canine calmly replies, "That's the secret. I talk."
SEV00000978	The adventurer's apprehension begins to melt away as he scans the dog. He is utterly normal, save his heterochromia.
SEV00000979	Hetero-fucking-what?
SEV00000980	Eyes are different color. Now shut up. The dog's eye's twitch with nervous energy. The adventurer begins to think he's found a new friend.
SEV00000981	He imagines the possibilities... a talking dog is a potent ally. It is at this moment that he notices the dog's gaze is fixated on his groin.
SEV00000982	The townspeople begin to crowd around the duo. They are chanting in a strange language. The dog licks his chops. The adventurer shudders.
SEV00000983	He nervously sputters out, "So, uh... what's your name?" The chanting grows louder. Thunder erupts overhead. The sky turns red.
SEV00000984	<Gulp>
SEV00000985	The dog grins and says, "Balls. You want to know why?" The adventurer's face is pallid. He is stiff with fear. Urine begins to pool around his feet.
SEV00000986	He wills his quaking lips to form the words. "W-w-why?" The dog inhales deeply. His eyes dance with excitement. The chants are now a deafening roar.
SEV00000987	"Because it's the first thing I bite," the dog says. In a flash, he rips off the adventurer's scrotum. A geyser of blood erupts.
SEV00000988	The adventurer slumps over in shock and screams in agony. The townspeople dance and scream, "Hail Satan!" The adventurer perishes.
SEV00000989	The hell hound is sated... temporarily. They say he still walks the wastes, always searching for a fresh sacrifice. Only two items will satisfy him.
SEV00000990	A knife... preferably with blood on it... or warm testicles torn from a living body. Beware of strange dogs. Beware... of Balls.
SEV00000991	The end. Good night, everyone. Sweet dreams!
SEV00000992	He wills his quaking lips to form the words. "W-w-why?" The dog inhales deeply. His eyes dance with excitement. The chants are now a deafening roar.
SEV00000993	Yeah, I try to imagine how they'll look, who they'll take after. Picture me with a grandson on my knee, telling stories on the front porch.
SEV00000994	Oh, and if you ever call me grandpa... I'll kill you.
SEV00000995	So you're a grandfather?
SEV00000996	Yeah, it is. Might as well get back to it.
SEV00000997	It's all in the past now. No point dwelling on it.
SEV00000998	She doesn't want anything to do with me, especially after what happened to Jessica. Reckon I'll stay away if that's what she wants.
SEV00000999	You ever thought about contacting her?
SEV00001000	There's more to it. She saw... the anger. Just before she ran off, she saw something that... well, something I regret every day.
SEV00001001	I, uh... well, Jessica was threatening to leave me a few years back. The hours, my inability to... turn off the anger after work.
SEV00001002	We were trying to make it work, thought we'd turned a corner. I found out Jessica had gotten pregnant... then got an abortion without me knowing.
SEV00001003	I confronted her... and she threw it right in my face, said she did it to spite me. Said she didn't want to raise a boy around me. So I hit her.
SEV00001004	Just one time, but there's no excusing it. Makes me sick to think about it. Sicker still that Hannah saw it. Now you know why she hates me.
SEV00001005	That was a long time ago. Maybe you can mend the relationship.
SEV00001006	I won't argue with you. Can't undo what I did, damn sure won't dance around it or make excuses. All I want... is to do one thing right for her.
SEV00001007	I may be a piece of shit, but I've still got a job to do. All I ask is that you help me see it through to the finish. Let's get moving.
SEV00001008	You're garbage.
SEV00001009	It wasn't good, to be honest. Not long after I was kicked out of office, then turned into a loafer. Don't know why she put up with me.
SEV00001010	I like to think she saw a better version of me than what was in front of her, maybe hoping I'd shed that skin and turn out good.
SEV00001011	That's what burns me up... that I didn't do that for her before she was killed. Best I can do is get justice for her. Let's... let's get moving.
SEV00001012	How'd you make the marriage work after that?
SEV00001013	Absolutely. Seen enough wife beaters in my day to know the excuses, the rationalizing bullshit that comes out of their mouths.
SEV00001014	I did wrong. All I can do now is try to get that woman a small slice of justice for all the hell I put her through while she was alive. Let's go.
SEV00001015	It only happened once?
SEV00001016	Pretty much. Even if we could talk, I wouldn't. I want to make sure this place stays dead when we're done with Bodeen. Let the buzzards have it.
SEV00001017	It's a moot point in the end. This isn't a town, it's an armed camp full of predators. Reckon they're keeping slaves, so... no mercy.
SEV00001018	With that said... use judgment. There are liable to be a few noncombatants running around. Don't be a maniac.
SEV00001019	So there's no chance of talking our way in there? We just go in guns blazing?
SEV00001020	I know that, but you better learn. You start gunning down slaves and such... you'll be squaring up with me long before we meet Bodeen.
SEV00001021	Discretion is not my strong suit.
SEV00001022	Same for me. Good night.
SEV00001023	I better rest up, then. Good night.
SEV00001024	I'm not sure yet. I'll be returning the bulk of the money to Silver Springs, obviously. After that? Haven't made up my mind.
SEV00001025	We've been working together for a while... so I wouldn't mind your input. Any thoughts?
SEV00001026	And what happens after all this?
SEV00001027	[SUCCEEDED] Even if I swallow my pride and make the attempt, who's to say she'd want anything to do with me? Stubborn, just like her mother.
SEV00001028	I think you should seek out your daughter and make amends. You still have a family.
SEV00001029	[FAILED] No, not happening. I know her too well. She doesn't want to see my face. I'll be lucky if she'll take money that I send her.
SEV00001030	I think you should seek out your daughter and make amends. You still have a family.
SEV00001031	Really? Badge will feel a little heavier this time around, I think. Well, I just don't know. I'll think about it.
SEV00001032	I think you should go back to being a lawman.
SEV00001033	It's been a ride. Won't lie... it's been satisfying to catch up with these men. Wouldn't mind doing it again if I manage to survive.
SEV00001034	Money ain't bad, either. The seven agencies pay well from what I hear. I could send my earnings to my daughter, make a trust for my grandkids.
SEV00001035	That... that could work. More useful than what I had planned. Thank you.
SEV00001036	You seem to have a knack for hunting down bad guys. Might try bounty hunting.
SEV00001037	Yeah, I suppose it is. Won't put that burden on anyone else. I'll handle it.
SEV00001038	It's your call.
SEV00001039	[SUCCEEDED] Jesus, I wish that conversation with Anne never happened. Dredged up old feelings... old memories I'd buried.
SEV00001040	Even if I did... it would be a slap in the face to all the... the truly good people like Anne. No, I can't.
SEV00001041	I can see myself retiring or starting over... but going back to the Followers? Never gonna happen. I won't live a lie. I need a real option.
SEV00001042	You should go back to the Followers, like Anne said. Put this behind you and help others.
SEV00001043	[FAILED] No, I'm not falling for that insipid crap. I need a real plan.
SEV00001044	Like they say at the Sierra Madre: "Begin Again."
SEV00001045	What, go east? I mean... I can pass through Caesar's territory easy enough. Just have to be... well, not a criminal. I could do that, I guess.
SEV00001046	I'd like to see Texas, though. Heard some of the other ghouls mention it in passing. Wild stories trickle in sometimes. Yeah, why not?
SEV00001047	Appreciate your input. Get some rest, friend.
SEV00001048	It's possible. I'd recommend you leave the Mojave, though.
SEV00001049	You're the voice of my gut. Too set in my ways, like an old hound dog. It has its moments, you know? Living wild in a wild place. You should try it.
SEV00001050	You've been all right to me, so let me give you a fair warning... as a friend... don't get between me and those caps. I need them.
SEV00001051	Now it's time to dance with Morpheus and forget all these troubles for a brief moment. Good night.
SEV00001052	You wanted to live free, right? Stick the life you know and stop second-guessing yourself.
SEV00001053	[SUCCEEDED] I... I... maybe. I need to sleep on this. Yeah. Thank you... for everything. Didn't expect this from a fellow wanderer. Life is funny.
SEV00001054	Let's all get some rest. All this banter is for naught if we die tomorrow, anyway. Good night.
SEV00001055	Every saint starts as a sinner. I believe you can be a good man again, Lee.
SEV00001056	[FAILED] Uh, yes it is. Are you damaged in the head or something? C'mon, give me a real option here.
SEV00001057	It's not a lie if you believe it.
SEV00001058	Educate the mind and the heart, huh? "Kids, don't be a murdering shitbag." Something like that? Might prevent another Edward Sallow.
SEV00001059	Maybe. I need to sleep on this. You need to sleep, too. All this speculation will be for naught if we die. Good night.
SEV00001060	With your experience you can impart knowledge and wisdom. That's a rare gift. Don't waste it.
SEV00001061	Lord, this is gonna be rough. Assuming we do make it through tomorrow... I... yeah, I'll do it. I'll look her in the eyes and apologize.
SEV00001062	Eating a bullet sounds better than that... but I'll do it. God as my witness, I'll do it. Now let's get some sleep and pray we survive.
SEV00001063	You won't know for sure until you meet her in person. Never give up on your family.
SEV00001064	Ain't that simple and you know it. No, sending her money will be enough.
SEV00001065	Just tell her you're really sorry.
SEV00001066	Well, when you put it like that... sound like my old grandpappy. Might not have been a walking thesaurus like Lee, but he had a way with words.
SEV00001067	I'll do it. No more whining or excuses. I'll look her right in the eyes and tell her I'm wrong. Then I'll know.
SEV00001068	A man's got to do what a man's got to do.
SEV00001069	Damn, straight at me... okay, fair enough. So it's a question of nerves? I know what it's like to fail... I don't want to feel that again.
SEV00001070	You've got enough nerves to handle yourself in a shootout. Surely you can talk to your daughter.
SEV00001071	And what a battle it will be. I'd like to see it depicted with oil on canvas, in the style of... The Death of Decius Mus. Very appropriate.
SEV00001072	May fortune favor you in your endeavors. I for one believe you will stop the barbarian horde. Ils ne passeront pas!
SEV00001073	I'll probably wander from job to job until things kick off at Hoover Dam.
SEV00001074	Fortuitous that you should mention that... rumor has it that William Gray may be opening a new branch in town. If so, do look him up.
SEV00001075	I wouldn't be surprised if House had a hand in his move to Vegas. War is profitable. War on behalf of Robert House would be very profitable.
SEV00001076	So many opportunities. Hope you sleep well. We may all be knocking on heaven's door tomorrow. Good night.
SEV00001077	I'm thinking of working as a mercenary for a spell.
SEV00001078	Now there's a business that won't ever go out of style. Agencies are flourishing these days. Lots of bounties up in the basin.
SEV00001079	Just be careful when you get up in the wild places. Stay away from Mount Irish, whatever you do. Bad mojo, as they say. Very bad.
SEV00001080	However, if you're in need of an Enkidu to assist your Gilgamesh, I'm more than happy to help take on the monsters of our world.
SEV00001081	Might even recover some art while we're at it. Anything is possible on the open road. Now... now it is time to rest my weary bones.
SEV00001082	Bounty hunting is always an option.
SEV00001083	A veritable vacquero, that's what you are. Keep your powder dry, then. I sense grim tidings... dark days may be ahead. Stay sharp.
SEV00001084	Oh, and if we should survive this bloody fracas, do look me up in Jacobstown. I can be an extra hand on your great cattle drive through the Mojave.
SEV00001085	Us cowpokes, we take it as it comes.
SEV00001086	Thank you, you as well.
SEV00001087	Good night to you and Peter. Hope you both sleep well.
SEV00001088	There is evil... and there is evil. Whatever is stirring in those mountains is the latter. It's malignant in essence, not just some passing devilry.
SEV00001089	I've seen things you people wouldn't believe. Brotherhood ships on fire off Rushmore. I watched C-beams glitter in the dark near the Gateway...
SEV00001090	All these images are nothing compared what I've heard about Mount Irish. Blood sacrifices... ancient rituals... a Red Prince on a throne.
SEV00001091	Avoid it at all costs... or if the opportunity arises, use a nuclear warhead. Give it the Old Testament treatment. That would do nicely.
SEV00001092	Anyway, lots to think about. Good night.
SEV00001093	What's the deal with Mount Irish?
SEV00001094	Well, Walker... you got me. See why you didn't start shooting off the bat. Wanted your gun-hand to back you up. Well played.
SEV00001095	Was it really worth it? I mean, don't get me wrong, I'm impressed... but all that killing... just to get me?
SEV00001096	To look you in the eyes... to tell you I'm gonna kill you? Goddamn right it was worth it. I'd kill every man in this valley twice for that chance.
SEV00001097	Bodeen, you and Walker should take a trip together. You both love misery and killing everything around you.
SEV00001098	Lee, whatever happens here... you're getting the first bullet, you rat fuck.
SEV00001099	Walker... I'm not keen on all this talking. You want speeches, go chat with the Booth boys. Pull that Roscoe when the mood hits you. I'm game.
SEV00001100	Lee, whatever happens here... you're getting the first bullet, you rat fuck. Sam, you're second. Should've stayed away.
SEV00001101	Walker... I'm not keen on all this talking. You want speeches, go chat with the Booth boys. Pull that Roscoe when the mood hits you. I'm game.
SEV00001102	Let's dance.
SEV00001103	And you... what's your part in this? Why in the fiddler's fuck would you help Walker with this suicide mission?
SEV00001104	Yeah, I'm a little fucking dyspeptic after you destroyed everything I worked so hard to build. You could say I'm in a mood.
SEV00001105	You know how hard it was to get this place up and running? My mentor, Roy... the sacrifices he made... you got no idea.
SEV00001106	Think we're bad? Should've seen the crew that was here before us. Roy buried them. Then came the goddamn Dog Pecker Flies!
SEV00001107	A swarm straight from the pits of hell... and Roy beat them. We were on the verge of greatness... and you just shit on our world. Upset? Yeah.
SEV00001108	You seem upset.
SEV00001109	Caps? You did it for the caps? Lord knows that Walker isn't giving you much. Different circumstances I might make a counter-offer.
SEV00001110	But after what you pulled... the men you killed... they were loyal to me. I took care of them, cared about them. Even the Cram guy.
SEV00001111	You killed them like they were dumb animals. Reap what you sow, cocksucker.
SEV00001112	I'm in it for the caps.
SEV00001113	I earned it. Took a slug from Ranger McCall before I ripped it off his corpse. Toughest bastard I ever fought. Tougher than any of you, anyway.
SEV00001114	Much as I appreciate the compliment, I'd like to stick to the point - what the hell are you doing here?
SEV00001115	Nice outfit. Where'd you get it?
SEV00001116	You're gonna have to earn it, boy.
SEV00001117	You don't rate that armor. I'm taking it back.
SEV00001118	You're gonna have to earn it, bitch.
SEV00001119	You don't rate that armor. I'm taking it back.
SEV00001120	See, Ramon... that's the kind of honesty I can respect. Damn shame how this has to go down. I could've used someone like you.
SEV00001121	No point putting it off any more. Let's find out who got right with Jesus this morning.
SEV00001122	I was bored.
SEV00001123	That's all you got? I'm right and you're wrong? Know how many kill-crazy maniacs have thrown that at me? You really believe it. Hell fire.
SEV00001124	Highfalutin little fuck-nugget... preaching at me while you're killing half of creation. I mean... look around you! You're the grim reaper!
SEV00001125	Good chance most of us are about to meet our maker here in a moment, so let me ask one last question - you got any remorse?
SEV00001126	It was the right thing to do.
SEV00001127	Not yet.
SEV00001128	You got no right to throw that at me. You're a raider. A slaver. A murderer. It ends now.
SEV00001129	A wise choice, friend. Think fast!
SEV00001130	Well, you can't blame me for trying. Now... let's see if you can catch lightning.
SEV00001131	No thanks.
SEV00001132	They weren't angels, but great things aren't built by moral men. We made the hard choices, laid the foundation for something better.
SEV00001133	I can say it now... I regret killing Walker's wife. Happened in a flash. Woman told me... well, it was bad. Couldn't lose face, you know?
SEV00001134	Figure I'll pay for it at some point. Maybe it's today. Walker ain't the first to come after me, though. I'll take my chances.
SEV00001135	I have plenty of regrets, but cleaning out this canyon isn't one of them.
SEV00001136	Well ain't you something. Ice cold to the core. Let's see if you flinch.
SEV00001137	No.
SEV00001138	You're gonna feel regret when I nail your skin to the walls, motherfucker.
SEV00001139	My only regret is not killing you before you had a chance to speak.
SEV00001140	Nothing like that click, is there? So satisfying. Bodeen proposed using a thermal lance at the Silver Springs bank. I refused.
SEV00001141	You know... I'm something of a safecracker myself.
SEV00001142	It's done, Lee. Take your share and go home.
SEV00001143	They say revenge is the sweetest morsel cooked in hell. A bag of stolen money is a close second in my book.
SEV00001144	Lee... you did your part. Take your share and walk while you can. I'm losing my patience.
SEV00001145	That! That's why I won't go. "Losing my patience." Like you're the noble father figure of the wastes. You're a bully, Walker. Same as Bodeen.
SEV00001146	Don't you... don't you say that again. This is your last warning, Lee.
SEV00001147	You're alone for a reason. You'll always be alone. I'm ready when you are, sheriff.
SEV00001148	<Whistling.>
SEV00001149	[SUCCEEDED] Yes... yes, it is. All right, my fellow masochist... let's hear it.
SEV00001150	I've been with you every step of this journey. That's worth something, isn't it?
SEV00001151	[FAILED] Oh, you want chivalry? Fine, we'll handle it like Hamilton and Burr!
SEV00001152	Can't you two work this out like gentlemen?
SEV00001153	Hell yes! You ready to back me up?
SEV00001154	Remember your plan to split the caps?
SEV00001155	Good. No hesitation!
SEV00001156	<Attack Walker.> I'm in. Let's do this.
SEV00001157	You fucking snake. "Go thou, and fill another room in hell!"
SEV00001158	<Attack> You overplayed your hand, Lee. Can't let you do this.
SEV00001159	Oh, it's about to be final. You hear that, Walker? Fine. Spit it out, quickly.
SEV00001160	Easy, let's talk this out before things get... final.
SEV00001161	Oh, the master of rhetoric makes an appeal to reason! Well, out with it!
SEV00001162	Calm the fuck down and listen to me unless you want to end up dead.
SEV00001163	Damn... there's pulling out the big guns... and then there's pulling out the nuclear howitzer and aiming it right at my face. Fuck me.
SEV00001164	Fine... off into the sunset I go. Walker... from the bottom of my heart, I hope to never see you again.
SEV00001165	And as for you... thank you. Doubt I'll see you again, but who knows. Got a feeling your life is about to be a lot more interesting than mine.
SEV00001166	And you know what? I'm okay with that. Farewell and safe travels.
SEV00001167	Remember what Anne told you - there's still a place for you in the Followers.
SEV00001168	[SUCCEEDED] Damn it! Yeah... you're right. Play it cool, play it smart. Got greedy with Bodeen and look what happened. Yeah, time to cash out.
SEV00001169	Fine... off into the sunset I go. Walker... from the bottom of my heart, I hope to never see you again.
SEV00001170	And as for you... thank you. Doubt I'll see you again, but who knows. Got a feeling your life is about to be a lot more interesting than mine.
SEV00001171	And you know what? I'm okay with that. Farewell and safe travels.
SEV00001172	You're a survivor. Taking crazy risks isn't how you've made it this far. Play the long game.
SEV00001173	[FAILED] Your conscious is just a moral lookout, not a guide. Yeah, I've heard enough.
SEV00001174	Let your conscience be your guide!
SEV00001175	Never tell me the odds.
SEV00001176	Math was not my strong suit... clearly. You're right. Put so much into getting those caps I didn't want to fold.
SEV00001177	You're right. I'll take my share and make new opportunities in a more... civilized place.
SEV00001178	I know I'm normally the loquacious sort, but... I think it's best if I just left now. Good luck to you, friend.
SEV00001179	The possibility of surviving this shootout is approximately 3,720 to 1.
SEV00001180	What? Here at the moment of decision and you want to quibble? We're talking about a killing, not haggling over fucking fruit!
SEV00001181	I think it would be a mistake. Hear me out for a moment.
SEV00001182	Just had to take a sledgehammer straight to my ego, huh? I mean... I wasn't planning on dying, but I get your point.
SEV00001183	You can argue that pride isn't worth it. Fine. But caps? There's a price for everyone... and this is mine.
SEV00001184	Walker is better and you know it. I never took you as someone who'd die for pride.
SEV00001185	No, not really.
SEV00001186	Aren't you tired of shooting people?
SEV00001187	I regret telling you that... part of a life that's long gone. But yes... I still respect the Followers, and that carries weight. Say your piece.
SEV00001188	[Followers of the Apocalypse] You're a learned man, Lee. You know this is wrong.
SEV00001189	Of all the people... and to do it like this... goddamn you. Goddamn you. Hope you like spending these caps in hell, you rat fuck.
SEV00001190	<Attack.> I didn't come here for a slice. I want the whole pie.
SEV00001191	[He reciprocates with a firm handshake.]
SEV00001192	Goodbye, friend. Safe travels.
SEV00001193	<Shake his hand.> Goodbye, Walker.
SEV00001194	Never change. See you down the line.
SEV00001195	Glad this shit is over. Just pay me and be on your way.
SEV00001196	That... that's the gun that killed my wife. No, I never want to touch it. I'd like to think it will be a force for good in your hands.
SEV00001197	I have a strong feeling that you're going to be putting it to a lot of use soon. Just be faster than Bodeen and you'll be all right.
SEV00001198	Hope to see you again in a time and place where we don't have to pack pistols. Goodbye.
SEV00001199	[Uncaring Consequences] I picked up Bodeen's pistol. Hope you don't mind if I keep it.
SEV00001200	Our mustachioed nemesis lies defeated and the aim of your quest will soon be in hand. I have honored my end of the arrangement.
SEV00001201	Unless you object, I will make my exit. I sense that today's carnage may not be at an end, and I want no further involvement.
SEV00001202	North. Before our... encounter... I heard whispers that the mad warlord Requin is hoarding precious art in his squalid stick-fort.
SEV00001203	He must be... relieved of these antiquities. It's a matter of good taste. My course is charted, I must follow it.
SEV00001204	After that... back to the Mojave. Seek me out at my cabin. Perhaps we can conduct a joint rescue of the arts.
SEV00001205	Where will you go?
SEV00001206	We're all the wrong people. Some are just more wrong than others. None is more wrong than that sadistic madman. Oh, and steal? Dirty word.
SEV00001207	No, I'm nothing if not cautious. Remember... I served in the Master's Army. These trifling dirt kings of the Basin are a parody of real rulers.
SEV00001208	I'd like that. Just be careful you don't steal from the wrong people.
SEV00001209	No, no. It was a matter of honor, not caps. I've stolen enough caps to last me ten human lifetimes. But a Rubens? I'd hug you to death. Literally.
SEV00001210	It would please me if you took that sum and donated it to the Followers. Most factions are rife with vicious machinations, but not them.
SEV00001211	Sure, they produce an oddball dictator every now and then, but nobody's perfect. Help them in my name, please.
SEV00001212	<Pay him 200 caps.> Thank you, Sam. Here's something for your trouble.
