OWB00000001	GREETING
OWB00001460	ENOUGH! SURRENDER THESE SO-CALLED BOTTLECAPS, NUKA AND SUNSET ALIKE. IN THEIR ROLE AS THINGS, THEY WILL SERVE AS ADEQUATE TEST SUBJECTS.
OWB00001461	*What are we going to do? There's no way we can breach the Forbidden Zone. There's those robot scorpions everywhere!*
OWB00001462	-The FORBIDDEN ZONE, where no brain has EVER entered! Nor ever RETURNED.-
OWB00001463	Except Dr. Mobius. And the technologies that could save us, they are out of our reach.
OWB00001464	AND DR. MOBIUS MOCKS US. DID YOU SEE HIS CRACKED MONITOR? HE'S CLEARLY LET HIMSELF GO.
OWB00001465	*What? Ask the Lobotomite for help? 8, I think you need the fluid levels in your logic-assist-pumps checked.*
OWB00001466	If this Lobotomite responded, Dr. Klein, then it is clearly intelligent, perhaps even displays heretofore unknown levels of helpfulness.
OWB00001467	-But what of its brain? We scooped that out! We don't even know where we left it! And for putting it back in... none of us have the knowledge!-
OWB00001468	Yes, but it's still aware and responsive. Look at it... it's regarding us even now, with its big teddy bear eyes.
OWB00001469	If we ask it politely and leave the part about the unnecessary ruthless lobotimizing out, it might be favorably disposed to us.
OWB00001470	I assume full responsibility. I take my duties in the prodding and excision of living, breathing tissue quite seriously.
OWB00001471	*All right, all right. Here. Cap away. Hope that stupid chip chokes on them.*
OWB00001472	*Fine. It's not going to help. That chip will probably refuse them anyway, as stuck up as it is.*
OWB00001473	*Why don't you make the Lobotomite a bottlecap factory, Klein? Or better yet, give it a ton of things to activate the chip?*
OWB00001474	I do not understand, yet I am intrigued by this potential display.
OWB00001475	*No, 8, you don't need to fill up the emitter again, really. Klein means things... for trade. Display for trade.*
OWB00001476	*All right, let's consolidate. There's got to be some junk around here... magazines, useless, more caps, medicinal supplies... useless... here.*
OWB00001477	I found a backup copy of your... pencil processor.
OWB00001478	I found a backup copy of your... pencil processor.
OWB00001479	Excellent! Now I can turn pencils and clipboards into items more useful to society... like lead, spare parts, and duct tape!
OWB00001480	I found a soundwave file for you.
OWB00001481	Right on, daddy-o! Just plug it in and I'll mix you up a sweet, sweet sound.
OWB00001482	Right on, baby! Just plug it in and I'll mix you up a sweet, sweet sound.
OWB00001483	This is the basic stealth test. The robots will be looking for us, but we won't let them find us.
OWB00001484	This should be easy. As long as I don't screw up again.
OWB00001485	This is the advanced test. Watch out for laser tripwires. They'll ruin our day.
OWB00001486	I'm not supposed to give hints, but maybe you can disable the tripwires.
OWB00001487	This is the expert stealth test. If you thought the lasers were bad, wait till you see the proximity mines.
OWB00001488	Psst. If you hack the mines this will go lots faster.
OWB00001489	This is the robot compliance test. If you sneak up on a robot, you can disable it. It's so easy even I can't mess up.
OWB00001490	I don't think I can learn anything else here... but if you want to go again, that's fine.
OWB00001491	Too bad. We hit a tripwire. That one was totally my fault, though. We can start again at the terminal. Sorry...
OWB00001492	Maybe there's a way around the tripwires.
OWB00001493	Too bad. We triggered a mine. If you go back to the terminal to restart the test, I'll do better next time.
OWB00001494	Maybe we can disable the mines quickly, or find another way past. I'm sure you know best.
OWB00001495	Too bad. We were spotted by robots. If you go back to the terminal to restart the test, I won't mess up again.
OWB00001496	Stealth Boys are a robot's big weakness.
OWB00001497	I want to recalibrate the Sonic Emitter.
OWB00001498	Right on, daddy. Let's spin some grooves.
OWB00001499	Right on, baby. Let's spin some grooves.
OWB00001500	Have you made any electronic components?
OWB00001501	Yup, here you go.
OWB00001502	Sorry, no more today. Try me again tomorrow.
OWB00001503	I found a backup file for your corroded module.
OWB00001504	Great! Let's fire that up so I can start making electronic components again.
OWB00001505	Mean robot bugs! Mean robot bugs!
OWB00001506	I found that upgrade disk you were looking for.
OWB00001507	Ho-ho, thank God! Finally, something resembling a useful purpose!
OWB00001508	I found you some upgrade disks.
OWB00001509	Well, that'll do just fine.
OWB00001510	Can you tell me more about these pylons?
OWB00001511	ASK BOROUS. I BELIEVE HE KNOWS MORE ABOUT THE FENCE THAN ANY BRAIN. EXCEPT MAYBE MOBIUS.
OWB00001512	MOBIUS WAS INVOLVED IN THEIR CONSTRUCTION, IF I RECALL. BUT HE'S SUCH A HACK, HE PROBABLY WAS READING OFF OF BOROUS' NOTES AND SCHEMATICS.
OWB00001513	Can you please hurry? I've got a schedule.
OWB00001514	Uh... great. I don't want to hear anymore about that.
OWB00001515	Pylons? What pylons?
OWB00001516	THE RADAR FENCE THAT SURROUNDS THE BIG MT CRATER WILL PREVENT - ER, PROTECT YOU FROM STRAYING BEYOND THE FACILITY.
OWB00001517	-The mighty radar fence protects us ALL! Get too close to the blinking posts, and the proximity warning shall be your... WARNING you are too close!-
OWB00001518	*If you get near it, your vision will blur as the electrodes in your head shut off one by one, click click click.*
OWB00001519	Possible memory loss will occur along with long-term nerve degradation. It is tied to not having a brain attached to your nervous system.
OWB00001520	But the nerve degradation is nothing to worry about - such degradation would take many lifespans to become evident. And all biology dies.
OWB00001521	Such tiny inconveniences are less than the greater convenience - and conveyance.
OWB00001522	You see, if rendered unconscious by the pylons, you will be returned to the Sink, seemingly instantaneously by your deadened perceptions.
OWB00001523	Then can you help me get this done as quickly as possible? Sounds like a lot of walking.
OWB00001524	AH, THAT IS CORRECT. YOU MUST WALK UPON YOUR MANY-PENISED FEET. MUCH SLOWER THAN OUR ADVANCED HOVERING ROBOTICAL FRAMES.
OWB00001525	The little teddy bear could always run right into the pylon perimeter on its thick, turgid feet, returning it to us quickly and erectly - directly.
OWB00001526	Doesn't sound like my style. Maybe I'll do a little exploring.
OWB00001527	YOU WOULD NOT DARE. PERHAPS I CAN CHANGE YOUR MIND... USING THE GREATEST OF OUR SCIENCES. THE FENCE.
OWB00001528	Guess I better get walking, then.
OWB00001529	What if I take my time, explore the crater?
OWB00001530	WHAT ILLOGIC IS THIS?! KEEP YOUR FILTHY PENIS-TIPPED FEET OUT OF OUR LABS AND SECRETS!
OWB00001531	-There are things here no Lobotomite was MEANT to see, things that would ASTOUND! And possibly terrify. TERRIFY!-
OWB00001532	*Yeah, we don't come into your lab and decant your solutions.*
OWB00001533	Only the magnificence of our monitors allow for true comprehension of the wonders of Big MT. Shield your jellied eyes lest they burn from your skull.
OWB00001534	Trust me, I want to get this over with as quickly as possible.
OWB00001535	The faster I can get through this, the better.
OWB00001536	OUR INTENTIONS EXACTLY. THE IMPORTANT THING IS YOU RUSH QUICKLY THROUGH THIS TASK SO AS NOT TO WASTE OUR TIME.
OWB00001537	DO NOT GET CURIOUS OR YOU WILL END UP LIKE THE CAT OF SCHRЦDINGER.
OWB00001538	We feared you would be tempted to explore Big MT Crater and examine the many amazing non-mandatory research labs that lie off your designated path.
OWB00001539	The many such optional explorations are discouraged. Work hurriedly, as if you have blinders on, and leave curiosities and items of interest alone.
OWB00001540	-So many sciences and developments! Pass them by! Let impatience and the desire to simply finish, to end it all, quickly and carelessly guide you!-
OWB00001541	*Right you are, 8. In our test results, we'll make a note about how quickly you ran our maz... er, exper... Nobel... challenge.*
OWB00001542	After all, there will be plenty of time afterward to partake of the experiments once our bidding is done.
OWB00001543	Forget this. Where's the exit?
OWB00001544	This whole place sounds dangerous. These devices sound dangerous.
OWB00001545	NONSENSE. THIS PLACE IS NO MORE DANGEROUS THAN A NUCLEAR DETONATION SITE, OUR TECHNOLOGIES NO MORE LETHAL THAN AN OVERCHARGED TESLA CANNON.
OWB00001546	<Cheering>
OWB00001547	...didn't think you'd make it back.
OWB00001548	Almost didn't. Got my answers. Your Elijah, he met the Gods in this place, did a good job of making them question the way of things.
OWB00001549	Do you know where he went?
OWB00001550	He's gone to the Sierra Madre. That's a special kind of hell. He won't come back. Someone smarter, tougher's going to kill him. If the Madre doesn't.
OWB00001551	I have to go after him.
OWB00001552	Not going to talk you out of it. Know what it means to track someone you share history with. Got a meeting of my own.
OWB00001553	That Courier?
OWB00001554	Get her to come to me. Got a message for her, like the message she had for me.
OWB00001555	Make them walk the road west, straight and true, sink their feet in Old World ash. Let storms tear at them. See the Divide. See what happened.
OWB00001556	The Divide? There's nothing there.
OWB00001557	Nothing there? Like the Big Empty? The Sierra Madre? No, the Old World sleeps there, sure as the flag I carry. The Courier knows the way.
OWB00001558	And at the Divide, her and I - there, we'll have an ending to things.
OWB00001559	...didn't think you'd make it back.
OWB00001560	Almost didn't. Got my answers. Your Elijah, he met the Gods in this place, did a good job of making them question the way of things.
OWB00001561	Do you know where he went?
OWB00001562	He's gone to the Sierra Madre. That's a special kind of hell. He won't come back. Someone smarter, tougher's going to kill him. If the Madre doesn't.
OWB00001563	I have to go after him.
OWB00001564	Not going to talk you out of it. Know what it means to track someone you share history with. Got a meeting of my own.
OWB00001565	That Courier?
OWB00001566	Get him to come to me. Got a message for him, like the message he had for me.
OWB00001567	Make them walk the road west, straight and true, sink their feet in Old World ash. Let storms tear at them. See the Divide. See what happened.
OWB00001568	The Divide? There's nothing there.
OWB00001569	Nothing there? Like the Big Empty? The Sierra Madre? No, the Old World sleeps there, sure as the flag I carry. The Courier knows the way.
OWB00001570	And at the Divide, he and I - there, we'll have an ending to things.
OWB00001571	...don't want to argue philosophy with you. Brotherhood are preservationists. Tech in the wrong hands, it's dangerous. Mojave's proof.
OWB00001572	No denying that. Proof's here in this crater, all around us. Your tribe, the Brotherhood - haven't met many of you. Wanted to.
OWB00001573	Thought you might be the last chance for the Mojave... the West. The East. But you're all the same mind, obsessed.
OWB00001574	Elijah is obsessed. He's mad. It's why they ordered his execution.
OWB00001575	Two are more alike than you know, too wrapped in the wrong bits of history to see ahead. Not judging. I know how it is.
OWB00001576	People are like couriers, you and him. Sometimes don't even know the message they bring.
OWB00001577	You all had a new flag. Thought maybe new ideas along with it. What you believe isn't any better than the Bear or Bull. No future in either.
OWB00001578	So says the man with the Old World flag on his back. America, the Commonwealth... burned away.
OWB00001579	America sleeps. And until it's dead, I carry it. Just like I carried you. More than hope. Belief.
OWB00001580	There's voices here in the Big Empty, I want to talk to them. Not like your Elijah did. Got questions. Want to hear history give its answer.
OWB00001581	This is Christine Royce. Knight of the Brotherhood of Steel... the Circle.
OWB00001582	Not going to make it through this, hope someone finds this message, gets it to the Brotherhood in the West.
OWB00001583	Tracked a rogue Brotherhood Elder, Elijah, here, to the Big Empty. Place is more than it seems, there's a crater hidden deep inside.
OWB00001584	Junkyard of Pre-War labs scattered across the crater's surface, all still running... like this one.
OWB00001585	Elijah's dissecting these centers, one by one... tracked him to an old Chinese-American internment camp. Survivors, Ghouls, have bomb collars.
OWB00001586	Robots moved in when I tried to intercept him... Elijah sent the camp Ghouls against us both, like walking bombs.
OWB00001587	Got hit by the explosions, woke up here. Guess the medical robots were programmed to bring wounded victims from the camp to this center.
OWB00001588	Some kind of Auto-Doc prototype lab... manned by corpses trapped inside suits that keep them moving, no idea why.
OWB00001589	Not sure how long I'm going to last... cut open my head like a lot of the humans I've seen here, feel strange, can talk, but can't hack the term...
OWB00001590	...wait, an explosion outside. Someone's here... someone's... 
OWB00001591	I was curious about some things.
OWB00001592	Oh, curiosity. I experience that less now that I know everything. Or maybe it was when I found out some unpleasant answers? Mmm-hmm.
OWB00001593	I find things curious as well. Go on.
OWB00001594	Yes, yes, this is getting interesting. You are just filled with these little slices of curiosity, aren't you?
OWB00001595	But I want to leave.
OWB00001596	Now, that seems to be rather hormonal of you. Flight or fight response, you know, hard to cut that out completely.
OWB00001597	Your brain is here, safe with me. We chat over Mentats.
OWB00001598	Why is that a problem?
OWB00001599	I'm not sure except that I'm sure there's a very good raisin for it. I have very good raisins for almost everything I do.
OWB00001600	Even if I forget them occasionally. Although I feel this one is especially important. Ha! Oh well.
OWB00001601	Exactly. I want my brain so I can leave.
OWB00001602	Why did you steal my brain?
OWB00001603	Oh, a variety of raisins... you're something of a homily. Er, anomaly? You're really quiet special, and not in the cranially-challenged way.
OWB00001604	You see, you are the most successful brain extraction experiment ever performed here at Big MT. A victim of your own success, as it were.
OWB00001605	If you were to go back with what your brain knows about the procedure, well...
OWB00001606	...your brain could be popped back in and you could walk right out of here. Can't have brains moving around of their own volition.
OWB00001607	I need my brain back.
OWB00001608	Do you? You seem fine without it.
OWB00001609	And does it even want to go back with you? Maybe you should ask it. It's quite independent, has all manner of opinions.
OWB00001610	Tell you what - I'll leave it up to your brain. If it wants to go, then fine. If not... well, you should respect its wishes.
OWB00001611	You aren't exactly what I was expecting.
OWB00001612	Really. That implies pre-conceived notions - theories and a hypothesis about this meeting? Please extrapolate. What was I... supposed to be like?
OWB00001613	After all, it might be worth a cognitive re-alignment if your theoretical Mobius is better than I.
OWB00001614	Whichever way you want to be killed is fine with me.
OWB00001615	How gracious of you. A mannerly killing.
OWB00001616	I'll trash them like I did your giant piece of junk downstairs.
OWB00001617	Oh now you've done it. I feel a twinge of regret over that little mistake I left on.
OWB00001618	Minions - destroy this intruder! Mmm. Or perhaps make it more dramatic?
OWB00001619	Minions! To me!
OWB00001620	Oh, yes, that's quiet a bit better.
OWB00001621	What minions?
OWB00001622	Whoa, have they not constructed themselves yet? That's a bit premature of me. The Robo-Scorpions, of course.
OWB00001623	They can assemble themselves from floor panels and parts scattered about, quiet inventive - never really know when they might suddenly appear.
OWB00001624	I'll save it, don't want to mix it with alcohol if I can help it.
OWB00001625	Mmm. I love Mentats. Delicious and smarty.
OWB00001626	I don't know, I'm tripping pretty hard right now.
OWB00001627	Mmm. I love Mentats. Delicious and smarty.
OWB00001628	I'll save it for later.
OWB00001629	Mmm. I love Mentats. Delicious and smarty.
OWB00001630	Uh... thanks.
OWB00001631	Mmm. I love Mentats. Delicious and smarty.
OWB00001632	I have all sorts of amazingly science-arific thoughts and ideas when those chalky tablets are zipping through my biogel.
OWB00001633	I forget them all not long after, though, especially with the data constipating my memory core. Afraid binary streams might shoot out my chassis.
OWB00001634	Had to start using the dome floor and walls here to inscribe equations, although I've somewhat lost track of where they start and end.
OWB00001635	Enough. I'm here to kill you.
OWB00001636	Oh, intriguing. I've never been killed before. Although after that time I got that phlegmy discharge in my biogel... I wished I had been.
OWB00001637	Well, if there's going to be killing, I defer to your expertise in this matter.
OWB00001638	How should we begin? Engineered viruses? Canceratic beams? Atomics? Electrocutioning? Or... should I summon my minions...? Yes, my minions.
OWB00001639	Is that better?
OWB00001640	Depth perception is a problem with this old monitor of mine. Went black a while ago. That's old age for you.
OWB00001641	Should look at getting the visual nerves re-attached... it's just that the right eye would see the wrong things. The flying tortoises were the worst.
OWB00001642	Would you care for a Mentat?
OWB00001643	Wait... sounds like you built the Robo-Scorpions, issued threats to keep the Think Tank occupied.
OWB00001644	Did I? Maybe I did. Can't have them leaving. Some reason for it. Ethics - or con-science?
OWB00001645	You and your Brain are quite alike, I'm sure it knows the raisins better than I do.
OWB00001646	You don't seem aggressive. Why broadcast threats to the Think Tank?
OWB00001647	Oh, I was probably tripping hard on Psycho when I sent that. Had to work myself up to it, not usually violent, except when I am. Then, huh! Watch out!
OWB00001648	So many chems, such varieties! Whenever I take Mentats, I can feel my entire chassis breeeeeathe like a big spherical lung.
OWB00001649	As for the Psycho, sometimes get the chem despositories in my tank all switched up, go in the wrong tube - still, served its purpose.
OWB00001650	Can you tell me about your Robo-Scorpions?
OWB00001651	Well, every scientist needs an army. Mine came to me after these rather large scorpions kept coming in from the dessert. Like poisonous frosting.
OWB00001652	How scary, I thought! But they had survived when nothing else had. Perfect candidates for improvement, as a reward for their tenacity.
OWB00001653	Then I thought, what if they shot energy bolts and acted as walking eyes and data-drained computers and acted as bullhorns? Then I made them bigger.
OWB00001654	Then, I thought about... custard. I do so love custard. Or was it mustard? Mustard custard. Mmmm. I miss sugars and salts.
OWB00001655	I found a holotape to upgrade you. <REMOVE>
OWB00001656	I lost my Sonic Emitter. Can you make me a new one?
OWB00001657	That's a shame, chief! Nobody oughta go through life without music on hand. Just head over to smarty-puck in the main room and he'll sell you one.
OWB00001658	I found a holotape to upgrade you.
OWB00001659	You found my Smart Lights! Installing upgrade.
OWB00001660	Goodbye.
OWB00001661	<Bark.>
OWB00001662	Okay. Heel.
OWB00001663	Go wait somewhere else.
OWB00001664	What are you doing, dog?
OWB00001665	<Pants.>
OWB00001666	I made you. You stick with me. Got it?
OWB00001667	So move.
OWB00001668	Why the hell are you just standing there?
OWB00001669	<Pants.>
OWB00001670	Come with me, girl.
OWB00001671	<Bark.>
OWB00001672	Go wait by the entrance. Good dog.
OWB00001673	<Bark.>
OWB00001674	Hi there, puppy.
OWB00001675	<Pants.>
OWB00001676	Psst. If you want to be sneaky, turn off your Pip-Boy light.
OWB00001677	Pip-Boy light's on.
OWB00001678	We're all lit up. Is it Christmas?
OWB00001679	Nobody ever notices me... but they notice the Pip-Boy light.
OWB00001680	I need my equipment repaired.
OWB00001681	Very good, sir.
OWB00001682	I'd like to talk about something else.
OWB00001683	Lay it on me, daddy-o.
OWB00001684	Lay it on me, mama.
OWB00001685	Can you do anything like that for me?
OWB00001686	Got yourself a sonic emitter, don't ya? Thought so. Bring that old thing on in here, and... bring me some sound samples, and I'll make that baby sing!
OWB00001687	Or scream, if that's what you want.
OWB00001688	You seem pretty laid-back for an engine of destruction.
OWB00001689	Why not? Ain't like I got nothing to prove. Not like that Toaster - now that boy got some issues.
OWB00001690	I'll talk to you later.
OWB00001691	Catch you later, gator.
OWB00001692	Do you play music?
OWB00001693	Mmm... Used to, long time ago. Then Ol' Doc Mo ripped out my music drives and stuck in more acoustical processors.
OWB00001694	Guess you could say I got the blues, even if I can't play them no more.
OWB00001695	What's your purpose here?
OWB00001696	Dig, I'm-a acoustical wizard, kid. Ol' Doc Mo used me to prototype his sonic weapon designs.
OWB00001697	Get me a good sample base to work from and I can whip up a wave that makes Jericho look like a kazoo.
OWB00001698	Why can't you go out there and shut them down?
OWB00001699	OUT THERE? WE'RE NOT GOING OUT THERE. IT'S DANGEROUS. WE'RE SMART, NOT SUICIDAL.
OWB00001700	I'll go get these technological wonders and see how much damage I can do.
OWB00001701	Oh, I'll be sure not to tamper with anything, I promise.
OWB00001702	That sounds suspiciously like I can't leave.
OWB00001703	There's a perimeter?
OWB00001704	So I can't leave?
OWB00001705	If there's nothing more, I need to stop Mobius.
OWB00001706	I could care less about all of this. Can I go?
OWB00001707	This can only work on fields here in the crater?
OWB00001708	YES. BUT NOT CURRENTLY.
OWB00001709	*Yeah, we lost that part of the schematics. Or Borous did. In one of his stupid labs - or inside one of his stupid pets.*
OWB00001710	-It is LOST! All questions lead to this conclusion! The blue fields within Big MT shall be fielded with force... FOREVER.-
OWB00001711	Wait... so this gun you gave me can disable Force Fields?
OWB00001712	YES.
OWB00001713	@@[=$+<_--*]@@?
OWB00001714	MAYBE.
OWB00001715	WELL. NO. NOT CURRENTLY.
OWB00001716	What were you saying about force field disruption?
OWB00001717	This thing is pretty cool. It's got a little soundwave thing on the back!
OWB00001718	Uh... thanks.
OWB00001719	*Careful where you're pointing that. That device wasn't always a weapon. It was more like a force field kind of thing... once.*
OWB00001720	-Force fields prevent us from moving! FORward or BACKward!-
OWB00001721	THEY ARE IRRITATING.
OWB00001722	The Sonic Emitter was specially designed to disable our own safety fields here in Big MT. When some of us lost our access passes. Dr. O.
OWB00001723	*That only happened once, and I know you were behind stealth fielding my lab keys, Dala, you formographer!*
OWB00001724	Dr. O, you rewind that comment!
OWB00001725	*Plenty of rewinding already going on in your formography tapes... surprised the things don't snap out of their cases with repeated 'observations.'*
OWB00001726	For the love of... Please. Stop. Fighting.
OWB00001727	If there's a weapon you can give me, hand it over, I'll put it to good use.
OWB00001728	If you have the gun already, I don't understand what you need.
OWB00001729	IT IS TRULY THE END OF ALL INTELLIGENCE WHEN THE LOBOTOMITE SPEAKS MORE WISDOM THAN YOU "GENIUSES."
OWB00001730	SO - IF WE HAVE THE SOUNDWAVE... SONIC... PROJECT-O THING GUN... THEN WHAT IN HEISENBERG'S NAME DO WE NEED FROM X-8?! ANYONE?!
OWB00001731	I believe we need a new frequency embedded into the gun. It was designed to broadcast many sounds once charged. We just don't know the frequency.
OWB00001732	-And it is LOST in X-8! Just as X-8 is forever lost to us! The sadness of my high-school days! The sadness of my YOUTH, MY youth! LOST!-
OWB00001733	*O really, Borous? All you did in High School was Commie fink-tattle-tale on all the kids you hated, you little teacher's pet brown-hound.*
OWB00001734	GIVE. THE. LOBOTOMITE. THE. EMITTER. DOES IT HAVE AN AUDIO EFFECT FREQUENCY LOADED?
OWB00001735	*O... I don't think so. Wait...*
OWB00001736	WHAT IS HE DOING?
OWB00001737	*I think he's sonjaculating into the gun. Getting it... warmed up.*
OWB00001738	*Ding... turkey's done.*
OWB00001739	YOU GIVE IT TO THE LOBOTOMITE. I'M NOT TOUCHING THAT THING.
OWB00001740	*O, I don't think so.*
OWB00001741	I'll do it if you two are going to be ashamed of your own technological needs. Let me give it a little sonic sterilization first...
OWB00001742	wooOOOoooOOO... all right, all anti-bacterial fresh.
OWB00001743	Here, my little Teddy Bear. I have thoroughly removed all RobCo termlink code spew from the device. It is clean, shiny, and ready for your hands.
OWB00001744	*O... Doctor Klein... Doctor Klein? If I may intersect for a moment.*
OWB00001745	WHAT IS IT? THE LOBOTOMITE IS ASKING ME THINGS, O, AND I AM TRYING TO IGNORE THEM. MY PROCESSORS CAN'T IGNORE YOU BOTH AT THE SAME TIME.
OWB00001746	*Well... you know how we asked it to fetch the Sonic Emitter thing? Turns out we already have it. What are the odds?*
OWB00001747	WHAT IS THIS, A HIGH SCHOOL SCIENCE FAIR?! GET YOUR ACT TOGETHER, YOU'RE MAKING US LOOK LIKE A COLLECTION OF ROUND-EARTHERS!
OWB00001748	*You're always yelling! My receptors can't take it anymore - and neither can my feelings!*
OWB00001749	I AM YELLING BECAUSE YOU CONTAMINATED SPECIMENS CAN'T KEEP YOUR PROBES OFF THE VOLUME KNOB ON MY VOICE MODULE!
OWB00001750	Can you turn those lights on for me?
OWB00001751	As much as I'd love to, I'm afraid not. The data from that study has gone missing. You'll have to find a backup if you want to use the Smart Lights.
OWB00001752	I certainly can!
OWB00001753	Unlike certain other lightswitches, I'm competent. I'd just love to turn those lights on for you.
OWB00001754	I had some more questions.
OWB00001755	I'm happy to answer what I can.
OWB00001756	Is that anything like what the other light switch is working on?
OWB00001757	Hmph! I suppose if you want to conflate the betterment of man's mind with... with a luminous aphrodisiac.
OWB00001758	Our project was by far the more significant. And the more... intense.
OWB00001759	What were the results?
OWB00001760	We observed a fascinating phenomenon: certain spectra of visible light actually increased cognitive function and reasoning ability.
OWB00001761	Of course, Doctor Mobius' brain is so big already, we had a hard time measuring it.
OWB00001762	That sounds like what the other light switch was working on.
OWB00001763	Eww! Don't lump me in with her! I'm way more fun!
OWB00001764	I have to go. We'll talk later.
OWB00001765	Certainly. I'm looking forward to it.
OWB00001766	What function do you serve?
OWB00001767	Doctor Mobius and I were deeply involved in research on the ability of light levels to enhance human cognition.
OWB00001768	What can I say, she and I just... click.
OWB00001769	You really know how to break a synthetic girl's heart!
OWB00001770	Calm down, I don't have a thing for the light switch.
OWB00001771	Okay... I believe you. This time.
OWB00001772	Okay then. Forget I said anything.
OWB00001773	I don't know, smart lights could be useful.
OWB00001774	I knew it! You've got a thing for her, don't you? Oh, you just make me sick!
OWB00001775	Sounds like there's some bad blood between you. Or, um, circuits.
OWB00001776	That bitch. She thinks she's so much better than everybody just because her processors are bigger. Ooh, she makes me so mad!
OWB00001777	I had other questions.
OWB00001778	Sure thing, sweetie!
OWB00001779	Can you turn those lights on for me?
OWB00001780	Oh... I'd love to, sweetie, but I don't have the programming. All the data from the experiments was lost.
OWB00001781	You'd have to go out into that nasty old crater and find the backup copy.
OWB00001782	You bet I can!
OWB00001783	You bet I can! I bet that's more than that other tramp can do, huh?
OWB00001784	And what did you find out?
OWB00001785	Oh, it was super exciting! It turns out that some pretty colored lights can make you way better at talking to people!
OWB00001786	I have to go now.
OWB00001787	Bye now!
OWB00001788	I saw another light switch in the other room. Do you control that one too?
OWB00001789	Oh... her. Trust me sweetie, you're better off not thinking about that frigid little ice queen.
OWB00001790	What are you, some kind of novelty talking light switch?
OWB00001791	I was Doctor Mobius'... personal assistant! We were studying... um... oh, shoot, what was it?
OWB00001792	Oh yeah! Lightning! No, no, wait, uh... Lighting. That's right. How lighting affects human interaction.
OWB00001793	I'll handle the brains. You stay here - you'll be more useful outside my head.
OWB00001794	That arrangement suits me fine. Do try not to get too many holes drilled in your head, will you? I may want to drop by for sentimental reasons.
OWB00001795	If the Think Tank won't hold up their bargain, we'll make them. Let's go.
OWB00001796	Very well, I suppose I have no choice. Goodbye peaceful, soothing brain jar, hello head wounds and scorpions.
OWB00001797	Right! Look out, Think Tank! This brain is coming out of its jar!
OWB00001798	Hmm. Let me think about this.
OWB00001799	Ha! Thinking without a brain. The very idea is perverse.
OWB00001800	Then let's go make them share. Come on, brain, it's stomping time!
OWB00001801	Oh, lovely, we've reached the mindless violence portion of the program. Tell me, what exactly are you - and I use the word loosely - planning?
OWB00001802	Why? They promised to put us back together once I did what they wanted.
OWB00001803	And you believed them? Really? I know you were recently deprived of my fabulous advice, but... really?
OWB00001804	Once I'm delivered into their clutches, they'll find a way past the radar fence and the whole Mojave will be their playground.
OWB00001805	And that is assuming of course that one of them doesn't take a fancy to our body and decide to slip his own brain into it instead.
OWB00001806	Hold that thought, we'll come back to it.
OWB00001807	Heh. Hold that thought. That's almost clever.
OWB00001808	I'm not spending the rest of my life here when there's a whole world to loot.
OWB00001809	Ah yes, there's that greed and general sense of malice. I'd nearly forgotten it. What's the plan, then?
OWB00001810	Come on, we have a duty to the Wasteland, we have to get out of here!
OWB00001811	There go those glands again. Is the endorphin rush you get from doing the right thing really that good?
OWB00001812	What's it going to take to convince you?
OWB00001813	I'd like to find a nice little place to live, maybe in Goodsprings, and settle down where we won't get shot at. Not as often, at any rate.
OWB00001814	But since that doesn't seem likely... what's your plan?
OWB00001815	I don't recall giving you a choice. Let's go.
OWB00001816	While the brute force approach is a lovely one, really, it won't work.
OWB00001817	Even if I wanted to settle myself back in your skull and go to all the trouble of reconnecting nerve endings, Dr. Mobius doesn't have the tools here.
OWB00001818	We would have to make use of Dr. Klein's lab, and I rather doubt the brains are inclined to share.
OWB00001819	Never mind. I want to talk about something else.
OWB00001820	Of course you do. How... scintillating.
OWB00001821	Maybe not, but it got your attention, didn't it?
OWB00001822	I suppose it did. Bravo, you've managed to intimidate a brain in a jar.
OWB00001823	I would. And I'd follow it up with an alcohol-and-ant-nectar cocktail every night.
OWB00001824	You're a monster! A deranged, self-destructive monster!
OWB00001825	Don't tempt me, brain.
OWB00001826	Fine. I'll try to respect you more. Sir.
OWB00001827	Fine. I'll try to respect you more. Ma'am.
OWB00001828	Fine, never mind.
OWB00001829	Yes, I rather thought so.
OWB00001830	Once you're back in my head, I'll watch television. Lots. And lots. Of television.
OWB00001831	You... you wouldn't! That's inhuman!
OWB00001832	I could smash this tank you're in. How about that?
OWB00001833	By all means, if the idea of spending the rest of your days as a true Lobotomite appeals to you.
OWB00001834	Actually, come to think of it, you probably wouldn't mind that, would you?
OWB00001835	We'll revisit this topic later.
OWB00001836	Oh yes, I rather expect we will. We'll be having a very long talk about crawling through old ruins, haring off on missions of revenge. And Cazadores.
OWB00001837	Oh yes, we'll talk a lot about them.
OWB00001838	I didn't realize it caused you so much distress.
OWB00001839	Well, maybe next time you hear me telling you that charging a Nightkin with a penknife is a bad idea, you'll listen.
OWB00001840	Oh come on, that stuff's fun!
OWB00001841	Fun? Fun?! Is tetanus fun? Hmm? Is rickets? What about sepsis, enjoy that do we?
OWB00001842	The things you do with our body are suicidally dangerous, and if you could silence your glandular impulses, you would hear me screaming at you!
OWB00001843	Of course you're responsible! You're my brain!
OWB00001844	I most certainly am not! I am the seat of all reason and logic in our little partnership!
OWB00001845	All those... feelings that motivate you, that sense of righteousness and that rush you get when you help someone, do you know where those come from?
