AAD00100001	问好
AAD00100910	[成功] <开心的哔哔声>
AAD00100911	如果你将功率输出降低0.24，你将能够在不损失质量的情况下制造更多能量弹药。
AAD00100912	[失败] <困惑的哔哔声>
AAD00100913	哇，你修理武器比我牛逼多了！
AAD00100914	
AAD00100915	[成功] <开心的哔哔声>
AAD00100916	如果你改用3/8扳手和较小的钻头，武器修理起来会更容易。
AAD00100917	[失败] <困惑的哔哔声>
AAD00100918	哇，你修理武器比我牛逼多了！
AAD00100919	我现在不需要能量电池了 - 我需要一些炸药包，ED-E。
AAD00100920	<开心的哔哔声>
AAD00100921	你能给我做点火焰喷射器燃料而不是能量电池吗？
AAD00100922	<开心的哔哔声>
AAD00100923	
AAD00100924	[成功] <开心的哔哔声>
AAD00100925	拔掉那些核融合电池上的保险栓你就能把它们变成炸药包了。
AAD00100926	[失败] <困惑的哔哔声>
AAD00100927	我想要些会爆炸的东西，你能做吗？
AAD00100928	
AAD00100929	[成功] <开心的哔哔声>
AAD00100930	你知道，如果你卸掉那些能量电池的等离子继电器，你就能做出火焰喷射器燃料了。
AAD00100931	[失败] <困惑的哔哔声>
AAD00100932	你能做些能量电池替代那些燃料么？
AAD00100933	
AAD00100934	[成功] <Pleased beeping>
AAD00100935	那是.308口径的，很可能还是手装弹...它能摧毁大部分跟你一个尺寸的机器人。
AAD00100936	[失败] <困惑的哔哔声>
AAD00100937	我还以为所有机器人都是防弹的呢。
AAD00100938	随便吧，垃圾桶。我真的不在乎你的问题。
AAD00100939	随便吧。我救你只是为了得到火力支援。
AAD00100940	如果你想让我死，为什么还要等？
AAD00100941	承诺需要遵守，对其他人。莫哈维足够危险 - 留给土地，土地有它自己的方式。
AAD00100942	如果我想让你死，我们会更早见面。不确定还会是这个结局。
AAD00100943	也许历史需要有自己的发言权。如果没有，那么信息就可以了。
AAD00100944	所以你拒绝交出芯片...什么，是想害我去送死吗？
AAD00100945	我们都被死亡追赶着，问题只在于有多近。你躲过了 - 暂时。你很擅长于此，这是一种天赋。
AAD00100946	那块芯片压在你身上...一个负担，让死亡在没有我扣动扳机的情况下走得快一点。
AAD00100947	听起来你认识我，但我从没见过你。
AAD00100948	[成功] 言语不是邮差们碰面的唯一途径...有时是我们走过的路。但是不...在这之前我们从未说过话。
AAD00100949	我们以前从没说过话，我会记得你的声音。
AAD00100950	[失败] 我认识你。不过，我们的共同点并不在我们交换的话语中。
AAD00100951	芯片本该是你运送的？
AAD00100952	本应？不，从来不是。你的责任。
AAD00100953	拖累了你足够久，好让死亡赶上你...但你活了下来。
AAD00100954	那个包裹意味着死亡，而那个芯片对旧世的幽灵来说很重要...不，你比那个芯片本身更危险。
AAD00100955	或许是你们找到彼此的原因，旧世界的残片，对你说话，等着你用它唤醒其他的某些东西。
AAD00100956	[军团] 发射井里的尸体，有些是军团的特务、侦察兵、刺客。
AAD00100957	可能是吧。曾经，他们来到大裂谷...他们正在休眠，在大裂谷里。
AAD00100958	[NCR] 那些躺在发射井里的尸体是NCR的士兵...某些特种部队。
AAD00100959	可能是吧。曾经，他们来到大裂谷...他们正在休眠，在大裂谷里。
AAD00100960	这里有什么？ 这地方看起来很残破。
AAD00100961	[成功] 美国沉睡在大裂谷中 - 巨人，在大地之下。你在下面的发射井里看过一个锁着的，但还有更多。
AAD00100962	只需要几个被锁在地下的巨人，就能撕裂大地...把尘土，沙子...灰烬...投向天空。
AAD00100963	你会看见就会看到它的大小，它的里程。你需要看到它...走向它。
AAD00100964	这片区域看起来像遭受了地震袭击...或者地下爆炸。
AAD00100965	[失败]并非一直如此。旧世界的残骸并没有什么新鲜的...在那之后，某些你参与了的事 - 你很快就会走向它了。
AAD00100966	如果是这个地方害死了他们，他们为什么还想留在这里？
AAD00100967	[成功]你的话很有道理，我看过他们的战术、动作 - 回复。那些伤口 - 否则他们无法生存。
AAD00100968	大裂谷的风已经撕裂了他们中许多人的皮肤 - 或许辐射辐射是唯一能让他们行走的东西。
AAD00100969	在发射井附近扎营...弹头。无法清除辐射 - 使得他们很难被杀死，必须把他们引出来。
AAD00100970	在辐射对躯体的摧残如此残酷的地区能活下来，这地方能杀死其他任何生物 - 甚至是食尸鬼。
AAD00100971	[失败]他们现在更像野兽而不是人。他们紧紧抓住自己的痛苦，就像紧紧抓住武器...精神支柱。
AAD00100972	这地方的辐射似乎会对他们造成更大的伤害。
AAD00100973	[成功]你的话很有道理，我看过他们的战术、动作 - 回复。那些伤口 - 否则他们无法生存。
AAD00100974	大裂谷的风已经撕裂了他们中许多人的皮肤 - 或许辐射辐射是唯一能让他们行走的东西。
AAD00100975	在发射井附近扎营...弹头。无法清除辐射 - 使得他们很难被杀死，必须把他们引出来。
AAD00100976	如果他们已经变成食尸鬼，辐射会强化他们。愈合他们的伤口...而不是疤痕。
AAD00100977	[失败]他们现在更像野兽而不是人。他们紧紧抓住自己的痛苦，就像紧紧抓住武器...精神支柱。
AAD00100978	他们看起来像是被剥了皮...然后马上站了起来。
AAD00100979	但是...即使是辐射也不足以造成这些伤口。
AAD00100980	我从没见过尸体被肢解成那样。
AAD00100981	正如这里的火焰由内而外烧毁了他们...大裂谷的风则撕裂了他们的皮肤，暴露了他们...尖叫...直冲云霄。
AAD00100982	正如大裂谷撕扯他们那样，他们也互相撕扯着对方，为了娱乐 - 就像某些部落的划痕。也许，是回归他们的历史。
AAD00100983	无论他们遭受了什么...辐射、大裂谷的烈焰，支撑着他们。让他们变得更加强大。
AAD00100984	你在说什么？
AAD00100985	无论大裂谷发生了什么，都没有幸存者。
AAD00100986	居民？这里看起来不像是有活人的样子。
AAD00100987	这些新居民...他们中的大多数...不是本地人。他们带着责任和目标而来...准备互相残杀。但大裂谷比他们更强。
AAD00100988	在他们身上也留下了印记。不是熊，不是公牛 - 现在...辐射给他们打上了烙印，让他们在历史的眼中变得平等。
AAD00100989	如风暴一样恶毒，这些军团的影子，NCR - 未来事物的轮廓。
AAD00100990	忘了这个吧。你想要什么？
AAD00100991	一个结局。这条路，你和我。首先，你得先找到你的路，在终点，我等着你。
AAD00100992	
AAD00100993	你也许不知道我的声音，但我们走过同样的路，从15号洲际公路到普瑞姆...你不是唯一走过那些路的人。
AAD00100994	我去过你的家，你一直试图返回的地方...也许不是你出生的地方，却是你赋予生命的地方，相同的事物。
AAD00100995	人们忘记了邮差能够维持一个社区的活力...直到离开的那一天，他们如鲠在喉。
AAD00100996	此刻，眼睛要警惕，盯住下面的街道。大裂谷中还有生命 - 除了暴风雨和气流之外的威胁...新居民。
AAD00100997	下面还有什么东西吗？整个城镇看起来像是被炸过。
AAD00100998	[成功]美国沉睡在大裂谷中 - 巨人，在大地之下。你在下面的发射井里看过一个锁着的，事实上不止一个.
AAD00100999	只需要几个被锁在地下的巨人，就能撕裂大地...把尘土，沙子...灰烬...投向天空。
AAD00101000	这里的破坏看起来像是地下爆炸造成的 - 规模之大我从未见过。
AAD00101001	[失败]并非一直如此。旧世界的残骸并没有什么新鲜的...在那之后，某些你参与了的事 - 你很快就会走向它了。
AAD00101002	大裂谷无法阻止我找到你的，相信我。
AAD00101003	你最好祈祷我踹开你的门时你有足够的弹药。
AAD00101004	我不在乎你要说什么，我只想知道你在哪。
AAD00101005	其他的烙印者穿着NCR的装备...而且他们没有装备什么面罩和刀具。
AAD00101006	至于'双头熊'...NCR...他们没有军团那样的象征。
AAD00101007	他们崇尚地雷和炸药，枪支...那是他们的宗教信仰...来自远方的死亡，以此为荣。
AAD00101008	我不太关心历史，更不关心凯撒。
AAD00101009	这不是他的时代，也不是他想要的死亡方式。
AAD00101010	无论是熊或者牛，大多数人不希望他这样死去。
AAD00101011	我不知道你会如何接受。
AAD00101012	谴责完毕。凯撒曾经非常推崇强者为是，在我看来，你向他证明了这一理念。
AAD00101013	如果他太软弱，无力阻止你，无力保护自己，那么他就需要带着信仰死去。
AAD00101014	你生气了吗？
AAD00101015	他让另一个人拿刀指着他，如果他软弱到可以让刀如此接近他的脖子，也许这就是他需要的结局。
AAD00101016	如果凯撒对所发生的事愤怒的话，那么他将成为历史上的伪君子。我也不支持这样。
AAD00101017	看起来你刚刚向他证明了他的理念。如果他更强，他就能活着，我们也不会讨论这个问题。
AAD00101018	
AAD00101019	除非你同样对待来的特使，否则你不会从我这里得到感谢。当那个怪物到来时，他不会被束缚的。
AAD00101020	凯撒能够命令他，但不是现在。熊将会燃烧，缓慢的燃烧。
AAD00101021	凯撒死了，死在手术台上。
AAD00101022	这个名字在历史上已经死去了两次。如果西部感谢你...东部就不会。最终分崩离析，回到部落，也许吧。
AAD00101023	凯撒死了，我把他做掉了。
AAD00101024	这个名字在历史上已经死去了两次。如果西部感谢你...东部就不会。最终分崩离析，回到部落，也许吧。
AAD00101025	
AAD00101026	让豪斯睡在他的房间里。让他梦回记忆中的旧世界，并将这些记忆留在原本该在的地方，他的脑子里。
AAD00101027	如果维加斯分崩离析，似乎会失去更多的历史。
AAD00101028	我想你可能很高兴豪斯被解决了。
AAD00101029	你所做一切都是最好的选择。旧世界早已死去，任何相信自己能使旧世界回来，一切都会像以前一样的人...
AAD00101030	...这种是一种危险的信念。在他们的信念传播之前，必须消除这种声音。
AAD00101031	我到了维加斯，和豪斯打了交道。
AAD00101032	豪斯通过机器说话、行动。有时可以通过他的信使评判一个人，有时信使会评判他。
AAD00101033	想知道现在的维加斯会发生什么。那些部落 - 家族，我们拭目以待。
AAD00101034	不，我想我还是直接启动发射吧。我不喜欢这些地方。
AAD00101035	那我们就把它留给历史吧。
AAD00101036	大裂谷现在属于历史了。莫哈维在等待着。
AAD00101037	那么，我们就把它留给历史吧。
AAD00101038	我会记住的。
AAD00101039	大裂谷现在属于历史了。莫哈维在等待着。
AAD00101040	我会记住的。
AAD00101041	
AAD00101042	那个特使的错误在于他没有死于尝试。他的名字是约书亚 - 约书亚·格拉汉姆，为他的失败付出了代价 - 有人说，是两次。
AAD00101043	凯撒把他点燃丢在地上，扔进了你见过的最大的峡谷里。看着火焰一直延伸到峡谷底部。
AAD00101044	不知何故约书亚走了出来，逃出了凯撒的视线。他的脚步拖着火焰，从一个地狱 - 走向或许另一个地狱。
AAD00101045	当一个人像格拉汉姆一样被毁灭时...那么家就会是他唯一可以去的地方。如果是这样，他应该去了新迦南，凯撒的愤怒像书一样写在他身上。
AAD00101046	凯撒给军团特务的命令是密切注意他，找到格拉汉姆，杀了他。没有尝试，本来可以的，但不会有什么好结果。
AAD00101047	格拉汉姆赢得了他的生命，还有他的本性...这比军团的任何刀刃都能更有效地杀死他。
AAD00101048	因此如果你听说了什么消息或者见过他的踪迹，留着吧。让他的历史继续下去。
AAD00101049	你是什么意思？
AAD00101050	还有其它特使，在拉尼厄斯之前那个也没能为凯撒拿下胡佛大坝。
AAD00101051	另一个特使？你指的是格拉汉姆吧。
AAD00101052	是的，格拉汉姆在大坝的墙上被打败了。
AAD00101053	另一个特使？
AAD00101054	还有其它特使，在拉尼厄斯之前那个也没能为凯撒拿下胡佛大坝。
AAD00101055	他一定有弱点。
AAD00101056	他的优势在于他的头衔 - 这也是他的弱点。他不会打一场必败之仗，毁掉他所代表的东西。
AAD00101057	让他有失败的想法。让他相信熊不会成为他脚下的第二十个部落，这会让他异乎寻常的暂停下来。
AAD00101058	你无需单独说服他，以史为鉴，其它特使的过去并非充满胜利。提醒拉尼厄斯这一点。
AAD00101059	知道怎么打败他吗？
AAD00101060	十九个部落没有做到这一点，拉斯维加斯所有的灯光也做不到。
AAD00101061	他为什么去西边？
AAD00101062	为了拿下胡佛水坝。军团需要一个和旧世界本身一样庞大的东西 - 由历史铸就的另一个象征。
AAD00101063	好吧，如果我是一个奴隶或者一条狗，我一定会害怕的。
AAD00101064	他只是个普通人，我可以搞定他。
AAD00101065	拉尼厄斯集东方世界所有的恐怖于一身。他是一个神话，也是军团需要的武器。
AAD00101066	当他到来之时，他会像铁锤一般砸向胡佛水坝，将熊分为两半。
AAD00101067	能给我讲讲他么？
AAD00101068	够了。无论胡佛大坝有什么，我都准备好了。
AAD00101069	然后就没什么可做的了，莫哈维在等待。
AAD00101070	大裂谷现在属于历史了。莫哈维在等待着。
AAD00101071	够了。无论胡佛大坝上有什么在等待，我都做好准备了。
AAD00101072	大裂谷现在属于历史了。莫哈维在等待着。
AAD00101073	拉尼厄斯特使是谁？
AAD00101074	拉尼厄斯...人称"屠夫"。怪物，东方的恐惧。
AAD00101075	甚至连他的奴隶也没见过他的真容 - 因为他们已经事先被弄瞎了。他永远戴着一个面具，甚至不知道面具之下是不是同一个人。
AAD00101076	他屠杀科罗拉多，将卑躬屈膝者投入火焰中，让他们在来生永远燃烧。
AAD00101077	
AAD00101078	一个警告， - 那个特使，拉尼厄斯。无论凯撒是否倒下，他都会来的。
AAD00101079	听着，我们没必要为此争吵，我们可以好好谈谈，对吧？
AAD00101080	[成功] 不...不，我不能。当然我认为你也杀不了我，如果你能，你也会付出代价，就像我一样。
AAD00101081	让土地替你杀戮，这是你教会我的事之一。
AAD00101082	杀戮是个人行为，誓言和承诺也是。对我来说，后者比前者更重要。
AAD00101083	你带我来这里是为了谈谈。如果你想杀我，你就会等到我来拿芯片。
AAD00101084	[失败] 谈...语言解决不了问题。道路可以，在尽头。
AAD00101085	所以...这是关于战斗？还是...
AAD00101086	[成功] 战争，是这么叫吧。我们在其中的角色。
AAD00101087	尤利西斯不是为了他追随的旗帜而生的，他不是为和平而存在的。这就是教训。
AAD00101088	如果你始终追随着一个象征，问问自己那到底意味着什么。更重要的是，问问之后还会发生什么。
AAD00101089	你选择尤利西斯是因为“两面旗帜”的意义...这和莫哈维的战争有关吗？
AAD00101090	[失败] 战斗？是的...但与你习惯的武器不同。
AAD00101091	你在浪费时间，拖延时间。帮不了你的。
AAD00101092	尤利西斯...听起来像是一个军团人的名字...一个军团英雄？
AAD00101093	[成功] 历史上，是的。
AAD00101094	尤利西斯走了一条艰难的路。一个将军，像凯撒和奥利弗那样。他有着婆罗门式的顽强，在战场上赋予他力量。
AAD00101095	他带领着他的队伍走向胜利，将两面旗帜合二为一。就在那时他倒下了 - 战斗结束后，病魔开始侵袭。
AAD00101096	如果历史可信的话，这就是一个教训。你应该听从。
AAD00101097	“尤利西斯”不是神话。你尊重的是历史，而不是传说。
AAD00101098	[失败] 探索历史，也许能在其中找到意义。
AAD00101099	只是个名字 - 你不会知道我是谁。到最后你会知道的。
AAD00101100	你就是那个发送无线电信息的人 - 尤利西斯。
AAD00101101	不是我的真名， 但很接近了。
AAD00101102	从历史中得到的，在一本书中找到的。这是一个旧世界的名字。
AAD00101103	尤利西斯生活在很久以前，远在旧世界用火毁灭自己之前。他留下了标记而不是神话。
AAD00101104	在他生活的世界上有两面旗帜，所以他不得不战斗，必须将它们合为一面。
AAD00101105	那就忘掉你的名字，回到你曾经放弃的事业上去。
AAD00101106	好的...邮差。如果原因对你很重要的话。
AAD00101107	你这是在胡扯。
AAD00101108	等等...所以你发誓不杀我？为什么？
AAD00101109	如果邮差杀了另一个邮差这世界会变成什么样。
AAD00101110	你前面还有很长的路程 - 省点力气走路，不要浪费在言语上。
AAD00101111	我对你的政治不感兴趣。
AAD00101112	也许这就是你选择了维加斯的原因...灯光会让人盲目，让人们忘记自我。他们的信念 - 誓言。
AAD00101113	我不会浪费时间试图让盲人看清。冒着风险来到了这里 - 和我一样，现在我们会看到结果如何的。
AAD00101114	我们离维加斯太远，为了它争论没有意义。
AAD00101115	可能不是。也许这就是为什么你一开始就投靠熊的原因 - 无法看清自己到底在追随什么。
AAD00101116	用语言无法说服一个聋子。来到这里展示了你的力量 - 如果力量是你所尊崇的，那么你就属于科罗拉多以东。
AAD00101117	至少他们在试图帮助莫哈维。
AAD00101118	试图对我来说没什么意义。军团并不试图杀人，他们就是这么做的。熊杀人是在试图保护他们。
AAD00101119	极其讽刺的是，军团...虽然他们的旗帜可能很古老，但它并没有自相残杀。
AAD00101120	现在无关紧要了，熊抓不住大裂谷。
AAD00101121	你和那台机器，是仅存在这儿的NCR了...其它的都归于辐射，火焰...还有地下那些家伙。
AAD00101122	你有更好的办法吗？
AAD00101123	对，任何一个邮差都会告诉你同样的事，随处可见。熊...
AAD00101124	...熊正在忙于用刀子、道路、国界以及事物应该如何发展来切割莫哈维。却看不到它本来的样子。
AAD00101125	他们捉襟见肘，无法保护他们的前线，他们的城镇。认为纸的力量，无线电意味着控制 - 所有这些，都是无用的。
AAD00101126	你对NCR恨之入骨，这种恨在莫哈维并不新鲜。
AAD00101127	不...不新鲜。在熊的阴影下这并不新鲜。
AAD00101128	你知道他们的旗帜，一只有两个头的熊。旧世界的那个象征，当时只有一个头，那样更好。
AAD00101129	他们的旗帜表达了他们的精神。他们像任何双头动物一样分裂，试图往不同的方向前进，最终无处可去。
AAD00101130	在莫哈维，这只会让你的手指间有沙子 - 或者你的坟墓上。
AAD00101131	新维加斯的力量对你有威胁？
AAD00101132	权力不是力量。当一个人认为权力解放了他时，权力也会把他隔离起来。
AAD00101133	豪斯的权力...你见过新维加斯周围的墙。他获得更多的权力，那堵墙就会更高。莫哈维将会变成维加斯。
AAD00101134	但更多的是光而非力量。你很快就会看清楚的。
AAD00101135	这就是为什么你不再是军团了吗？
AAD00101136	你是什么意...我看清楚了...至少你内心有斗志，把它留给前方的路吧。
AAD00101137	军团里的女人让你感到惊讶？
AAD00101138	这不是军团 - 我所了解的那个军团。但他们会改变，在向西行进的过程中每打败一个部落都会发生微小的变化。
AAD00101139	但确实...上次我听说，你需要把武器夹在两腿之间才能赢的凯撒的支持。
AAD00101140	"兄弟？" 所以...你也是军团。
AAD00101141	我视军团所有成员为兄弟...尽管他们迷失了方向。而你...比大多数人更是如此。
AAD00101142	
AAD00101143	听过你在莫哈维行走的故事。抛掉伪装...然而你带着那个芯片，决心把它带到维加斯...而不是凯撒。
AAD00101144	你和那块芯片配得上彼此，从历史的角度来看，比其他叛徒少拿29枚硬币。
AAD00101145	莫哈维在我们身后. 我想知道前面是什么。
AAD00101146	正路...还没到大裂谷，还有很多路要走。但你已经走了这么远了，你和那台跟着你的机器。
AAD00101147	我不确定你们两个是否都能到达 - 这条从地上直至地下的道路。
AAD00101148	忘了这个吧。你保留你对维加斯的看法，我保留我的。
AAD00101149	我猜你没见过豪斯。
AAD00101150	没有...只见过他的作品 - 那些被他用灯光和金钱打碎的。还有他的信使。
AAD00101151	但拉斯维加斯的一切都讲述了一个无法放手的人。
AAD00101152	豪斯拿着铲子来到历史的坟前，支撑起死者，把话塞进他们嘴里。部落甚至不明白他们是如何被驯服的。
AAD00101153	我不想成为这个世界的一份子，走走过场，直到我们的笑脸出现在某个机器人的屏幕上。
AAD00101154	豪斯比你想象的要务实。
AAD00101155	相信这一点。我见过那些想挡住维加斯脚步的人的下场，我也见过他的信使。
AAD00101156	部落？你指的是维加斯的几大家族？
AAD00101157	维加斯的几大家族原来曾是部落，在维加斯的灯光下醉生梦死，他们的灵魂流失殆尽。旧世界的历史，在不同的旗帜下。
AAD00101158	无论他们过去有什么传统或者仪式，现在很可能都被排斥，变成了别的东西。
AAD00101159	如果不是这样，那么我担心当他们回来的时候会发生什么。
AAD00101160	维加斯是莫哈韦沙漠中最安全的地方之一，这给了我希望。
AAD00101161	你去过，你见过那堵墙。安全吗？不...里面的东西 - 那才是我担心的。
AAD00101162	在里面，旧世界正在苏醒。但我听说过的任何事实和历史都没有告诉我那座城市曾经沉睡过，这让我陷入了沉思。
AAD00101163	莫哈维天空的蓝天 - 与世界其他地方不一样。在那里听不到盖革计数器的滴答声，人们更害怕的是剥削者而不是辐射。
AAD00101164	这座城市 - 乃至整个莫哈维，几乎没有受到核弹的打击。按照我的决定，维加斯将成为旧世界中第一个燃烧的地方。
AAD00101165	有人保护了它。这不是偶然，也不是运气，是某种更大的东西 - 然而他们让世界其他地方受苦。他们会再次这样做。
AAD00101166	你之前所谓的“这是场舞会”是什么意思？
AAD00101167	用了错误的词。“剧场”更合适 - 那些家族，熊都在一个舞台上。
AAD00101168	豪斯，是他在观看。为什么...你比我更清楚。如果你现在不清楚 - 你迟早会的。
AAD00101169	豪斯对未来的计划远不止于此。
AAD00101170	你对维加斯有什么不满？
AAD00101171	维加斯是个旧世界，充满了旧世界的幽灵。而幽灵需要活人来完成他们的工作。
AAD00101172	这就是为什么家族会在那里，为什么熊会在那里跌跌撞撞迷失方向。这是场舞会，我不知道它的意义。
AAD00101173	你去过，你见过那堵墙。我担心的是里面的东西。
AAD00101174	不要轻易低估维加斯，在你看不到的地方隐藏着无数的力量。
AAD00101175	正如你对历史的痴迷一样，我更喜欢未来。
AAD00101176	你和豪斯的未来有两条路。一条是维加斯的部落们走过的路，他们的精神被击垮了。
AAD00101177	...或者你的脸被印在机器仆人的屏幕上，永远在死去的赌场里微笑。两条路都没有未来。
AAD00101178	
AAD00101179	现在 - 找到引爆弹头的装置，埋在黎明镇。用它来继续前行，并活下去。
AAD00101180	等等...我还有很多想说的。关于...这一切。
AAD00101181	[成功] “你是谁，连自己的历史都不知道？”
AAD00101182	你走了这么远来寻求答案。我只有货币，没有其他收益 - 可以转身，随时走人。
AAD00101183	如果历史对你很重要...你需要努力去获取。 我的所有日志都丢在大裂谷里了，都丢给你了。
AAD00101184	如果我们有共同的历史，那么在继续之前，我想知道过去。
AAD00101185	[失败] 你想知道更多，就继续走吧。
AAD00101186	你边走我边给你答案。在这之前没有。
AAD00101187	你是说...他们在这一切毁灭之前就在这里了吗？
AAD00101188	[成功] 说得通。真相偏向于此，与这个地方的历史相符。
AAD00101189	种种迹象表明它们在这里存在了很长时间，在烙印者出现之前，在大裂谷发生的事打破它们的天空之前。
AAD00101190	如果是这样，它们被埋得很深，可能是在美国的余烬开始沉淀的那天出生的。我见过被辐射扭曲的更糟糕的东西。
AAD00101191	可能是战争中的辐射创造了它们。然后大爆炸、地震，让它们浮出了地面？
AAD00101192	[失败] 不知道它们的历史 - 只知道它们的行为模式，捕猎方法。
AAD00101193	不过，这种模式的形成需要很长时间。比这里的发生的历史更长。
AAD00101194	
AAD00101195	在公牛到来之前，我也走遍了东部。那时...很像熊染指之前的莫哈维...部落、城镇，挣扎着生存。公牛做得更好。
AAD00101196	丹佛？那是什么？
AAD00101197	[成功]莫哈维和大裂谷不是我唯一走过的地方。
AAD00101198	“丹佛猎犬？”丹佛在遥远的东部 - 军团的领地。
AAD00101199	[失败]另一座沦陷于国家的城市...不重要。我怀疑你走不了那么远，你需要土地来支持你。
AAD00101200	[军团] 你去过丹佛？那里是军团的地盘。
AAD00101201	莫哈维和大裂谷不是我唯一走过的地方。
AAD00101202	
AAD00101203	他们在不久就会在莫哈维出现，可能需要几年时间，可能更快。
AAD00101204	他们繁殖迅速，成群结队狩猎，足以让莫哈维的最强者倒下。一旦让它们见血...
AAD00101205	见过它们折磨死亡爪...死亡爪可能会杀死一些，不过其他的还是会蜂拥而上，把它撕成碎片，就像丹佛猎犬。
AAD00101206	我对谈话不感兴趣，我只想知道下一步该去哪里。
AAD00101207	什么在下面挖洞？你是说地下通道里的那些生物吗？
AAD00101208	你去过丹佛？那里是军团的地盘。
AAD00101209	莫哈维和大裂谷不是我唯一走过的地方。
AAD00101210	也许你该告诉我发生了什么。
AAD00101211	在熊坚持生存的地方，军团随之而来...带着信息。有些通过刀剑传达，其他的...通过邮差。
AAD00101212	你知道会发生什么，就像我知道你会发生什么一样。
AAD00101213	这次你承担重任。向西边的太阳走，一直走到太阳消失。在那里 - 我等着。
AAD00101214	除了15号公路就没有其他补给线通往莫哈维了。
AAD00101215	再也没有了。如果有的话，双头熊也会去宣称。它也试图这样。
AAD00101216	你仍然在对这一切做假设。
AAD00101217	不，讲述历史。
AAD00101218	无论你认为发生了什么，你都是错的。
AAD00101219	错？不，我知道真相。
AAD00101220	正是你走过那条路才让大裂谷得以存活，它从你的所作所为中成长起来。定居者...营地...填满了那个旧世界的城市。
AAD00101221	一个新国家的机会，一个新的开始。新的思维方式。
AAD00101222	可以给莫哈维注入新的活力，连接东部和西部，就像胡佛水坝一样...但不是旧世界，是你创造的。道路是一条补给线。
AAD00101223	你已经疯了，你的脑子比大裂谷还混乱。
AAD00101224	你已经忘了，忘掉了一切。 漫不经心，对莫哈维的漫不经心就如同你当时对待未来一样。
AAD00101225	我走过很多艰难的路，莫哈维还有之前都是如此。这并不意味着什么。
AAD00101226	它意味着否认它，抛开它，那也证明了你是什么，证明了这里发生的一切。
AAD00101227	
AAD00101228	如果不是你，我永远不会知晓大裂谷。你用你的足迹创造的道路，一遍又一遍。
AAD00101229	你是唯一愿意往返于此的人...一条艰难的路。让大裂谷面前的土地在季节，在风暴中生存。
AAD00101230	...不可能只是一份工作，对你来说意味着更多。除非是家，否则不要对一个地方有太强烈的感情。
AAD00101231	你一直这么说，好像你知道我在哪里出生似的...你根本不知道。
AAD00101232	家不是你出生的地方，你教会了我这一点。你传达的信息的一部分，无论你是否有意。
AAD00101233	可以是一个心灵之地，一个你知道自己是谁的时刻，它的历史。是你可以为之注入生命的地方。
AAD00101234	我从没来过这里，至少从这条路没来过。
AAD00101235	不管他们带着什么，他们都和那些穿着军团盔甲的人并肩作战。
AAD00101236	我还没跟你谈完，我还有更多想知道的。
AAD00101237	我已经听过你一次了...很久以前，声音大到足以让历史听到。厌倦了你的信息。
AAD00101238	不过 - 好奇心驱使你走了这么远。让我们看看它还能做什么。
AAD00101239	你想让我来大裂谷，我来了。现在呢？
AAD00101240	你的路还没走到底。还没走完，还远远不够。
AAD00101241	我受够了...不管你在玩什么把戏，我都受够了。
AAD00101242	不，你没有。切断你的退路，你的补给线。阿什顿的导弹，将黎明镇化为一座熔炉。
AAD00101243	你可以回头，仍然可以 - 但大裂谷会给你打上烙印，病痛会来袭。
AAD00101244	不是立即，也许，但是还算适时。缓慢的燃烧，比以前快一点。
AAD00101245	前方和下方的路 - 通往大裂谷的心脏。
AAD00101246	在那里...你和我，我们将有一个结局。
AAD00101247	我并不打算在大裂谷上空引爆那枚导弹。
AAD00101248	在导弹飞向黎明镇之前我都不知道发射井已经启动了。
AAD00101249	不过，并没有阻止你。就像把芯片带到拉斯维加斯，旧世界的死亡掌握在你的手中。
AAD00101250	这样的旧世界碎片只需要一个足够漫不经心的人带到它需要去的地方，进行杀戮。
AAD00101251	我不明白一个包裹是怎么做到的。
AAD00101252	你会明白的。我会向莫哈维，熊和公牛展示，邮差是如何摧毁国家的。
AAD00101253	这里发生了什么...还有可能再次发生。你已经证明了这一点，你在阿什顿所做的一切，那里的发射井。
AAD00101254	你不能确定是我。
AAD00101255	不...我很确定。我不知道的是你在大裂谷之后还活着。
AAD00101256	这不是我的责任，我根本不可能知道。
AAD00101257	如果事情发生的时候你在场，如果你看到了大裂谷的崩塌，你就会知道的。
AAD00101258	无论你走到哪里都带着死亡 - 如果莫哈维现在还不知道，它也会知道的。
AAD00101259	我去过西部，这是可能的，但是...
AAD00101260	这个包裹...我记不太清楚了。
AAD00101261	来自西部，来自NCR的深处，不管是不是他们的制造的...它来到了这里。通过你的手。
AAD00101262	你说我从西部带来的？
AAD00101263	那是一个装置，一个起爆器。我以前从未见过 - 也没听说过。
AAD00101264	你把那个东西带到了大裂谷。我知道，因为我在你走过的路上跟着你，看着你这么做。
AAD00101265	你把它带到这里，带到你建立的社区。而你要对之后发生的一切负责 - 当这个设备打开，它开始说话。
AAD00101266	当它说话之时，大裂谷回应了。你看到的那些导弹，埋在它的发射井里。
AAD00101267	它们在地下爆炸，破坏了大地。沙尘、灰烬...死者...大裂谷的天空成为了墓地。
AAD00101268	我跟这事一点关系都没有。
AAD00101269	大空洞的日志里提到你曾与历史对话。
AAD00101270	我有过，做过。这很疯狂...愤怒地问了他们一个问题，得到了答案，比我预期的要多。
AAD00101271	答案告诉了我大裂谷发生了什么，是如何发生的，这就够了。
AAD00101272	磁带里已经讲述了一切，不需要我再加上已经存在的问题。
