WIL00000001	维儿
WIL00000898	好吧好吧,我们会去找你的枪的..
WIL00000899	我们会去?你当真?第一次见你的时候我没打算撒谎的.真的
WIL00000900	如果惹到你了我很抱歉
WIL00000901	骗子,我跟你完了.回莫哈维前哨站去找别人旅行吧
WIL00000902	好吧,我会的
WIL00000903	你对咱俩现在的情况满意吗?
WIL00000904	不,但枪还没找回来这事儿更不
WIL00000905	你曾说你有收藏癖来着,你都收集点什么?
WIL00000906	我在倒卖东西的时候会专门留意保存一些特别的小玩意,我就喜欢收藏这些小东西
WIL00000907	我没向你展览,是因为每个女孩子都想要有些隐私.另外不是每个我一起旅行过的人都会有共同品位的
WIL00000908	我能问你点私人问题么?
WIL00000909	当然，我不介意。
WIL00000910	为什么我找到你的时候是自己一个人?
WIL00000911	我在莫哈维废土独自一个人很久了.几天前我曾到过前哨站,并且和我上一个旅伴说再见了
WIL00000912	我试着找一个新搭档,但没成功.所以我就打包自己上路了.结果很不幸我陷入麻烦中了
WIL00000913	我都在这条路上走了两年了,这是曾发生过得最遭的情况了
WIL00000914	另外我还失去了我的大狗乔乔, 该死的陷阱.他是被一群蜥蜴干掉的.那是我最难过的一天。
WIL00000915	你在旅行中发现什么有趣的东西么?
WIL00000916	我是在俄勒冈长大的,我的家庭经营着一个汽车旅店,那里有很多大篷车队和一些旅行者来来往往
WIL00000917	所以,我的童年时间就是在各种废土的传奇故事中度过的.我不记得生命中有哪怕一刻我不想离开那里去远行,或是曾听不到这些故事的
WIL00000918	你是莫哈维本地的么?也许你可以填补我的一些空白,还是说你和我一样也是才到这里不久?
WIL00000919	你在路上怎么维持给养呢?
WIL00000920	我从那些伴我成长的车队那里学到不少交易和谈判的技术,并且也和他们做生意
WIL00000921	我会给东西一个合适的价钱,当我遇到某个人的时候呢就可以用的谈判技术把它以最好的价钱卖出去,这方面我很强的
WIL00000922	他们还有什么不理解的?
WIL00000923	找到有趣的小玩意并留在身边是一件很开心的事儿,但有那么一些曾经的旅伴却因为这些玩意而拿我取乐
WIL00000924	虽然我不囤什么..但我干嘛要拿你的这个爱好寻乐子?
WIL00000925	你什么都不囤?甚至连老奶奶带的眼镜吗?
WIL00000926	或者某些特别的纪念品呢?要么某人给你的雪茄点烟器呢?什么都没?
WIL00000927	我也喜欢囤东西
WIL00000928	天啊我太激动了,你最喜欢些什么玩意?
WIL00000929	不,只是捡一堆玩意然后卖掉...
WIL00000930	嗯。有趣。
WIL00000931	你对被垃圾山活埋上瘾吗?图什么呢你...?
WIL00000932	妙极了..忘了我说的吧
WIL00000933	弹药和武器
WIL00000934	我在家有些好玩意.但我不会把他们带出来的,好沉..
WIL00000935	泰迪熊和小玩具
WIL00000936	哦,这么说你和我一样都喜欢收集玩具咯?
WIL00000937	杂七杂八的玩意,你懂得,就是你的那些最简单的破烂们
WIL00000938	破烂?我就喜欢破烂..我有一堆小叉子,还喜欢各种咖啡杯,所以我得不断的管住自己别再去四处划拉这些玩意..
WIL00000939	我喜欢的东西都很特别.如果有什么东西吸引了我的眼球,那就非得留下不可了
WIL00000940	那些也是我最喜欢的
WIL00000941	要非说让我分出哪些是最喜欢,哪些是更什么的...饶了我吧...我很博爱的..
WIL00000942	真有趣,多数时候你是不是都因为装不下而犯愁?
WIL00000943	维儿,现在既然我们是朋友了,准备好换换你的衣服了吗?
WIL00000944	我穿的有问题么?
WIL00000945	这是你的益达。哦不，这是你的核子可乐。
WIL00000946	谢谢
WIL00000947	不，我这里没有。
WIL00000948	好吧，下次吧。
WIL00000949	我能再看看你囤的小玩意吗?
WIL00000950	当然
WIL00000951	我不希望军团驻扎在纳尔逊。离诺瓦克太近了。
WIL00000952	要是军团滚蛋了，诺瓦克就安全了吧？
WIL00000953	有什么办法能挽救这些士兵吗？不能帮助尼普顿的人我觉得很难过。
WIL00000954	有什么办法挽救这些士兵吗？
WIL00000955	我同意你的想法，布恩。我也参加拯救大兵任务。
WIL00000956	维儿一直和我在一起,我们费这么大劲追你的目的就是想知道她的泰迪小熊还在不在?
WIL00000957	当然
WIL00000958	那真是太好了。
WIL00000959	哦,那就解决了。豪斯先生绝对不是一台电脑。
WIL00000960	是啊，我不强求什么。
WIL00000961	我真的很无聊。你最好从自由城杂货商那里找个更好的故事。
WIL00000962	我敢肯定那不是真的，但是，如果我们再见面，也许你会觉得更像是。
WIL00000963	啊哈，好极了！既优雅又漂亮，你知道吗？而且还很时尚。
WIL00000964	当然了
WIL00000965	为什么每个人都这么说?
WIL00000966	你觉得呢？
WIL00000967	真糟糕，嗯？
WIL00000968	你打算和她翻云覆雨？
WIL00000969	是的，我知道你不喜欢她，但是如果我想，你还有啥问题么？
WIL00000970	是的。我的意思是不要。我的意思是......我们只是朋友，但我绝对不希望看着你和她共度良宵。我要回家了。在那里见吧，好吗？
WIL00000971	好吧，我有问题！那你要去做什么？
WIL00000972	是的。我知道你不喜欢她，但我想这样做。你有什么问题吗？
WIL00000973	嗯。。。不？
WIL00000974	好极了！
WIL00000975	不！
WIL00000976	哦！我很高兴你能这么说！
WIL00000977	哦，不要像那个可爱的家伙一样。如果我们把她弄到床上来？我想你会非常欢乐得。
WIL00000978	你最好能好好爽一把。你不会光顾着享受把我给忽略了吧？
WIL00000979	[师奶杀手]我不会不理你的，我保证。但是，也许你会不理我，是吧？你怎么说
WIL00000980	好吧,你这个油嘴滑舌的家伙,我会这么做的.说不定对我们两个人来说会很有趣呢.我希望你知道我只会为你一个人这么做.
WIL00000981	[你是百合]我爱你维儿，我怎么会因为别的姑娘忽略了你？你会这吗
WIL00000982	好吧,你这个油嘴滑舌的家伙,我会这么做的.说不定对我们两个人来说会很有趣呢.我希望你知道我只会为你一个人这么做.
WIL00000983	等下。我不想干这事。咱们一块离开这里吧。
WIL00000984	哦,我喜欢这主意.
WIL00000985	那好吧。一会家里见吧。
WIL00000986	哦,我喜欢这主意.
WIL00000987	维儿，这不意味着我们结为夫妻了。我有做我想做的事的自由。
WIL00000988	好吧好吧。你说得对。我们没有结婚。我现在明白了这是怎么一回事。我还以为你是爱我的，但我想我错了。享受你自己的生活吧。我要回家了。
WIL00000989	我很抱歉。我没有考虑你的感受。别离开我，我会伴你左右的。
WIL00000990	哦！我很高兴你能这么说！
WIL00000991	我要我的自由。我要去和她睡觉了。如果你觉得不爽，你就应该回家了。
WIL00000992	那好吧，我这就回家。
WIL00000993	莎拉一直跟你调情,我吃醋了！
WIL00000994	我觉得NCR应该为那个的大使闹心着呢。
WIL00000995	因为这就是事实？
WIL00000996	我们做到了！
WIL00000997	这大坝水真多。比我见过的任何地方都多。
WIL00000998	*紧张的呼吸声*
WIL00000999	在洗澡时唱歌
WIL00001000	嗨！你今天过的咋样？
WIL00001001	嘿。
WIL00001002	你看到有什么有和星星瓶盖有关的了没?
WIL00001003	是啊，星星瓶盖。你相信有宝藏？我相信有，因为我认为宝藏就在那里等着别人来发现它。
WIL00001004	不，我不认为有什么等着我们去发现。我认为这只是一个故事罢了。
WIL00001005	真的吗？也可能是一些战前的东西，我想象不到究竟会是什么。
WIL00001006	你难道一点都不好奇？
WIL00001007	我不知道它的存在与否，但是如果你想的话咱们可以一起找找看。
WIL00001008	哇呕！我们是宝藏猎人！
WIL00001009	[欺骗]我没有啊,我真没有!
WIL00001010	那么,既然你没有,我们就继续找吧.好不?而且我想接着找切斯特.我还是个小孩子的时候他就是我的朋友了
WIL00001011	好吧,是的,我的确有莫伊拉,你可以把她拿走了
WIL00001012	我们得出发了!这就是我们的新家,我想是时候做一些改变了
WIL00001013	好的，没问题
WIL00001014	我们出发，这就是我们的新家。我觉得是时候做出一些改变了。
WIL00001015	好的,我没什么意见,这地方看上去蛮好的
WIL00001016	这让我想起了家里。呆在这儿我会很高兴的。
WIL00001017	真是个好消息！我爱这个小房子！
WIL00001018	啥？我会想念小房子的。我们要永远离开还是将来某天我们会回到这里？
WIL00001019	我们出发！这是我们的新房子。我觉得是时候做出一些改变了。
WIL00001020	没错,咱们干吧
WIL00001021	好的,我要把这个立在这里,你最好后退一点
WIL00001022	为什么咱们前进的时候你就不敢随便先抓点什么吃呢?我现在不想停下来
WIL00001023	好吧..就依你...也许我们可以晚点再去办重要的事?
WIL00001024	但是我现在没有最喜欢的小点心啊...没关系我可以忍....也许不会死的嗯....
WIL00001025	你可以升一堆营火吗?这地方不错,你觉得呢?
WIL00001026	没错,的确很棒.我现在就弄起来.你最好后退一点
WIL00001027	维维,能帮我一个超...大的忙吗?当我举起武器的时候你能不能也照做嗯..?
WIL00001028	哦..如果那样你开心的话..
WIL00001029	好的,如果你想让我再做一次的话,告诉我就是了
WIL00001030	你可以不用总和我一起拔枪了,我玩够了..
WIL00001031	这里太棒了!恐怕这是我在废土上行走了这么久以来所见过的最美的地方了
WIL00001032	这些家伙看起来很硬朗。。。真的很硬朗
WIL00001033	就像你知道的，我要开始搜刮这里的东西了。一定要制止我当你看到我去找什么东西。
WIL00001034	*哼哼*
WIL00001035	*紧张的呼吸声*
WIL00001036	军团和他们的奴隶们......这个地方让我浑身起鸡皮疙瘩。这里有围栏。卧槽，笼子...居然跟关畜生一样关着人！卧槽卧槽！
WIL00001037	*哼哼*
WIL00001038	*哼哼*
WIL00001039	当你踏上NCR管辖的区域你会想家吗？我确信我会。
WIL00001040	你觉得我们会在这里遇见熟人吗？
WIL00001041	当我第一次走过这里看见那些士兵的时候,我真是觉得宾至如归呀。
WIL00001042	我试着去弄明白那两个大雕像是怎么建造的，真不知道他们是怎么把这俩家伙给盖起来。
WIL00001043	看到了吗？华丽丽！
WIL00001044	我不禁想收拾收拾，看起来真是糟糕透顶。要是我看到啥好东西我就偷偷的把它顺出来。
WIL00001045	*哼哼*
WIL00001046	*哼哼*
WIL00001047	我觉得他不喜欢我。
WIL00001048	要是他偷袭的话你会掩护我，是吧？
WIL00001049	哼。
WIL00001050	我希望你饿了，我做了些东西就放在桌上。
WIL00001051	这个地方太可怕了。NCR怎么也这样对待他们的部队呢？
WIL00001052	哼。
WIL00001053	这里真压抑。
WIL00001054	在这里我会管好自己的手.就算是一个好东西孤零零的躺在那儿我也不会顺走他它,他们需要一切可以利用的东西.
WIL00001055	我很高兴能在这里帮上忙.这是我来到的最悲伤的一个营地了.NCR真的让他们的兄弟们失望了.
WIL00001056	我真不能相信,居然有人会没道德到这种地步,在这里来偷窃这些受伤士兵的药品.
WIL00001057	很乐意给我的收藏里增加一个小纪念品..
WIL00001058	很乐意给我的收藏里增加一个小纪念品..
WIL00001059	哦，谢谢！这小东西真精致。我把那个藏在安全的地方。
WIL00001060	我有一个小恐龙纪念品给你..
WIL00001061	我有一个有趣的小恐龙纪念品送给你...
WIL00001062	哦唔,谢谢!这东西很棒.我会把它好好收起来的
WIL00001063	不，不会的。我不会阻止你找它，但我不打算帮忙。
WIL00001064	哦，是这样。我将继续寻找它。
WIL00001065	好吧，好吧，也许吧。咱们干吗不一块找找？
WIL00001066	嗯哼，开干吧。
WIL00001067	好极了！我喜欢核口可乐。
WIL00001068	太好了！我可以喝饮料，不过我不想喝核子可乐，我想要......威士忌！
WIL00001069	好主意。
WIL00001070	我这里倒是有。。。威士忌
WIL00001071	不，我们现在没时间。
WIL00001072	好吧，下次吧。
WIL00001073	今晚你睡在这里好吗?
WIL00001074	好的,哪儿呢?
WIL00001075	我们到了!我真的很兴奋.这是我第一次和商人交易,自从在莫哈维前哨站那时候开始.
WIL00001076	你知道的,我一般随身都带着一些杂志,我有一本关于交易和谈判的,你可能会觉得关于交易的这本帮助非常大.
WIL00001077	我不经常读它们.我一般就用谈判的这本.给你,你可以拿走那本关于交易的.
WIL00001078	我大概会把这本交易书卖了,既然我不读它,但是老是告诉自己我会读它但是我又老是忘了读,这个,你懂吗?
WIL00001079	这是最后一个了！我一直想着怎么感谢你陪我购物
WIL00001080	我觉得如果你能有一顶像我这样帽子就太好了。你知道，这能给我带来好运
WIL00001081	讨价还价什么的我最擅长了，虽然这个没什么用，只是我的帽子而已。
WIL00001082	你愿意帮我做点吃的么?
WIL00001083	不,没问题.只要你有原料,无论点什么我都能做出来
WIL00001084	就这么干吧.你的东西都备齐了,对吧?
WIL00001085	你愿意帮我做点吃的么?
WIL00001086	对,我准备好了,我能看看菜单吗?
WIL00001087	当然,给我点时间让我把需要的东西准备好,稍等~
WIL00001088	我还缺点东西,等等我马上就回来啦~
WIL00001089	太好了。
WIL00001090	想谈谈豪斯先生吗？
WIL00001091	是啊，你是怎么想的？我不喜欢他。我们怎么知道他是人类？
WIL00001092	你和露西到底怎么了？
WIL00001093	我不知道你什么意思。
WIL00001094	这张床看起来很不错
WIL00001095	恩,看上去对我很合适
WIL00001096	恩,看上去对我很合适
WIL00001097	你是让我自己一个人睡么?
WIL00001098	这儿,睡这张床.你可以换上睡衣了.如果你想的话
WIL00001099	想谈谈凯撒么？
WIL00001100	是的，我想知道你怎么看他。
WIL00001101	不，我对这所小房子并不怎么感兴趣。
WIL00001102	哦，好的
WIL00001103	小房子？怎么了？
WIL00001104	我爱死了，别误会我的意思，但它可以进行一些改进，你觉得呢？
WIL00001105	我们可以去收集一些植物，它们种到花盆里。也许去找一个邮箱，把它放在门口？
WIL00001106	哦，也许我们可以把我们的眼睛睁得大大的找一些特别的东西放在外面。你有兴趣吗？
WIL00001107	军团想要见你？这可是件大事。我们必须小心。
WIL00001108	大使，呵呵。想也许我们应该去和他谈谈？
WIL00001109	这瓶威士忌送你啦
WIL00001110	谢谢
WIL00001111	你可真幸运，我可从来没见过哪个机器人能把快死的人从地里挖出来想办法救活他。
WIL00001112	那肯定是假发!
WIL00001113	我在营火那里做了一些东东，如果你想分享一下的话。
WIL00001114	唔，我一定要穿这个？
WIL00001115	嗨!我需要采购一些东西.给你单子.如果你能给我其中的三到四样就太妙了
WIL00001116	您好！今天生意咋样？这里是我的清单。这些东西你们有吗？
WIL00001117	嗨!我需要采购一些东西.给你单子.如果你能给我其中的三到四样就太妙了
WIL00001118	您好！今天生意咋样？这里是我的清单。这些东西你们有吗？
WIL00001119	胡说
WIL00001120	胡说
WIL00001121	那太美妙了！
WIL00001122	我们是不是该庆祝一下?我能给你一份礼物或者什么特别的东西么?
WIL00001123	没错,我的确有礼物给你.是一个甜蛋卷.是我特别为你做的,因为我们是最好的朋友,而且我想让你知道我有多么喜欢你
WIL00001124	我可以帮你烹饪任何你想要的。只需要带些食材，其余的由我来做。怎么用？
WIL00001125	我对军团把你派到这里来有强烈的意见，你得给我合理的解释。
WIL00001126	你想要它的答案，或者是我生活的故事？
WIL00001127	绝对是你生活的故事。
WIL00001128	好了，所以，我在我的父母经营的汽车旅馆长大的，对不对？好吧，我老爸招待客人。
WIL00001129	晚上他和云游商人一同坐在营火旁，我老爸向他们打听沿途的新鲜事。他总是这么做直到我渐渐长大。
WIL00001130	我的妈妈和哥哥，也像我父亲一样。总是和客人聊到深夜。
WIL00001131	他们也会争论。他们喜欢争论NCR做什么或不做还有就是军团到底是好是坏。
WIL00001132	他们会谈论任何事情，但是他们的最喜欢的是政治。
WIL00001133	你有没有参与？
WIL00001134	我曾在那里，但我并没有说太多。我只是想靠近我的老爸。当我长大了，我帮我妈越来越多，和他越来越疏远。
WIL00001135	所以我想接近我的老爸只能靠晚上他招待客人的那点时间，很多时候他认为我睡着了，其实没有。
WIL00001136	但是，你知道，我是清醒的足以得知凯撒领着一群暴徒残杀奴隶。
WIL00001137	我想要短篇的。
WIL00001138	我的爸爸。他和云游商人会谈论者他们路途上的所见所闻，我能听见他们说什么。
WIL00001139	他们谈到凯撒军团的时候我早已经受够了，我不信任他们，我知道他们是残忍的，嗜血的暴徒。
WIL00001140	似乎每次我们去那里你说些什么挖苦她。
WIL00001141	她对你有兴趣，我知道！我不喜欢她,哼,一点都不！
WIL00001142	我实在是不怎么欣赏你这套衣服,所以想让你穿点别的
WIL00001143	啊哼?好吧..我倒挺喜欢的.这件夹克对我来说意义重大.所以我要继续穿着~至少目前如此
WIL00001144	没什么.我只是想看看你傲人的裸体
WIL00001145	啥?你当真的吗?找本猫爪(也就是辐射位面的花花公子)什么的看看吧孩子..我可不会为了你就光着屁股到处晃
WIL00001146	拜托?
WIL00001147	呃,改天再说...
WIL00001148	不要介意
WIL00001149	哦，好的
WIL00001150	哇呕
WIL00001151	当然他是人！豪斯先生不仅仅是一个人。他是个好人。
WIL00001152	好吧，就算他是，他似乎非常自以为是。
WIL00001153	他很有趣，这是肯定的。
WIL00001154	他到底是不是人类？
WIL00001155	我们也不知道.眼见为实嘛.
WIL00001156	嗯.也许我们该做点什么.
WIL00001157	他有钱有权，他控制维加斯很久了。
WIL00001158	所以呢？因为他有很多钱，他会告诉人们如何活着？这似乎不公平。
WIL00001159	这比那些更多的。他很睿智，他关心新维加斯的命运。
WIL00001160	他似乎是欺负我。
WIL00001161	维儿！我尊重豪斯先生！
WIL00001162	对不起。
WIL00001163	不，不是欺负。他更像一个父亲愿意照顾和保护新维加斯。
WIL00001164	哦！当你给我解释这些的时候我觉得他似乎并不是坏人。
WIL00001165	这没关系，他可不是恶霸。
WIL00001166	好吧，如果他不是一个恶霸，那么他做什么？
WIL00001167	他想让维加斯安定繁荣。伟大的蓝图都在他心中酝酿。
WIL00001168	好吧，我相信你的话。不过我不太喜欢他。
WIL00001169	你要学会尊重。他预料到了战争，而且从战争中保护了维加斯的大部分，一直到现在。
WIL00001170	好吧抱歉，他的确很睿智。但是他自己一个人对着别人发号施令，难道他不是个恶霸？
WIL00001171	因为他心中有维加斯的未来，这是他的家。
WIL00001172	我觉得他是个人类，维儿。
WIL00001173	也许吧。我喜欢它的赌场。也许我们以后可以躲在那里。
WIL00001174	我不打算为他工作，所以我们并不需要担心。
WIL00001175	好啊，那就解决了。
WIL00001176	没有。我不会做任何事情的。你应该相信我。
WIL00001177	对不起亲爱的，我会尽力。这很难不吃醋，我很怕失去你。
WIL00001178	我觉得他不错。
WIL00001179	说真的？嗯？
WIL00001180	我挺欣赏他的风格
WIL00001181	但是，他是个杀人犯，比大路上的强盗好不到哪去......更糟糕的是。他和军团消灭87个部落。他们折磨和残害奴隶，野蛮的家伙。
WIL00001182	他就是个凶手。而且看他如何对待女人！你真的认为你和别人不一样高人一等吗？
WIL00001183	但是他有理由能够为他所做的事情负责，我很佩服他。
WIL00001184	哇哦。所以你再考虑加入战争。推翻NCR。
WIL00001185	是的，我正在认真考虑，我希望你能留在我身边，即使我决定这样做。
WIL00001186	什么？我为什么要这么做？
WIL00001187	[师奶杀手]因为，我们注定要在一起。维儿你懂得。
WIL00001188	好吧你赢了，我确实离不开你。
WIL00001189	但是，我来新维加斯是为了看看玩玩，我不是来打仗的我不想和军团有半点关系。
WIL00001190	[挚友]你真的要离开你的好朋友？我的意思是你比NCR重要得多，不是吗？
WIL00001191	好吧，你说得对。不管咋样我都会和你呆在一起。
WIL00001192	但是，我来新维加斯是为了看看玩玩不是来打仗的，我不想和军团有半点关系。
WIL00001193	[浪漫]你真的想参与政治？我们俩彼此更重要？不是吗？
WIL00001194	噢！你是对的，我爱你！我可以为你去死。
WIL00001195	但是，我来新维加斯是为了看看玩玩，不是来参加战争的，我不想和军团有半点关系。
WIL00001196	所以，我背着的这个军团的东西是有别的用，对不对？你不会让我穿上它，是吗？
WIL00001197	<瞌睡> 我要上床了，晚安啦。
WIL00001198	唔，我讨厌他。
WIL00001199	嘿。
WIL00001200	嘿，大家伙，你好吗？
WIL00001201	嗨，你好吗？
WIL00001202	我不是什么都能烹饪的啦.我们手头没有材料啊.
WIL00001203	斯罗恩?啊!死亡爪就盘踞在附近啊!我们应该马上撤,就现在!
WIL00001204	你是否注意到没有人在谈论，你杀死的那么多恶魔帮？好奇怪啊难不成他们还没发现?
WIL00001205	我一直不明白婊子养的是什么意思
WIL00001206	他们肯定会是非常担心附近的恶魔帮
WIL00001207	他们是农民!也许我们能搞到些新鲜的蔬菜呢
WIL00001208	我们最近能去转转超市吗?
WIL00001209	如果我们要去购物的话,我可需要点瓶盖.
WIL00001210	*哼哼*
WIL00001211	*哼哼*
WIL00001212	*哼哼*
WIL00001213	这地方是个垃圾堆
WIL00001214	呃,大耗子!
WIL00001215	都走到这么近的地方了,咱们能去赌城区转转么?
WIL00001216	只是我，或者看起来我们总是陷入这样的情况？
WIL00001217	也许我们可以去原子牛仔逛一圈
WIL00001218	我喜欢猫王.也许他应该不止呆在自由之城而是去莫哈维转转.
WIL00001219	看起来我并是不唯一一个庆祝凯撒死了的人.
WIL00001220	我敢打赌雷克斯想去见猫王。
WIL00001221	*哼哼*
WIL00001222	*哼哼*
WIL00001223	*哼哼*
WIL00001224	*哼哼*
WIL00001225	这正是我需要的。
WIL00001226	嗯，这很好。可以走了吗？
WIL00001227	我希望你饿了，饭菜都做好了。我把它们放在烤箱里了。
WIL00001228	嘿。
WIL00001229	奈特少校,你今天过得怎么样？
WIL00001230	这个地方很特别。它需要一个新名字。从现在开始我要称之为“砰砰镇”。
WIL00001231	我们要为他们做多少他们才能相信我们？我的意思是，可能还需要很多。
WIL00001232	我走啊走，走啊走，走啊走。。。因为这个地方太大了。
WIL00001233	他们把自己的历史画成画，真漂亮，不过下次我会从下面边走边看，因为他们的小木屋实在是太热了。
WIL00001234	爆炸的蚂蚁！我们可不能打歪了！
WIL00001235	我不禁想收拾收拾，看起来真是糟糕透顶。要是我看到啥好东西我就偷偷的把它顺出来。
WIL00001236	把飞机从湖底下弄上来似乎是一项艰巨的任务！为啥到最后这种事老是要我们干。
WIL00001237	你瞧。伙计们。我只听说过军团会对城镇什么。这可真是可怕。
WIL00001238	我只听说过军团对城镇过什么。这可真是可怕。
WIL00001239	你需要和莫哈维前哨的游骑兵苟思特谈谈这些。
WIL00001240	*紧张的呼吸声*
WIL00001241	你知道的，我觉得我不会忘了这个地方。
WIL00001242	我知道！我见过他们！
WIL00001243	谢啦，我会小心的。
WIL00001244	嗨，别叫，你好吗？
WIL00001245	胡说
WIL00001246	你带的粮食还真不少.是自己做饭吗?
WIL00001247	没错!而且我也真的很享受.我可以随时生一堆营火,只要你说一声.我想会做些传统的东西好储备些干粮
WIL00001248	你会做饭么?
WIL00001249	这问题可不好回答啊,维儿.
WIL00001250	为啥?对我来说看上去很简单.要么你来自莫哈维而且很了解这里,要么就不是.不对吗?
WIL00001251	我被人在脑袋上轰了一个洞,在那之前我有份工作并且很了解这里,之后吗..说不好
WIL00001252	这太可怕了。谁开枪打你？这是意外吗？
WIL00001253	不,不是.他朝我开了一枪后就把我给活埋了
WIL00001254	但是，为什么呢？这就是这么残酷。
WIL00001255	我曾是个邮差,而他想要我寄送的货物.我也被打劫了
WIL00001256	那么,你到底是怎么活下来的?
WIL00001257	清泉镇的医生救了我,但他没法修复我的记忆
WIL00001258	你知道是谁干的么?
WIL00001259	你的狗真可怜,抱歉
WIL00001260	谢谢,我真的好想他
WIL00001261	愿意告诉我你的狗发生什么事儿了么?
WIL00001262	他在我前面探路,结果就掉进了蜥蜴的陷阱.我实在不知道具体怎么发生的,因为他在我前头探路呢
WIL00001263	但我听到了哀叫,所以我顺着他的痕迹追了过去.他从一个小悬崖上跌了下去,周围全是些大蜥蜴
WIL00001264	等我来得及跑下去赶到他身边射死那群混蛋的时候他已经死了.摔下来的时候一条腿断掉了,所以他根本没办法保护自己
WIL00001265	那天我尽可能的给他举行了一个火葬,并在那里睡了一晚.第二天早上我向他告别,并且永远离开了那里
WIL00001266	是的,而且我要血债血还
WIL00001267	我会尽我所能帮助你的.真是个混蛋啊...呃,不是说你
WIL00001268	恩,他死定了
WIL00001269	很好
WIL00001270	是的,而且我把所有要做的事儿都做到了
WIL00001271	好吧
WIL00001272	不,我还在找.而且你得帮我一起来
WIL00001273	我会尽我可能帮你的.这简直不是人干的事儿啊
WIL00001274	你有听说过这么个家伙么?
WIL00001275	一点也没
WIL00001276	那样的话,我能拿走你全部的小零食吗?我会给你列一张我的最爱的单子的.....哦?
WIL00001277	哦...我猜这意味着我也得把你当作一只什么都吃的小猪了,是不是,嗯?那么好吧,等什么时候我们扎营点火了,我就能烧点东西出来了
WIL00001278	当然,我能办到
WIL00001279	太棒了,给你单子,我很乐意跟你分享我做的好吃的~
WIL00001280	不,我不想这么做.你干嘛不能收集你自己的材料去?
WIL00001281	好吧,自己办就自己办..不知道在你附近跟着能找到多少..这简直就是大冒险啊
WIL00001282	我想跟你分享所有我做的吃的,如果你愿意的话
WIL00001283	好吧好吧,我答应你.如果我找到什么你要的东西了我会给你的
WIL00001284	太棒了,给你单子,我很乐意跟你分享我做的好吃的~
WIL00001285	我对这种事儿没兴趣.维儿.
WIL00001286	哦，很好。
WIL00001287	假如你一直跟着我而没什么自由时间去到处乱跑的话,你会怎么办?
WIL00001288	跟不同的伙伴我会有不同的情况.对于总喜欢让我粘的很近的人类家伙来说就别指望我能有多少收获了
WIL00001289	当我跟你一块的时候我会留意路上的任何瓶盖,能出售的小玩意和烹饪材料
WIL00001290	如果我够幸运的话也许能在某地找到些可以被添加到收藏里的小东西
WIL00001291	嗨!我需要采购一些东西.给你单子.如果你能给我其中的三到四样就太妙了
WIL00001292	您好！今天生意咋样？这里是我的清单。这些东西你们有吗？
WIL00001293	嗨!我需要采购一些东西.给你单子.如果你能给我其中的三到四样就太妙了
WIL00001294	您好！今天生意咋样？这里是我的清单。这些东西你们有吗？
WIL00001295	嗨!我需要采购一些东西.给你单子.如果你能给我其中的三到四样就太妙了
WIL00001296	您好！今天生意咋样？这里是我的清单。这些东西你们有吗？
WIL00001297	嗨!我需要采购一些东西.给你单子.如果你能给我其中的三到四样就太妙了
WIL00001298	您好！今天生意咋样？这里是我的清单。这些东西你们有吗？
WIL00001299	我能问你点别的事儿么?
WIL00001300	好吧
WIL00001301	你有什么话想告诉我的吗?
WIL00001302	我想交易点东西,你觉得咱们可以么?
WIL00001303	没问题,如果顺道的话.你想见谁呢?
WIL00001304	当我还在莫哈韦前哨站时，我和奈特少校谈过哪里值得一去。他给我三个地方。
WIL00001305	没门,我可不打算带你购物去.无聊杀死猫啊
WIL00001306	即使那意味着我可以做更多的更好的好吃哒和你分?
WIL00001307	嗯哼,是的
WIL00001308	好吧,随你怎么想..
WIL00001309	哦,呃,谁说不愿意陪你去购物了!谁说的?再给我看看那个单子来..
WIL00001310	好吧
WIL00001311	太棒了!我都好.....久好久没有去逛过商店了!这样..我估计某些人得做好在关键时刻挽救我苗条的小钱包的准备了...
WIL00001312	谢谢你,维儿,这真太贴心了
WIL00001313	哦,很好~那会很不错的
WIL00001314	谢谢你,维儿,我也很喜欢你.真高兴我们能是好朋友
WIL00001315	也许,有一天,我们会不仅仅是朋友..
WIL00001316	恩..好啊..到那时候我也许会答应的
WIL00001317	哦,好的,希望你下定决心了
WIL00001318	我的天，那些十字架。我们应该帮帮他们。
WIL00001319	我还以为你想去购物来着,怎么了?
WIL00001320	借我20个瓶盖好么...我兜里光光啦 - -
WIL00001321	我有一些蜥蜴肉给你，我知道你喜欢拿他们做饭。
WIL00001322	谢谢！你给我带来了多少？
WIL00001323	谢谢！你给我带来了多少？
WIL00001324	我有一些蜥蜴肉给你。
WIL00001325	是的！这些肉我都要了，这让我觉得就像是在报复那些杀死大狗乔乔的蜥蜴。
WIL00001326	我收集了一些小玩意,希望你喜欢。在这里。
WIL00001327	你觉得我给你带来足够多的蜥蜴肉了吗？
WIL00001328	谢谢！你给我带来了多少？
WIL00001329	我有一些蜥蜴肉给你。
WIL00001330	是的,你能给咱们弄个营火可真不错
WIL00001331	那会很有趣的.咱们可以在我的营火上一起做饭.如果我有原料的话随时可以做掉的
WIL00001332	你想看看我最喜欢用的东西么?那些是用来给我最喜欢的食谱准备的.也许我们可以互相交换一些用不着的玩意?
WIL00001333	你愿意那么做吗?我倒是很愿意把用不上的东西给你,你也愿意这么做么?
WIL00001334	有时候吧.但这不是我的常态
