FO300000001	.32手枪
FO300018479	嗯，这世界就像是玻璃一样碎了。每个人都在想尽办法把支离破碎的世界重新拼接起来，但是它已不可能恢复到原本的样子了。
FO300018480	为什么你总是能想出这种怪主意呢？
FO300018481	嗯，你看看我们所在的这世界。你可能觉得无所谓，但是我可知道这世界本来的面貌，这世界本不应该是这样子的。
FO300018482	所以我们都要有所目标，无论我们身边发生多么糟的事。对我来说，目标就是这本书。
FO300018483	我不需要你的盔甲，我根本用不着它。
FO300018484	好吧，你自己的事，你说了算，不过我可是想帮你，你却不领情。
FO300018485	如果你觉得这样可以的话，那我也无所谓了。
FO300018486	我想要侦察护甲。
FO300018487	好吧，给你，希望合身。
FO300018488	那你怎么办？
FO300018489	我想要那动力装甲。
FO300018490	好吧。希望这对你有所帮助。
FO300018491	好吧。你觉得能把这放在一起？
FO300018492	
FO300018493	来点惊喜之火，立刻！
FO300018494	你想没想过离开那？
FO300018495	没有恶意，孩子，一般来说我是不会和你这种人打交道的。
FO300018496	不，这其实也不错。我也有些好的回忆，但那是我的所有了。没理由破坏美好的东西，是吧？
FO300018497	有兴趣加入我吗？
FO300018498	你独自回来的话，或许我可以考虑下。
FO300018499	有兴趣加入我吗？
FO300018500	嗯。但在我跟你走之前，我需要1000个瓶盖来购买补给。
FO300018501	有兴趣加入我吗？
FO300018502	什么？还能去哪？
FO300018503	哦，是吗？你听说过有什么队伍打算带我离开这吗？
FO300018504	又是这种事。好吧，我想一个人待着，还能去哪？
FO300018505	离开这去废土，哥们。你在这肯定会无聊死的。
FO300018506	你知道什么？忘了我说的吧。
FO300018507	你他妈的不想把话说完，就别和我废话。还能去哪？你在说什么？
FO300018508	我在说废土。如果你还留在这的话，肯定会疯掉的。
FO300018509	但不管怎么说，我已经洗手不干了，不再是个歹徒了。有哪个队伍会带上我？那些小孩一点都不懂得尊重老人。
FO300018510	不，真的。不要介意。
FO300018511	我明白了。在你他妈的惹我之前，最好给我想清楚了。
FO300018512	
FO300018513	因为你总是充好人，所以当我需要帮助时，你就会帮我，对吧？
FO300018514	反正你也要帮阿玛塔，对吗？帮帮我们，这样我们就可以离开避难所，我也不会再来烦你了。
FO300018515	布奇，我为什么要帮你？
FO300018516	你看，我知道我曾经很混蛋。但是我也不应该在这里被关上一辈子。我现在有机会跟你一样，到外面去过真正的生活。
FO300018517	我是说，你有时候也挺混蛋，这在外面就派上了用场。我怎么就不能呢？
FO300018518	帮帮我们吧，好让我离开避难所，到外面开始新的生活。对了，或许我们可以成立一个帮派，呃？
FO300018519	布奇，我为什么要帮你？
FO300018520	你离开了这里，所以我打赌你和我一样，恨透了这里。你应该能想象出来在这下面被困一辈子有多糟糕，对吧？
FO300018521	现在我们已经知道我们可以离开，去接触新的环境，你却还要迫使我们像这样生活吗？
FO300018522	帮帮我们,好让我们离开这里，然后我就远走。你再也不必见到我，好吗？
FO300018523	布奇，我为什么要帮你？
FO300018524	我听老斯坦利抱怨反应堆出了大问题。
FO300018525	那天晚上发生了什么事？
FO300018526	你们两个离开以后真正的麻烦才开始。受伤的人没人管了，医生跑了，而他的助手也死了。
FO300018527	现在我们不得不依赖旧“巧手”先生为我们提供医疗帮助了，而它对病人的态度相当差。
FO300018528	有没有被拿着冷冰冰的金属钳子的家伙检查过？你不会愿意的。
FO300018529	那天晚上发生了什么事？
FO300018530	嗯，先把我们弄出去，再走着瞧，怎么样？
FO300018531	我敢打赌在你实现之前，就成了地鼠的食物了。
FO300018532	我可跟他们不一样。布奇将会席卷整个废土！
FO300018533	嗯，我想这将会是一个全新的帮派，我们不会单单在隧道里，你知道的！
FO300018534	另外，肯定会有很多人想要加入。竞争肯定会相当激烈。
FO300018535	嗨，我已经是穴蛇帮的一员了。你给了我夹克和所有的东西！
FO300018536	因为你至少还有点脑子吧。人们一听说布奇驾到，都会想要加入的！
FO300018537	你从哪看出来我想加入？
FO300018538	我会成立一个帮派，是的！噢，它会成为废土最强、最酷、最蛮横的帮派！
FO300018539	嗨，如果你表现不错，或许我也可以让你加入帮派呢，呃？
FO300018540	布奇，你准备到外面做什么？
FO300018541	你的“政府”就是一个笑话，奥托姆。
FO300018542	放弃吧，奥特姆。你已经失败了。
FO300018543	我可不这么认为。英克雷可正处于全盛时期。
FO300018544	一旦这工厂开始运作起来，大量的人群将会聚集到英克雷，获取净水，寻求保护, 并且开始为将来做打算。
FO300018545	你要明白，我并不想和你战斗。
FO300018546	你没必要这么做。你就站在那吧，事情很快就会结束的，而且这样你也会少受点罪。
FO300018547	杀了你，我会觉得很高兴的。
FO300018548	你这人真是无法理喻。
FO300018549	但这是你自己选择的道路，替我向你父亲问声好。
FO300018550	事实上，我不知道他们在什么地方，但还是要谢谢你的瓶盖。
FO300018551	看来你根本就不知道你在跟谁打交道。
FO300018552	他们就在拐角处，你不会找不到他们的。
FO300018553	你最好不要糊弄我。
FO300018554	嗯，他们都在拐角处躲着。
FO300018555	谢谢，朋友。如果你喜欢这样的工作，那你就到堕落天堂来。
FO300018556	或许我见过。不过你会给我什么好处？
FO300018557	好的，我会给你报酬。50个瓶盖，现在快告诉我，那些逃跑的奴隶在哪？
FO300018558	不，我没见过有什么奴隶在这附近。
FO300018559	嗯，好的。如果你发现奴隶的话，就替我把他们都干掉。逃跑的奴隶不值得再带回来。
FO300018560	你能不能用那把小提琴演奏音乐给我听？
FO300018561	当然，我很高兴为你演奏。
FO300018562	哦！没问题。这也是为感谢你，我所能做的最起码的事。
FO300018563	我很高兴为你演奏。
FO300018564	感觉怎么样, 阿加莎？
FO300018565	最近感觉还不错，多谢你的关心。
FO300018566	当斯特拉迪瓦里提琴回来之后, 一切都变了。感觉就像是一个走失许久的家庭成员最终回到家一样。
FO300018567	事实上，我现在感觉很悲伤。在我的脑海里有很多很棒的音乐，但是我只能用这糟糕的自制的小提琴来演奏。
FO300018568	给我把那麻烦的老女人的尸体处理掉！我知道能搞到更好的，但对我来说太远，而且太危险。
FO300018569	一想起在92号避难所的那段时间，发生在斯特拉迪瓦里提琴上的事就觉得可惜。
FO300018570	嗯，我在南方2英里附近见过他们。
FO300018571	你以为我会这么容易就被骗吗？你的手法并不高明！
FO300018572	你为什么不自杀呢？
FO300018573	我怎么杀死自己啊？我连动都动不了。
FO300018574	这要归功于鲍勃，很显然，在以后很长一段时间内，我都不能动了。
FO300018575	如果我杀了你，每个树启者都不会饶了我。
FO300018576	哦，不必担心。如果你打算帮我的话，我会跟布瑞奇以及其他成员谈谈这件事。
FO300018577	我说的话他们根本听不懂，不过这次我会让他们明白的。
FO300018578	我怎么杀你？你是一棵树啊。
FO300018579	很难把事说清楚，但就是在你体内有什么东西搞的你不舒服，对吧？
FO300018580	不管怎么说，我想鲍勃把我的器官转换成他的根系。我想让你到地下破坏我的心脏。
FO300018581	那好吧，我应该把子弹打到你身体的什么地方呢，头部还是肚子。
FO300018582	我希望事情可以这么简单，但是，不，不。只有一个办法可以杀死我。
FO300018583	杀了你？你不是认真的吧！
FO300018584	我是认真的，我需要你帮我这忙。
FO300018585	我唯一的朋友就是鲍勃和这些把我当成神的家伙。
FO300018586	你想让我杀了你？
FO300018587	哦，不不不，不要说得那么可怕，我只是让你帮我个忙。
FO300018588	我唯一的朋友就是鲍勃和这些把我当成神的家伙。
FO300018589	你看我们是不是应该进入正题，少说这种无聊的废话。
FO300018590	我把你带到这只是求你帮我个小忙。
FO300018591	你可以杀了我吗？
FO300018592	树启者说你需要我的帮助。
FO300018593	我把你带到这只是求你帮我个小忙。
FO300018594	你可以杀了我吗？
FO300018595	嗯，希望我可以解决你的麻烦，我是来这帮助你的。
FO300018596	我把你带到这只是求你帮我个小忙。
FO300018597	你可以杀了我吗？
FO300018598	大量的基因突变只可能是F.E.V.引起的。
FO300018599	哇！快看那家伙的头！
FO300018600	我们那时候深入军事基地，并且找到了一些装着奇怪的绿色物质的大桶。就在我们要离开的时候，遭到了攻击。
FO300018601	在我晕倒之前，我记得的最后的一件事就是，我的朋友被什么东西砸到了那大桶里。
FO300018602	见鬼，我还是不明白你在说什么。
FO300018603	是啊，这事也不怎么重要。算了，不提这事了。
FO300018604	这事是发生在地球上的吗？
FO300018605	我们那时候深入军事基地，并且找到了一些装着奇怪的绿色物质的大桶。就在我们要离开的时候，遭到了攻击。
FO300018606	在我晕倒之前，我记得的最后的一件事就是，我的朋友被什么东西砸到了那大桶里。
FO300018607	树怎么可能在你头上生长？
FO300018608	我们那时候深入军事基地，并且找到了一些装着奇怪的绿色物质的大桶。就在我们要离开的时候，遭到了攻击。
FO300018609	在我晕倒之前，我记得的最后的一件事就是，我的朋友被什么东西砸到了那大桶里。
FO300018610	见鬼，你在说什么？
FO300018611	你不怎么聪明，对吧？
FO300018612	鲍勃，那棵树，总是骑在我头上，然后就在那生根，懂了吗？
FO300018613	嗯，最后他长得比我还大，然后我就差不多像是在他身体里了。
FO300018614	我开始怀疑，你以前不是这样的。
FO300018615	嗯，你很聪明。
FO300018616	看，鲍勃总是骑在我头上，然后就在那生根，懂了吗？
FO300018617	嗯，最后他长得比我还大，然后我就差不多像是在他身体里了。
FO300018618	嗯，我想你可以这么认为。你看，鲍勃总是骑在我头上，然后就在那生根，懂了吗？
FO300018619	嗯，最后他长得比我还大，然后我就差不多像是在他身体里了。
FO300018620	你可以和我一起走，我也能多个帮手。
FO300018621	没有恶意，孩子，一般来说我是不会和你这种人打交道的。
FO300018622	不，这其实也不错。我也有些好的回忆，但那是我的所有了。没理由破坏美好的东西，是吧？
FO300018623	你独自回来的话，或许我可以考虑下。
FO300018624	跟你说，丢下1000个瓶盖，让我去买点补给，我就跟你。
FO300018625	你说的对，那听起来糟透了。
FO300018626	但不管怎么说，我已经洗手不干了，不再是个歹徒了。有哪个队伍会带上我？那些小孩一点都不懂得尊重老人。
FO300018627	这研究你怎么不自己去做呢？
FO300018628	哦，我可没有你这么多的废土生存经验。这里面的事我尝试上一半，脑袋就该开花了！
FO300018629	至少你看起来已经可以真正地在外面生存。而我在行的只是出主意和跟商队交易废品。
FO300018630	这研究你怎么不自己去做呢？
FO300018631	你为什么要这么做？你为什么要对一台机器效忠？
FO300018632	我宣誓就职保护总统，必须维护这套指挥系统。
FO300018633	我没指望你会明白。
FO300018634	黑鸦领已经不存在了。伊登已经完蛋了。你失去了一切。
FO300018635	美国人民的努力是值得的。未来是可以期待的。我不能让你阻挡大家前进的道路。
FO300018636	伊登背叛了你。你看见这容器了吗？他相信我更甚于相信你。
FO300018637	那不是真的。那计划已好几个月前就已经被废弃了。他不会在我背后做那样的事！
FO300018638	你有什么见解？
FO300018639	你有什么东西要卖吗？
FO300018640	不管怎样，我准备把这些带走。一些手枪、步枪和各类弹药。
FO300018641	我需要些武器。你有什么东西要卖吗？
FO300018642	好吧，当然，为什么不呢？如果你有钱的话，我们大量供应。
FO300018643	隐形小子？我应该会用到这些东西。
FO300018644	好吧，当然，为什么不呢？如果你有钱的话，我们大量供应。
FO300018645	机械零件？我应该会用到这些东西。
FO300018646	好吧，当然，为什么不呢？如果你有钱的话，我们大量供应。
FO300018647	地雷？我应该会用到这些东西。
FO300018648	主要是食物和饮料。如果你有钱的话，我们大量供应。
FO300018649	我需要些补给。你有什么东西要卖吗？
FO300018650	当然。看一下吧。我猜核弹镇的居民再也用不上它们了。
FO300018651	我有一些东西。与其把它们装车运回核弹镇，还不如卖给你。
FO300018652	任何东西都有个价。都看看吧，然后出个价。
FO300018653	一些零碎的东西。
FO300018654	如果觉得价钱合适，就告诉我吧。
FO300018655	各种各样的货物，没准有些你能用上。
FO300018656	你都卖什么？
FO300018657	你或许会对这拿来维持机器人工作的东西感到惊讶。
FO300018658	你都卖什么？
FO300018659	随便看看，给自己挑点东西吧。
FO300018660	你都卖什么？
FO300018661	各种各样的货物，没准有些你能用上。
FO300018662	你都卖什么？
FO300018663	你或许会对这拿来维持机器人工作的东西感到惊讶。
FO300018664	你都卖什么？
FO300018665	随便看看，给自己挑点东西吧。
FO300018666	你都卖什么？
FO300018667	老实说，无所谓。我不需要你的帮助。
FO300018668	呃。我算是长见识了。不喜欢一个筋疲力尽的老废物，呃？嗯，孩子，老家伙的大门任何时候都对你敞开。
FO300018669	干得好。那我们离开这吧。
FO300018670	哈哈！这真是好极了！来点痛快时尚的暴力美学吧！
FO300018671	那么，你又为什么要重燃我的激情呢？没有补给我就没法出去闯荡，我的补给呢？
FO300018672	跟你说吧：大门是敞开的。搞到1000后回来找我。
FO300018673	事实上，我没有1000个瓶盖。
FO300018674	谢谢，阿加莎。这太让人惊喜了。
FO300018675	别客气。只要及时保养并清理，它就永远不会让你失望。
FO300018676	出发吧，就现在。我要花些时间钻研这些音符了。
FO300018677	不，这不好。你留着它吧。会用得上的！
FO300018678	荒唐。我这辈子从来没开过枪，而且也不准备去试试开一枪。
FO300018679	把这个拿去，用它好好保护自己吧，放心，我在这会很好。
FO300018680	嗯，那就出发吧。我还有很多音乐要创作。
FO300018681	这样更好。这手纸擦屁股都嫌太硬了。
FO300018682	你好像不知道什么叫礼貌，不是吗？
FO300018683	给，把这手枪拿去，孩子。我就这么点东西了。用它来保护自己，或者朝自己脚趾头放枪什么的，我也就能操这么点心了。
FO300018684	现在如果你不介意的话，我还有事要忙。走好。
FO300018685	随便吧，只要你能负担得起的东西就好。
FO300018686	嗯，不过实话实说，我没有成堆的瓶盖，但我总归能给你些有用的东西。
FO300018687	除了这一套电台之外，我的丈夫还留给我一些其它的东西，我想你能用得上的。
FO300018688	这是他用过的手枪。过去他总是把它反复调校并拿来练习枪法。现在我希望你来用它。
FO300018689	不用，不用。让你写下它就已经是很好的报酬了。
FO300018690	我没话说了。谢谢你。
FO300018691	无论何时都欢迎你回来，当你经过这时，请将这当作自己的家。
FO300018692	现在，让我开始写吧。还有很多要做的呢！
FO300018693	我想这也是赠品，嗯？
FO300018694	我也不是什么有钱人。所有我能给你的只是一个老太太的感激。
FO300018695	让我们回到你这事上。
FO300018696	当然，这并不急，只是个提议。慢慢来。
FO300018697	如果你在旅途中无意找到了乐谱纸当然更好。如果没有，我也不会对你有丝毫责备。
FO300018698	当然，我去帮你找乐谱纸。
FO300018699	我的天啊！你真的找到一些真正的乐谱纸？这我可连想都未曾想过。
FO300018700	现在事实摆在眼前。你这次真的让人刮目相看。我知道取得斯特拉迪瓦里小提琴是个很大的挑战，但这真是让人难以置信。
FO300018701	等等，如果你需要乐谱纸的话，我已经有了。
FO300018702	嗯，谢谢你。你为我做了太多。我真不知道该怎么来感谢你。
FO300018703	如果你拿到乐谱纸，并把它们拿回来就好了。我并不急。
FO300018704	乐谱纸？为什么不用全息磁带来录制呢？
FO300018705	你看看四周。发现任何超级电脑或者其它高科技的东西吗？
FO300018706	我丈夫和我从来不使用那些垃圾。我们所拥有的最高科技就是这台无线电设备，而这东西在掉核弹的时候就已经是古董了。
FO300018707	没有，当然没有。我需要乐谱纸来正确地记录的音符。
FO300018708	如果我只是随便写写，那么以后别人拿来学习时，就会因为看起来不标准而看不懂。
FO300018709	能帮我带一些过来吗？
FO300018710	那就不要废话了，开始工作吧！
FO300018711	嗯，该死，我想我会的！
FO300018712	我记得所有的音符。只要些乐谱纸把它们写下来。
FO300018713	你需要什么来完成它？
FO300018714	嗯，其实只需要两件东西。一口酒和一些乐谱纸。
FO300018715	无人永生，你明白的。
FO300018716	真不中听。不过，你说的没错。
FO300018717	万一我是这星球上最后一个记忆里还有这些音乐细胞的人呢？
FO300018718	一想到那些正名作逐渐消失，我都要流泪了。
FO300018719	没关系。所有的东西都会随着时间而慢慢流逝。
FO300018720	你说到点子上了。我也不年轻了，总有一天我也会死去。
FO300018721	天啊，万一我是这世界上最后一个懂得这些音乐的人？万一这些录音全都被毁了呢？
FO300018722	遗失这么美好的音乐将是一种罪过。
FO300018723	你应该把你的音乐写下来，将它们永远流传下去。
FO300018724	我的天啊！你真的找到一些真正的乐谱纸？这我可连想都未曾想过。
FO300018725	现在事实摆在眼前。你这次真的让人刮目相看。我知道取得斯特拉迪瓦里小提琴是个很大的挑战，但这真是让人难以置信。
FO300018726	猜猜我给你准备了什么？
FO300018727	恐怕我不这么认为。92号避难所没曾经住过很多音乐家，我很奇怪你竟然找不到任何有用的东西。
FO300018728	我会去询问所有我见过的商人，并搜寻整个废土。或许某天幸运就会降临你头上。
FO300018729	你有什么线索可以让我找到那些乐谱纸？
FO300018730	嗯，我想我可以。尽管那些并不是我自己想像的音乐。
FO300018731	我随便看了一眼你电脑里的文件。和我谈谈人造人的事吧。
FO300018732	你破解了我的电脑？还真有两下子。我很久没见过能和我相提并论的聪明人了。所以我就不追究了。
FO300018733	我把所有的东西都存档了。如果我想激怒她，我就在李博士的面前戳她的痛处。我讨厌那自大的婊子。
FO300018734	你知道什么？他妈的。你去死吧。
FO300018735	真傲慢！
FO300018736	如果这是你想要的，那好吧。就给你一点时间来为这决定而后悔吧。
FO300018737	这不是解决问题的办法。更多的冲突只会使得事情更糟。
FO300018738	你想让我怎么做？让你凭白得到我努力建立的这一切？或者让你把它们全毁掉？
FO300018739	离我远点。还来的及。
FO300018740	我还不至于无趣到那种地步。
FO300018741	好吧。你赶快逃命去吧。
FO300018742	微笑！
FO300018743	菜单上都有什么？
FO300018744	请上座，这是全华盛顿特区最好的料理。四星级水准。.
FO300018745	对。请趁热享用。
FO300018746	请不要询问食物的原料。你们人类的胃向来都很软弱。
FO300018747	我需要来点饮料。
FO300018748	要什么就有什么。
FO300018749	你的痛苦，我的财富！
FO300018750	当然，当然，你想来点什么？
FO300018751	让阿泽鲁坎大叔帮你解除痛苦吧。
FO300018752	一个满是尸鬼的城市，嗯？
FO300018753	是的。只要你不找我们的麻烦，我们也不会打搅你。往来自便，不管交易还是住宿，什么都行。
FO300018754	进门前请确认自己没有麻烦缠身，因为我们不想有麻烦。
FO300018755	那么，祝您愉快，光皮肤。
FO300018756	钢铁兄弟会？你们跟他们会有什么牵连？
FO300018757	这些禽兽！他们似乎看不出我们与超级变种人的区别。或者，他们根本就不在乎。反正他们一看见我们就开枪。
FO300018758	嗯，他在核弹镇给一些白痴干活。
FO300018759	她听到这会很高兴的，尽管他混得不怎么样。
FO300018760	嗯，他现在在核弹镇，照看酒吧。
FO300018761	核弹镇！那么远？我经常担心那孩子是不是出了什么事。当他失踪以后，我还以为他被超级变种人抓了。
FO300018762	听到他还不错的消息我很高兴。你应该去卡洛尔旅馆拜访一下他妈。她会很高兴听到这些关于她儿子的消息的。
FO300018763	我在哪？
FO300018764	你在地下城，光皮肤。对我们僵尸而言，这是特区唯一安全的地方。
FO300018765	变种人并不理会我们，而且奴隶贩子也不会深入至此，因此这还不错。
FO300018766	光皮肤？这是什么意思？
FO300018767	别紧张！我开玩笑的！我还有些事让你做，有兴趣么？
FO300018768	我的天啊！你是什么东西？
FO300018769	哦，你是僵尸！就像盖博一样！
FO300018770	嗯，我是。别忘了：顺道去卡洛尔旅馆看看盖博的母亲，让她知道儿子的近况。
FO300018771	哦，你是僵尸！就像盖博一样！
FO300018772	现在告诉我，你不知道僵尸是什么，怎么会跑到僵尸中心来的？呃？
FO300018773	好吧，别在意。我，一个尸鬼。这里所有的人，一群尸鬼。就是我们啦。在你问“尸鬼是个什么”之前，我先告诉你。
FO300018774	好吧，别在意。我，一个僵尸。这里所有的人，一群僵尸。就是我们啦。在你问“僵尸是个什么”之前，我先告诉你。
FO300018775	和我说说戴夫这个人。
FO300018776	没错。做为总统，我是旅游权益部、移民事务办公室和戴夫行动局的主管。
FO300018777	总统先生，你管治这吗？
FO300018778	你该叫戴夫总统，废土游民。请尊称他的全名，否则就请你吃子弹。
FO300018779	他照顾我们所有人，甚至是自私的萝丝与她的杂种。我的孩子比她的强多了。
FO300018780	戴夫是个好人。他照顾所有的孩子并保证让孩子们的生活丰富多彩。他带来很多玩具，但却不肯承认。
FO300018781	他让我们的肖纳给年轻人上课。她就在共和国西部的戴夫博物馆。
FO300018782	戴夫让我当戴夫陆军的副司令，这意味着我有枪。别逼我使用武力！
FO300018783	戴夫总统是废土的救世主，他亲自为野人带来了和平与秩序。
FO300018784	如果你想深入了解，请在下午2点时到戴夫博物馆。
FO300018785	他是我爸爸！只要我们玩共和，我总是扮演戴夫！
FO300018786	注意，注意！“对不起，先生，但恐怕戴夫行动局已经确认了对你的判决！”
FO300018787	我不好吗？呃？
FO300018788	他是我爸爸。他和1号妈妈经常打架，这可能因为2号妈妈吧。
FO300018789	爸爸！向总统爸爸致敬！<傻笑>
FO300018790	爸爸？他还不错啦。肖纳说他是废土上最重要的人。
FO300018791	我不知道那些。废土太大了。
FO300018792	老实说，我想我应经获得所有需要的信息了。
FO300018793	好的。
FO300018794	还有事吗？
FO300018795	很高兴听你这么说。
FO300018796	等等，这个戴夫是谁，为什么他能拥有自己的共和国？
FO300018797	他是戴夫共和国的总统。好啦，如果你不相信，可以自己去戴夫博物馆。
FO300018798	但是你不能随意走动，你必须得先从总统爸爸那取得许可。
FO300018799	
FO300018800	为什么？为什么他们要离开家舍，去那片荒凉的废土里寻死？我真是一个很糟糕的监督者吗？
FO300018801	肯定是我把他们逼得太狠了，才使他们被那些未知东西迷了心窍。是我辜负了他们，他们的死都是我的错。
FO300018802	拜托，帮助其中一些人在外面活下来。再代我给我女儿说声再见。
FO300018803	我会留在避难所里。这是我的责任，也是我的错误。
FO300018804	某个反叛者干的，想逼所有人离开。我试图阻止他们。<撒谎>
FO300018805	但现在已经没时间去管那些了，不是吗？现在我们唯一的机会就是在外面靠自己活下来。
FO300018806	或许我还能找到他们其中一些人的下落。如果我们分头去找，应该不是很难。这世界能有多大？
FO300018807	谢谢你帮助我们。或许以后我们还会在外面相遇。
FO300018808	你父亲启动了它。他说如果所有人都死了，就不会有人离开了。<撒谎>
FO300018809	但现在已经没时间去管那些了，不是吗？现在我们唯一的机会就是在外面靠自己活下来。
FO300018810	或许我还能找到他们其中一些人的下落。如果我们分头去找，应该不是很难。这世界能有多大？
FO300018811	谢谢你帮助我们。或许以后我们还会在外面相遇。
FO300018812	监督者启动了它。他说如果所有人都死了，就不会有人离开了。<撒谎>
FO300018813	是的，嗯，我可以学习，不是吗？如果你能教我，事情就会变得十分简单。
FO300018814	或许我可以自己成立个帮派。我们可以叫废土激进分子，或者辐射蝎。嗨，你想加入吗？
FO300018815	我可不会这么激动。你不知道你将要面对的是什么。
FO300018816	你就这样把我们扔到外面？你在这长大，和我们亲如家人。而现在你就这么离开，把我们留下送死？
FO300018817	好！那就滚吧！我们不需要你这种人的帮助。你父亲将会为你感到羞愧！
FO300018818	你们得自食其力了。在废土，人人都只顾自己。
FO300018819	
FO300018820	你觉得他们有多少人能在外面活下来？他们现在已经惊惶失措，一步步迈向死亡。
FO300018821	你出去后不许跟他们一道。我会亲自督促！
FO300018822	现在你们不得不离开避难所。
FO300018823	你把我们的家毁了，就为了证明一个观点？你这疯子！你比我父亲更混蛋！
FO300018824	我那晚根本就不该帮你。我就应该就待在我父亲的身边，看着他杀了你。
FO300018825	你就死在这下面吧，我才不管！如果出去后你再跟我说半句话，我就杀了你。
FO300018826	我触发了撤离警报。现在所有人都得离开避难所。
FO300018827	你开玩笑吗？这简直是梦想成真，哥们！理发师布奇已经是历史了，现在我是废土游民布奇了！
FO300018828	或许我可以自己成立个帮派。我们可以叫废土激进分子，或者辐射蝎。嗨，你想加入吗？
FO300018829	看来你接受了这状况。
FO300018830	哦，谢天谢地。没有你，我们不可能出得来。
FO300018831	在外面等我。我要保证大家都安全。
FO300018832	
FO300018833	什么？！这太可怕了！避难所将变得不能居住！
FO300018834	这怎么可能？
FO300018835	避难所的生命维持系统崩溃了。我们得马上撤离。
FO300018836	什么？！这太可怕了！避难所将变得不能居住！
FO300018837	这怎么可能？
FO300018838	避难所的生命维持系统崩溃了。我们得马上撤离。
FO300018839	我的上帝啊，避难所完蛋了，所有人都必须撤离，而出去之后大多数人都无法生存。
FO300018840	这一切是怎么发生的？
FO300018841	避难所的生命维持系统崩溃了。我们得马上撤离。
FO300018842	到底怎么回事？这太疯狂了！我们要让大家去一个安全的地方！但是我们能到哪去？
FO300018843	你将确保我们出去都会平安无事，对吗？
FO300018844	避难所的生命维持系统崩溃了。我们得马上撤离。
FO300018845	真的？好极了！
FO300018846	再见，破地方！我要开始新生活了！
FO300018847	避难所的生命维持系统崩溃了。我们得马上撤离。
FO300018848	安吉拉和迭戈什么时候结婚？
FO300018849	哦！我们忘了通知你！你应该来的。明天下午三点教堂见。
FO300018850	你和迭戈什么时候结婚？
FO300018851	神圣的婚礼将会在明天下午三点举行。
FO300018852	年轻人。他们可以创造出一片欣欣向荣的景象。
FO300018853	谁稀罕。明天下午三点我有更好的事情做。你到底要不要来一杯？
FO300018854	我已经不记得上次在铆钉城举行婚礼是什么时候的事情了。
FO300018855	明天下午三点在教堂，婚礼仪式在那时准时开始。
FO300018856	明天三点。所有铆钉城的人都受到了邀请。我肯定其中也包括你。
FO300018857	明天三点。你喜欢就来吧。我们邀请了铆钉城的所有人。
FO300018858	你和安吉拉什么时候结婚？
FO300018859	明天下午三点到教堂来。别担心。座位有空余的。
FO300018860	安吉拉和迭戈的婚礼？我很乐意参加。
FO300018861	如果想要占个好位置，那就明天三点前到吧。
FO300018862	时间一晃他们都长大了，不是吗？
FO300018863	安吉拉和迭戈，也是时候了，不是吗？
FO300018864	我听说仪式将在明天下午三点开始，我想我一定会去的。
FO300018865	那两个小家伙明天就要结婚了。我记得是三点。
FO300018866	傻子才想结婚，她会后悔的。走着瞧吧。
FO300018867	明天三点整。
FO300018868	我都等不及了，我为安吉拉高兴。
FO300018869	今天我们聚集于此，见证迭戈和安吉拉二人神圣的婚礼。
FO300018870	他们在此祈求上帝和圣莫尼卡的祝福他们的婚姻。
FO300018871	亦同样祈求各位他们的亲朋共同见证此刻。
FO300018872	以圣父圣子圣灵的名义，我宣布你们结为夫妇。上帝将你们结合在一起，任何人不得拆散。
FO300018873	我愿意。
FO300018874	我愿意。
FO300018875	迭戈，你是否愿意娶安吉拉为妻，从今日起与她缔结婚约？
FO300018876	不论祸福，贵贱，疾病还是健康，真爱不渝，直至生命尽头？
FO300018877	安吉拉，你是否愿意嫁给迭戈，从今日起与他缔结婚约？
FO300018878	不论祸福，贵贱，疾病还是健康，真爱不渝，直至生命尽头？
FO300018879	
FO300018880	祝贺你！小伙子！我不用说今天有多么特别了吧？
FO300018881	祝贺你！小姑娘！我不用说今天有多么特别了吧？
FO300018882	在101号避难所里，一旦10岁，就要承担第一份正式的避难所的职责了。
FO300018883	给你。作为监督者，我将授予你哔哔小子3000！好好使用它。
FO300018884	明天你将会得到你的第一份工作。哈哈哈哈哈！
FO300018885	去跟阿泽鲁坎说。
FO300018886	我说：去跟阿祖卡说。
FO300018887	别让我再重复一遍。
FO300018888	我不在乎。
FO300018889	去跟阿泽鲁坎说。
FO300018890	我说：去跟阿祖卡说。
FO300018891	别让我再重复一遍。
FO300018892	我不在乎。
FO300018893	角落里的那家伙是谁？
FO300018894	那是卡隆。嗯，他是个很忠诚的员工。他从不打扰我，而且他也不会打扰到你。
FO300018895	你能和我说说地下城吗？
FO300018896	这是首都废土上唯一一个能让我的人民脱离苦难的地方了。
FO300018897	从这镇子建立的时候我就在这了。在此之前，这个，废土上的生活并不令人舒适。
FO300018898	这是僵尸的地盘。在这里我们是人，不是怪物！
FO300018899	在很多地方，僵尸都受到不公正的对待。
FO300018900	这是僵尸的地盘，不是人类的。
FO300018901	我们并不是特别喜欢人类。
FO300018902	因此我们待在这下面，远离尘世亦远离烦恼。我们和一些光皮肤有些来往，但我们中的大多数并不信任他们。
FO300018903	你不想增加我们的不信任，对吧？
FO300018904	你为什么想写这指南？
FO300018905	除此之外，这肯定会比我其他计划顺利得多。我的意思是，如果有了你的帮助，还有什么是搞不定的？
FO300018906	呃。你怎么能像这样走来走去？
