AID00098043	玩家上锁的物品
AID00131684	3号避难所是恶魔帮的老巢。那些混蛋经常对西区发起袭击，他们甚至通过下水道打到过维加斯的外围。
AID00131685	你之前说恶魔帮怎么了？
AID00131686	恶草难除根。不过，既然你已经教训了那群疯子，以后这里应该会太平一些了。
AID00131687	恶魔帮还惹了什么麻烦吗？
AID00131688	NCR妓女？
AID00131689	你刚才也听到了。我们不喜欢那些一脸道貌岸然、浑身白白净净的娘娘腔。新维加斯是属于人民的。
AID00131690	NCR就是个堕落臃肿的怪兽，跟废土上的其他爬虫没什么两样。这片土地的财富是我们创造的，我们绝不会将它拱手让给别人。
AID00131691	NCR就是个堕落臃肿的怪兽，跟废土上的其他爬虫没什么两样。这片土地的财富是我们创造的，我们绝不会将它拱手让给别人。
AID00131692	再说一次，你觉得NCR怎么样？
AID00131693	再见。
AID00131694	我在找爱丽丝·霍斯泰特勒。
AID00131695	爱丽丝……哦，对。我最近还经常见到她来着。估计她是和安迪以及他手下在一块儿吧。
AID00131696	你的身世是怎样的？
AID00131697	那可就说来话长了，陌生人。简单点说吧，我厌倦了废土上打打杀杀的日子，我已经为这把老骨头找到了一个更好的去处。
AID00131698	说说北维加斯。
AID00131699	这里住的是一群独立自主的老百姓。商人、赌徒，还有NCR那帮妓女，都和我们做生意，我们为他们提供保护，抵御野兽和恶魔帮。
AID00131700	再见。
AID00131701	下次吧。让我问你些问题。
AID00131702	再见。
AID00131703	我能问你一些其他的问题吗？
AID00131704	
AID00131705	当然，你想问些什么？
AID00131706	你想知道什么？
AID00131707	再见。
AID00131708	我能问你些问题吗？
AID00131709	你好像能保护自己啊。
AID00131710	[失败] 我当然能，陌生人。不过就冲你这见识，我也不想和你仔细理论。
AID00131711	[成功] 你的眼神挺犀利的。我猜你对枪械挺有研究，对吧？不过问题是，你的研究只限于武器吗……
AID00131712	我看得出来，你是有两下子。你的左轮扳机已经磨得闪闪发光了。
AID00131713	再见。
AID00131714	<攻击>那得等动手了之后才知道。
AID00131715	看来你不太开窍啊？好吧，那就来吧。
AID00131716	我也是废土流浪者。你干嘛对我这么提防？
AID00131717	再见。
AID00131718	好吧……走吧。
AID00131719	我们会再见的，陌生人。
AID00131720	再见，勇士。
AID00131721	放松点，我只是想问你一些问题。
AID00131722	先提问的人是我……在我动手之前，最后问你一次，你究竟从哪儿来，要去哪里？
AID00131723	我也是废土流浪者。你干嘛对我这么提防？
AID00131724	因为这是废土的法则。你永远不知道谁会在什么时候往你背后捅刀子……我也不喜欢时刻都弓着背。
AID00131725	也许有一天，陌生人，等你的阅历与我一样丰富时，你就会明白，宁可相信一只辐射蝎，也别相信废土上的生面孔。
AID00131726	那就回到我的其他问题吧。
AID00131727	那就回到我的其他问题吧。
AID00131728	再告诉我去哪找爱丽丝和安迪。
AID00131729	再告诉我去哪找爱丽丝和安迪。
AID00131730	再告诉我去哪找爱丽丝和安迪。
AID00131731	再告诉我去哪找爱丽丝和安迪。
AID00131732	再见。
AID00131733	恶魔帮是怎么回事？
AID00131734	你之前提到，NCR妓女？
AID00131735	告诉我有关北维加斯的事。
AID00131736	看起来你还挺能保护自己的。
AID00131737	我正在寻找爱丽丝·霍斯泰特勒。
AID00131738	再见。
AID00131739	恶魔帮是怎么回事？
AID00131740	你之前提到，NCR妓女？
AID00131741	看起来你还挺能保护自己的。
AID00131742	告诉我有关北维加斯的事。
AID00131743	我正在寻找爱丽丝·霍斯泰特勒。
AID00131744	[攻击] 我想去哪儿就去哪儿。
AID00131745	放马过来吧……嘿，伙计们，帮我一把！
AID00131746	我讨厌你这口气。
AID00131747	再见。
AID00131748	我讨厌你这口气。
AID00131749	[撒谎] 我只是想告诉安迪，霍斯泰特勒夫人正拿着霰弹枪在外面等他。
AID00131750	我正在找爱丽丝·霍斯泰特勒和安迪。
AID00131751	再见。
AID00131752	我讨厌你这口气。
AID00131753	[撒谎] 我只是想告诉安迪，霍斯泰特勒夫人正拿着霰弹枪在外面等他。
AID00131754	什么？你开玩笑吧……他妈的，为什么我总要给别人收拾烂摊子？
AID00131755	再见。
AID00131756	我不喜欢你这口气。
AID00131757	我只是想和爱丽丝或者安迪谈一谈。
AID00131758	也许他们根本就不想和你谈。也许他们根本不在这儿。我看你是问得太多了，陌生人。
AID00131759	这是我们的地盘。别四处乱跑，否则我他妈现在就杀了你。
AID00131760	再见。
AID00131761	滚蛋！
AID00131762	我不喜欢你这口气。
AID00131763	那又如何？我才不关心你喜欢什么。找你妈咪哭去吧。
AID00131764	我在找爱丽丝·霍斯泰特勒和安迪。
AID00131765	哦，是吗？为什么？
AID00131766	也许他们根本就不想和你谈。也许他们根本不在这儿。我看你是问得太多了，陌生人。
AID00131767	这是我们的地盘。别四处乱跑，否则我他妈现在就杀了你。
AID00131768	我只是想和爱丽丝或者安迪谈一谈。
AID00131769	这是我们的地盘。别四处乱跑，否则我他妈现在就杀了你。
AID00131770	我想找安迪或者爱丽丝谈谈。
AID00131771	我还是再准备一下好了。
AID00131772	我确定。开始吧。
AID00131773	我准备好和鲁帕战斗了。
AID00131774	你确定？要反悔还来得及。
AID00131775	等我准备好了再回来。
AID00131776	慢慢准备吧，要不然鲁帕肯定会咬断你的喉咙。
AID00131777	我准备好和鲁帕战斗了。
AID00131778	好的。你一直都是条好狗，鲁帕。愿你死得其所，老姑娘。
AID00131779	丹佛有电子狗？
AID00131780	不是很常见，但还是能碰到。
AID00131781	所以你同意了？
AID00131782	如果你能让鲁帕在竞技场上光荣战死，那她的大脑就归你。不过你可千万别因为她年纪大，就掉以轻心。
AID00131783	另外，竞技场的规矩还是得遵守的。你不能穿盔甲，只能拿一把砍刀作为武器。
AID00131784	我可以用鲁帕的脑子来修好我的电子狗。
AID00131785	电子狗？和我在丹佛看到的一模一样吗？我明白你的意思，那会让鲁帕在某种意义上获得永生。
AID00131786	开始修复雷克斯大脑的任务。
AID00131787	完成。将VMS24设定为阶段 10。
AID00131788	没事。
AID00131789	还有什么？
AID00131790	让他再生，并让他成为伙伴。
AID00131791	完成。
AID00131792	没事。
AID00131793	那好吧。
AID00131794	雷克斯。
AID00131795	你想怎么处理雷克斯?
AID00131796	伙伴。
AID00131797	哪个伙伴？
AID00131798	你的名字很有趣。
AID00131799	谢谢。我每隔十年左右就要换一次名字和工作，好让生活不那么单调乏味。我之所以选"阿难"是因为我觉得这名字很中听。
AID00131800	我以前都没做过什么科学研究。但我很有天赋，至少亨利医生是这么说的。
AID00131801	除了超级变种人，还会有其他人来到这里吗？
AID00131802	拾荒者经常会到这儿来找宝贝。不过他们总是一看见我们就溜得没影儿了。
AID00131803	大汗帮的队伍偶尔也会出现，但他们始终都与我们保持着距离。我想他们应该是在监视我们。
AID00131804	你在这儿是做什么的？
AID00131805	大多数时候，我都是亨利医生的研究助理。我们正在努力寻找解药，呃……
AID00131806	我很擅长使用工具，时不时会带些角牛皮和肉去山谷里和人交换日常用品。
AID00131807	算了，先缓一缓吧。
AID00131808	先别移植。
AID00131809	好的。你说了算。
AID00131810	把鲁帕的脑子的大脑移植给雷克斯.
AID00131811	坐一下吧。这需要点时间。
AID00131812	我把鲁帕的大脑拿来了，她可为军团生过不少狗崽子。
AID00131813	我看看……神经反应尤为出色……应该是遗传自某种牧牛犬。
AID00131814	如果你要我把这个大脑移植给雷克斯，他的体力会变得更持久。
AID00131815	把雷伊的脑子移植给雷克斯。
AID00131816	坐一下吧。这需要点时间。
AID00131817	这个大脑来自雷伊，老太太吉布森的狗。
AID00131818	好吧，我们来看看……神经通路正常……确实是一条护卫犬。
AID00131819	如果我把这个大脑移植给雷克斯，他的攻击会变得更猛烈。
AID00131820	你要我去什么地方寻找爱丽丝？
AID00131821	再告诉我一遍，你希望我对你女儿做些什么。
AID00131822	再见。
AID00131823	那就回到我的其他问题吧。
AID00131824	克兰登说你遇到了点麻烦。正好我是解决麻烦的专家。
AID00131825	告诉我一些关于新维加斯的事。
AID00131826	告诉我一些关于新维加斯的事。
AID00131827	你们站在军团和NCR哪一边？
AID00131828	军团和NCR，你们站在哪一边？
AID00131829	军团和NCR，你们站在哪一边？
AID00131830	别提这事了，陌生人。我们两边都不待见。为了家庭，我们已经够拼的了，而且我们可是要定居在这里的。
AID00131831	军团根本不懂得经营土地。那些人就知道抢劫、放火、偷盗，和野兽差不多。这怎么能算过日子呢。
AID00131832	NCR也好不到哪儿去，虽然他们不会烧你房子，强奸你女儿，但他们照样会敛财……还是趁你不注意的时候。
AID00131833	军团根本不懂得经营土地。那些人就知道抢劫、放火、偷盗，和野兽差不多。这怎么能算过日子呢。
AID00131834	NCR也好不到哪儿去，虽然他们不会烧你房子，强奸你女儿，但他们照样会敛财……还是趁你不注意的时候。
AID00131835	你之前说军团和NCR怎么样？
AID00131836	告诉我有关新维加斯的情况。
AID00131837	人们把这里叫做东维加斯，但我对名字并不怎么在意。
AID00131838	东区的商业和赌博业较为发达。我们这里比北维加斯和西区都要安全，不过得忍受NCR的统治。
AID00131839	东区的商业和赌博业较为发达。我们这里比北维加斯和西区都要安全，不过得忍受NCR的统治。
AID00131840	告诉我有关新维加斯的情况。
AID00131841	我想问你点别的。
AID00131842	我可不当保姆。
AID00131843	我会帮你去调查他们。
AID00131844	你需要我对你女儿做些什么？
AID00131845	我知道她经常去北维加斯广场，跟一帮街头流氓鬼混。我想了解一下她的新"朋友"究竟是什么来头。
AID00131846	我知道她最近常去北维加斯广场，估计是在跟哪个街头流氓鬼混。我想了解一下她的新"朋友"究竟是什么来头。
AID00131847	你想让我到哪去找爱丽丝？
AID00131848	把维奥列塔的大脑移植给雷克斯。
AID00131849	坐一下吧。这需要些时间。
AID00131850	我搞定了一只叫维奥列塔的恶魔帮恶犬。
AID00131851	这脑子还真够大的。好吧，我看看……见鬼，神经系统里含有大量兴奋剂的化学成分。
AID00131852	移植这个大脑后，雷克斯会变得更加敏捷。
AID00131853	你说不只局限于使用武器是什么意思？
AID00131854	你说不只局限于使用武器是什么意思？
AID00131855	你说不只局限于使用武器是什么意思？
AID00131856	你说不只局限于使用武器是什么意思？
AID00131857	你说不只局限于使用武器是什么意思？
AID00131858	再见。
AID00131859	下次吧，我们回到其他问题上。
AID00131860	再见。
AID00131861	下次吧，我们回到其他问题上。
AID00131862	我属于这片土地。
AID00131863	再见。
AID00131864	我想问你点别的。
AID00131865	我会的。再说说你自己吧。
AID00131866	再见。
AID00131867	谢谢。我问你一些别的事情吧。
AID00131868	谢谢你，儒勒。我想多了解你的故事。
AID00131869	我属于这片土地。
AID00131870	[成功] 所见略同，这是战士才有的境界……我还以为这把年纪已经遇不见同道中人了，哈！
AID00131871	听着，战士。人有两种。一种人上膛的动作平淡无奇，另一种人上膛的时候就像个魔鬼。
AID00131872	我们都不是平常人，对吧？你看，我会把慢燃炸药装进黄铜弹壳里，再安上厚重的半平头弹。
AID00131873	这样的.44子弹才足以把所有胆敢冒犯你的废物吓得屁滚尿流。
AID00131874	[失败] 你还是没明白, 陌生人。不过我一点也不惊讶。只有独特的人才能领悟。等你有了这本事再回来吧。
AID00131875	我当然了解我自己，谁不是这样？
AID00131876	你说的"只局限于武器QUOTE]是什么意思？
AID00131877	你说的只局限于武器是什么意思？
AID00131878	我的意思是，你得先了解自己，才能真正了解你的枪。
AID00131879	那么，想想吧，陌生人。你了解你自己吗？
AID00131880	那么，想想吧，陌生人。你了解你自己吗？
AID00131881	我想我明白你之前说的话了。
AID00131882	再见。
AID00131883	回头见。
AID00131884	再见。
AID00131885	我不是来伤害你的。克兰登派我来的。
AID00131886	
AID00131887	好吧。你想知道什么？
AID00131888	如果你能切断避难所下面通往硫磺洞的路，我这儿有一些瓶盖可以给你。
AID00131889	回见。
AID00131890	回头见。
AID00131891	
AID00131892	你想知道什么？
AID00131893	避难所下层有些火蜥蜴。把它们消灭掉，我们才能进入硫磺洞。
AID00131894	只要你能帮我把它们清理掉，我可以留一些瓶盖给你。
AID00131895	我要你前往红岩峡谷，就在这里的北边。找到父汗，问他是否会允许炸药帮加入。
AID00131896	拜。
AID00131897	回头见。
AID00131898	小镇是怎么自给自足的？
AID00131899	大角牛。肉质鲜美，皮还可以拿去卖。这附近有不少野生的，因此也不必担心种群数量。
AID00131900	把霍斯泰特勒家的分我一份，我就帮你。
AID00131901	爱丽丝应该和她的家人呆在一起。
AID00131902	应该告诉爱丽丝真相。
AID00131903	为什么爱丽丝要听从你的计划呢？
AID00131904	再见。
AID00131905	没错，走得好。
AID00131906	[攻击] 是时候算账了。
AID00131907	我知道你想对爱丽丝做些什么。
AID00131908	放轻松，我这就走。
AID00131909	我们走着瞧。再见。
AID00131910	<攻击>就象这样：你死定了。
AID00131911	再见。
AID00131912	<攻击> 我正在找你呢。是时候干掉你了。
AID00131913	我知道你想对爱丽丝做些什么。
AID00131914	再见。
AID00131915	<攻击> 等我先把你摆平了再说。
AID00131916	其实，我知道你想对爱丽丝做些什么。
AID00131917	也许我会去试试看。再见。
AID00131918	把霍斯泰特勒家的钱也分我一份，也许我可以帮助你。
AID00131919	很高兴我们能相互理解。爱丽丝就在家里，正想法子要离开这鬼地方呢。可千万别出什么岔子。
AID00131920	再见。
AID00131921	好的，当然。
AID00131922	<攻击> 当然，不过我们先算算账吧。
AID00131923	难道你就不害怕我破坏了你的计划么？
AID00131924	你要怎么破坏？
AID00131925	再见。
AID00131926	与人聊天时中途离开是极其失礼的行为，不过我也不想教你什么礼貌了。再见吧。
AID00131927	是你在操控着她，使她一步步背叛自己的家庭。
AID00131928	家庭是这个世界强加在我们头上的，我们根本无从选择。
AID00131929	你觉得爱丽丝在乎自己的家庭？那你不妨去找她聊聊吧。家庭恰恰是促使她倒向我的主要原因。
AID00131930	她有权了解真相。
AID00131931	你……就忍心牺牲她的幸福？那你去告诉她吧。等你粉碎了她的梦想，你看看会发生什么。
AID00131932	没什么。再见。
AID00131933	这就走了？我还以为咱们能多聊一会呢。
AID00131934	<攻击> 你就等着去见上帝吧。
AID00131935	哦，孩子，这是你这辈子犯的最后一个错误。
AID00131936	我去过你的房间。我知道你想对爱丽丝做什么。
AID00131937	我是在北维加斯参观的时候发现的这里。
AID00131938	再见。
AID00131939	<攻击> 等我干掉你，她就不会了。
AID00131940	她为什么要这样做？
AID00131941	兴许是我长得太俊俏了。
AID00131942	兴许是她老妈想把她累死在自己那块被辐射污染、种不活庄稼的地里。
AID00131943	兴许她只是蠢而已。你管这个干什么？她可是很高兴要创造自己的新生活呢。
AID00131944	再见。
AID00131945	<攻击> 是的，但我想把你干掉可以给她省点麻烦。
AID00131946	是的，我说了。我知道你想对爱丽丝做什么。
AID00131947	你以为我在乎？你就没有想过在这件事上，爱丽丝其实和我是一伙的吗？
AID00131948	<撒谎>我不知道你在说什么。
AID00131949	[成功] 嗯……我会盯着你的。滚出我的地盘。
AID00131950	[失败] 拜托，连小孩子撒谎都比你逼真。给我说实话，你在查什么？
AID00131951	再见。
AID00131952	<攻击>我是来杀你的。
AID00131953	敢威胁我的人没有一个能活下来！
AID00131954	我知道你想对爱丽丝做什么。
AID00131955	放轻松，我这就走。
AID00131956	先等一下。你跟我的手下说爱丽丝的母亲正在外面等我，是不是？
AID00131957	先等一下。我好像以前没有见过你，你想干什么？
AID00131958	你能帮我什么忙吗？
AID00131959	我这里有个炸弹，你可以把它装到飞鸟里，这个炸弹在到达一定高度之后就会爆炸，不过它有点不太稳定，很危险。
AID00131960	我准备好了。总统什么时候到？
AID00131961	来得正好。看来他的飞鸟专机来早了。他们到了。
AID00131962	希望你已经做好准备了，我们就只有这一次机会。
AID00131963	
AID00131964	起床。今天可有你忙的了。
AID00131965	那么，你想出干掉金博尔的计划没有？
AID00131966	我看，你还是自己解决了吧。
AID00131967	算了吧。你自己解决这个问题。
AID00131968	算了吧。你自己解决这个问题。
AID00131969	我才不管这些事情。你自己去解决吧。
AID00131970	我才不管这些事情。你自己去解决吧。
AID00131971	啊，看来你是觉得我不敢做？那我做给你看看！
AID00131972	<攻击>不，你不会的。
AID00131973	这就是你真正想要的？
AID00131974	看看这个便条，这是我在安迪的房间中找到的。
AID00131975	别担心。去拿钱。我会等你的。
AID00131976	是安迪派我来帮你的。
AID00131977	爱丽丝，安迪只是利用你在赚钱而已。
AID00131978	你拿到钱了吗？
AID00131979	你拿到钱了吗？
AID00131980	我知道，不过看看这个便条，这是我在安迪的房间中找到的。
AID00131981	爱丽丝，安迪只是利用你在赚钱而已。
AID00131982	[攻击] 那可不行。是时候该干掉你了。
AID00131983	到底怎么了？
AID00131984	你拿到钱了吗？
AID00131985	<攻击>去死吧你！
AID00131986	到底怎么了？
AID00131987	是安迪派我来帮你的。
AID00131988	爱丽丝，安迪只是利用你在赚钱而已。
AID00131989	他们只是在用自己的方式关心你啊。
AID00131990	<攻击> 说的没错，现在没有退路了。该教训教训你了。
AID00131991	糊弄你什么？
AID00131992	是安迪派我来帮你的。
AID00131993	爱丽丝，安迪只是利用你在赚钱而已。
AID00131994	好的，去吧。我会等你的。
AID00131995	好的……我会一枪把门锁嘣开……然后……呃，该死！
AID00131996	……不行，我做不到。虽然她罪有应得，可我还是无法对自己的母亲下手！
AID00131997	没关系。实际上是安迪派我来帮助你的。
AID00131998	<攻击>我会让你躺着出去的。
AID00131999	怎么回事？
AID00132000	你拿到钱了吗？
AID00132001	他们只是在用自己的方式关心你啊。
AID00132002	关心我？看看我母亲，她关心的只有家里那一亩破荒地，上面一点绿都没有，根本无法养活我们。
AID00132003	而我父亲呢？永远在为别人做生意，还要成天冒着生命危险，和废土流民以及那些雁过拔毛的"商人们"打交道。
AID00132004	我就应该这样屈从于他们的梦想吗？那我的梦想呢，陌生人？我怎么办？
AID00132005	你到底想要什么，爱丽丝？
AID00132006	[成功] 我……我也不知道我到底想要什么。可我讨厌这里，讨厌这些人。
AID00132007	本来一切都很简单的。为什么他们都变了？为什么他们看不到我的痛苦？
AID00132008	[成功] 我……我也不知道我到底想要什么。可我讨厌这里，讨厌这些人。
AID00132009	本来一切都很简单的。为什么他们都变了？为什么他们看不到我的痛苦？
AID00132010	[失败] 是的，钱！钱是我的，没有人可以阻止我！
AID00132011	你为什么要这样做？就是为了钱吗？
AID00132012	不是的，看看我在他房里找到的便条。
AID00132013	……那个、那个杂种！我会把钱拿走，然后把他也杀了！
AID00132014	<攻击>我会自己想办法的，用不着你。
AID00132015	怎么回事？
AID00132016	你拿到钱了吗？
AID00132017	她守着呢，我知道的！
AID00132018	她把卧室的门锁上了，以为这样就能拦住我。我……我有枪，我会让她交出来的！
AID00132019	她守着呢，我知道的！
AID00132020	她把卧室的门锁上了，以为这样就能拦住我。我……我有枪，我会让她交出来的！
AID00132021	那么，钱在哪里？
AID00132022	爱丽丝，安迪只是利用你在赚钱而已。
AID00132023	你、你说什么？安迪想要帮助我离开这鬼地方……不是吗？
AID00132024	<攻击>去死吧你！
AID00132025	我是来帮你的。安迪派我来的。
AID00132026	我听见了，我不会伤害你的。
AID00132027	<攻击>去死吧你！
AID00132028	到底怎么了？
AID00132029	我是来帮你的。安迪派我来的。
AID00132030	我只是想说说话。
AID00132031	[成功] 好吧，不过你最好别耍什么花样。
AID00132032	[失败] 我已经不再是个傻姑娘了，你休想糊弄我！
AID00132033	我是来帮你的。安迪派我来的。
AID00132034	该死，我自己能照顾好自己！那贱人这些年一直在使唤我，我会让她付出代价的。
AID00132035	<攻击>去死吧你！
AID00132036	你也一样？觉得我只是个小女生？那就让你见识一下吧！
AID00132037	怎么回事？
AID00132038	我要让他们尝到报应！他们没有权利毁掉我的人生，我已经厌倦了！
AID00132039	我不是来伤害你的。
AID00132040	那你到底要干什么？别乱来，我是认真的！
AID00132041	<攻击> 我会强迫你做的。
AID00132042	我早该知道你没这个本事。
AID00132043	你觉得我不敢？你觉得我不想找回自己的生活？！那我就做给你看！
AID00132044	把枪给我，爱丽丝。
AID00132045	好吧，给你。但我到底现在该干什么？
AID00132046	<攻击>你没用了，该干掉你了。
AID00132047	我对这事不感兴趣。你还是自己解决了吧。
AID00132048	好的，去吧。我会等你的。
AID00132049	我才不管这些事情。你自己去解决吧。
AID00132050	你在说什么呢？
AID00132051	你肯定就是我呼叫来的增援了，其他人呢？
AID00132052	我听到了你的广播，就来帮忙了。
AID00132053	谢天谢地，终于有人来了，其他的人呢？
AID00132054	都在这儿了，伙计。
AID00132055	该死，你他妈知道这洞里都有些什么吗！？我们得马上……
AID00132056	我们得赶紧走！
AID00132057	你觉得我还需要其他人？
AID00132058	其他士兵是谁杀死的？
AID00132059	我不知道，长得像人鱼一样的怪物，和我干掉的那个差不多。
AID00132060	我以前听渔民们说过藏在水底的“湖沼蟹”的故事，但我以为那跟鬼扯的美人鱼童话没什么两样。
AID00132061	你还好吗？
AID00132062	我虽然干掉了那家伙，但它把我的腿给弄瘸了。我没法走出去。
AID00132063	我只好保持安静，祈祷那些怪物不会发现它们少了一个同伴。我们得在它们回来之前赶快离开。
AID00132064	你是怎么干掉那东西的？
AID00132065	赤手空拳。我本该用枪的，可那些东西溜进营地时，我刚好就在擦拭我的枪。
AID00132066	这个丑八怪把我击倒在地，还想将我拖回洞里。我好不容易拔出匕首，奋力一投，正好命中它的背部。
AID00132067	等他一倒地，我就立马扑上去掐住脖子，一顿乱拳结果了他。
AID00132068	
AID00132069	[成功] 实在太感谢了，医生，我想我现在应该能走出这里了。
AID00132070	但我可不想独自一人扎进怪物堆里，你能护送我出去么？
AID00132071	看来有些严重的裂伤，还有一处脱臼，能遇到我算你走运。
AID00132072	[失败] 哇，伙计，你的建议还真是过时啊。
AID00132073	我想我的止血带应该管用，但我还是走不动。
AID00132074	如果你有医生的诊疗包, 也许我能自己治疗。
AID00132075	我的一口袋里应该有根钝针，还有些细线。
AID00132076	<用医生的诊疗包治疗他的腿> 这应该有助于治好你的腿。
AID00132077	谢谢你，医生。看起来我现在至少能走出这里了。
AID00132078	但我可不想独自一人扎进怪物堆里，你能护送我出去么？
AID00132079	我会回来的。
AID00132080	好的，就把我留在这儿算了。
AID00132081	你身上那把枪不错。
AID00132082	如果你能带我活着走出这里，它就是你的了。等我回到加州，它也没什么用了。
AID00132083	你可以离开了。上去的路已经安全了。
AID00132084	太好了，我现在要动身回加州了。我可不想因为NCR的无能而白白丢了性命。
AID00132085	如果你找到我朋友的遗体，请把他们的狗牌交还给NCR。大家需要知道这里发生了什么。
AID00132086	如果他们不听，就想办法让他们听。必须要有人为死去的战友们复仇。
AID00132087	我们首先需要肃清洞里的怪物。
AID00132088	你疯了吗？打死我也不会再往洞里多走一步的。
AID00132089	你没看见那些怪物是怎么对待其他士兵的，我真不想知道他们最后的下场。
AID00132090	你可以离开了。向上的路安全了。
AID00132091	
AID00132092	[成功] 好吧，你说的有道理。他们都是好人，不该落得这样的下场。
AID00132093	它们数量众多，我不能保证自己能发挥多少作用，但我会尽我所能的。反正我们也有可能出不去。
AID00132094	如果我们不肃清那些怪物，那你的朋友们就白死了。你能活得安心吗？
AID00132095	[失败] 嘿，要我做英雄没问题，但也得找准时机啊。洞里至少还盘踞着12头怪物呢。
AID00132096	我可不想这么快就去跟我死去的兄弟们作伴。
AID00132097	如果我们什么都不做，那会有更多的人丧生的。
AID00132098	让我们行动吧。
AID00132099	带路。
AID00132100	一路平安。
AID00132101	敢威胁我的人都休想活命，即便是夜行族也一样。
AID00132102	
AID00132103	我这边马上就好了。等我分析一下结果——呃，哦。
AID00132104	
AID00132105	哦…我喜欢这种感觉。
AID00132106	
AID00132107	呃啊！莉莉猛砸！哈哈。
AID00132108	
AID00132109	打开了。呃…感觉怪怪的，不过很不错。
AID00132110	
AID00132111	好啦。把隐身小子的电源关上吧，莉莉。
AID00132112	
AID00132113	有意思。换个比较有攻击性的想法吧。想象你打烂了一头辐射蝎。
AID00132114	
AID00132115	好啦。把隐身小子的电源打开吧，莉莉。
AID00132116	先别开始。我过一阵子再回来。
AID00132117	哦，好吧。
AID00132118	可以了，开始测试吧。
AID00132119	很好。请往后站——我可不希望读数受到干扰。不过，如果你愿意，也可以在一旁观看。
AID00132120	等等，莉莉还没有就位。等她到位以后再告诉我。
AID00132121	再见。
AID00132122	拜。
AID00132123	我在寻找夜行兽的变种。你想和我一起来吗？
AID00132124	哦，那些夜行兽，总是残害我们的大角牛！我早就想给他们一点颜色看看了！
AID00132125	哦，不，亲爱的，三个人太多了。
AID00132126	关于亨利医生的试验……
AID00132127	你为什么觉得夜行兽的变异不是先天的？
AID00132128	我把夜行族大脑的化学结构与我们杀死的本地夜行兽样本做了对比。发现它们的神经化学变异情况极为类似。
AID00132129	先声明一下，我的意思并不是这些夜行兽都叼着个隐身小子四处乱跑。我只是觉得这不太像巧合。
AID00132130	我还没准备好。
AID00132131	那就动作快点，别他妈浪费时间。
AID00132132	我准备好了。
AID00132133	很好，金博尔明天才发表演讲，我们先在这里过夜，明天一大早再商量计划。
AID00132134	好好睡一觉，明天你可要大显身手。
AID00132135	我准备好了。开始行动吧。
AID00132136	很好，金博尔明天才发表演讲，我们先在这里过夜，明天一大早再商量计划。
AID00132137	好好睡一觉，明天你可要大显身手。
AID00132138	我们动手吧。
AID00132139	不错，简单粗暴。真不错，难怪凯撒派你过来。
AID00132140	一旦开始行动，我们就必须争分夺秒。你准备好了吗？
AID00132141	很高兴见到你。
AID00132142	这么说你就是凯撒寄予厚望的人了？我听说过你，你已经声名远扬了。
AID00132143	那我们谈正事把，时间紧迫，一旦开始行动，我们就必须争分夺秒，你准备好了吗？
AID00132144	这么说你就是凯撒寄予厚望的人了？虽然我对你谈不上什么好印象，不过我们还是谈正事吧。
AID00132145	一旦开始行动，我们就必须争分夺秒。你准备好了吗？
AID00132146	我才不在乎这些事情呢。
AID00132147	[攻击] 我觉得你还是死了比较好。
AID00132148	带上钱，然后远走高飞吧。
AID00132149	你以为我的真的在乎钱？我只是……不，不，不！
AID00132150	等拿到了我应得的那部分，你就可以走了。
AID00132151	我不想离开这里，你听到了吗！我只是……不，不，不！
AID00132152	[攻击] 下一个就是你！
AID00132153	太棒了！干得好，爱丽丝。
AID00132154	你疯了吗？我只是……不，不，不！
AID00132155	现在真的是无路可退了。
AID00132156	父亲……他会对我做什么呢？我不能再待着了，我掩饰不了的！
AID00132157	我放弃了。你自己解决吧。
AID00132158	冷静下来。我只是想和你谈谈。
AID00132159	好吧，去吧。我会等你的。
AID00132160	<攻击>那可不行。是时候该干掉你了。
AID00132161	那么，钱在哪里？
AID00132162	爱丽丝，安迪只是利用你在赚钱而已。
AID00132163	<攻击>你哪里都别想去。
AID00132164	你应该离开，再也不要回来。
AID00132165	你应该和你的家人们呆在一起，与他们和睦相处。
AID00132166	给他们一次机会吧。
AID00132167	<攻击>这就是我的答复。
AID00132168	你应该离开，再也不要回来。
AID00132169	只有你自己能回答。
AID00132170	[成功] ……都怪我自己，对吗？所有的痛苦，愤怒，愉悦，都是我自找的。
AID00132171	要是能早点遇见你就好了，陌生人。谢谢你。
AID00132172	[失败] 好一个选择。我不能呆在这儿，可我也没有办法离开。
AID00132173	我……想，那是你的选择。
AID00132174	<攻击>我也不会再看见了！
AID00132175	[攻击] 我也不会再看见了！
AID00132176	你应该离开，再也不要回来。
AID00132177	你应该离开，再也不要回来。
AID00132178	[攻击] 多谢你把枪给我，这下事情容易多了。
AID00132179	你应该离开，再也不要回来。
AID00132180	你是对的，这里没有我的容身之地。只是……请你转告他们，我对不起他们，以后不用再为我担心了。
AID00132181	你应该和家人们呆在一起，与他们和睦相处。
AID00132182	也许你是对的……不过他们会怎么想呢？我以后怎么去面对他们？
AID00132183	啊，看来这都是我自找的，对吧？那好吧……
AID00132184	亨利医生，照他说的做。
AID00132185	你休想拿到二号原型机。
AID00132186	[静静地盯着他。]
AID00132187	呸！人类。
AID00132188	你这样和某些人类又有什么不同？
AID00132189	当然不同！我现在就已经在努力保持克制了，你要是再这么无礼，我可就要发脾气了！
