DOD00000001	Howdy-do. Nice weather today.
DOD00001195	Apparently, he's been knocking around the estate, doing the dirty jobs for the head of the family for over a century.
DOD00001196	I'll tell you right now, when Burke cries for your head after that shit with his son, it'll be Zed hiring the assassins for him.
DOD00001197	You mentioned Zed. Who's that?
DOD00001198	Ghoul. Bigger and faster than most ghouls you meet, though. Most of 'em got pretty bad muscle atrophy. Not Zed, though. Guess he works out.
DOD00001199	Zed's been with the family for over a century? Is he a mutant?
DOD00001200	NCR keeps sending their people to interrogate me. If I was in Cali, they'd throw me in a cell and leave my ass to rot.
DOD00001201	As it is, I just get soldiers and freelancers, like you, hounding my ass. Enough's enough of that shit, I say.
DOD00001202	None of those assholes are going to bother fighting through the heart of Khan territory just to have me say: "Dunno where Blake is" again.
DOD00001203	Besides, my buddy Three-Piece is in the Khans. He and I go way back. He vouched for me, so the Khans are okay with me hanging around, for now.
DOD00001204	Why are you in Red Rock Canyon?
DOD00001205	I did clerical bullshit for one of his campaigns, back 14 years ago, I think it was.
DOD00001206	Sure, I wasn't witness to anything too out there. Burke ain't dumb enough to openly discuss his dirty business around random peons like me.
DOD00001207	But I know my fair share of lesser crimes. There was serious embezzlement, bribery, bit of blackmail here or there...
DOD00001208	And of course, he's good buddies with President Kimball. That one ain't so shady on it's own, but we all know he's getting kickbacks from it.
DOD00001209	You worked for Burke. What did you do?
DOD00001210	I did. I was a ranch hand on their estate back in California.
DOD00001211	I'm not particularly interested in politics nor the familial rivalries of Brahmin dynasties.
DOD00001212	I sense you're angling for some sort of specific information, though. What is it?
DOD00001213	I heard you worked for the Burke estate. Care to answer some questions about that?
DOD00001214	Ah, I see what this is.
DOD00001215	Yes, I believe I could tell you a few things that may interest you. However, I'm in a delicate situation here. I'd need something in return.
DOD00001216	Nothing immoral, just helping get me to a safer position than Powder Gang territory. Agreed?
DOD00001217	I'm trying to bring the Burkes down. I need to know if you saw anything suspect.
DOD00001218	Excellent.
DOD00001219	Now, I like to plan ahead. When I was arrested, I contacted a friend of mine in the Mojave to put together a little supply cache for me.
DOD00001220	I didn't expect my exit from prison would be near as explosive as it was, but I did have some vague notions of slipping away one night, sight unseen.
DOD00001221	I've tried several times to contact my friend, but I've have no luck. Knowing how things are, I expect something unpleasant may have occurred.
DOD00001222	If you would be so kind as to head to the tribal village near Goodsprings and retrieve my supplies for me, I would be most grateful.
DOD00001223	I accept your terms.
DOD00001224	Then I'm disinclined to provide you with anything you may desire for your Burke smear campaign.
DOD00001225	If you have a change of heart and find yourself more agreeable, I likely will as well. Until then, adios.
DOD00001226	I'm not doing busywork for you.
DOD00001227	Much obliged.
DOD00001228	Ah, yes, excellent. He even managed to scrounge up an assault rifle. Very handy.
DOD00001229	The village was full of Cazadors? I hope you killed them all, painfully. My friend what put together this supply cache deserved better.
DOD00001230	Well, this will help quite a bit. However, I can't help but notice that there isn't a change of clothes in this box, anywhere.
DOD00001231	I don't believe it would be wise for me to venture into the world, still wearing this nifty blue shirt that proudly advertises my fugitive status.
DOD00001232	Could I trouble you to grab a set of leather armor for me? It would come in handy for a career I'm strongly considering.
DOD00001233	I got that supply cache you wanted.
DOD00001234	Much obliged.
DOD00001235	Now, you wanted to know if I knew of any questionable activities on the Burke estate, yes?
DOD00001236	Here, I got some leather armor for you.
DOD00001237	Oh, went for the reinforced armor, did we? Very much appreciated.
DOD00001238	Now, you wanted to know if I knew of any questionable activities on the Burke estate, yes?
DOD00001239	I got you a set of reinforced leather armor.
DOD00001240	I've taken up work as a bodyguard for hire, on behalf of the Followers of the Apocalypse.
DOD00001241	The Followers don't need any more gunmen protecting the Mormon Fort, but I convinced them that I could take care of tourists, at least.
DOD00001242	I don't make quite as much as I would have if I were working for myself, but I greatly respect the Followers.
DOD00001243	It's nice to have steady work that actually feels like it's doing some good, in addition to lining my pocket.
DOD00001244	What are you doing here?
DOD00001245	Adios.
DOD00001246	I should go.
DOD00001247	Was a ranch hand on their estate back west. With how much land they have, and how many Brahmin, they need all the workers they can get.
DOD00001248	And I know you're referring to the senator. I didn't work for him, though I saw him come to the ranch from time to time.
DOD00001249	The man in charge of the Burke Brahmin enterprise is Tobias Burke, the senator's younger brother. He paid my wages, but otherwise we rarely spoke.
DOD00001250	I was friends with his son, Patrick. He's a good sort.
DOD00001251	What was your job for Burke?
DOD00001252	My employer at the time, yes. I rarely saw the man himself, for a number of reasons.
DOD00001253	The estate was fucking gargantuan, for one. For another, he had a great many employees like myself.
DOD00001254	In any event, I can tell you that he was a fairly harsh sort of individual. He lacked humor, put it that way.
DOD00001255	Last I saw him, he was bedridden. Bad case of the cancer, I understand. Apparently, he's still alive. Barely. He won't be long for this world.
DOD00001256	Tell me about Tobias Burke.
DOD00001257	Patrick? Good friend of mine, really. We're around the same age, and he was oddly keen to see the groundwork of his father's operation.
DOD00001258	When I was off work, we would often spend time at nearby bars, chasing various skirts. All in good fun; he wasn't like his cousin Adam.
DOD00001259	Last time I saw him, he was enlisting in the army. I don't think anybody was thrilled with his decision, but he stuck by it.
DOD00001260	Said that his country needed him more than his dad's Brahmin empire ever could.
DOD00001261	Way I heard it, he's a bonafide war hero now. No doubt his family approves of his military career, now that it brought the family more prestige.
DOD00001262	Tell me about Patrick Burke.
DOD00001263	N-now look, I-I am fully aware that you could kill me right this second, and there isn't much I could do to stop you.
DOD00001264	H-however, my request is o-only a measure to keep myself alive. If y-you don't help me, I'll be dead anyway, even if I talked.
DOD00001265	I assure you, I'll tell the other Powder Gangers nothing but good things about you if you assist me.
DOD00001266	And, uh, I'll also give you all the money I have on my person, j-just as an apology for inconveniencing you.
DOD00001267	Here, please enjoy it in good health.
DOD00001268	You can tell me now, or you can scream it in agony as I crush your skull under my boot-heel.
DOD00001269	Well, one oddity that springs to mind were the women that were trucked in.
DOD00001270	Every few months, a cargo truck would pull into the estate, and a few dozen women would exit the back and head inside. Couple days later, they leave.
DOD00001271	They were very pretty. Not hookers from Reno, which was my initial thought. And there were never any parties or anything.
DOD00001272	I knew better than to start asking questions, so I never did. Hmm, what else...?
DOD00001273	Ah, yes. The estate had a small handful of armed guards, private employees, mind you.
DOD00001274	On one occasion at the nearby bar, I overheard a pair of them having a loud-ass drunken conversation.
DOD00001275	Talking about how they "got that Strauss bitch" the night before, for "the boss".
DOD00001276	Coincidentally, a woman with the surname of Strauss died the night before, in strangely vague circumstances.
DOD00001277	And, this same woman was an old business partner of Mr. Tobias, and apparently they had a rather hostile falling out. She was going to sue.
DOD00001278	That's all I know. Thanks for helping me with that little favor. I'm off to Freeside now. Hopefully I survive the journey.
DOD00001279	Adios.
DOD00001280	That's right. Tell me anything you can.
DOD00001281	This place smells like death.
DOD00001282	Ah, the rich and frivolous, throwing their money around on ostentatious displays of personal indulgence, as a mark of prestige.
DOD00001283	I don't know which number is higher: How many of these sorts I've killed, or how many I've had as anonymous clientele.
DOD00001284	I mean that many of these prospective aristocrats here are frivolous with their own money, as well as with other people's lives.
DOD00001285	A man who earns just enough to subsist will have to be very sure of what he's doing before he will commit to paying somebody like me.
DOD00001286	It lends an appropriate sense of gravity to the decision to have another person killed for your own reasons.
DOD00001287	But men who will cheerfully pay hundreds for a steak, just to pat themselves on the back for affluence, think nothing of paying for death.
DOD00001288	And so, what for most people is a serious decision with grave consequences, becomes just a frivolous bit of cheap revenge for these sorts.
DOD00001289	At the very least, they tend to reserve assassinations for those they deem to be rivals, and not so much for the ones they would consider inferior.
DOD00001290	It's a rare combination of bloodlust, cowardice, wealth, and misanthropy that would compel someone to contract an assassin on total strangers.
DOD00001291	What do you mean?
DOD00001292	I have no moral objections. I don't really have any morals at all, really. An aversion to sadism is the closest I come, I suppose.
DOD00001293	If my price is paid, if my client doesn't telegraph some diabolical plan to stab me in the back, if I believe I can kill the target... I accept.
DOD00001294	I don't care whether the target "deserves" to die, nor do I care how repulsive my client may seem to be. I'm a professional, no more and no less.
DOD00001295	That said, I recognize that in a truly just world, these sorts of men would be lined up against the wall... Myself along with them, no doubt.
DOD00001296	Hm. Surely that's enough pontification for the moment. Shall we proceed?
DOD00001297	If you have moral objections to their missions, why accept the contracts?
DOD00001298	And they're deeply enthralled by the notion that they alone control the world, even as they need people like me to do their dirty work for them.
DOD00001299	Just remember, people like you and I have experienced hardships. Difficulties that force us to adapt to the harsh brutalities of life.
DOD00001300	But these sorts of men are so cushioned, they're devastated if you so much as tell them "no".
DOD00001301	Perhaps they should tread more carefully. Such lifestyle choices tend to make enemies, and they're ill-equipped to survive such encounters.
DOD00001302	Heh.
DOD00001303	Yeah, ultra-wealthy high-society people tend to be stupid and malicious. That's not news.
DOD00001304	I've been saving them up.
DOD00001305	Damn, that was a lot of fancy words, Charlie.
DOD00001306	Shall we kill them all?
DOD00001307	Ugh. Don't mind me if I start breathing through my scarf. I despise the smell of chems.
DOD00001308	[SUCCEEDED] Not overly surprising. It's not really something I devote much thought towards. I try not to think about myself at all, truth be told.
DOD00001309	I suppose I'll eventually get past it. Or I won't. I've learned to live with things being what they are.
DOD00001310	I'm not inclined to sign up for therapy, so I can recount how I was tortured as a child, and now I kill people for a living and feel empty inside.
DOD00001311	I appreciate your concern, however. Thank you.
DOD00001312	Are you aware that you exhibit signs of severe PTSD?
DOD00001313	Ah, the clinic. I've had some extensive work done here. Many of my first few contracts financed the medical enhancements I purchased here.
DOD00001314	Initially? Repairing some of the damage done to me by my owners when I was a child.
DOD00001315	Flushing my system of narcotics and other foreign substances. Then there was tendon damage, broken bones that had healed improperly...
DOD00001316	They offered to give me fertility treatments, but I'm not interested in reproducing. I don't much care for children, so I can do without.
DOD00001317	Once that was all done, I purchased several of their performance-enhancing implants. As many as my body could take, really.
DOD00001318	Heightened reflexes, better eyesight, hearing, etc. Anything that would aid my ability to efficiently kill my targets with little effort.
DOD00001319	What sort of work did the clinic do for you?
DOD00001320	I did not.
DOD00001321	If a rifle has a crack in the stock, or a warp in the barrel, etc, you would go to have repairs done, make it as serviceable as you could.
DOD00001322	But if your rifle was completely melted down into slag, there really wouldn't be any fixing it. Bringing it to a gunsmith would be a waste of time.
DOD00001323	There's an allegory in there somewhere.
DOD00001324	You know, this clinic also offers mental health treatment. Did you receive any?
DOD00001325	Such is life.
DOD00001326	For a group as idealistic as the Followers to be around for as long as they have, they must be willing to make some moral compromises.
DOD00001327	It's not as if my blood money came with a detailed explanation of how I had earned it.
DOD00001328	Besides, I already got paid. I could have spent it on whores or substances. Instead, it funneled into an organization that at least tries to do good.
DOD00001329	As if "good" is some objective, quantifiable goal.
DOD00001330	I feel like the Followers wouldn't approve of your method of financing them.
DOD00001331	True. But, my services don't come cheap, and I'm quite prolific.
DOD00001332	A lawless frontier region, embroiled in a war, with stark class divisions... There's no shortage of work for an assassin in the Mojave.
DOD00001333	It's rare for me to be unable to afford something, and when it does happen, well... I just work that much harder.
DOD00001334	Really? These guys can get pretty pricey, especially with some of those implants.
DOD00001335	Well, first and foremost, I require half of my commission up front. If a prospective client can't manage that, then there's no deal.
DOD00001336	Beyond that, I'm not especially picky. Sometimes a client will be obviously untrustworthy, and I'll decline their contract for my own security.
DOD00001337	The most common reason for me to decline a job, though, is if I don't believe I could kill the target.
DOD00001338	A common example of this would be Caesar. I've been asked to kill him more than once, but I've always refused.
DOD00001339	I see no way for a woman to get anywhere near Caesar, except possibly through slavery. And slaves lack for both weapons, and escape options.
DOD00001340	It isn't viable, and while I consider myself to be a consummate professional, I'm not so dedicated to my career that I'll kill myself in the attempt.
DOD00001341	However, if I accept a contract, it will be carried out. I won't be bribed, intimidated, coerced, or convinced. If I have a target, they will die.
DOD00001342	So, how do you choose your clients?
DOD00001343	Hm. Hidden Valley. An organization with the longevity and secrecy of the Brotherhood tends to build a mystique around itself.
DOD00001344	Their members believe so firmly in their own righteousness that it can be easy to forget that they're only human.
DOD00001345	Standing here in their inner sanctum, it's easier to get some perspective. See the Brotherhood for what it truly is, beneath all the layers of dogma.
DOD00001346	I'm so... disappointed.
DOD00001347	At a glance? I see a propensity for self-indoctrination. Denial of reality. An inability to accept, or even recognize, their own futility.
DOD00001348	A conviction they grasp so firmly that it borders on delusion. This notion that strict adherence to an old doctrine will save them all from reality.
DOD00001349	It's a dream. The dream we all share, until the day that we wake up. The dream that we have a measure of control over anything more than ourselves.
DOD00001350	What do you know about the Brotherhood?
DOD00001351	They follow the doctrine written by their founder, generations ago. They venerate it as if it's some religious text, delivered down from on high.
DOD00001352	They believe that, if they only just follow the words of their codex closely enough, that reality will fold over to ensure their prosperity.
DOD00001353	Even thinking critically about the words of their codex is tantamount to treason for them. Almost certainly, because it would damage the illusion.
DOD00001354	The Brotherhood of Steel, as an ideology, is untenable. The only way for the organization to continue is by violating the doctrine that defines them.
DOD00001355	It's not a failure to adapt to ever-changing circumstances so much as it is... Refusal.
DOD00001356	There's a light at the end of the tunnel, but they turn their back to it and somehow see it as a philosophical victory over everyone else.
DOD00001357	If the rules they followed led them to this... Of what use were the rules?
DOD00001358	I suppose some may see their position tragic. Me, I just find it overwhelmingly pathetic.
DOD00001359	What does that have to do with the Brotherhood's ideology?
DOD00001360	Really? Because I've killed several people with a sharpened piece of metal; one of the least technical objects in the history of the planet.
DOD00001361	If the Brotherhood's goal is peacekeeping, then perhaps they should try actually doing it for once.
DOD00001362	If the goal is to simply sit upon a horde of advanced tech, then it seems as if they've accomplished it already. And yet, they're still dying out.
DOD00001363	It's almost fascinating. The stricter they follow their codex, the more certain the organization's death becomes. And still, they don't waver.
DOD00001364	All the technology in the world can't keep reality at bay. They'll realize this, eventually, when it's far too late to save themselves.
DOD00001365	Advanced technology in the wrong hands is dangerous. I respect the Brotherhood's goals.
DOD00001366	Well, you won't have to wait long. They're surrounded by enemies on all sides, and they've chosen to, almost literally, bury their heads in the sand.
DOD00001367	I wonder, are they truly blind to the writing on the wall, or is it nothing more than willful ignorance?
DOD00001368	Either way, I wouldn't expect it to matter when their end finally comes. And it's fast approaching, I can see that, plain as day.
DOD00001369	The Brotherhood is a threat to the Mojave, and they can't die out soon enough.
DOD00001370	When I was a girl, I used to dream about flight. Leaving the world behind... Now, it's enough if I can just avoid dreaming.
DOD00001371	...
DOD00001372	What?
DOD00001373	So... What's your favorite color?
DOD00001374	...
DOD00001375	...
DOD00001376	...
DOD00001377	Uh... Violet.
DOD00001378	...Apparently.
DOD00001379	So... What's your favorite color?
DOD00001380	Good? I struggle to think of how you could possibly misinterpret the word so loosely that it could ever apply to me.
DOD00001381	I'm good at my job, I suppose. But a good person? No.
DOD00001382	Society as a whole has a fairly basic view of morality. Individual beliefs may waver from person to person, but some things are nearly universal.
DOD00001383	There aren't many who would consider a killer-for-hire to be a good person. And if they did, it would be through an excess of caveats.
DOD00001384	No women, no children, only kill people that "have it coming" in some way or another, etc.
DOD00001385	I do kill women, and children, and people that nobody but my clientele would consider to "have it coming" in any capacity.
DOD00001386	Hence, no society on earth would consider me to be a good person. Fortunately for me, I don't care about opinions.
DOD00001387	Do you consider yourself a good person?
DOD00001388	Oh.
DOD00001389	In that case, I abstain from judgement. Judgement of myself, or of anybody else. It's pointless.
DOD00001390	I don't believe in morality. I believe in actions.
DOD00001391	Morality is a coping mechanism. A method of self-affirmation. An acceptance that a set of unwritten societal rules dictates your value as a person.
DOD00001392	"If I follow the rules of morality, then I am a good person, and I can sleep at night with no guilt." Something to that effect.
DOD00001393	I don't feel any guilt for my actions, yet my only difficulty sleeping comes from my memories of actions that others committed against me.
DOD00001394	I know exactly what I am. I'm a broken shell of a human, but I've reconciled my own nature, and so I don't allow my perception of self to bother me.
DOD00001395	In truth, I don't believe that "bad people" or "good people" exist. I believe that people can commit bad acts, or good ones.
DOD00001396	Do you consider yourself a good person?
DOD00001397	I didn't ask what society thought of you, I asked how you would define yourself.
DOD00001398	Do you?
DOD00001399	Because, by my reckoning, you're a prolific killer. You fraternize with killers, you're employed by killers, you're surrounded by killers.
DOD00001400	Even if you truly believe, with every fiber of your being, that you've never once killed somebody who didn't deserve it... I certainly have.
DOD00001401	As a good person, wouldn't you be morally obligated to kill me, as justice for my own crimes?
DOD00001402	Choosing not to do so... Would be apathy, or something akin to it. Certainly, nobody considers apathy to be a good, ethical trait.
DOD00001403	Now, to be clear, I don't mean any offense. I'm not interested in judging you. As far as people go, I actually respect you quite a bit.
DOD00001404	But you see, I hope, what I mean with this morality business. Trying to live up to a vague ethical standard is an exercise in willful self-delusion.
DOD00001405	Recognize yourself for who you are, not how you, or others, perceive you to be.
DOD00001406	You don't have to like what you see in a mirror, I don't, but there's a victory in knowing what you are. I can say no more than that.
DOD00001407	I like to think I am, yeah.
DOD00001408	But that isn't really true, is it?
DOD00001409	You're aware of your own choices, surely. You're aware of the context and logic behind every step you've ever taken.
DOD00001410	There is very little in the world that we can control. Less than we ever think. But the one thing we have undisputed control over is our choices.
DOD00001411	You know what choices you've made, and you know how society at large would likely frame the ethics of those choices.
DOD00001412	What you lack is a personal determination as to whether or not your actions fall in line with your own moral beliefs.
DOD00001413	I'll make it very simple, because I've figured this out for myself years ago.
DOD00001414	If you truly feel that you cannot live with your own choices, then stop. Shoot yourself in the head and be done with all the guilt and self-doubt.
DOD00001415	Otherwise, stand firm in your convictions, own your choices, and accept that the past is immutable.
DOD00001416	Believe me, there's a victory in that.
DOD00001417	Man, I don't know, Charlie.
DOD00001418	Then why worry about it?
DOD00001419	Nope.
DOD00001420	Great. That's great. She's being indoctrinated into an NCR-saluting little drone.
DOD00001421	I can take some solace in the fact that she's safe, I guess. Still, it'd be nice to know for sure, instead of hearing about things second-hand.
DOD00001422	Who told you she was in California? Some paper-pusher?
DOD00001423	Fuck it, go over his head. If you're still interested in helping me with this family bullshit, maybe you could talk to the guy in charge?
DOD00001424	See if you can chat with the guy running that church. See if he can offer any clarity, I guess. Hell, I don't know.
DOD00001425	Oh, yeah. One other thing came up while you were gone.
DOD00001426	Before you got all wrapped up in the perpetual O'Neill family bullshit, you were helping me with peacekeeping shit, so...
DOD00001427	A friend of mine from out of town is having some raider trouble. I volunteered your name. Sorry, I guess? I don't know if you care.
DOD00001428	Anyway, if you want to help out, the place is called Humboldt Ranch. It's sorta near Bitter Springs. Tell them I sent you.
DOD00001429	Thanks, I appreciate it.
DOD00001430	I went to the church. They said Jessie was on a field trip to California with some others.
DOD00001431	No.
DOD00001432	Well... Actually, I would prefer that the Legion doesn't take power.
DOD00001433	I would have to emigrate west to continue my work. The Legion wouldn't have much use, or tolerance, for my services.
DOD00001434	That said, it would be a mild inconvenience. I have no deeper stake than that. If you were to commit to working for Caesar, I'd accept that.
DOD00001435	Do you have any preference which faction ends up controlling the Mojave?
DOD00001436	No, that won't be an issue.
DOD00001437	I don't leave a calling card on my eliminated targets. Even if they have vengeful friends or family, they wouldn't know I ever existed.
DOD00001438	If somebody does know who I am, and does want me dead for whatever reason, I take care of it before it can become an issue.
DOD00001439	I have no enemies. I don't permit such a thing.
DOD00001440	So... Out of curiosity, any chance of someone coming after you to avenge one of your targets?
DOD00001441	Oh. Well, that's okay, then... Should be, anyway.
DOD00001442	Didn't think Ryan was going to actually try to fix this... Uh... Yeah, probably would have been better if he left it alone.
DOD00001443	Right, look, I appreciate the intent, but the "raider trouble" is the kind of trouble that gets worse the more you mess with it.
DOD00001444	Yeah, if you could just tell Ryan that, I'd appreciate it.
DOD00001445	Ryan O'Neill sent me, said you were having raider troubles?
DOD00001446	If you were a raider, my trigger-happy sister would have put a bullet in your head, not let you waltz in here. Wanna try again, genius?
DOD00001447	[LIE] I'm a badass raider, you'd best do what I say!
DOD00001448	No! None of that, seriously!
DOD00001449	Look, this is pretty delicate, I have things mostly handled right now. There's a lot to be said for not kicking Cazador nests, right?
DOD00001450	Please just leave it be, okay? I know what I'm doing.
DOD00001451	Oh, and before you go, could you tell Maggie not to open the gates for anyone without me giving her the go-ahead? Thanks.
DOD00001452	If the problem is raiders, just point me in their direction and I'll take them out. No problem.
DOD00001453	Alright, good. Thank you. Oh, before you go, could you tell my sister not to open the gate for anyone unless I say so? Thanks.
DOD00001454	Alright, I'll just be going, then.
DOD00001455	Fine. Short version, we're being extorted by a raider crew, led by some prick named Dalton.
DOD00001456	While it's very unpleasant, Dalton's demands have been something we can consistently afford to pay. It's a lot of money, but we can survive.
DOD00001457	And, he's actually kept his word. His crew leaves us alone and keeps other gangs away from us, as long as we pay on time.
DOD00001458	I can't afford to piss him off. It's just me and my sister here. If he wanted us dead, we'd be dead. Or worse.
DOD00001459	I refuse to antagonize him. I can't risk Maggie's life like that.
DOD00001460	So, what exactly is this raider issue that you don't want me to interfere with?
DOD00001461	Our parents established the farm. Maggie and I were born and raised here. We were happy, mostly safe... Everything was fine.
DOD00001462	One day, when I was about 11 or so, and Maggie was only two or three, a raider band, just like Dalton's, came calling.
DOD00001463	Dad didn't negotiate with raider filth. He started shooting. I was young, but anyone growing up in the wastes learns to shoot early, so I helped.
DOD00001464	Mom stayed with Maggie, had to keep her out of danger. After me and dad drove the raiders off, we heard Maggie screaming.
DOD00001465	One of those pieces of shit slipped through the line. Dad and I shot him to pieces, but it was too late. Mom was gone.
DOD00001466	That was about a decade ago. It was hard without mom, but we got by.
DOD00001467	Dad died last winter. Something with his lungs. Cancer, tuberculosis, I don't know exactly.
DOD00001468	I can't protect Maggie by myself. I hate Dalton, I hate his type, but if paying them off keeps my sister and I safe, then so be it.
DOD00001469	How come it's just you two running this whole farm?
DOD00001470	Because I can afford to pay Dalton's protection fees. He's kept his word. Between all the threats and disgusting taunts, he's been honest.
DOD00001471	This is my home. I was born here. My parents are buried here. I'm not going to turn tail and run at the first bit of adversity. I have to endure it.
DOD00001472	Why not leave?
DOD00001473	No. I don't believe you.
DOD00001474	If you failed. If they killed you, or any of them escaped... Anything like that, and we'd be dead.
DOD00001475	I can't risk that. I refuse to risk it. The cost is too high. I'm sorry.
DOD00001476	Let me put Dalton and his crew out of commission for you. It won't be an issue, I promise.
DOD00001477	Up until last winter, I would sometimes take a caravan into the city to trade. I met Ryan when I was bringing some crops to Westside.
DOD00001478	A little while back, he actually sent a message asking if we were alright. I wrote back, and I guess he sent you after he got my letter.
DOD00001479	He's a good man, but he seems to have some fixation on solving all the world's problems. It'll burn him up, mark my words.
DOD00001480	How do you know Ryan O'Neill?
DOD00001481	Jesus Christ, seriously? It's bad enough I have one child needling me about this, now there's a second one?
DOD00001482	My dating life isn't any of her business, and she's family. I don't know what you think your excuse is, but I promise you I'm not amused.
DOD00001483	Your sister seems to think there's something between you and O'Neill.
DOD00001484	Did you need something else...?
DOD00001485	Alright then.
DOD00001486	Because this is what I'm best at.
DOD00001487	My life put me on this path. My experiences, the lessons I learned, the people who educated me... It all led to me being what I am, now.
DOD00001488	The last years of my adolescence were spent teaching me all the fine details required for my profession, and so, I excel at it.
DOD00001489	This is what I am. It's likely not the path I would have chosen for myself, but there's very little in life we can control, let alone predict.
DOD00001490	To do something else... Turn my back on the tools that I was given... It's lashing out, denying my own reality. It's childish, and futile. I refuse.
DOD00001491	After your mentor died, why continue to kill people? You could have done anything you wanted.
DOD00001492	Fatalistic? No.
DOD00001493	That's the opposite of my philosophy. I don't believe in fate, destiny, however you wish to describe it.
DOD00001494	It's all chaos. We, as people, tend to assign our own meanings and interpretations to the chaos, to calm ourselves in the face of it all.
DOD00001495	Events happen to us, often without our consent, or even knowledge. The first step to self-determination is acceptance of our past experiences.
DOD00001496	We can rail against the circumstances we find ourselves in, and so often, it burns us away. It accomplishes nothing but failure and misery.
DOD00001497	There is no greater plan. Nothing is preordained, and things don't need to have a reason before they occur. It is what it is, nothing more.
DOD00001498	It falls to each of us to make our own meanings for things, and live with the consequences.
DOD00001499	That seems so fatalistic, though. Why bother with anything if we're so powerless?
DOD00001500	Well I don't know why she thinks I'd suddenly follow her instructions if someone else delivers 'em to me.
DOD00001501	So, you going to take care of our raider problem for us?
DOD00001502	Your sister wanted me to tell you not to open the gates unless she gives you approval.
DOD00001503	What?! Why? That makes no sense!
DOD00001504	The raiders are the problem! How would killing them make the problem worse? They're robbing us!
DOD00001505	Uh, no. Megan begged me not to mess with them raiders. Said it would make everything worse.
DOD00001506	To hell with that, if someone else bothers us, you can kill them, too!
DOD00001507	I don't care what her opinion is. She's only half of our population, and the other half says that those raiders gotta go! And die, preferably!
DOD00001508	Look, I can pay you. Every cap I got, I'll pay you, if you can get rid of that gang. I promise, I'm good for it. I give my word.
DOD00001509	She says they're keeping other raider gangs from harassing you guys.
DOD00001510	She's such a coward!
DOD00001511	I mean... I love her, and I get why she's like this but... This is stupid. She thinks she's protecting us, but this is the opposite.
DOD00001512	Well... Fine, I'll take care of this. I'm grown enough, I don't need to just wait and let her decide my life for me.
DOD00001513	She won't pay you to protect us? I will. If you can go to Dalton's hangout and kill him and his gang, I'll pay you everything I have. I promise.
DOD00001514	Beats me. I offered to kill them, and she begged me not to do it.
DOD00001515	Yes it is!
DOD00001516	That O'Neill guy sent you over to us, to help with our raider trouble. You came all the way here, from Westside, because he told you to do it.
DOD00001517	I don't care what my sister says. She's only half the population of this ranch, and the other half wants you to finish the job O'Neill gave you.
DOD00001518	I can afford it. I mean it, you deal with Dalton and his gang, I'll pay you every last cap I got. I promise.
DOD00001519	Whatever, it ain't my problem.
DOD00001520	Haha! Yes! We'll show them!
DOD00001521	Well, I mean, I'll be there in spirit. Megan would have a heart attack if I ran off with anyone.
DOD00001522	But you got here all the way from Westside. That's impressive enough. You can take out this raider crew, no sweat. I believe in you!
DOD00001523	Okay, I'm gonna get your reward ready, for once you save us all. Uh, all... two of us.
DOD00001524	Anything you need before you go?
DOD00001525	Okay, I'll do it.
DOD00001526	Well, then get off my property, you coward! I'll just kill them all myself next time they show up.
DOD00001527	No, your money doesn't interest me. Solve your own problems, kid.
DOD00001528	I got... 1,083 caps. It's all yours if you get rid of that stupid gang.
DOD00001529	How much are you offering, exactly?
DOD00001530	Hey, I do my fair share of the work here. I get a share of the earnings.
DOD00001531	...I'd get a bigger share if those raider assholes weren't extorting us.
DOD00001532	But... Yeah... This is my life's savings right here. I'm prepared to give you all of it, that's how important to me this is.
DOD00001533	Aren't you a little young to be throwing thousands of caps around?
DOD00001534	She's scared. Has been most of my life.
DOD00001535	When I was still a baby, we got attacked by a raider band. Megan and our dad fought 'em off, but...
DOD00001536	Ma didn't make it. Megan's never got over it, even if she doesn't wanna admit it.
DOD00001537	She got by while dad was still around, but he died last winter. Now she's trying to do everything by herself, without actually doing anything.
DOD00001538	After what happened with ma, I think... I think Megan got scared of raiders. She couldn't beat them then, so she thinks she'll never be able to.
DOD00001539	Maybe once Dalton's crew is gone, she'll realize that they're weak. Ain't nothing worth fearing, but... I dunno. I just hope it helps.
DOD00001540	Why didn't your sister want me to kill the raider crew?
DOD00001541	Why's that, now?
DOD00001542	Good luck finding any kinda farm out there that doesn't have their kids shooting before they're ten. I picked up a rifle when I was six.
DOD00001543	Besides, this is a 5.56 with minimal recoil. If those weak California troops can handle these, I definitely can.
DOD00001544	So, are you on watch duty or something? Aren't you a bit young for that?
DOD00001545	Well I don't see any reason I should. They ain't helping us any.
DOD00001546	Besides, even if they were here, y'know what they'd say? 'Cause I do.
DOD00001547	They'd say that they'd keep us safe from all the raider gangs and outlaws and crazy wildlife out there, in exchange for a cut of our profits.
DOD00001548	Now... How's that any different than Dalton's crew? They dress better? Give me a break.
DOD00001549	You don't like the NCR?
DOD00001550	I know that.
DOD00001551	She's been bothering me ever since they first showed up. "You could hire some mercs for the money Dalton is demanding, problem solved."
DOD00001552	I tried explaining to her, over and over. If I sent someone off to kill the raiders, and they failed, then we're dead. Or worse.
DOD00001553	I ain't risking it. If I wanted to wager everything I got on something I ain't certain on, I'd move to Vegas.
DOD00001554	Well I'm not changing my mind. I don't care what you say, and I don't much care for her arguments either. Heard 'em all before.
DOD00001555	You know your sister wants me to kill the raiders bugging you guys?
