OWB00000001	问好
OWB00001367	我还有其他问题。
OWB00001368	一个巨大的机械巨蝎？
OWB00001369	*耶，很疯狂是吧？就像午夜科幻小说一样，很荒谬。机会有多大呢？*
OWB00001370	我听说你和8被早先的来访者攻击了。
OWB00001371	*我不喜欢谈那些。8…他也不会谈那些，他们把他的声音模块都弄坏了*
OWB00001372	*不是所有的来访者，他们中仅有一位发疯了。他控制了小长江拘留营，我们曾经的人类农场。*
OWB00001373	关于这个设施你能告诉我什么？
OWB00001374	*大山脉过去曾经是一座山。后来出了一起…轻微的事故。现在它变成了一个环坑。圆顶过去曾被埋在地下，现在它又重见天日。*
OWB00001375	*别误会我。让夜里的天空像天文馆那样明亮。那些光谱…让人心灵安慰。*
OWB00001376	告诉我关于莫比乌斯和他的那些怪兽。
OWB00001377	*那个装“天才”的莫比乌斯用某种方法将备用零件拼成了这些令人印象深刻的机械巨蝎。甚至还给他们喷了漆。*
OWB00001378	*试着查明是什么让它们滴滴响。检查它们只会带来爆炸，留下些弹片和燃烧。每次都是如此。*
OWB00001379	*恐怕，他有更大的模型，甚至是一个巨大的机械巨蝎藏在禁区深处。是的，巨大的怪兽。我确定。*
OWB00001380	你有其他的名字吗？
OWB00001381	*是的。不总是“O”。我把那个设为默认，因为有时候错误被长期接受后会成为真理。*
OWB00001382	*我不想提起它。对我来说它是个痛苦的话题，让我的胶体打皱。*
OWB00001383	你在这做什么？
OWB00001384	*所有的东西都机械化了。你看到一个机器人，我做的；看到一个破碎的机器人，也是我做的，只是把它肢解了。*
OWB00001385	*我有一个机器做成的礼物。我能让任何东西无效让它们处于无机能状态。*
OWB00001386	冷静。只是想问一些问题。
OWB00001387	*好的。问。*
OWB00001388	议程？我没有任何议程，总之没有和罗伯特公司的。
OWB00001389	*哦呵呵，真的？你有他们的技术，就在你的手臂上。*
OWB00001390	关于罗伯特公司的问题？
OWB00001391	什么？我的哔哔小子？
OWB00001392	*你怎么敢把罗伯特技术带到这里！啊？你在炫耀吗？机器豪斯和他的大！公司很伟大是吗？*
OWB00001393	*“哦！我们能让机器安保技术比大山脉的那些天才做出的机器人更好，它们能够维持一千年！*
OWB00001394	*日！你很幸运，我没有手，不能把烂哔小子从你的手臂上扯下来；也没有脚，不能把它愚蠢的金属内脏踩出来！啊啊啊啊啊，该死的罗伯特！*
OWB00001395	我想跟你谈谈。
OWB00001396	*恭喜，你成功了。什么，你来是羞辱我的，说我还没有找到一种途径来阻止莫比乌斯的蝎子？*
OWB00001397	*或许更好，问问在工厂中的机器安保系统有何“进展”？我们的研究有一些波折。就这些。并且…*
OWB00001398	我想你认为“不可能”。
OWB00001399	*哦是真的。现在无脑人掌握了语言艺术啦。什么，你在动词学上获得过博士学位？没有？好吧。那么…*
OWB00001400	我出去一趟，然后，再回来应付这些…事儿。
OWB00001401	嗯，好的。在这种情况下说的这些象征性的话是什么意思…唔…“谢谢你？”是的，谢谢，你。
OWB00001402	等等，它是要离开吗？嗯，但是…呃，克莱因博士，无脑人需要休息、恢复和诸如此类的事。
OWB00001403	我贡献出我的套房，它可以在那里被监视，我的监视雷达慢慢的扫描它的结构来收集敏感的数据。
OWB00001404	不！它太接近我们了！它能够按下按钮，开灯关灯等，更糟的是，能让其他无脑人进来！
OWB00001405	*我们可以让它呆在莫比乌斯以前的房间中。那里是它的脑子被挖出来的地方，它的一些其他部分也在那。*
OWB00001406	*或许对它来说，和它的脊柱和心脏一块闲逛更令它感到安慰。毕竟，心之所在才是家。明白我在做什么吗？请按照字面意思理解。*
OWB00001407	我想…我们必须把那个沙发搬出去，它在那里太久了。
OWB00001408	*8说让无脑人拿走汇聚节点中央智能人格芯片，并且重装它。*
OWB00001409	*那个莫比乌斯编程的古板管家可以牵着无脑人散步，喂它，让它和我们做些交易。*
OWB00001410	它也会阻止它去希格斯村并且定居在那儿。带着我的泰迪熊，它会很高兴让它如此…亲近。
OWB00001411	我渴望阻止思想体脑残们获得自由，而你的逻辑与我一致，这点深深的吸引了我。在这里，我向你呈现汇点中央的“智慧”。
OWB00001412	无脑人，把这个芯片带到汇点，插入，并且确保芯片是干净的，否则它会失效。
OWB00001413	在汇聚节点，无论你有多么粗俗的生物需求，它都会满足你大多数的荷尔蒙幻想。
OWB00001414	我渴望阻止思想体无脑人们获得自由，而你的逻辑与我一致，这点深深的吸引了我。在这里，我向你呈现汇聚节点中央“智慧”。
OWB00001415	无脑人，我已经开启了汇聚节点里的人格。当你重新进入的时候它将生效。
OWB00001416	在汇聚节点，无论你有多么粗俗的生物需求，它都会满足你大多数的荷尔蒙幻想。
OWB00001417	这些技术是什么？
OWB00001418	这些技术是X-2发射机天线阵列，用于在极高的频率聚焦清晰的思想。
OWB00001419	心理分析心跳抑制潜行服，这件制服不像这个世界中曾经听过看过的任何东西。
OWB00001420	…并且8的音速声波发射枪能够释放极高频率的声音，它也能用于极好的生物胶体按摩。
OWB00001421	那儿。我们已经告知你我们需要的所有东西。我们估计，如果你足够专注，你的时间投入将并不多。呃，以我们的标准。
OWB00001422	如果你进展迅速，你将得到我们感谢的手势和情绪。我们可不轻易表达这些旧世界的情绪。
OWB00001423	好。那么…是的。为我们搞定这些事情。不要试图理解他们复杂的图表，那是我们的工作。
OWB00001424	就这样了，忘了这些。除非我拿回我的脑子，否则我不会帮你。
OWB00001425	我到底怎么了以至于迫不及待要跟你说？
OWB00001426	为什么你那么确定莫比乌斯手里有我的脑子？
OWB00001427	我们不知道！现在这些问题对我们根本不重要！为什么你要问这些不沾边的问题？结束吧！
OWB00001428	我们需要这些技术。你需要弄到它们。你必须弄到它们。
OWB00001429	我会说“不”，我再次重申。我要走了。
OWB00001430	走？但你走不了。我不认为那是一个什么威胁。
OWB00001431	忘了吧，我不打算帮你。
OWB00001432	“不？”为什么不？
OWB00001433	你…的科技被恢复到原始状态，我们可没有。
OWB00001434	*有点尴尬。你有手和..唔，略微的心跳，还有眼睛，最重要的是手。对于那些门把手、储物柜和…*
OWB00001435	够了。我们需要你的帮助。你会帮助我们吗？
OWB00001436	我会帮忙，你需要我做什么？
OWB00001437	好极了。相比早先我的积极撤退协议和龟缩在房间内的念头要好太多了。
OWB00001438	*赞成。O，我已经用我的机器人知识来…嗯…呃…传送…无线电地图波给…*
OWB00001439	*专心，8，我已经在一秒内明白了，好吧？！8已经传送了研究中心最后被发现的坐标。它们,嗯…*
OWB00001440	*它们…呃…不时会移动。要么被埋了，要么爆炸了。*
OWB00001441	8是对的。我们最需要的是原理图。然而，这并不意味着我们不想要冷、硬的技术。
OWB00001442	因此不要屈服于你的生物性疲懒症，也不要浪费汗水来携带它们。你有一个新脊柱，用它吧。
OWB00001443	甚至即使你在回收时死掉，只要简单的伸出它们，就可以将图表自动传输给我们。对我们来说，那样也不错。
OWB00001444	为什么是我？你不会自己干？
OWB00001445	呃…不。
OWB00001446	不，我不打算帮助你。
OWB00001447	哦。
OWB00001448	*是，克莱因博士？什么？*
OWB00001449	不是你，O，你个白痴！我说的“OH”指的是“哦，我不能确定它会以那种方式做出反应。”它会说不吗？
OWB00001450	首先，是你切了我的脑子，现在你想要我救你？
OWB00001451	那就对了，是的。我希望你现在不是表达怨恨。如果是的话，呃，我们不能那样。
OWB00001452	你提到需要技术来阻止莫比乌斯？
OWB00001453	是的。这是我们仅有的机会，在摩比斯第一次广播后我们萌发的一个令人绝望的计划。
OWB00001454	或许…仅仅是或许…如果我们回收了这些被埋葬的技术，我们就能结束莫比乌斯和来自禁区越生越多的恐惧。
OWB00001455	*什么？像是…材料？东西？*
OWB00001456	是的。东西。
OWB00001457	*我不知道…或许是一些古老的核子可乐或者夕阳沙士的瓶盖。它…它本身不是“货币”…*
OWB00001458	*不过，或许足够骗过汇点的贸易规则。莫比乌斯在代码中把瓶盖作为调试命令，我认为。*
OWB00001459	我不认为那是莫比乌斯的理由。他那种毁灭经济系统的野蛮投机行为非常多，也非常高调。
OWB00001460	够了！放弃这些所谓的瓶盖、核子可乐和夕阳沙士等等诸如此类的东西。它们的角色，只适用于测试科目。
OWB00001461	*我们要做什么? 我们无法摧毁禁区. 那丫的满地的机械巨蝎!*
OWB00001462	禁区，没有一个脑子能进入过！更没有回来过！
OWB00001463	那些能够拯救我们的技术，统统都在我们够不着的地方，只有莫比乌斯博士能得到它们。
OWB00001464	莫比乌斯博士嘲弄了我们。你看过他那被破解的监视器吗？很明显他自己已经进入过。
OWB00001465	*什么？向无脑人寻求帮助？8，我认为你需要检查下逻辑促进泵，提升流体的流畅水准。*
OWB00001466	如果这个无脑人有回应，克莱因博士，那么它显然很聪明，甚至或许呈现出迄今为止不为人知的有益水准。
OWB00001467	但是它的脑子怎么办？我们把它挖出来了！我们甚至不知道把它丢到哪里了！至于把它放回去…我们没人懂这知识！
OWB00001468	是的，不过它仍有有意识和响应。看啊…即使在此刻，它还在用它的大泰迪熊眼睛注视着我们。
OWB00001469	如果我们礼貌的询问它，忘了那不必要的残忍脑白质切除手术，或许它会愿意和我们合作。
OWB00001470	我承担全部责任。我的责任是以严肃的态度进行活体呼吸组织的刺激和切除。
OWB00001471	*好的，好的。这儿，盖在这里。希望那个愚蠢的芯片能够堵住它们。*
OWB00001472	*好吧。没起作用。不管怎样那枚芯片很可能会拒绝它们，就如同它原本那样傲慢。*
OWB00001473	*为什么你不为无脑人制作一个瓶盖工厂，克莱因？或者干脆给它大量的东西来激活这个芯片？*
OWB00001474	我不明白，不过我对这种潜在的显示很感兴趣。
OWB00001475	*不，8，你不必再堵住发射体，真的。克莱因的手段是交易。以交易的方式进行。*
OWB00001476	*好的，让我们整理一下。这儿有很多垃圾…杂志，没用的，大量的瓶盖，医药用品…没用的…这儿。*
OWB00001477	我找到一份你的…子弹笔处理程序的拷贝。
OWB00001478	我找到一份你的…子弹笔处理程序的拷贝。
OWB00001479	棒极了！这下我就能把子弹笔、书写夹变成某些造福社会的东西...像是子弹啊，零部件啊，胶带什么的！
OWB00001480	这是你要的声音文件.
OWB00001481	真有你的，小帅哥！装上吧，让我给你那些音频混上些磁性，潺潺的效果.
OWB00001482	行啊！宝贝儿！装上吧，让我给你那些音频混上些甜美，悦耳的效果.
OWB00001483	我们正处于基础潜行测试. 那些机器人想找到咱们，但我可不准备让它们如愿以偿.
OWB00001484	这应该很容易. 只要我别再搞砸了.
OWB00001485	这就是高级测试. 注意激光绊网. 这东西碰上就等于玩完了.
OWB00001486	我其实不该提示你，但咱能先把那些绊网关了吗.
OWB00001487	现在是专家级潜行测试. 如果你觉得激光绊网麻烦死了，那，大概是因为你还没遇到感应地雷.
OWB00001488	嘘. 那些地雷，拆了它们，咱俩就能提前完成任务.
OWB00001489	这就是机器人伺服测试. 如果潜行到一个机器人边上，并且不被发现，你就能关了它. 小菜一碟哈？我不可能搞砸的.
OWB00001490	我觉得在这里也学不到其他东西了…不过你要是还想再来一次，也行。
OWB00001491	倒霉. 我们碰到绊网了. 都是我的错，不过...咱们还能在终端那里选择再来一次. 真是抱歉啊...
OWB00001492	应该有路能绕过那些网.
OWB00001493	很不幸. 我们碰到地雷了. 都是我的错，不过咱们还能回终端重启测试，下次我会更努力的.
OWB00001494	我们或许能解除那些地雷，或者改道绕行. 你肯定知道怎么做最好.
OWB00001495	很不幸. 我们被机器们发现了. 都是我的错，好在咱们还有机会. 我发誓不会再犯错.
OWB00001496	隐身小子是机器人最大的死穴.
OWB00001497	帮我校准下声波发射器.
OWB00001498	没问题，帅哥. 来，沉浸在旋律中！
OWB00001499	没问题，小姐. 来，沉浸在旋律中！
OWB00001500	有做好了的零部件吗？
OWB00001501	当然，拿去吧.
OWB00001502	抱歉，就这些了. 你可以明天再来.
OWB00001503	我找到被腐蚀掉的模组的备份文件了.
OWB00001504	太好了！赶紧激活它，这样一来我又能制作电子元件了.
OWB00001505	恶心的机器臭虫！该死的机器臭虫！
OWB00001506	这就是你梦寐以求的升级磁盘.
OWB00001507	喔-喔，感谢老天！终于等到了！这可是能化腐朽为神奇的东西！
OWB00001508	我找到一些升级磁盘.
OWB00001509	很好，它们会有用的.
OWB00001510	能跟我说说那些塔么？
OWB00001511	去问包若斯。我相信关于防御屏他懂得比其他的头脑都多，莫比乌斯除外，也许吧。
OWB00001512	没记错的话，莫比乌斯也在建设者之列. 但他是个剽窃者，他很有可能偷看了包若斯的注解和设计图纸.
OWB00001513	你能快点吗？ 我日程很紧的.
OWB00001514	噢...真伟大. 我一点也不想往下听了.
OWB00001515	塔？ 什么塔？
OWB00001516	大山脉外围的雷达屏障能够阻止  - 呃，防止你在设施外迷路.
OWB00001517	-全能的雷达屏障使我们免受任何威胁！ 靠太近的话闪烁的标灯和局域警报系统将成为你的...警告警告，你靠的太近了！-
OWB00001518	*如果你靠近它，你的视野将会突然一片模糊，而且它能逐一关闭你头上的电极，咔哒咔哒咔哒.*
OWB00001519	伴着长期持续的神经退化，你还会表现出记忆丧失. 这是你脑神经连接发生断裂的缘故.
OWB00001520	但这种神经退化你根本用不着烦心 - 它得在很长一段时间后症状才能明显. 没有生物能活那么长.
OWB00001521	另外，这些小的不便，极大的方便了你的行事 - 和运输.
OWB00001522	想想看呀，被防御塔击晕了，在那种麻木的状态下，你会觉得回到汇聚节点就是一瞬间的事.
OWB00001523	你能帮我尽快完成这些吗？ 貌似这要走很多路.
OWB00001524	啊，那倒不假. 你用你满是生殖器的脚步移动. 肯定会比我们先进的悬浮机械骨架慢得多.
OWB00001525	其实，小泰迪可以用它厚厚的，鼓鼓的脚跑进塔防带，然后迅速和直立 - 啊不，直接地回到这里.
OWB00001526	这不是我的风格. 容我再考虑一下.
OWB00001527	你不敢的. 也许我能改变你的想法...用最科学的科学方法 - 保持观望.
OWB00001528	我想我该走了.
OWB00001529	要是我花时间探索这里会怎样？
OWB00001530	你逻辑是被狗吃了吗？！ 管好你长着生殖器的脏脚，不许你涉足我们的实验室和秘密！
OWB00001531	-它现在的行为在其他无脑人身上是绝对不会发生的，放任不管的话它早晚会造成威胁！而且是可怕的威胁. 可怕啊！-
OWB00001532	*啊啊，我们又不是看你不顺眼，想要整死你.*
OWB00001533	只有我们卓越的显示器才能真正理解大山脉的奇迹. 管好你的眼睛，免得亮瞎你，烧穿你的脑袋.
OWB00001534	放心吧，我会尽快搞定的。
OWB00001535	我通过的越快就越好.
OWB00001536	我们的意图很明确. 你得快速通过，免得浪费我们的时间.
OWB00001537	切记别好奇心泛滥，否则你很可能落得和薛定谔猫同样的下场.
OWB00001538	我们怕你会禁不住诱惑去探索大山脉环形坑，检查那些不在你行动事项上的许多新奇但不必要的研究实验室.
OWB00001539	可探索的地点数量之多足以让你望而却步. 所以赶紧去工作，假装你带了眼罩，无视那些勾引你好奇心的事物.
OWB00001540	-那么多的科学、技术！统统跳过去！指引你的应该是那快捷，粗略地搞定一切的躁动与决心！-
OWB00001541	*你说的也对，8. 在我们的测试结果里，我们会记下你多快能完成我们错综复...呃，专家...诺贝尔级别的...挑战.*
OWB00001542	然后，评测你完成规定测试的时间后，我们会给你大量的奖励.
OWB00001543	忘了它吧. 出口在哪？
OWB00001544	这里看上去充满了危险. 这些设备就像是危险品.
OWB00001545	胡说. 这里可没核爆炸现场那么危险，这些装置爆炸了杀伤力充其量就是超载特斯拉加农炮的级别。
OWB00001546	<欢呼声>
OWB00001547	...我没想到你能活着回来.
OWB00001548	差点.但我得到了答案.你的以利亚,他在这里发现了宝贝,后来又在那东西原理研究上收获不小.
OWB00001549	你知道他去哪儿了吗？
OWB00001550	玛德雷赌场. 一个人间地狱. 他不会回来了. 即使赌场奈何不了他，也必定有某个更聪敏、更硬汉的人去终结他.
OWB00001551	那我也不会放手.
OWB00001552	我无意阻止你. 因为我也清楚追逐“意义非凡”的人的感受是如何，因为我也将和我自己的那个人相遇.
OWB00001553	你指那个邮差?
OWB00001554	她会来找我的. 我给她捎了个信儿,就像她曾给我的那样.
OWB00001555	让他们亲自走过那笔直向西的路. 脚踏旧世界的尘土，倾听风暴的嘶吼，去目睹大裂谷是何种模样，去了解那里究竟发生了什么.
OWB00001556	大裂谷？那里现在什么都不剩了.
OWB00001557	什么都不剩？就像大山脉？像玛德雷赌场？你错了，那里沉睡着一个旧世界，它是真实存在的，就像我背负的旗帜一样. 邮差知道路该怎么走.
OWB00001558	在大裂谷,我和她 - 就在那,就我们之间的恩怨做个了结.
OWB00001559	...我没想到你能活着回来.
OWB00001560	差点.但我得到了答案.你的以利亚,他在这里发现了宝贝,后来又在那东西原理研究上收获不小.
OWB00001561	你知道他去了哪儿吗？
OWB00001562	玛德雷赌场. 一个人间地狱. 他不会回来了. 即使赌场奈何不了他，也必定有某个更聪敏，更硬汉的人去终结他.
OWB00001563	那我也不会放手.
OWB00001564	我无意阻止你. 因为我也清楚追逐“意义非凡”的人的感受是如何，因为我也将和我自己的那个人相遇.
OWB00001565	你指那个邮差？
OWB00001566	他会来找我的. 我给了他一个消息，就像他曾给我的一样.
OWB00001567	 让他们亲自走过那笔直向西的路. 脚踏旧世界的尘土，倾听风暴的嘶吼，去目睹大裂谷是何种模样，去了解那里究竟发生了什么.
OWB00001568	大裂谷？那里现在什么都不剩了.
OWB00001569	什么都不剩？就像大山脉？像玛德雷赌场？你错了，那里沉睡着一个旧世界，它是真实存在的，就像我背负的旗帜一样. 邮差知道路该怎么走.
OWB00001570	在大裂谷,我和他 - 就在那,就我们之间的恩怨做个了结.
OWB00001571	...我不想就理念问题和你争辩. 兄弟会是群保护主义者. 科技若落入恶徒之手，就会变得很危险. 莫哈维废土就是最好的例子.
OWB00001572	我没有否认.证据就在这大坑洞里,身边的一切都是证据. 你的部落，我是说兄弟会 – 虽然我没有接触太多，但我希望能.
OWB00001573	本想或许你是最后一丝希望...对于莫哈维，还有东部和西部。但事实上你们是一丘之貉，同样的痴迷不悟.
OWB00001574	痴迷不悟的是以利亚. 他已经疯了. 正因为这样兄弟会才对他下了追杀令.
OWB00001575	这二者比你所知的会更相似一些. 囿于过去，恐惧未来. 我并不蔑视他们，这种想法是人之常情..
OWB00001576	就像邮差们，你和那个人，有时甚至不知道自己送的信里究竟有什么东西.
OWB00001577	你们既然创造了一面新旗帜. 或许将来也能找到一条新道路. 但现在的你们与熊，公牛一样，没有什么前途.
OWB00001578	你是指那个背负着旧世界旗帜的人. 可是美国，联邦共和国...已经消失了.
OWB00001579	美国只是陷入沉睡。只有我心中仍有她，她就没有死。正如我曾经相信你那样，这不仅仅是希望，而是一种信仰。
OWB00001580	现在大坑洞这里有了我的声音，不同于以利亚，我只是想和他们谈谈.  只想提些问题，看看历史能给出怎样的答案.
OWB00001581	这里是克里斯汀.罗伊斯兄弟会钢铁之环...骑士.
OWB00001582	现在我唯一能做的就是录下这条信息，希望有人能发现它，把它带去西部兄弟会.
OWB00001583	为了追捕以利亚，兄弟会一个无赖长老，我来到这，大山脉. 比它看上去大得多，深处有一环形坑.
OWB00001584	坑中散布着战前研究所的残骸. 所有设施仍在运行... 就像这栋一样.
OWB00001585	以利亚一个接一个的...研究这些中心. 我跟着他来到了一个老旧的华裔拘留营. 那些僵尸化的，幸存者，都带着爆炸项圈.
OWB00001586	当我截住他时，机器人来了... 以利亚把营内的僵尸当人体炸弹来攻击我们双方.
OWB00001587	我被爆炸击晕，醒来发现已经被什么带到了这里. 我猜是医疗机器人，它们程序里或许有把营地伤员带回中心的功能.
OWB00001588	这里大概是个自动医生测试室... 被裹着束身服，走来走去的死尸控制，具体原因尚不清楚.
OWB00001589	不知我还能坚持多久... 切开我的头，就像对其他许多人一样，感觉好怪，还能说话，但破解不了这个终...
OWB00001590	...等等，外面发生了爆炸. 谁在这里... 谁... 
OWB00001591	我有些好奇的地方
OWB00001592	哦，好奇. 我智周万物，因此鲜有此感. 是说发现不合意答案时的那种感觉？ 嗯-哼.
OWB00001593	我也有点好奇了. 请说下去.
OWB00001594	是的，是的，越来越有意思了. 你准备要打破砂锅问到底吧, 嗯？
OWB00001595	但我想离开这儿.
OWB00001596	现在，你正处于激素分泌旺盛的年龄. 的确，这种情况下“或战或逃”反应很难被完全控制.
OWB00001597	你的大脑同我在一起很安全. 我们可以聊聊曼他特.
OWB00001598	那又怎样？
OWB00001599	我唯一确定的是使用它有一个很好的理由。我行事一向需要理由。
OWB00001600	即使我偶尔会忘了那些理由. 但我还是觉得这么做很重要. 哈! 这就行了.
OWB00001601	没错. 我拿了脑子就走.
OWB00001602	为什么你要偷我的脑子？
OWB00001603	噢，有很多理由... 你算是个纽结. 呃，用或许'异能'更贴切？ 你真的相当特别，我指的不是你脑功能障碍的方式.
OWB00001604	你瞧，大山脉有史以来最成功手术的内容就是提取走你的脑子的那次. 就是说,你成为了自己成功的受害者.
OWB00001605	考虑到你的脑子有过那次手术，你若是带它回去，呃...
OWB00001606	...它大概会急着蹦回来，让你独自离开. 即使强迫它回到你的头颅，它也不一定愿意正常运行.
OWB00001607	我需要我的脑子.
OWB00001608	真的吗？没有它你看起来也很好.
OWB00001609	而且你也不知道它愿不愿意回去？ 也许你该问问它. 它有挺独立的，而且又很有思想.
OWB00001610	就这么办吧 - 去留由它自己决定. 它若想走, 那很好. 但如果不... 还..希望你能尊重它的决定.
OWB00001611	你和我想的完全不一样.
OWB00001612	真的吗. 就是说关于这次会面，你预先进行了设想 - 推算和假设？ 请演算下去，我... 应该是什么样呢？
OWB00001613	毕竟，若你推想的莫比乌斯更优越些，我就该考虑改进自身的认知方式了.
OWB00001614	随便选种死法吧，我无所谓。
OWB00001615	多么高尚的人呐，绅士一般的谋杀.
OWB00001616	我会像处理楼下的那些巨型垃圾一样处理它们.
OWB00001617	哦，很高兴你能了结它. 要是那个小错误继续存在下去，我也会感到困扰的.
OWB00001618	仆人们 - 消灭入侵者! 嗯哪. 是不是应该再戏剧化点？
OWB00001619	仆人们! 我的!
OWB00001620	没错，就是这样，这听起来相当好.
OWB00001621	仆人们？
OWB00001622	哇哦, 难道他们还没把自己拼起来？ 看来我太心急了. 机械巨蝎，当然.
OWB00001623	它们能轻松地用地上的零部件把自己组装起来，相当有创意 - 这使它们能在你全然没有察觉时突然出现.
OWB00001624	下次吧，我怕控制不住把它当下酒菜吃了.
OWB00001625	嗯啊. 我爱曼他特. 美味又健脑.
OWB00001626	我不清楚，但我现在就快散架了.
OWB00001627	嗯啊. 我爱曼他特. 美味又健脑.
OWB00001628	留到以后吧.
OWB00001629	嗯啊. 我爱曼他特. 美味又健脑.
OWB00001630	呃...谢谢.
OWB00001631	啊嗯. 我爱曼他特. 美味又健脑.
OWB00001632	一旦那些白垩质微粒在我的生物凝胶中开始穿梭忙碌，我的头脑里就涌现了各种各样的科学创想.
OWB00001633	只是，不久就全忘光了，存储器核内存不足时这种感觉尤其强烈. 二进制流仿佛要'扑呲'一声从我的机壳里射出去.
OWB00001634	所以不得不用圆顶的墙和地板来记录那些方程，可这样又经常会找不到算式推演的开头和结尾.
OWB00001635	够了. 我是来解决你的.
OWB00001636	哦，有意思. 我从来没有被杀过. 不过那样我就再也不用从生物凝胶里剔除那些粘痰... 我有点跃跃欲试了.
OWB00001637	好吧，如果非打不可,那么在这个问题上我尊重你的专业意见.
OWB00001638	我们从哪里开始？改良病毒？癌变射线？核武器？电刑？还是说... 我该召唤我的仆人...? 没错，我的仆人们.
OWB00001639	好点了吗？
OWB00001640	我的这个老显示屏的深度感知有点毛病. 刚才眼前突然一片黑. 这毛病出现的应该比你出生还要早.
OWB00001641	我或许该考虑下重连视神经...但只有右眼会出现错觉啊. 那群飞翔的乌龟让我感觉糟透了.
OWB00001642	你要不要来个曼他特？
OWB00001643	打断一下...据我所知是你造了机械巨蝎，然后不断地骚扰，妄图占领智库。
OWB00001644	是吗？或许是吧. 我不能让他们离开. 出于某种理由. 或者说道德？
OWB00001645	你和你的脑子非常相像，我相信它比我更清楚原因.
OWB00001646	你不像是好斗的人. 为什么要在广播里威胁那些思想体？
OWB00001647	哦，当时我可能正处于病理性兴奋状态. 我通常不具暴力倾向，可一但兴奋起来，事情经常以失控收场. 那时，哈！记得小心！
OWB00001648	化学品数以百计，种类繁多！但只有曼他特能让我感到重获新生，呼吸畅快.
OWB00001649	至于那种迷幻状态，大概是体内药物在交换的时候跑错了管道 - 但还是发挥了作用的缘故.
OWB00001650	跟我介绍下你的机械巨蝎吗？
OWB00001651	好吧，每个科学家都需要一支军队. 我的士兵的原型就是那些从沙漠不断爬进山脉的相当庞大的蝎子. (它们移动起来)就像地面覆上一层剧毒糖霜.
OWB00001652	多可怕啊，我想！ 但毕竟最后活着进来的只有它们. 完美的改造对象，它们的坚韧也值得嘉奖.
OWB00001653	于是我想，除了安装能量武器，为他们加入步行眼,数据消除器和扩音器的功能会怎样？ 所以我增大了它们的体型.
OWB00001654	再接着，我决定加上... 奶油冻. 我爱死奶油冻了. 抑或是芥末？ 芥末奶油冻. 呣. 真怀念盐、糖的味道啊.
OWB00001655	我找到一个你能用的升级磁盘.  <移除>
OWB00001656	我的声波发射器丢了. 你能帮着再做一个么？
OWB00001657	太可惜了，头儿! 没了音乐，人可怎么活. 你去主厅找那个机灵的小圆球吧，让他再卖你一个.
OWB00001658	我找到了一个升级你的全息磁带。
OWB00001659	噢！是我的感性之光！装上吧.
OWB00001660	再见
OWB00001661	<pants.>
OWB00001662	走. 跟紧了.
OWB00001663	去其它地方等我.
OWB00001664	做什么呢，好伙计?
OWB00001665	<欢快的叫声.>
OWB00001666	我创造了你.所以你得跟着我.明白么?
OWB00001667	走吧.
OWB00001668	你在那傻站着做什么?
OWB00001669	<欢快的叫声.>
OWB00001670	我们走吧，姑娘.
OWB00001671	<pants.>
OWB00001672	好孩子.到入口等我.
OWB00001673	<pants.>
OWB00001674	过来，狗狗.
OWB00001675	<欢快的叫声.>
OWB00001676	嘿. 想隐蔽的话你得先把哔哔小子的灯关了.
OWB00001677	哔哔小子灯还亮着呢.
OWB00001678	咱俩都亮的发光. 难道圣诞节要到了？
OWB00001679	没人能发现我...不过谁都能发现你哔哔小子的亮光.
OWB00001680	我的装备需要修理一下
OWB00001681	好的，老爷
OWB00001682	咱们聊点别的吧.
OWB00001683	交给我，帅哥.
OWB00001684	交给我，小辣妹.
OWB00001685	你能帮我做那些事情吗？
OWB00001686	声波发射器，有吧？我估计你有. 把那老玩意带过来… 再给我点音频样本. 我能让那宝贝儿唱出声来！
OWB00001687	也可能是尖叫，当然，你愿意的话.
OWB00001688	身为一个极具破坏性的机器，你怎么能这么悠闲?
OWB00001689	不好吗？气势汹汹的又能怎样呢. 看看烤面包机 – 那小崽子现在都发神经了.
OWB00001690	以后再跟你聊吧.
OWB00001691	回头见，潮人.
OWB00001692	你能放音乐吗？
OWB00001693	呃… 过去能，现在够呛. 老早以前莫博士（Doc Mo）为了装音频处理器剔掉了我的音乐驱动.
OWB00001694	我猜你可能觉得我挺忧郁的(blue)，虽然我再也不能放蓝调了(blues).
OWB00001695	你在这做什么工作？
OWB00001696	噢，我是个音频魔术师. 过去我一直帮着那个莫博士（Doc Mo）矫正他设计的声波武器.
OWB00001697	给我些不错的样本. 待我混音完毕，它们能让核爆听得像个卡祖笛.
OWB00001698	你就不能出去关了它们？
OWB00001699	出去？ 我们是不会出去的. 太冒险了. 我们不是傻子，不准备自取灭亡.
OWB00001700	我会得到它们，然后试试有多大的破坏力.
OWB00001701	哦，我保证不会弄坏任何技术.
OWB00001702	听起来似乎在说我不能离开这里.
OWB00001703	这里有防御带？
OWB00001704	就是说我走不了了？
OWB00001705	要是没别的事，我得去阻止莫比乌斯了.
OWB00001706	看来没有其他的事了. 我能走了吧？
OWB00001707	它只能对环形坑内的力场起作用？
OWB00001708	恩. 但现在不能.
OWB00001709	*是啊，我们丢了那部分的原理图. 都是包若斯的错. 把它丢在了某个他愚蠢的实验室 - 或者某只他愚蠢宠物的肚子里.*
