SEV00000001	斗篷
SEV00000844	让我猜猜...兄弟俩？不对。埃尔雷诺吗？太远了；迪克曼？有可能，但不是她的风格；其他人不是死了就是往东去了，不，这是私人恩怨。
SEV00000845	这就缩小了范围。沃克，一个复仇天使的肉身。他现在一定很厉害，在纯粹的愤怒中重生。我一定要看看，带我去见他。
SEV00000846	<说谎>都不是，我是个艺术品商人。
SEV00000847	企图暗杀对我来说是司空见惯的事。从这里到塔科马，我敲诈过贵族，参议员和军阀。
SEV00000848	我从金曼的军团驻地偷了一只鹰。一个军团特务找到了我，我挖出了他的眼睛，把他送回去了。就像巴西尔二世。
SEV00000849	在我旅行的时候，他们的刺杀小组仍然时不时地骚扰我。曾经屠杀了我随行的一整个车队，可怜的灵魂。
SEV00000850	还有很多精神变态的雇主想把我抹掉。当然，我可以勒索他们所有人，都是不可饶恕的人。
SEV00000851	有人要杀你，你似乎一点都不惊讶。
SEV00000852	恢复和保存艺术是我最大的热情，至少在我很久以前离开主教的服务之后就是这样了。如果有必要，我就偷。
SEV00000853	你经常可以在一个不识字的军阀的发霉的住所里找到这些复制品和其他古董的装饰。即使是最简单的头脑也能识别美。
SEV00000854	我只是把它们拖到安全的地方，我有很多东西收藏在安全的地方。这些都是我几十年来最喜欢的...收购。
SEV00000855	我希望在我死后能把这些收藏品交给天启追随者或其他负责任的实体。美可以拯救世界。
SEV00000856	你是怎么收集到这些画的？
SEV00000857	啊，彼得，我最亲密的朋友。他母亲死后，我发现他时，他还是一只流浪的半饥半饱的小狗，噢，那时候他的样子真可怜。
SEV00000858	一个不守规矩的穷人想要吃掉他，我用石头砸烂了他的头，让彼得尽情享用他的脑浆。我相信这增强了他的认知能力。
SEV00000859	他非常忠诚，是个好伙伴，尽管战斗不是他的强项。与其说是参与者，不如说是旁观者。不过鼻子很灵。
SEV00000860	这头郊狼是怎么回事？
SEV00000861	我喜欢偷东西。保持不被发现的挑战...拿走我想要的东西，没有人知道...这是一种难以形容的满足感。
SEV00000862	博丁可能看起来是个没头脑的暴徒，但他是个精明的组织者，而且报酬丰厚。他也很忠诚，至少从犯罪的标准来看是这样。
SEV00000863	他因为我的专业知识而雇佣了我，并履行了协议，甚至还发了奖金。他是个公平的人，虽然他可能...没有节制，对批评很敏感。
SEV00000864	我怀疑这就是他射杀沃克妻子的原因。天啊，真是个悍妇，用英语和西班牙语咒骂那个人，骂得我都脸红了。
SEV00000865	有些男人会无视...但是博丁...我估计他认为这是对他脆弱自尊的侮辱。事后看来很幼稚。
SEV00000866	当然，沃克有权杀死所有劫匪。我不会找借口，我当时在场。这就是我们选择的生活，以及它冷漠无情的后果。
SEV00000867	你怎么跟博丁扯上关系的？
SEV00000868	他们中的许多人已经去世或流落他乡，沦为神话。以罗伯特为例，有魅力的男人，有园艺天赋。
SEV00000869	我偶尔为他的组织工作，赚了不少钱。他们就是...有一天崩溃了。谣言四起，可能是内讧。
SEV00000870	这些犯罪集团就是这样，所有的秘密阴谋和牟取暴利都可以在自我意识碰撞的瞬间被摧毁。
SEV00000871	不过我也听说过一些故事。最奇怪的是...罗伯特逃过了劫难，向东走，结果却成了奴隶。可怕的命运，我希望他一切都好。
SEV00000872	你提到的过去的雇主都有哪些？
SEV00000873	托尼娅·迪克曼，罗伯特组织的另一名成员。邪恶的鹰身女妖，那个，我宁愿用岩浆漱口，也不愿和那个女巫共处一室。
SEV00000874	格雷，雇佣兵，那只是一份工作。是个严厉的人，但很公平，没什么可抱怨的。我认为，雇佣兵受到了过度的诽谤。
SEV00000875	其他的一切都远在莫哈维沙漠之外，而且通常是短期的。除了主教，大部分我都忘了，这个没法忘。
SEV00000876	还有其他有名的雇主吗？
SEV00000877	你肯定是在开玩笑，不是吗？好吧。[他深吸一口气，满怀期待。]
SEV00000878	他是个大师，他不仅是大师，而且被严重低估了。由于他与反宗教改革运动的联系，他也受到了不公正的诽谤。
SEV00000879	他捕捉到了生命的能量，生命的运动，我们所有的激情、欲望、仇恨，原始的威胁在肌肉中涌动，生命不是静止的。
SEV00000880	以《对无辜者的屠杀》为例。赤裸的胸膛，血淋淋的刀剑，死去的婴儿，成堆的婴儿尸体。这是我们美丽又丑陋的现实。
SEV00000881	是的，这个世界很美好，值得我们为之奋斗...但有时你不得不跨过死去的婴儿。这是教训！
SEV00000882	我不得不问，为什么是鲁本斯？
SEV00000883	主教死后，我...嗯，迷茫了。我走进一座鬼城，发现了一家战前的银行，金库完好无损，我着迷了。
SEV00000884	这是一个挑战...就是这样。获得被禁止或封印的东西是一种力量，其中很多都是时间胶囊。
SEV00000885	柔软的手是关键，你必须用指尖倾听。我的个人最好成绩是在五分钟内破解一个Gruffudder。
SEV00000886	你是怎么开始撬保险箱的？
SEV00000887	我会继续和彼得一起流浪，偷...呃，当我发现艺术品的时候就去回收。不过，我会对我的雇主更加挑剔。
SEV00000888	我在雅各布斯镇的时间很短，但我非常享受。我想在旅行间隙在那里休息一下。
SEV00000889	请允许我问一问...你打算怎么办？像你这样的流浪者有什么宏伟的计划吗？
SEV00000890	经历了这一切之后，你打算做什么？
SEV00000891	很高兴见到你，沃克，我很抱歉...李？为什么？你这笨蛋，我只能杀了你了，我挺喜欢你的。你和沃克在一起做什么？
SEV00000892	有些侮辱是要以牙还牙的。至于和沃克在一起...这不是我的计划，完全不是。我不能拒绝他的提议。
SEV00000893	去他妈的。“在理想的最美好世界中一切都是为最美好的目的而设。”对吧？
SEV00000894	去他妈的。“在理想的最美好世界中一切都是为最美好的目的而设。”对吧？
SEV00000895	的确如此。你呢，沃克？在我们开始双人舞之前，还有什么难听的话要说吗...或者更准确的说，四人舞？
SEV00000896	你话太多了。
SEV00000897	来吧，彼得。战斗在等待着。
SEV00000898	我...我屈服，如果你想干掉我，我也能理解，我不会乞求。不过，如果你提出条件，我可以接受，我可以成为你的盟友。
SEV00000899	非常公平。我知道他在箭头峡谷的家怎么走，如果你不熟悉这个地区，这可能是一条危险的路线。我可以帮忙。
SEV00000900	条件？首先，你帮我们拿下博丁怎么样。
SEV00000901	理解。我听凭你的摆布。
SEV00000902	我会和沃克谈谈，但我不能保证。
SEV00000903	就这样吧，我只求你放过彼得。他是个好孩子，完全是无辜的。
SEV00000904	是时候揭开面纱，看看另一面了。
SEV00000905	<攻击>你必须付出代价，山姆。这事你光说没用。
SEV00000906	他是...他仍然是其中的一员，我...嗯，你说得对。上帝知道我在为我的错误付出代价，他也能付得起他的。
SEV00000907	他是个小偷，不是扣扳机的。他没在银泉杀过人，给他一个机会吧。
SEV00000908	抱歉？抱歉不能让我妻子起死回生！就算他在地狱里说抱歉，我也不在乎！
SEV00000909	我觉得他对自己的所作所为感到抱歉。
SEV00000910	我确实喜欢夜间旅行这个主意。我还是觉得不对劲，但我会相信你的判断，到目前为止，你做得还不错。
SEV00000911	山姆和我在黑暗中工作得很好。有了我们俩的侦察，晚上行动起来就方便多了。
SEV00000912	你是向导，所以我相信你的判断。不过你得对他负责，他偷偷溜走或出卖我们，你要为此付出代价。
SEV00000913	李提到过博丁在箭头峡谷。我不了解那个地区，我们应该带上山姆。
SEV00000914	潜行的婆罗门牛...在所有这些愚蠢的理由中...你知道吗？很好，他是你的责任，他搞砸了，全怪你。
SEV00000915	我知道长途旅行的种种困难，他就像头潜行的婆罗门牛。
SEV00000916	任务艰巨，但必须完成。
SEV00000917	<攻击山姆>很好，让我们赶快结束吧。
SEV00000918	好吧，山姆。你会带我们找到博丁，帮我们杀了他。做到这些，遵守诺言...你就自由了。你欠这个邮差一条命。
SEV00000919	谢谢你，沃克，我向你保证。你是个好人，不管怎样，我对杰西卡的遭遇感到很抱歉。这是不对的。
SEV00000920	别他妈叫她的名字，永远不要。你现在处境艰难，变种人。别逼我。
SEV00000921	山姆，我知道你说法语，所以让我用路易国王的语言对你说：你他妈闭嘴...至少在博丁死之前。
SEV00000922	我明白了，谢谢。
SEV00000923	他就藏在这附近，大概是在采摘仙人掌果实吧。等等，他来了。
SEV00000924	你看到山姆了吗？
SEV00000925	我们三个应该能搞定博丁，之后...我一个人对付不了沃克。然而...我们两个可以。
SEV00000926	博丁一死，我们就跟他算账。不能保证，但值得冒这个险。我们把所有的钱平分，五五分，怎么样？
SEV00000927	你有什么想法？
SEV00000928	很好。当你的口袋鼓鼓的时候，高贵是一种美好的奢侈品。
SEV00000929	我不想参与你的计划。
SEV00000930	我也猜到了，他就是个搅屎的卑鄙小人。我希望他能试试，把他那张臭脸上的谄媚笑容抹去。
SEV00000931	继续跟他玩，见鬼，给他点信心。当他倒下的时候...我们两个人很快就能搞定他。
SEV00000932	你应该知道，一旦博丁死了，李就会杀了你。
SEV00000933	你就这么做。你也应该想想你为这个男人付出了多少血汗，百分之五是不够的，绝对不行。
SEV00000934	再说了，他有求死的愿望。等他把钱还回去，他就会把最后一颗子弹留给自己。让我们结束他的痛苦吧，好好想想。
SEV00000935	我会考虑的。
SEV00000936	我就知道你还挺有头脑的。这对我们所有人都是好事，包括沃克。人是需要安息的。
SEV00000937	到时候你就知道了。当然...博丁可能会把我们都杀了，管他呢。但至少我们还有个计划。
SEV00000938	五五分成？算我一个。
SEV00000939	我在享受这狂野的空气，朋友。我陶醉在大自然中，真的，只要天气不是特别热，我就喜欢在户外的时光。
SEV00000940	有很多瓶盖...可以过上几十年平静的生活。我被困在毒品，债务和不法之徒的循环中很久了。
SEV00000941	你怎么看？像我这样的老骗子有可能改过自新吗？
SEV00000942	你还好吗？
SEV00000943	是的，就这一次，我要把你的挖苦和欺骗放在一边。我们互相照应已经有一段时间了，我...有点信任你。
SEV00000944	那怎么说？你觉得我还能回到文明世界吗？做一个纳税、行善的好公民？
SEV00000945	你是在跟我开玩笑还是真的在征求我的意见？
SEV00000946	我们黎明出发。让我想起了我在托帕兹湖外的一次行动，我们带着极端的偏见赶走了那些掠夺者。
SEV00000947	我不知道你看过多少战斗场面，但这应该是一场激烈的战斗。此时，博丁应该已经组建了一支小规模的军队。
SEV00000948	我们会迅速行动，逐个清理建筑。他很快就会露面的，我想他的家族会和他在一起。
SEV00000949	现在发生了什么？
SEV00000950	是的，堂表兄弟之类的，人渣家族遍布整个世界。我知道胡安会来，那家伙就像死亡爪一样凶残。
SEV00000951	雷蒙会是我们要提防的人，大家都说他是拿着步枪的恶魔。如果他在这儿...嗯，会很有趣的。
SEV00000952	至于其他的，就不知道了。只有这两个人经常和他一起活动，我想他们可以和他一起死。
SEV00000953	家族？
SEV00000954	独自一人...这就是生死攸关了。我参加过足够多的战斗，知道运气是一个因素，这是一个令人不安的事实，但事实就是这样。
SEV00000955	有你和李支持我...能。任何事情都有可能发生，但我愿意冒这个险，不管怎样都会很血腥的。
SEV00000956	坦率的说，你觉得你能打败博丁吗？
SEV00000957	是啊，我也感觉到了。有些人就是这样，你知道吗？幸好是你从前哨的那扇门进来。
SEV00000958	那还好你带我来了。
SEV00000959	嘶嘀嗒嘟嗒嘶啊嘀嗒，我明天就要发财啦。
SEV00000960	你是这么想的吗？很有可能我们都会死。即使我们干掉了博丁...你也只能分到一小份，仅此而已。
SEV00000961	你真的要把那些瓶盖打包，一路拖回银泉镇？那是白费力，你知道的。
SEV00000962	我的意思是...我操了，你还不如给驽骍难得套上马鞍，叫我桑丘。这太疯狂了，沃克...纯粹是闹剧。
SEV00000963	你想怎么打扮都行，这里没有浪漫或正义。我们为了这些油腻的瓶盖杀了很多人，就是这样。
SEV00000964	你很清楚我做这些不是为了钱。你可能是...嗯，我想也是因为你脆弱的自我。
SEV00000965	你和他很像...都是行走的手榴弹，没有引信，没有保险。一个火花就能摧毁你周围的一切。
SEV00000966	至少博丁戴着一个迷人的面具。你呢？你浑身都是死亡，你现在只有这些了，不是吗？我都快可怜你了。
SEV00000967	如果这句话出自真正的罪犯之口，可能会很伤人。但你是个骗子，李，博丁看透了你，我也一样。
SEV00000968	明天就知道了，不是吗？只有一件事能阻止我拿到那笔钱，沃克，就是你。
SEV00000969	我个人认为这是一个讲鬼故事的好时机，你听说过会说话的狗的故事吗？
SEV00000970	我已经开始讨厌了。好吧，讲讲你的故事。
SEV00000971	我们的故事始于一个穿着防尘罩衫的冒险家，他从一个城镇流浪到另一个城镇，帮助废土上的居民。他很勇敢，他也很高尚。
SEV00000972	他偶然来到一个村庄，不祥的阴云笼罩在简陋的棚户区上空。居民们体弱多病，胆小怕事，一言不发。
SEV00000973	连孩子们的眼睛都是往下看的。一切都是沉默的，除了移动的金属板和吱吱作响的木头。冒险家保持着警惕。
SEV00000974	让我猜猜...清泉镇。
SEV00000975	安静。冒险家紧张地抚摸着他那漂亮的小胡子，他的手握着手枪，准备拔枪...这时一只狗散步到广场。
SEV00000976	冒险家如释重负地叹了口气。他伸手去抚摸这只野兽，但他听到了一个低沉的、超凡脱俗的声音说：“我有一个秘密。”
SEV00000977	冒险家愣住了，脱口而出：“你是一条狗啊！”狗平静地回答说：“这就是秘密，我会说话。”
SEV00000978	当冒险家仔细观察这只狗时，他的恐惧开始消失。除了异色症，他完全正常。
SEV00000979	什么他妈的异性恋？
SEV00000980	眼睛的颜色不同，给我闭嘴。狗的眼睛因紧张而颤动，这位冒险家开始觉得自己找到了一位新朋友。
SEV00000981	他想象着各种可能性...会说话的狗是一个强有力的盟友。就在这个时候，他注意到狗的目光盯着他的腹股沟。
SEV00000982	镇上的人开始围着他们，他们在用一种奇怪的语言吟唱。狗舔着他的肉排，冒险家不寒而栗。
SEV00000983	他紧张得语无伦次的说：“所以，呃...你叫什么名字？”吟唱声越来越大，头顶上雷声隆隆，天空变成了红色。
SEV00000984	<倒吸气>
SEV00000985	狗笑着说：“蛋蛋。你想知道为什么吗？”冒险家脸色苍白，他吓得浑身僵硬，尿开始在他的脚下汇聚。
SEV00000986	他用颤抖的嘴唇念出了这些字：“为...为...为什么？”狗深深的吸了一口气，它的眼睛兴奋地跳动着，圣歌现在成了震耳欲聋的咆哮。
SEV00000987	“因为这是我咬的第一个东西，”狗说。一瞬间，他扯下了冒险家的阴囊，鲜血喷涌而出。
SEV00000988	冒险家震惊的瘫倒在地，痛苦地尖叫起来。镇上的人们一边跳舞一边尖叫：“撒旦万岁！”冒险家完蛋了。
SEV00000989	地狱之犬吃饱了...暂时的。据说它还在废土上游荡，总是在寻找新的祭品，只有两样东西能使它满意。
SEV00000990	一把刀...最好是带着血的...或者从活人身上撕下来的温暖睾丸。小心陌生的狗，小心...你的蛋。
SEV00000991	结束。各位晚安，做个好梦！
SEV00000992	他用颤抖的嘴唇念出了这些字：“为...为...为什么？”狗深深的吸了一口气，它的眼睛兴奋地跳动着，圣歌现在成了震耳欲聋的咆哮。
SEV00000993	是的，我试着想象他们会是什么样子，他们会像谁。想象一下，我膝上坐着孙子，在前廊讲故事。
SEV00000994	哦，如果你叫我爷爷...我会杀了你。
SEV00000995	这么说你当爷爷了？
SEV00000996	是的，的确。还是回到正题吧。
SEV00000997	现在都过去了，没有必要纠结于此。
SEV00000998	她不想和我有任何瓜葛，尤其是在杰西卡的事之后。如果她想要的话，我就离她远点。
SEV00000999	你想过联系她吗？
SEV00001000	还有更多。她看到了...愤怒，就在她跑掉之前，她看到了一些东西...嗯，这是我每天都后悔的事。
SEV00001001	我，呃...杰西卡几年前威胁要离开我。时时刻刻，我无法...在下班后停止愤怒。
SEV00001002	我们试着解决问题，以为已经有转机了。我发现杰西卡怀孕了...然后在我不知情的情况下堕胎了。
SEV00001003	我质问了她...她直接扔在我脸上，说她这么做是为了刁难我。她说她不想在我身边抚养一个男孩，所以我打了她。
SEV00001004	就一次，但这是不可原谅的，一想到这事我就恶心。更可怕的是，汉娜看到了，现在你知道她为什么恨我了吧。
SEV00001005	那是很久以前的事了，也许你可以修复这段关系。
SEV00001006	我不会和你争论的。我做过的事无法挽回，我绝对不会逃避，也不会找借口。我想要的...就是为她做一件正确的事
SEV00001007	虽然我是个混蛋，但我还有工作要做。我只希望你能帮我把事情做完,我们行动起来吧。
SEV00001008	你是个垃圾。
SEV00001009	说实话，并不好。没过多久我就被踢出了办公室，然后变成了一个懒汉，不知道她为什么会容忍我。
SEV00001010	我愿意相信她看到了一个比眼前更好的我，也许希望我褪去那层皮，变得更好。
SEV00001011	这让我很生气...在她被杀之前我没有为她做这些，我现在能做的就是为她讨回公道。我们...让我们开始吧。
SEV00001012	那之后你是怎么维持婚姻的？
SEV00001013	绝对的。我以前见过很多打老婆的人，所以知道从他们嘴里说出的借口和合理化的屁话。
SEV00001014	我做错了。我现在能做的，就是为那个女人讨回一点公道，因为她活着的时候，我让她经历了那么多苦难。我们走吧。
SEV00001015	只发生过一次？
SEV00001016	差不多。就算我们能谈谈，我也不会，我要确保在我们解决了博丁之后，这个地方不会再出现。让那些秃鹫吃吧。
SEV00001017	说到底，这里是一个悬而未决的问题，这不是一个小镇，这是一个满是掠食者的武装营地。估计他们还在蓄奴，所以...毫不留情。
SEV00001018	话虽如此...运用判断力。可能会有一些非战斗人员在附近活动，不要像个疯子。
SEV00001019	所以我们没有机会通过谈判进入那里？ 我们就这么开着枪冲进去？
SEV00001020	我知道，但你最好学学。你开始枪杀奴隶之类的...在我们见到博丁之前，你就会和我决斗了。
SEV00001021	谨慎不是我的强项。
SEV00001022	我也一样。晚安。
SEV00001023	那我最好休息一下。晚安。
SEV00001024	我还不确定，我肯定会把大部分钱还给银泉镇。之后呢？我还没拿定主意。
SEV00001025	我们在一起工作有一段时间了...所以我不介意你的意见。有什么想法吗？
SEV00001026	这一切之后会发生什么？
SEV00001027	[成功]就算我放下自尊去尝试，谁能保证她会愿意和我扯上关系呢？很固执，就像她妈妈一样。
SEV00001028	我觉得你应该去找你女儿弥补过错，你还有家人。
SEV00001029	[失败]不，不可能。我太了解她了，她不想看到我的脸。如果她能接受我寄给她的钱，我就很幸运了。
SEV00001030	我觉得你应该去找你女儿弥补过错，你还有家人。
SEV00001031	真的？我觉得这次的警徽会重一些。嗯，我只是不知道，我会考虑的。
SEV00001032	我觉得你应该回去当执法者。
SEV00001033	这段旅程，我不会说谎...能追上这些人让我很满足。如果我能活下来，我不介意再做一次。
SEV00001034	钱也不坏，据我所知，这七家机构的报酬都很高。我可以把我的收入寄给我女儿，为我的孙子们建立一个信托基金。
SEV00001035	这...这可能行得通，比我的计划更好。谢谢你！
SEV00001036	你似乎对追捕坏人很有一套，也许可以试试赏金猎人。
SEV00001037	嗯，我想是的。我不会把这个负担推给别人的，交给我吧。
SEV00001038	你说了算。
SEV00001039	[成功]天啊，我真希望我和安妮的对话从未发生过。旧情复燃...被我埋葬的旧记忆。
SEV00001040	即使我做了...这对所有人来说都是一记耳光...像安妮这样真正善良的人。不，我不能。
SEV00001041	我可以预见自己退休或重新开始...但回到追随者那里？永远不会发生的。我不会活在谎言中，我需要一个真正的选择。
SEV00001042	你应该像安妮说的那样，回到天启追随者那里去。放下这些事，去帮助别人吧。
SEV00001043	[失败]不，我才不信那些无聊的废话。我需要一个真正的计划。
SEV00001044	就像他们在马德雷说的：“重新开始。”
SEV00001045	怎么，往东走？我是说...我可以轻而易举地穿过凯撒的领地。只要...好吧，不是罪犯，我想我能做到。
SEV00001046	不过我还是想去德州看看，我听到其他食尸鬼顺便提起过。有时会有一些荒诞的故事，嗯，为什么不呢？
SEV00001047	感谢你的建议。好好休息吧，朋友。
SEV00001048	这是可能的，不过我还是建议你离开莫哈维。
SEV00001049	你真是我的心声。我太固步自封了，像只老猎犬，猎犬有猎犬的时刻，你知道吗？生活在荒野，你应该试试。
SEV00001050	你一直对我很好，所以我给你一个公平的警告...作为朋友...别挡在我和那些瓶盖之间。我需要它们。
SEV00001051	现在是与摩耳甫斯共舞的时候了，暂时忘掉所有的烦恼。晚安。
SEV00001052	你想过自由的生活，对吧？坚持你熟悉的生活，不要再怀疑自己。
SEV00001053	[成功]我...我...也许吧，我得好好考虑一下。嗯，谢谢你！为我所做的一切，没想到一个流浪者会这么说。生活很有趣。
SEV00001054	们都休息一下吧。无论如何，如果我们明天就死了，所有这些玩笑都是徒劳的。晚安。
SEV00001055	每个圣人一开始都是罪人。我相信你能再次成为一个好人，李。
SEV00001056	[失败]呃，是的。你脑袋受伤了还是怎么的？拜托，给我个真正的选择。
SEV00001057	如果你相信，那就不是谎言。
SEV00001058	教育思想和心灵，是吧？"孩子们，别做个杀人的混蛋"之类的？也许能阻止另一个爱德华·萨隆。
SEV00001059	也许吧，我得好好考虑一下。你也要睡觉了，如果我们死了，所有这些猜测都将毫无意义。晚安。
SEV00001060	用你的经验，你可以传授知识和智慧。这是一种罕见的天赋，别浪费了。
SEV00001061	天啊，这将会很艰难。假设我们能撑过明天...我...嗯，我会的。我会看着她的眼睛向她道歉。
SEV00001062	吃一颗子弹听起来都比这好...但我会去做的，上帝作证，我会照做的。现在让我们睡一觉，祈祷我们能活下来。
SEV00001063	除非你亲自见到她，否则你无法确定。永远不要放弃你的家人。
SEV00001064	没那么简单，你知道的。不，给她寄钱就够了。
SEV00001065	告诉她你真的很抱歉。
SEV00001066	当你这么说的时候...听起来像我的老祖父。他可能不像李那样是个活的词典，但他对语言很有一套。
SEV00001067	我会做的，不再抱怨，不再找借口。我会看着她的眼睛告诉她我错了，然后我就会知道了。
SEV00001068	男人要做男人该做的事。
SEV00001069	该死，就冲着我来...好吧，有道理。所以这是一个神经问题？我知道失败是什么感觉...我不想再有那种感觉了。
SEV00001070	你有足够的勇气在枪战中应付自如，你当然可以和你女儿谈谈。
SEV00001071	这将是一场多么激烈的战斗啊，我想看到它在画布上被描绘成油画，风格是...《德西乌斯之死》非常合适。
SEV00001072	愿好运垂青于你，我相信你能阻止蛮族部落。决不让敌人通过！
SEV00001073	我可能会从一个工作换到另一个工作，直到胡佛大坝的事情开始。
SEV00001074	你提到...真是太巧了。据说威廉·格雷要在城里开一家新分店。如果是这样，一定要去找他。
SEV00001075	如果豪斯参与了他的维加斯之行，我一点也不惊讶。战争是有利可图的，为罗伯特·豪斯而战将是非常有利可图的。
SEV00001076	机会太多了。希望你睡个好觉，也许明天我们都要去敲天堂的门。晚安。
SEV00001077	我在考虑做一段时间的雇佣兵。
SEV00001078	现在有一种永远不会过时的生意。这些天，代理机构蓬勃发展，盆地里有很多悬赏。
SEV00001079	在野外的时候一定要小心，不管你做什么，都要远离爱尔兰山。俗话说，坏兆头，非常糟糕。
SEV00001080	然而，如果你需要一个恩奇都来帮助你的吉尔伽美什，我很乐意帮忙对付我们世界的怪物。
SEV00001081	说不定还能顺便找回一些艺术品呢，在开阔的道路上，一切皆有可能。现在...现在是让我疲惫的骨头休息的时候了。
SEV00001082	赏金狩猎永远是一种选择。
SEV00001083	你就是个名副其实的牛仔，那就做好万全的准备。我嗅到了不祥的消息...黑暗的日子可能就在前方，保持警惕。
SEV00001084	如果我们能挺过这场血战，一定要来雅各布斯镇找我。我可以在你穿越莫哈维的伟大赶牛之路上帮你一把。
SEV00001085	我们这些牛仔，都是顺势而为。
SEV00001086	谢谢，你也一样。
SEV00001087	祝你和彼得晚安，希望你们俩都睡个好觉。
SEV00001088	有很多邪恶...全都是恶。无论那些山脉中发生了什么，都是后者。它本质上是恶，而不仅仅是一些转瞬即逝的恶。
SEV00001089	我见过你们这些人不会相信的事。兄弟会的船在拉什莫尔附近着火，我看到C光束在盖特韦附近的黑暗中闪闪发光...
SEV00001090	所有这些图像与我听说的爱尔兰山相比都不算什么。血祭...古老的仪式...王位上的红王子。
SEV00001091	无论如何都要避免...或者，如果有机会，使用核弹头。用旧约的方式来对待它，那就太好了。
SEV00001092	总之，有很多值得思考的地方。晚安。
SEV00001093	爱尔兰山是怎么回事？
SEV00001094	嗯，沃克...你抓到我了。看看你为什么不马上开枪，想让你的枪手帮你撑腰。干得好。
SEV00001095	真的值得吗？我是说，别误会，我很佩服...但所有的杀戮...就为了抓住我？
SEV00001096	看着你的眼睛...告诉你我要杀了你？该死的，这太值得了。为了这个机会，我愿意把山谷里的每个人都杀两次。
SEV00001097	博丁，你和沃克应该一起去旅行。你们都喜欢痛苦，喜欢杀死身边的一切。
SEV00001098	李，不管发生什么...你都是第一个挨枪子儿的，你这个鼠辈。
SEV00001099	沃克...我不喜欢说这些，你想听演讲，去找布斯的人聊。情绪不好的时候就把左轮拉出来，我奉陪。
SEV00001100	李，不管发生什么...你都是第一个挨枪子儿的，你这个鼠辈。山姆，你是第二个，我应该离你远点的。
SEV00001101	沃克...我不喜欢说这些，你想听演讲，去找布斯的人聊。情绪不好的时候就把左轮拉出来，我奉陪。
SEV00001102	来跳舞吧。
SEV00001103	还有你...你在其中扮演什么角色？你他妈的为什么要帮沃克完成这个自杀任务？
SEV00001104	是啊，你毁了我苦心经营的一切之后我都有点消化不良了。你可以说我心情不好。
SEV00001105	你知道把这个地方建起来有多难吗？我的导师罗伊...他做出的牺牲...你根本不知道。
SEV00001106	觉得我们是坏人？真该看看比我们先来的那些人，罗伊把他们埋了。然后是该死的啄狗蝇！
SEV00001107	一群直接从地狱深处出来的蜂群...罗伊打败了它们。我们正处在伟大的边缘...而你却毁了我们的世界。沮丧？对。
SEV00001108	你看起来很沮丧。
SEV00001109	瓶盖？你这么做是为了瓶盖？上帝知道沃克给不了你多少。如果情况不同，我可能会还价。
SEV00001110	但在你做了那些事之后...你杀的那些人...他们忠于我。我照顾他们，关心他们，即使是那个叫克拉姆的家伙。
SEV00001111	你把他们当成愚蠢的动物一样杀了。种瓜得瓜，混蛋。
SEV00001112	我是为了瓶盖。
SEV00001113	这是我应得的，在我从游骑兵麦考尔的尸体上扯下来之前挨了他一枪。我对付过的最狠的混蛋，反正比你们任何人都狠。
SEV00001114	虽然我很感激你的赞美，但我还是想坚持我的观点：你到底在这里做什么？
SEV00001115	衣服不错，你从哪儿弄来的？
SEV00001116	这得靠你自己争取，小子。
SEV00001117	你不配穿这件盔甲，我要把它拿回去。
SEV00001118	这得靠你自己争取，婊子。
SEV00001119	你不配穿这件盔甲，我要把它拿回去。
SEV00001120	瞧，雷蒙...这才是我能尊重的诚实。这件事要这样下去真是太可惜了，我很需要你这样的人。
SEV00001121	没有必要再拖延下去了，让我们来看看今天早上谁去见耶稣。
SEV00001122	我就是无聊。
SEV00001123	你就知道这些？我是对的，你是错的？知道有多少杀人狂把这句话扔给我吗？你还当真了。真是折磨。
SEV00001124	自以为是的小混蛋...你一边对我说教，一边杀死一半的造物。我是说...看看你的周围！你就是死神！
SEV00001125	很有可能我们中的大多数人马上就要在这里见到我们的造物主了，所以让我问最后一个问题，你有后悔吗？
SEV00001126	这是正确的选择。
SEV00001127	还没。
SEV00001128	你没资格对我这么说，你是个掠夺者、奴隶贩子、杀人犯。现在结束了。
SEV00001129	朋友，这是个明智的选择。快想想！
SEV00001130	好吧，你不能责怪我的尝试。 现在...让我们看看你能否抓住闪电。
SEV00001131	不了谢谢。
SEV00001132	他们不是天使，但伟大的事物不是由有道德的人建造的。我们做出了艰难的选择，为更好的生活奠定了基础。
SEV00001133	我现在就可以说...我后悔杀死沃克的妻子。一瞬间就发生了，那个女人说我...嗯，很糟糕。不能丢面子，你知道吗？
SEV00001134	总有一天我会为此付出代价的，也许是今天。不过沃克不是第一个来找我麻烦的人，我要碰碰运气。
SEV00001135	我有很多遗憾，但清理这个峡谷绝不是其中之一。
SEV00001136	你真了不起，冷酷到骨子里。让我们看看你会不会退缩。
SEV00001137	不。
SEV00001138	等我把你的皮钉在墙上的时候你会后悔的，混蛋。
SEV00001139	我唯一的遗憾就是没有在你开口之前杀了你。
SEV00001140	没有那种咔哒声，对吧？太令人满足了。博丁建议在银泉银行使用热喷枪，我拒绝了。
SEV00001141	你知道的...我自己也是个撬保险箱的高手。
SEV00001142	结束了，李。拿上你的那份，回家去吧。
SEV00001143	人们都说复仇是地狱里烹制的最甜蜜的食物。在我看来，一袋偷来的钱仅次于它。
