TIH00000001	Chess Bobblehead
TIH00001214	It's the same in the military. Oliver is fucking useless. Too many of the officers got their rank by playing politics, not from combat experience.
TIH00001215	It seems to me like we were damn lucky at Hoover Dam. I wouldn't count on that luck to hold two times in a row.
TIH00001216	But if we can win at Zulu, maybe we can hold out at the Dam. Either way, I don't plan on being anywhere near here when the music starts.
TIH00001217	What's your opinion of Caesar's Legion?
TIH00001218	I spent most of my career chasing down raiders and slavers. From what I hear the Legion is the same thing... just on a bigger scale.
TIH00001219	They're no better than most of those other savages outside the NCR. They have organization and discipline, but not much else.
TIH00001220	But to be fair, sometimes organization and discipline are enough. The NCR tends to forget that, and just focuses on fielding warm bodies.
TIH00001221	I know one thing - we sure as fuck better not underestimate them.
TIH00001222	What's your opinion of Mr. House?
TIH00001223	There are so many bullshit rumors, I don't know what to think of him. Some ranger told me House drinks his own piss and lives in a test tube.
TIH00001224	I've also heard stories of airships, talking deathclaws, and other nonsense. I tend to be skeptical of these stories. House is in the same category.
TIH00001225	I'd like to ask you something else.
TIH00001226	What is it?
TIH00001227	I don't have any more questions right now.
TIH00001228	Ok, let's get going.
TIH00001229	zBradleyMilitaryWhatHappened
TIH00001230	You're not going to let up, are you?
TIH00001231	I spent fifteen years in the infantry, was five away from my pension. I was a Staff Sergeant when I fucked it all up in Bullhead.
TIH00001232	I was with General... President Kimball's expeditionary force.
TIH00001233	It wasn't the toughest fighting I'd seen, but we were pushing hard, getting leaner on supplies and manpower as we pushed ahead.
TIH00001234	Somebody told me the first casualty of war is innocence, and that's absolute bullshit. The first casualty is fucking sleep.
TIH00001235	Marching, setting up camp, running night reconnaissance, firewatch, all these things mean next to no shuteye for the rank and file.
TIH00001236	The point is that my guys were wearing out, and I needed them alert. A dozing sentry can get an entire platoon killed.
TIH00001237	So I... reconnect with a few old contacts and managed to scrounge up some Jet. I thought it would be a stop-gap solution, something temporary.
TIH00001238	Wrong. Before I knew it half the squad was hooked, so even when I stopped distributing it the damage was done.
TIH00001239	Don't get me wrong, it did some good. It may have saved some lives in the final push when some of those boys were running on adrenaline.
TIH00001240	But when the smoke cleared and we settled in, they were still fiending. Things went downhill pretty quick, and the brass wanted heads to roll.
TIH00001241	They were threatening every NCO in the company... hell, the entire division. It started with me, so I jumped on that grenade.
TIH00001242	Only reason they didn't line me up in front of a firing squad was because of my combat record. Instead, I got ten years in the brig. I did five.
TIH00001243	One of my old NCO's, a man named Lancaster, did me a solid in the trial, testifying on my behalf. I'm not sure what became of him.
TIH00001244	So there I was, dishonorably discharged, no pension, no real work skills outside fighting... I was a ready-made merc.
TIH00001245	I'm not trying to break balls, but I'd like to know why you left the service. It doesn't add up.
TIH00001246	I said to leave it alone, and I damn well meant it.
TIH00001247	Were you a section 8 or something? Are you going to have a flashback and snap? I need to know!
TIH00001248	Who did you fight against during your time in the NCR's military?
TIH00001249	I fought a lot of fucking boredom, that's for damn sure. Jokes aside, it was mainly small bands of raiders, bandits, or slavers.
TIH00001250	I gotta admit, there were few things more gratifying than freeing slaves. It's an awful state... slavers treat people worse than their dogs.
TIH00001251	Maybe that's why I despise the Legion. I hear they have a giant slave camp off in Arizona, mining metal for weapons. Hundreds of slaves there.
TIH00001252	But I digress - most of the raiders were just small bands until the 80's came along. Those fuckers are a rough bunch, and they're growing.
TIH00001253	I ran into a few White Legs, also the Claws. Those crazy fucks drink Deathclaw blood, wear claws on gloves. They can gut you in a second.
TIH00001254	But, most of the maniacs I fought were just murdering slobs camped in the desert, nothing special. There's a lot of them on the frontier.
TIH00001255	Christ, you really want to hear this stuff? Ok.
TIH00001256	The woman... she was every bit a woman - was a good bit older than me when I met her. I was 16, when everything you feel is... magnified.
TIH00001257	Her name was Jessica Wright, married to some bigshot in the Wright family. It was freak luck meeting her, really.
TIH00001258	She had an arrangement with the Bishops, where they'd secretly deliver Jet, since her husband was a control freak.
TIH00001259	One of our guys was sick, and since I was the next slinger in line, young Bradley got the job of delivering Jet to Mrs. Wright.
TIH00001260	I remember seeing her the first time, in that black dress. She had dark skin and eyes, and those hips... Jesus, I can almost feel them.
TIH00001261	Maybe it was just good timing, but we "connected" right away. It was like nothing I had felt before... and nothing since.
TIH00001262	Jess was the sort of woman who could put crazy thoughts in your head with just a look... not to mention her touch. Jesus, she was amazing.
TIH00001263	I had dumb dreams about killing her husband, marrying her. She was the focus of my youth, my passion. Maybe I left it all with her.
TIH00001264	When I had to leave Reno, I wrote her a letter, asking if she'd go with me. She never wrote back. I figured she had moved on.
TIH00001265	Being in the military, always in camp or on campaign, I tried to forget about her. I had more than my share of whores, but it wasn't the same.
TIH00001266	Funny thing is that after all this time, I mostly remember Jess' smell. That perfume, her hair. Not a day goes by that I don't think of her.
TIH00001267	Who was this woman you mentioned? Seems like you have strong feelings about her.
TIH00001268	Some things are best left in the past... in memories, not words. I hope you learn that someday.
TIH00001269	Hold on - tell me about the woman. I want details.
TIH00001270	Have you ever thought about going back to Reno and finding her?
TIH00001271	That was... almost 25 years ago. I'm sure she's moved on. I should have done the same long ago.
TIH00001272	Some things are best left in the past. You can't blame yourself for someone else's choices.
TIH00001273	Maybe you're right. When you're detached from something for so long, it's easy to let nostalgia skew your perception.
TIH00001274	She made her choices, I made mine. It's just that simple.
TIH00001275	You should forget about that hussy. There are other fish in the sea, muchacho.
TIH00001276	Watch your fucking mouth. You don't know what the fuck you're talking about.
TIH00001277	aaASKWhatFindInHere01
TIH00001278	Hey, can I ask you a question?
TIH00001279	Sure, what's on your mind?
TIH00001280	I'm not sure how I feel about this whole thing. Honestly, what do you think we'll find in here? I'm tempted just to leave it alone.
TIH00001281	No, we should keep moving.
TIH00001282	You're probably right. Lead the way.
TIH00001283	Nothing ventured, nothing gained. You can't be meek in the face of danger, Bradley.
TIH00001284	Hey, who the fuck are you calling meek?
TIH00001285	Alright, I'm right behind you. But if Deathclaws lop our faces off I'm going to remind you I was right.
TIH00001286	If you don't have the nerve, I'll be happy to go it out alone and keep everything to myself.
TIH00001287	I'm not going anywhere. I wanted to see where you stood, and you just let me know. Let's get moving.
TIH00001288	I don't know what's in there, but we're going to find out together. Good enough?
TIH00001289	Absolutely. I just wanted to see where you stood. That told me what I needed to know.
TIH00001290	aaASKMoneyIntro
TIH00001291	Hey, can I ask you a question?
TIH00001292	Sure, what is it?
TIH00001293	I wasn't sure if we'd find anything, and now that we're here, I can't help but think of what's going to happen afterwards.
TIH00001294	For the sake of discussion... let's say we walk out of that place filthy rich... like Sierra Madre rich. What are you going to do with your cut?
TIH00001295	No, we're almost to the vault. Let's keep moving.
TIH00001296	Yeah, you're right. I've got your back.
TIH00001297	It's a little early to start discussing our hypothetical wealth. Let's focus on getting it first.
TIH00001298	You're right. Normally I'm focused on the job, but finding this... something left by my dad. I can't help but smile at the thought of it.
TIH00001299	I was thinking of using the money to help Freeside.
TIH00001300	No offense, but they can fend for themselves. I've walked that road, living in the gutter, eating rats and barely surviving.
TIH00001301	Besides, you throw cash at Freeside and the end result... the Kings are carrying new guns and wearing new suits. Nothing changes.
TIH00001302	This isn't about the money. It's about finishing the job.
TIH00001303	It's always about the money. If you want to lie to yourself... say it's not... that's your choice.
TIH00001304	What does it matter? You're just going to piss it away.
TIH00001305	Always gotta be the douchebag, don't you? I'm looking forward to the end of our little partnership.
TIH00001306	aaBARKLambdaBadFeeling
TIH00001307	You ever get that feeling in your stomach... makes you taste vomit in the back of your throat? That just happened to me.
TIH00001308	Thank you.
TIH00001309	Whatever.
TIH00001310	<Remain Silent>
TIH00001311	<The Courier stares at you>
TIH00001312	Fucking fascist.
TIH00001313	Fuck off.
TIH00001314	Fucking fascist.
TIH00001315	I'm &PCName;. You wanted to discuss building an orphanage, right?
TIH00001316	Oh, of course! I wasn't sure if you would respond.
TIH00001317	I've heard of you... how you took down the Syndicate, saved Westside from Fiends. I also heard you're... well off.
TIH00001318	Vegas is a town of haves and have-nots. I want to know if you'd be willing to help us give back to the less fortunate, give them a better shot.
TIH00001319	I already have the spot for the orphanage picked out, and Zeke can provide security. What I need... are caps. 10,000 caps, to be specific.
TIH00001320	Bitch, I got your letter. Find someone else to pay for those brats, and don't write me again.
TIH00001321	Why... you greedy piece of shit!
TIH00001322	Zeke, teach this slime a lesson in civility!
TIH00001323	God bless you!
TIH00001324	It's going to take us a few days to get the place set up, but feel free to swing by when we're up and running. I might even have work for you.
TIH00001325	This is a great service you're doing for New Vegas. We won't soon forget it.
TIH00001326	I'm happy to help. <Pay 10,000 caps>
TIH00001327	I understand. I still have business to manage here in Novac, so just speak with me when you have the caps collected.
TIH00001328	I want to help, but I'll need more time to get 10,000 caps together.
TIH00001329	Please, take your time. It's a lot of caps. We'll be here when you have it collected.
TIH00001330	I'm sorry, but I still don't have enough caps.
TIH00001331	Why should I trust you?
TIH00001332	I was an orphan myself. I know what it's like, struggling to survive, stealing just to stay alive.
TIH00001333	I've spent years just getting on my feet, working as a trader. For the first time, I'm in a position to help these children... to help New Vegas.
TIH00001334	I want to spare these children the hardships of living on the street. I can't do it alone, though. I need your help.
TIH00001335	I'm not going to finance your orphanage.
TIH00001336	Well, that's disappointing. Is there any particular reason?
TIH00001337	I wanted to speak with you about funding the orphanage.
TIH00001338	I was wondering if you'd say that.
TIH00001339	If this means helping the children of New Vegas, I'll raise the stakes. <Pay 20,000 caps>
TIH00001340	This is... I never expected.... thank you!
TIH00001341	It's going to take us a few days to get the place set up, but feel free to swing by when we're up and running. I might even have work for you.
TIH00001342	This is a great service you're doing for New Vegas. We won't soon forget it.
TIH00001343	10,000 caps?! Are you housing them at the Ultra-Luxe?
TIH00001344	I didn't pull that amount out of thin air. The NCR doesn't help worth squat, so me and Zeke have to get the ball rolling. Everything costs money.
TIH00001345	We have to get water, food, power, and extra security. Then there's the NCR permits and taxes. It takes green to cut through red tape.
TIH00001346	I've already got the building picked out - it's a place just east of the Medical Clinic. When we're set up, you can see for yourself.
TIH00001347	What's up with the mutant?
TIH00001348	He's a bodyguard of sorts. I bailed him out of some trouble a while back, so he took some kind of crazy blood oath to protect me.
TIH00001349	Not a big talker, but he's hell on wheels in any sort of rumble.
TIH00001350	My reasons are my own.
TIH00001351	That's unfortunate, but I respect your decision. Zeke and I will hit the road, I guess. We have a lot of money to raise.
TIH00001352	I don't trust you.
TIH00001353	You're smarter than I thought. I guess you didn't get that money by accident, did you?
TIH00001354	Farewell, Courier. Until our next meeting.
TIH00001355	I won't invest 10,000 caps in such a risky venture.
TIH00001356	If you only knew how much a difference it would make... how it would help those children, I think you'd reconsider.
TIH00001357	That's unfortunate, but I respect your decision. Zeke and I will hit the road I guess. We have a lot of money to raise.
TIH00001358	You strike me as an unctuous bitch.
TIH00001359	You've got some nerve...
TIH00001360	Fine. I'll find someone else with a sense of charity to help us. Keep your money and your judgment.
TIH00001361	I don't like your face.
TIH00001362	Are you a child? That's the most petty, shallow thing I've ever heard!
TIH00001363	Fine. I'll find someone else with a sense of charity to help us. Keep your money and your judgment.
TIH00001364	What's with all the security?
TIH00001365	You would not believe... hobos and filthy Fiends are all over the place.
TIH00001366	I didn't want to take any risks that might jeopardize the children. The mercenaries work at a reduced rate, and Zeke... well, he's free.
TIH00001367	Where are all the orphans?
TIH00001368	Funny thing, we just found homes for over a dozen youngsters.
TIH00001369	Most of them were only here for a day or two. The Followers were really helpful in connecting us with good parents.
TIH00001370	I'm sure we'll have more in here soon. I've made sure to tell the Followers, Kings, and everyone else we're open now.
TIH00001371	What's in the basement?
TIH00001372	It's a mess right now - you should steer clear. We've got some cots and mattresses, and I'm working on setting up a classroom for the kids.
TIH00001373	A few more days and it will be fixed up real nice. It's a sight better than living on the street, that's for certain.
TIH00001374	Is there any way I can help out?
TIH00001375	You've done so much already, I hate to impose any further.
TIH00001376	We do appreciate it, but right now I think we're all set.
TIH00001377	aaInheritancePost06EstherOPPerception
TIH00001378	What? How...
TIH00001379	I don't like where this conversation is headed. I want you to leave. Now.
TIH00001380	You're lying to me.
TIH00001381	I know you've been using the Orphanage as a front for the slave trade, Esther.
TIH00001382	You couldn't leave well enough alone, could you?
TIH00001383	Look, is this a matter of money? Surely we can come to an agreement.
TIH00001384	And if you're thinking of making a move... don't. If you're the do-gooder type, the only way you'll save those kids is if you hear me out.
TIH00001385	I find out you've been peddling kiddies. I'm going to bleed you slowly, you heinous twat.
TIH00001386	Whoa, hold on. Just... be reasonable!
TIH00001387	Look, I understand you're angry, but stop and think for a moment. If you want your money... if you want to save those kids - you'll hear me out.
TIH00001388	You set up a slavery den with *my* money, and you hid it? I want my cut, right now.
TIH00001389	Ok, ok. Look, I can't be too careful these days, with the NCR and other abolitionist nuts running around.
TIH00001390	It seems like you're reasonable, though, so we'll work something out. Clearly, you deserve some... restitution.
TIH00001391	I'm only going to ask once: where's my money?
TIH00001392	I can get you your money, no questions asked. But before I do that, just hear me out on something.
TIH00001393	You can't exactly go the bank for a startup loan on a slavery ring. I could build a front, but I needed capital to get on my feet. You provided it.
TIH00001394	By any measure, you're now a shareholder. Instead of a lump sum, why not take a piece of the action each week?
TIH00001395	Look, if you're dead set on getting all the caps back right away, we can do that. But if you're smart, you'll stay on board with me.
TIH00001396	I'll run the business. You don't have to touch it or see it, unless something big comes up. In exchange, you get ten percent of the profits.
TIH00001397	So what's it gonna be, Courier? Are you in this for the long haul?
TIH00001398	What do you mean, save the kids? Where are they?
TIH00001399	I'll tell you, but first you have to give me your word - in exchange for the information, I'm going to walk out of here.
TIH00001400	You can still save them... the question is whether or not you're willing to put their lives ahead of your disdain for me.
TIH00001401	I'm going to break your spine and dump you over the dam. You'll be Lakelurk shit, you stupid cooze.
TIH00001402	Zeke! Mama needs you!
TIH00001403	[Taunt] You take orphans and enslave them? You're lower than rat shit, cunt. <Attack>
TIH00001404	...
TIH00001405	Bitch, I'm the do-bad type, and you just shit in my hat. Good-motherfucking-night. <Attack>
TIH00001406	Zeke, we got a fighter!
TIH00001407	You took my money to set this place up. That makes me a share-holder.
TIH00001408	I was wondering if you'd say that - it's good to know you've got a mind for business.
TIH00001409	Clearly you deserve a share of the profits. I can offer you a cut each week, no questions asked. The alternative is a lump sum buyout.
TIH00001410	The smart play... is to stay with us. At the rate we're going, you'll make your money back and then some. It's up to you.
TIH00001411	Ok, I'll take a share of the weekly profits.
TIH00001412	Very shrewd choice, if I may say so. As long as there are orphans, we will stay in the black.
TIH00001413	Just check in with me each week, and I'll have your share of the take. Aside from that, we should keep our contact to a minimum.
TIH00001414	We'll manage the business, acquisitions, everything. I'll only call on you if... complications arise. I'm not too worried about that, though.
TIH00001415	Thanks again, Courier. Take care of yourself.
TIH00001416	
TIH00001417	Fine. This is going to set me back more than you know, but you have a point.
TIH00001418	After this, we're done. My debt is paid, our business is finished. I think it's best if we avoided any contact in the future.
TIH00001419	I gave you a loan and you turned it into gold. You owe me points on top of the lump sum.
TIH00001420	Fine. This is going to set me back more than you know, but you have a point.
TIH00001421	After this, we're done. My debt is paid, our business is finished. I think it's best if we avoided any contact in the future.
TIH00001422	I gave you a loan and you turned it into gold. You owe me points on top of the lump sum.
TIH00001423	This wasn't exactly a loan. I had good reason for my methods. I'll settle my debt, but I'm not paying a cap more.
TIH00001424	Don't you owe me interest or something?
TIH00001425	I want the lump sum, right now.
TIH00001426	I had hoped you would opt for the long-term plan, but I respect your choice.
TIH00001427	Here it is, every last cap. That should conclude our business. I think it would be best if we avoided any contact in the future.
TIH00001428	I had hoped you would opt for the long-term plan, but I respect your choice.
TIH00001429	Here it is, every last cap. That should conclude our business. I think it would be best if we avoided any contact in the future.
TIH00001430	aaInheritancePost06EstherMONEYSumAndLeave
TIH00001431	You can leave unharmed if you tell me where the children are being held. I give you my word.
TIH00001432	The Vipers have them in their new hideout, east of Nipton. It's nothing more than an old cave, really.
TIH00001433	Supposedly they've gotten some new blood from outside the Mojave, real hardasses. They're going to sell the kids to the Legion.
TIH00001434	You're not a bad sort, Courier... you just see things a little too... black and white. Good luck to you.
TIH00001435	I won't agree to those terms. You have to pay for what you've done.
TIH00001436	Very well. Zeke?
TIH00001437	I keep a pair of pliers and a blowtorch handy. I bet I can make you talk.
TIH00001438	Maybe. But by the time I tell you, those kiddies will be sold to Caesar's Legion, never to be seen again.
TIH00001439	You can make a move, or go save those orphans. Time is wasting, so you better choose quickly.
TIH00001440	I don't care about the kids or the money. I just want to watch you die, bitch.
TIH00001441	Fucking psycho!
TIH00001442	I'd like to pick up my weekly cut.
TIH00001443	Sure, here you go.
TIH00001444	Sure, here you go.
TIH00001445	Sure, here you go.
TIH00001446	Sure, here you go.
TIH00001447	Sure, here you go.
TIH00001448	Sure, here you go.
TIH00001449	Sure, here you go.
TIH00001450	Sure, here you go.
TIH00001451	Sure, here you go.
TIH00001452	What a week! If this keeps up, we're gonna have to retire early!
TIH00001453	aaInheritancePost06Auctioneer01
TIH00001454	<Auction Chanting>
TIH00001455	aaInheritancePost06Auctioneer02
TIH00001456	<Auction Chanting>
TIH00001457	<Intelligence Check>
TIH00001458	Vae, eam fuisse oportet Quintum. Habet merdam pro cerebris. Stridebo super faciem suam!
TIH00001459	Erras. Diversum centurio acquiritur servorum heri.
TIH00001460	Hoc mirabile est, tangeris per deos.
TIH00001461	Non habeo fortuna. Despiciam alibi.
TIH00001462	Vale, misera creatura.
TIH00001463	Me share you meat. Make muffins!
TIH00001464	<Lie> Vendebant servis ad aliquem cum plus pecuniam.
TIH00001465	Interficiam omnes!
TIH00001466	aaInheritancePost06SeverusIntelligenceLow
TIH00001467	aaInheritancePost06SeverusSpeech
TIH00001468	<Remain Silent>
TIH00001469	Edepol, stultus es.
TIH00001470	Pro tempori ultimi - ubi. sunt. servis. meis.
TIH00001471	I'm not with the Vipers. The slaves have been freed.
TIH00001472	Malum! Qui fecerunt?
TIH00001473	Explica tecum ipse... aut amputari cordis tui!
TIH00001474	I can't understand you.
TIH00001475	Hui! I forget that most of the profligates are not versed in my mother tongue.
TIH00001476	I am here to collect the property of Caesar, young slaves to be indoctrinated and trained. Direct me to their holding cell so I may retrieve them.
TIH00001477	Cut the jibber-jabber and move, or I'll modus ponens my foot up your ad hominem. <Attack>
TIH00001478	Perite!
TIH00001479	[Taunt] Caco in Caesarem. Caco in Legionis. Caco in vos.
TIH00001480	...
TIH00001481	What are you doing out here?
TIH00001482	Trying to wait out those filthy hobos squatting on my property.
TIH00001483	Dirty bums don't give a damn about my deed, and the NCR won't send any law to force them out.
TIH00001484	Who are you?
TIH00001485	James Anderson. Most call me Jimmy. This is my wife, Jane, and children, Robert, Betty, and Billy.
TIH00001486	Why did you call it your property? It's an abandoned building.
TIH00001487	It was an abandoned building. An NCR inspector found it uninhabited, so they put it up for sale as part of the Homestead Initiative.
TIH00001488	My farm near Redding was about to go to the brahmin barons, so I put everything I had into this lot. Figured I could start a trading post.
TIH00001489	I bring my entire family and everything we have, only to find this place occupied by hobos.
TIH00001490	That Ronnie guy is their leader, and he won't budge. I'm getting desperate here, stranger. I might have to take matters into my own hands.
TIH00001491	I think it would be in your best interest to move on.
TIH00001492	Wait, you're supposed to be moving the hobos out of here! I bought and paid for this lot months ago. This is ridiculous! We're not going anywhere.
TIH00001493	Let me try to work something out with them.
TIH00001494	If you say so. The honcho is a loose cannon, real twitchy. I think they're on dope or mushrooms, something weird. Freaks, all of them.
TIH00001495	You get rid of them without any killing, and I'll throw in some caps for you. Thanks for doing this, stranger.
TIH00001496	I need to get going.
TIH00001497	See you later.
TIH00001498	Hobos? They're a disease, and the cure is in my holster. I'll take care of them.
TIH00001499	Cracking a few heads is one thing, but don't go killing people. I don't want bloodshed.
TIH00001500	You get rid of them without any killing, and I'll throw in some caps for you. Thanks for doing this, stranger.
TIH00001501	aaInheritanceOrphanageRonnieIntro01
TIH00001502	Look, you dumb sodbuster, I won't say it again...
TIH00001503	Wait, who the fuck are you?
TIH00001504	aaInheritanceOrphanageRonnieFamilyLeft
TIH00001505	aaInheritanceOrphanageRonnieFamilyDead
TIH00001506	I'm &PCName;. Mr. Anderson has the rights to this property. You're going to have to leave.
TIH00001507	What? We've been on the road for weeks, just trying to survive. We are day to day out here, stranger.
TIH00001508	We've got sick people and a pregnant woman. You want us to uproot and go back out in the wastes? You can wipe my ass with that deed!
TIH00001509	Shut up. Pack your shit, and lead your band of bums out of here, right fucking now.
TIH00001510	I know your kind, just like those NCR assholes. Always pushing us around, telling us to move on. Well not anymore, you vicious fuck.
TIH00001511	We've got sick people and a pregnant woman. You want us to uproot and go back out in the wastes? You can wipe my ass with that deed!
TIH00001512	If you don't leave right now, I'll turn your skull into a collection jar for the bums in Freeside.
TIH00001513	We-we'll find someplace else, right now.
TIH00001514	I'm here to eat muffins and kill hobos. I'm all out of muffins. <Attack>
TIH00001515	You and me are going on a car ride to hell, and I'm riding shotgun!
TIH00001516	<Speech Check for diplomatic option>
TIH00001517	Me? Work for him? I don't know.
TIH00001518	But... I got mouths to feed. We've done every type of odd job out there, so some steady work might be good for us.
TIH00001519	Fine. You tell Anderson that we'll sign on so long as he keeps the wages fair and throws in some food for us every now and then.
TIH00001520	What if you and your people signed on to work for Mr. Anderson? Everyone would benefit.
TIH00001521	<Ronnie glares at you, clearly dismissing the idea>
TIH00001522	What if you split the property? You could keep the top floor, and they would live downstairs.
TIH00001523	aaInheritanceOrphanageRonnieLeaveBribe
TIH00001524	For that, we can find another spot. You're alright stranger. Take care of yourself.
TIH00001525	Here, this ought to be enough to buy some food and shelter - somewhere else. <Pay 500 caps>
TIH00001526	You bring... 500 caps. Then we'll talk.
TIH00001527	Would you be willing to leave in exchange for caps? I could gather some and return.
TIH00001528	aaInheritanceOrphanageRonnieLeaveIntimidate
TIH00001529	Whoa, this was temporary, you know? Just a stopover, nothing more. We'll be out of your hair, right now.
TIH00001530	If you don't leave, I'll break your neck and leave you for the rats.
TIH00001531	Bitch, don't ever try to bulldog a hobo with a shotgun. Take your threats and shove them up your ass.
TIH00001532	Get moving, or things will get awfully physical around here.
TIH00001533	aaInheritanceOrphanageRonnieLeaveIntelligence
TIH00001534	Fiends? Damn, I thought there was just a few bandits, nothing major. I'm not very keen on tangling with those savages.
TIH00001535	I didn't really think about the food and what not. Figured we'd leach off Westside. Damn, I guess we'll have to keep moving on.
TIH00001536	You've got no food or water source, and Fiends are roaming outside. You sure you want to stay?
TIH00001537	We've been scrounging every which way for months. We'll find what we need. At least here there's a roof over our heads.
TIH00001538	Do you really want to live off roaches and rats in here? You're better off somewhere else.
TIH00001539	aaInheritanceOrphanageRonnieGotMoney
TIH00001540	For that, we can find another spot. You're alright stranger. Take care of yourself.
TIH00001541	I managed to get some caps together. <Pay 500 caps>
TIH00001542	I need to get going.
TIH00001543	Later.
TIH00001544	I convinced Ronnie and the squatters to leave.
TIH00001545	Hot damn! We'll get started on renovating the place right away! Thanks so much for your help, stranger. I hope you check back in later.
TIH00001546	I killed the squatters. This house is clean.
TIH00001547	Wait, they're all dead? God, they may have been hobos, but they sure as hell didn't deserve that!
TIH00001548	I'm glad to be getting the property, but please... stay away from us.
TIH00001549	aaInheritanceOprhanageJamesMoveOnBribe
TIH00001550	With that kind of cash, I can probably make a payment on a new lot.
TIH00001551	It's your money, stranger. We'll make due somewhere else. Best of luck to you.
TIH00001552	There are plenty of other spots in the Mojave. This should cover your expenses. <Pay 1,000 caps>
TIH00001553	aaInheritanceOprhanageJamesMoveOnSpeech
TIH00001554	You got no idea what we went through to get here, stranger. Dammit to hell, this what I was worried would happen.
TIH00001555	It was a dumb, crazy dream. I should have known better. We've got enough to make it back to California, I guess. Maybe we can start over.
TIH00001556	This is on the edge of the frontier. It's a dangerous place. Do you really want your family here?
TIH00001557	No, we sacrificed too much to get here. That building is our future, so help me God. Nothing you say will change that.
TIH00001558	Hey, if you don't like it, you can get out!
TIH00001559	aaInheritanceOprhanageJamesMoveOnBarter
TIH00001560	Christ, don't do this, not with my family here!
TIH00001561	We, we'll go. Just don't hurt us!
TIH00001562	Start moving or I'll rip your guts out in front of your entire family.
TIH00001563	Are you simple? You can't intimidate us, stranger. We've got almighty God and the NCR looking out for us. Your threats are worth panther piss.
TIH00001564	Leave or I'll bash your brains in like a bag of fucking carrots.
TIH00001565	Ronnie says they're willing to work for you if you let them stay.
TIH00001566	Hobos? You can't be serious. I want them gone, not living next to me! I can't imagine being around those wretches every damn day.
TIH00001567	The hell of it is that I will need manpower to get this place up and running. I just never imagined I'd be turning to hobos.
TIH00001568	Ok, stranger, you win. I'll put them on the payroll, and give them food and board. They better not slack off, though. I won't tolerate loafing!
TIH00001569	aaInheritanceOrphangeJamesHireHobosSpeech
TIH00001570	aaInheritanceOrphangeJamesHireHobosBribe
TIH00001571	aaInheritanceOrphangeJamesHireHobosIntel
TIH00001572	The Andersons want you out, but I'm not keen on helping them. What are my options?
TIH00001573	Well, I didn't see that coming. I just assumed you were some hardass merc sent in here to give us the boot.
TIH00001574	If you can convince them to move on, we would have this place to ourselves. I don't have much to offer, but we'd be obliged to you.
TIH00001575	Whatever you do, don't get violent with them. Wiping out a family of NCR settlers would bring down a shitstorm from the government.
TIH00001576	Just lay some charm on them, see if they'll go. If you pull it off, we'll get some type of compensation together - I can promise you that.
TIH00001577	The Andersons have moved on. The building is yours.
TIH00001578	I just peeked outside and saw them packing up. I couldn't believe it!
TIH00001579	We don't have much to offer in the way of caps, but I may have something better for you.
TIH00001580	Here, take this shotgun. I was keeping it for close encounters, but I'm hoping we're past that point now. Take care of yourself, stranger.
TIH00001581	I'd like to see your wares.
TIH00001582	Absolutely. Here's what I've got.
TIH00001583	aaInheritancePost08JamesMOVEDIN
TIH00001584	Yeah, thanks to you, partner. It's not always easy going, but there's enough trade around here to keep us afloat.
TIH00001585	You're always welcome here, any time of day. If you need to trade, I'll cut you a discount. It's the least I can do after what you've done.
TIH00001586	It looks like your business is up and running.
TIH00001587	Yeah, I have to crack a few heads every now and then, but Ronnie and his crew are working out alright. We've been blessed with a lot of business.
TIH00001588	You're always welcome here, any time of day. If you need to trade, I'll cut you a discount. It's the least I can do after what you've done.
TIH00001589	It looks like everything worked out between you and Ronnie.
TIH00001590	aaInheritanceOrphanageRonniePEON
TIH00001591	Yeah, but this ain't all it's cracked up to be. I'm working like a fucking dog for that taskmaster sonofabitch.
TIH00001592	He drives a hard bargain, let me tell you. Some of the group already ran off to Westside, looking for work.
TIH00001593	But in the end the pay is steady and the food is good. We can't complain. Thanks for setting this up, stranger.
TIH00001594	It looks like everything worked out between you and the Andersons.
TIH00001595	<Remain Silent>
TIH00001596	Qui tacet consentire videtur... ubi loqui debuit ac potuit.
TIH00001597	aaInheritancePost06SeverusDontKnow
TIH00001598	You don't understand. I freed the slaves.
TIH00001599	Quid? Morere!
TIH00001600	aaInheritancePost07CourierIntro01
TIH00001601	<The courier silently produces a letter>
TIH00001602	Wait, what is this?
TIH00001603	...
TIH00001604	Hold on, zombie, what is this all about?
TIH00001605	...
TIH00001606	<The courier stares back at you>
TIH00001607	<Stare at the courier>
TIH00001608	<The courier blinks and begins to tremble>
TIH00001609	RIDE THE SNAKE!
TIH00001610	<The courier blinks, then makes an obscene gesture>
TIH00001611	<Stare at the courier>
TIH00001612	I'm here about the letter.
TIH00001613	Oh, it's you! I just... I pictured you differently, you know? I'm so glad you decided to meet with me.
TIH00001614	The letter gave a generalized view of what I'm trying to accomplish, but I'll give you some specifics.
TIH00001615	With the Syndicate gone, the Fiends are relying strictly on the Khans for their drugs, which means an uneven supply and price gouging.
TIH00001616	This has had a two-fold effect: some Fiends are becoming more radical in an attempt to finance their habit, while others... are trying to get clean.
TIH00001617	What I'd like to do... with your help... is to build a clinic near Westside that would offer rehabilitation services for the Fiends.
TIH00001618	We would also like to provide medical services to Westside residents, and host a halfway house for former Fiends trying to re-integrate into society.
TIH00001619	Over time, I believe that we can whittle away at the Fiends' ranks. Of course, this isn't going to pay for itself. That's where you come in.
