AAD00100001	问好
AAD00104329	猫王一开始或许不会听你的，所以你可能需要去迎合他。要不惜一切代价。
AAD00104330	当你搞定了，无论是用哪一种方式，来这向我汇报，我们会去那接手的。
AAD00104331	和我说说猫王的情况。
AAD00104332	他是个白人，30多岁，拥有非凡的领袖魅力。这最后一点也正是我们要指望的。
AAD00104333	猫王帮是由一群年轻的混混们组成的，他们谁的话都不听，唯独信服他。把他争取过来，其他的人也就搞定了。
AAD00104334	不值得。你只要保证猫王帮成员从此不再攻击NCR市民。
AAD00104335	我不能给你磁带，这些是你的罪证。
AAD00104336	看来你已经做出选择了。那就去死吧。
AAD00104337	
AAD00104338	[失败] 抱歉，拿不到磁带，我哪儿都不会去。
AAD00104339	如果你…呃…给我300个瓶盖，并且离开维加斯，我会好好保管这些磁带的。
AAD00104340	我可以帮你。
AAD00104341	太好了，那我们就别浪费时间了。我们现在最大的问题是补给和兵员，而这两者已经要被军团消耗殆尽了。
AAD00104342	军需官梅伊斯一直在向我抱怨物资短缺的问题，但遗憾的是我们短期内肯定没办法得到补给了。.
AAD00104343	我希望你去和他谈谈，看看有什么你可以帮助他的。
AAD00104344	你需要我帮你做什么？
AAD00104345	我这里人手短缺，我也没有时间去处理营地里的一些问题。.
AAD00104346	我需要个人去和几个军官谈谈，并帮助他们解决这里的某些问题。
AAD00104347	你们和军团之间有什么嫌隙？
AAD00104348	妈的，和军团还能有什么好事？这次他们趁部队还没安顿好，偷袭了纳尔逊营地。.
AAD00104349	抢了不少装备，占了镇子。还把他们抓的几个人钉在了镇中心广附近的十字架上。
AAD00104350	詹姆斯·加勒特想找个有情调的牛郎，你有兴趣吗？
AAD00104351	他们能想到我，真是太荣幸了，我马上去。
AAD00104352	我已经检查完你的病人了。
AAD00104353	真是厉害。你在哪学的这些？我不觉得我有这么好的医术。令人敬佩。
AAD00104354	至于那些士兵，他们会很快痊愈然后返回前线。呵……生死循环。
AAD00104355	我会把你的所作所为告诉波拉特里少校的。再一次真诚地感谢你。
AAD00104356	我只想请你试一试。
AAD00104357	我会尽力的。毕竟是我欠你的。不过这样的话，咱们可就两清了，明白吗？
AAD00104358	我想再考虑一下。
AAD00104359	好主意。我可不是每天都愿意做顺水人情，所以你最好还是别太匆忙做决定。.
AAD00104360	仔细考虑清楚，等你搞明白自己究竟想要什么再回来吧。我随时在这里恭候大驾。
AAD00104361	有件事你可能想知道，现在赫克基本已经没什么人保护了。
AAD00104362	所以，由于找不到泰德，赫克就把他所有的保镖都派出去了？
AAD00104363	妈的，听起来是个千载难逢的好机会啊。赫克这下是要连自己怎么死的都不知道了，你觉得呢？ ?
AAD00104364	不。
AAD00104365	[成功] 这样的话，我倒是有一些。
AAD00104366	跟我来。
AAD00104367	<支付10个瓶盖>
AAD00104368	别耍小聪明。我们按次收费，所以要珍惜点，别浪费了。
AAD00104369	不，还没有。
AAD00104370	如果你发现了些什么，就告诉我。
AAD00104371	我觉得，这个问题应该是要问你才对。 ?
AAD00104372	我觉得，这个问题应该是要问你才对。 ?
AAD00104373	100个瓶盖怎么样？
AAD00104374	我没能说服她逃离那地方。
AAD00104375	这一招……没用的。听着，指望她能马上转过弯来是不可能的，卡奇诺已经把她吓傻了。
AAD00104376	你一定要想个办法让她逃走……拜托了。
AAD00104377	琼娜很高兴听到你的消息，她也想逃离蛾摩拉。
AAD00104378	真的吗…？听着，不要浪费时间。只要你能帮她逃到自由城，我们就能彻底离开这该死的地方了。.
AAD00104379	我会在午夜到黎明之间在那儿等你，不过我们需要几个帮手。我们只有一次机会，听懂了吗？
AAD00104380	自由城有几个家伙，他们都是好人，懂吗？他们还欠我个大人情。告诉他们，就说卡利托斯来兑现筹码了，他们知道该怎么做。
AAD00104381	
AAD00104382	噢，在离这儿很远的西边，你肯定没去过。就我们了解，那个地方以前名叫"菲巴斯牧场。"
AAD00104383	我们被迫把地卖给了赫克·冈德森。牧场主协会给它做了担保，第二天银行就要求全额付款。
AAD00104384	
AAD00104385	如果你不介意吃苦的话，那日子还算不错。唯一烦人的就是应付鼠害。
AAD00104386	要是你没有在鼹鼠下崽之前就逮到它们，那你每天都能在鼠洞里撞见三四头摔折了腿的小崽子。
AAD00104387	当然，所有老鼠里最可恶的还是某位双头牛大亨，他和另一位参议员串通一气。
AAD00104388	这可不是靠着猎鼠步枪就能解决的问题，但我担心我丈夫正有这个打算。他现在一门心思就想除掉冈德森。
AAD00104389	我知道些冈德森的消息。.
AAD00104390	为什么凯撒的军团这么……奇怪？
AAD00104391	核弹夷平了整个世界。人类文明退化到了蒙昧阶段，所有的文化进程全部清零。
AAD00104392	NCR的问题与古罗马共和国如出一辙——极端的官僚主义，腐败，和参议院内部的勾心斗角。
AAD00104393	如同古罗马一般，用一支军队将NCR征服，使其转化成为军事独裁国家，是不可违逆的必然结果。
AAD00104394	正命题与反命题。科罗拉多河就是我的卢比孔河。NCR的议会将被连根拔起，但由此诞生的合命题也将改变军团的本质……
AAD00104395	……从一支渺小的平民部队转变为保家卫国的的武装力量，同时也要维护独裁者的权力。
AAD00104396	那么你和NCR"对立统一"又是什么？
AAD00104397	你觉得NCR怎么样？
AAD00104398	你是想听一个过往公民的意见，还是一个未来统治者的意见呢？实际上，我的观点都一样。
AAD00104399	年轻的时候，我被教导要尊敬沙荫镇的坦蒂总统。"新加州共和国的国母"。
AAD00104400	你知道她连任长达52年之久吗？并且他的父亲，亚拉德什，还是共和国的第一任总统？
AAD00104401	对你来说，这听起来究竟是民主，还是世袭独裁？
AAD00104402	你怎么抓到本尼的？
AAD00104403	我还挺敬佩这混小子的，他的意志相当坚定。他利用某种旧世界的潜行装置，混在军团的船只里过了河。
AAD00104404	那玩意似乎在抵达这儿的时候耗光了能量，不过他还是靠着伪装逃过一劫。他在气象台外面被抓了个正着。
AAD00104405	原因嘛，说来简单，他没有换发型。费了这么大劲儿，却因为不舍得弄乱头发而前功尽弃……
AAD00104406	那么，你是谁？
AAD00104407	我来这里有一阵子了。目前我在给天启追随者当保镖，但这工作相当没意思。
AAD00104408	除了偶尔会碰上几个企图抢劫他们物资的暴徒外，也就没什么事可做了。
AAD00104409	有个我喜欢的研究员，以前经常和我聊酒，却被调走了。其他医生虽然漂亮，但我一开玩笑，她们就紧张。
AAD00104410	我敢打赌你一定见多识广。
AAD00104411	我活得够久了，对人类的行为模式早就了若指掌。我非常热衷于探索肉体与精神的痛苦。
AAD00104412	听起来不错。<付25个瓶盖。>
AAD00104413	上楼找我吧。我会尽量让你毫发无损的。
AAD00104414	我想雇你陪我一会儿。
AAD00104415	圣地亚哥随时听候差遣，我娇嫩的小花朵。只要一点点瓶盖，我就是你的人了。
AAD00104416	给你。<支付25个瓶盖>
AAD00104417	亲爱的，我们楼上见。
AAD00104418	天启追随者正在寻找供货商。
AAD00104419	他们需要枪吗？
AAD00104420	天启追随者正在寻找供应商。
AAD00104421	我们没有蒸馏器和设备来为他们提供所需的药品。
AAD00104422	你可以去咨询一下废土上的其他商人，但我认为还是原子牛仔的希望最大。
AAD00104423	他们有一堆蒸馏器和数不清的酒精，可以用来做麻醉剂和消毒剂。
AAD00104424	你需要的是稳定供货。
AAD00104425	如果真有的话，那可是雪中送炭了，但我们目前还无法同深红商队公司或其他本地商人达成协议。
AAD00104426	如果你能想办法找到愿意同我们合作的人，我将很乐意给你所购买的药品打折。
AAD00104427	我带来了些医疗物资。
AAD00104428	很好！你要捐赠什么?
AAD00104429	吗啡-X.
AAD00104430	辐特宁。
AAD00104431	我们目前应该已经有足够的辐特宁了，但多备些总是好的。 你要捐赠多少个？ ?
AAD00104432	瘾头解。
AAD00104433	加勒特双胞胎很快就会把物资送来。
AAD00104434	老实说，加勒特愿意帮我们，真的我喜出望外，但我看得出来，他这么做并不是出于好意。
AAD00104435	好吧，今后你可以在我们这儿享受折扣，毕竟我们的问题都解决了。这个供货合同对我们意义重大。
AAD00104436	都不要，我会找到他的。
AAD00104437	什么？你是…认真的吗？好吧，我不是抱怨，甜心。
AAD00104438	实在是太感谢你了。
AAD00104439	你怎么了？
AAD00104440	[成功] 我……我不知道我怎么了。我现在一点感觉都没有，就像这废土一样，既空虚又肮脏。
AAD00104441	恐怕没了卡利托斯，我是无法离开这里了。就算我没有被吗啡针害死，卡奇诺或黑手党的人也会杀了我的。
AAD00104442	哈，我看上去很可悲，不是吗？曾经光彩耀人的琼娜，如今却落到这步田地……我都不知道为何要和你说这些。.
AAD00104443	琼娜，你要信任我。为何你总回避我的问题呢？
AAD00104444	[成功] 我……我不知道我怎么了。我现在一点感觉都没有，就像这废土一样，既空虚又肮脏。
AAD00104445	恐怕没了卡利托斯，我是无法离开这里了。就算我没有被吗啡针害死，卡奇诺或黑手党的人也会杀了我的。
AAD00104446	哈，我看上去很可悲，不是吗？曾经光彩耀人的琼娜，如今却落到这步田地……我都不知道为何要和你说这些。
AAD00104447	我想聊聊卡利托斯的事情。
AAD00104448	什么？你见过他了？你和他说过话了？
AAD00104449	是的？
AAD00104450	我现在很忙。
AAD00104451	是，你他妈真忙。反正我就在这儿守着，等你哪天腾出空了再来吧，哈哈。
AAD00104452	
AAD00104453	你赶走了不怀好意的危险分子，也搜查了大家身上的武器，全程都表现得十分镇定。
AAD00104454	总结起来，你确实有在按规矩办事。西蒙对你很满意，我也一样，所以我决定给你一笔额外的奖金。
AAD00104455	
AAD00104456	然后呢？别吊我胃口。他们是什么反应？
AAD00104457	我按要求运送了样品。
AAD00104458	
AAD00104459	入侵者！
AAD00104460	你是何时注意到它们丢失的？
AAD00104461	我记得某天早上，我注意到物资的数量比原有的少了一些。
AAD00104462	我起初也以为是我自己弄错了，但第二天早晨我又发现了同样的情况。
AAD00104463	营地到了晚上就很安静，特别是在凌晨两点守卫换岗的时候。我觉得你可以从那个时候开始调查。
AAD00104464	不是我干的。
AAD00104465	这真是个奇怪的回答。
AAD00104466	可惜我现在没时间去寻找那些失踪的医疗用品，因为我手头还有许多伤兵需要医治。
AAD00104467	或许你只是粗心大意。
AAD00104468	我是忙得不可开交，但再怎么样我都不会粗心大意。
AAD00104469	可惜我现在没时间去寻找那些失踪的医疗用品，因为我手头还有许多伤兵需要医治。
AAD00104470	或许你把它们放错地方了？
AAD00104471	万事皆可能，唯独这条不太可能。
AAD00104472	可惜我现在没时间去寻找那些失踪的医疗用品，因为我手头还有许多伤兵需要医治。
AAD00104473	为什么你会认为有人在偷你的物资呢？
AAD00104474	很简单，我这里剩下的药品数量比该有的少。我一直都很小心地使用这些物资，应该不止剩这一点才对。
AAD00104475	可惜我现在没时间去寻找那些失踪的医疗用品，因为我手头还有许多伤兵需要医治。
AAD00104476	你的设备看起来不错嘛。
AAD00104477	看样子你也当过医生？虽然算不上有多好，但至少凑合着能用。
AAD00104478	我只是希望自己能有足够多的器械和物资，好应付如此数量庞大的伤病员。
AAD00104479	更糟糕的是，我怀疑有人在偷我的医疗用品。
AAD00104480	看来这里情势严峻啊。
AAD00104481	人类已经互相厮杀了无数个世纪了。直到现在也没有改变。
AAD00104482	人们为了信仰而相互争斗、然后死去。我能做的也只是治好他们的伤，好让他们能继续快乐地生活。不害人，仅此而已。
AAD00104483	你最好找个像样点的借口。
AAD00104484	你有仔细看过四周吗？你看见这里在发生些什么吗？你知道我们在遭受什么样的罪吗？
AAD00104485	这个地方就是地狱。我看见了太多的战友在我眼前被军团残杀。我至今还能在晚上听见他们的尖叫声。
AAD00104486	我只想稍微逃避一下，所以我拿了一些药物，好帮我达到这个目的。这么做有错吗？
AAD00104487	你现在有足以夺回纳尔逊的兵力了吗？
AAD00104488	不怎么够，但是我们别无选择。如果你能帮营地解决更多的问题，那么我就能腾出更多的人手来参加战斗。
AAD00104489	我们的兵员数量已经不少了，但这将是场势均力敌的战斗。如果你能帮营地解决更多的问题，那么我就能腾出更多的部队。
AAD00104490	我们的兵员已经相当充足，谢谢你的帮助。可以说我们的胜算略高一筹了。
AAD00104491	但是，如果你能再帮营地一点点忙，我们就能处于非常良好的状态，能够派出最好的士兵来夺回纳尔逊。
AAD00104492	谢谢你的帮助，我们的人手已远超所需，足以干掉那些军团杂种了。
AAD00104493	我尽力医治了你的病人。
AAD00104494	谢谢你的帮助，现在还是让我来吧。
AAD00104495	我会把这里的情况告诉波拉特里少校的。
AAD00104496	听起来挺危险的。
AAD00104497	是危险，不过比以前要好，毕竟我们从军团手里夺回了纳尔逊。
AAD00104498	当然危险！自从那该死的军团夺取了纳尔逊之后，他们就一直派出劫掠队袭击我们。
AAD00104499	见鬼，我的人一定是遭到了劫掠队的伏击！但我们需要补给品，再不来就完蛋了。
AAD00104500	我应该从哪里开始找呢？
AAD00104501	我是派他们去太阳神一号那里看看有没有多余的补给品的。他们应该就在两地之间的某个地方。
AAD00104502	要是我，就会沿着大路去找，或者问问太阳神一号里的人，看看他们是否知道些什么。
AAD00104503	我需要包扎。
AAD00104504	如果你是个当兵的，我会建议你坚持一下，不过既然你有钱，那就随便了。
AAD00104505	没错，你看上去伤得挺重，不过没什么伤是缝针和药片解决不了的。
AAD00104506	你有钱付医药费和治疗费么？
AAD00104507	哎哟，我的老天爷啊！你这伤可得一阵子才能治好了。
AAD00104508	使用医疗用品所产生的费用也得你来承担。
AAD00104509	我得了辐射病。
AAD00104510	我几下子就能给你治好，当然前提是你有瓶盖。
AAD00104511	<付瓶盖>
AAD00104512	好的。几袋辐特宁就能解决问题了。.
AAD00104513	<付100瓶盖>
AAD00104514	好的。几袋辐特宁就能解决问题了。.
AAD00104515	<付90瓶盖>
AAD00104516	好的。几袋辐特宁就能解决问题了。.
AAD00104517	<付80瓶盖>
AAD00104518	<支付100个瓶盖>
AAD00104519	别动。辐特宁会有一点灼痛。.
AAD00104520	<支付50个瓶盖>
AAD00104521	别动。辐特宁会有一点灼痛。.
AAD00104522	
AAD00104523	我告诉你年轻人，你的眼力很好。你能在三步之内就能辨认出超级变种人。
AAD00104524	我的朋友，你很有风度，优雅，还有魅力，不过是狂尸鬼的风度，超级变种人的优雅，死亡爪的魅力。
AAD00104525	还是说说你的反应速度吧，这小妞的动作确实快，打得我满嘴抖包袱。
AAD00104526	
AAD00104527	能来到九重天简直太棒了，大伙。我住的房间里有个很漂亮的小壁橱。用钉子挂着的。
AAD00104528	告诉你们，这地方真是难以入眠。昨晚有个女孩通宵砸我房门。最后我只能将她撵出去。
AAD00104529	他们真的很注重你在九重天的隐私。甚至连客房服务的号码都是隐藏的！
AAD00104530	本尼的衣服怎么样？如果我能有那样一套衣服，小姐们就会围着我转了。什么，你想听我说他的笑话？那家伙可是付了我工钱的！
AAD00104531	我告诉我老婆，作为一个尸鬼她的确很漂亮。可惜她不是尸鬼。
AAD00104532	我喜欢那些长着好警察面孔的机器人。没错，它们虽然会揍你，但它们揍人时也面带笑容！
AAD00104533	我表哥和他老婆都很难伺候。她是个急脾气，而他是个丑八怪。
AAD00104534	我认识一个家伙，他的座右铭是睦邻友好。他就住在妓院的隔壁。
AAD00104535	我对女性真的很忠实很坦白。在新里诺，我的化名叫老忠实，而在埋骨地，我的化名是老坦白。
AAD00104536	我都结婚17年了。我哪里做错了？
AAD00104537	我跟一个女人有17年的感情。这事要是让我老婆知道了，她会杀了我！
AAD00104538	我常带着我老婆四处逛，但不知怎么她总能自己找回家。
AAD00104539	我在新维加斯给我老婆买了辆小车。黑手党的。还装了个折叠车篷。
AAD00104540	人们都说在废土难以生存——有多难，水在夜里会发荧光！
AAD00104541	我听说豪斯先生经营着整条长街。他是从上一位拥有者——稀巴烂先生那里——接管了这个地方。
AAD00104542	前两天晚上我在奢华殿堂吃晚餐。我告诉他们我牛排的味道很奇怪。他们却骂我是个乡巴佬。
AAD00104543	一个尸鬼去看大夫，他说"大夫，大夫，我起了很严重的疹子!"医生说"孩子，那就是你的脸啊。"
AAD00104544	从自由城的经济状况判断，他们付不起你这么高的工资。
AAD00104545	好吧，我承认，我在这里的确挣不了几个钱，可还能怎么样？我已经签了合同，不能毁约啊。
AAD00104546	我会干的。
AAD00104547	找到盖西迪，把她带过来。不用说，我保证会有一大笔报酬在等着你。
AAD00104548	这女孩是谁？
AAD00104549	她的名字是罗撒香·盖西迪。真是个奇葩的名字，对吧？都不知道她老妈是怎么想出来的。
AAD00104550	不过这女孩和我，有件事要商量。找到她，把她带过来。我来和她谈，面对面地谈。
AAD00104551	卡利托斯要兑现他的筹码了。
AAD00104552	你说过了。只要把时间和地点告诉我和小胡子就行了。
AAD00104553	<小声> 我的同伴适合当替代品吗？
AAD00104554	唔……他有点瘦了，但从他那大下巴和直身板来判断，他的伙食应该不错。.
AAD00104555	就凭她身上那股味道，我们都可以不必再用威士忌腌制了。除了她的肝，其他应该都还可口。.
AAD00104556	被你们绑架的那个男孩怎么办？
AAD00104557	他叫泰德·冈德森。如果你能让他相信这完全是个误会，那是最好不过。
AAD00104558	但他如果不听，也不能让他一走了之。我们会把他宰了，然后端上餐桌。万一结果是这样的话，我们也不需要替代品了。
AAD00104559	但如此一来，你就得想办法摆平他父亲，赫克。如果你能把泰德的血涂在他父亲的客房周围，就可以陷害他了。
AAD00104560	这件工作找你怕是找错人了。
AAD00104561	可能吧。忘了这事吧。
AAD00104562	你这儿有没有什么工作？
AAD00104563	有，很高兴你有这份心。我听说过你。你给我的印象很深，你就是能帮上我的那种人。
AAD00104564	我遇上了点麻烦。我筹划了一场绝妙的社团晚宴，但是主菜出了点小问题。
AAD00104565	我们的主菜有一位强势而又脾气暴烈的父亲。
AAD00104566	王牌剧场在哪里？
AAD00104567	在九重天赌场里！如果你想在痛饮中度过一个快乐的夜晚，那就没有比那儿更好的地方了！
AAD00104568	孤独的流浪者是谁？
AAD00104569	我听说他精神有问题，每天晚上坐在篝火旁边，对着自己狂吼。
AAD00104570	"谁想听催人泪下的歌？"我本来想跟他们说的，但是，他们付我钱可不是要我多嘴的。
AAD00104571	帮我个忙——去看表演吧。不让他们会以为我根本就没干活。
AAD00104572	刚从新里诺出道、声音轻盈圆润的帅哥，就是他！只要布鲁斯一开嗓，他那迷幻、美妙的声线将把你带到另一个世界！
AAD00104573	布鲁斯·伊扎克是谁？
AAD00104574	你说的是哪种表演？
AAD00104575	哈德良，讽刺剧啊！"我刚才是不是口吃了，你个弱智？
AAD00104576	看，我的表演特色就是拿人开涮。这就是我的创意！
AAD00104577	咱们上吧。
AAD00104578	我们没有很多士兵,所以我们只能从一个方向进攻他们。我们应该从哪里进攻呢？
AAD00104579	我们说点别的吧。
AAD00104580	你想知道什么呢？
AAD00104581	那个水泵是怎么回事？
AAD00104582	比尔·郎特在几年前装了那台水泵，那时他还没开始酗酒。对社区来说，那真是一件大好事。
AAD00104583	可最近，猫王帮却开始向使用水泵的当地人收取保护费，对NCR流民则更是开出双倍的价钱。这样下去，注定不会有好结果。.
AAD00104584	就是圣地亚哥。
AAD00104585	那个嘴似蜜饯的小贱货？很好。至少以后能让他稍微闭一下嘴了。
AAD00104586	那双漂亮的红唇会比初夏的双头牛小道还要忙碌！
AAD00104587	看来我们又能推出不少新花样了。干得好，这笔奖金拿去吧。
AAD00104588	那个嘴似蜜饯的小贱货？很好。至少以后能让他稍微闭一下嘴了。
AAD00104589	那双漂亮的红唇会比初夏的双头牛小道还要忙碌！
AAD00104590	那个嘴似蜜饯的小贱货？很好。至少以后能让他稍微闭一下嘴了。
AAD00104591	那双漂亮的红唇会比初夏的双头牛小道还要忙碌！
AAD00104592	那个嘴似蜜饯的小贱货？很好。至少以后能让他稍微闭一下嘴了。
AAD00104593	看来我们又能推出不少新花样了。干得好，这笔奖金拿去吧。
AAD00104594	那个嘴似蜜饯的小贱货？很好。至少以后能让他稍微闭一下嘴了。
AAD00104595	看来我们又能推出不少新花样了。干得好，这笔奖金拿去吧。
AAD00104596	那个嘴似蜜饯的小贱货？很好。至少以后能让他稍微闭一下嘴了。
AAD00104597	那个嘴似蜜饯的小贱货？很好。至少以后能让他稍微闭一下嘴了。
AAD00104598	
AAD00104599	[成功] 你他妈耍我？你连我们的计划都不知道？好吧，既然是最后一个请求，我猜我们可以给你这个礼遇。
AAD00104600	你能把你的计划告诉我吗？就当是我最后一个请求。
AAD00104601	[失败] 抱歉，你就当个糊涂鬼吧。
AAD00104602	嗯……你能告诉我计划是什么吗？ ?
AAD00104603	赫克就不会说是有人闯入房间杀了他儿子吗？
AAD00104604	不会。他对每个人说的故事都是一样。他说儿子是在赌场里失踪的，而不是在房间里。听起来就像在掩饰。
AAD00104605	我试试吧，但我可不会白干的。
AAD00104606	好吧，你去试试。回来告诉我她的近况，好吗？穿什么衣服，是否安全，怎样都行——我会付你钱的，听见没有？ ?
AAD00104607	你要火炮干什么？
AAD00104608	NCR的神射手在打仗时总喜欢躲在最后面，有了这武器，我们就能对他们发起打击了。
AAD00104609	营地的情况如何？
AAD00104610	很不错，有了新的物资和兵员，我们的士气前所未有的旺盛。
AAD00104611	军团大举进犯水坝的时候，兄弟会将趁势对NCR发起进攻。
AAD00104612	不出所料。但我不能接受这样的结果。
AAD00104613	我没让你告诉我他们的计划，我是要你把他们统统杀光。真是浪费时间。
AAD00104614	回到地堡去，把他们彻底消灭掉。我的目标从一开始就很明确了。
AAD00104615	你在自由城哪里等我们？
AAD00104616	我会在入口附近等你们，但我得保证自己不被发现。黑手党到处都安插了眼线，而且他们还在找我。.
AAD00104617	<说谎并交出600个瓶盖> 我把债全收回来了。
AAD00104618	我不知道你是怎么对付那几个人渣的，但总之你办到了。我们想请你再替我们除掉一个人。
AAD00104619	那个狗娘养的麦卡弗里偷了我们一大笔钱，躲进了维加斯。我想他一定是不满意我们把原本给他的差事交给了你。
AAD00104620	想偷加勒特家的东西，门都没有！如果你能杀了那个混蛋，把钱追回来，你将得到丰厚的报酬。
AAD00104621	我不知道你是怎么对付那几个人渣的，但总之你办到了。为了表达谢意，我们为你准备了个房间。
AAD00104622	拐角处那间房以后就免费给你用了。本来是麦卡弗里住的。
AAD00104623	既然他死了，我们很乐意把它转交给你。谢谢你的帮忙。
AAD00104624	我不知道你是怎么对付那几个人渣的，但总之你办到了。我们想请你再替我们除掉一个人。
AAD00104625	那个狗娘养的麦卡弗里偷了我们一大笔钱，躲进了维加斯。我想他一定是不满意我们把原本给他的差事交给了你。
AAD00104626	想偷加勒特家的东西，门都没有！如果你能杀了那个混蛋，把钱追回来，你将得到丰厚的报酬。
AAD00104627	我不知道你是怎么对付那几个人渣的，但总之你办到了。为了表达谢意，我们为你准备了个房间。
AAD00104628	拐角处那间房以后就免费给你用了。本来是麦卡弗里住的。
AAD00104629	既然他死了，我们很乐意把它转交给你。谢谢你的帮忙。
AAD00104630	现在士气如何？
AAD00104631	比狂尸鬼的智商还低。
AAD00104632	那就1000瓶盖好了。这么多钱足够你们背叛黑手党了吧？
AAD00104633	[失败] 你当我们都是下等人，为了几枚破瓶盖就甘愿出卖自己的灵魂？够了。
AAD00104634	该去死了！
AAD00104635	我有些伤口需要包扎。
AAD00104636	好的，你需要哪种程度的服务？
AAD00104637	小心，在你背后！<用枪托击打卡莱尔>
AAD00104638	他们又来了？
AAD00104639	我可以帮你。<按压颈部>
AAD00104640	哦，感觉真好。我感觉到自己好像轻松……...
AAD00104641	我要一把狗屎砍刀做啥？
AAD00104642	这把刀劈开过许多头颅…我把它送给你，是为了以后能够再赢一把新的回来。忠于凯撒。
AAD00104643	我就是路过而已。
AAD00104644	不是每个人都能像你一样来去自如。我们必须死守这个地方。
AAD00104645	目前这里是什么情况？
AAD00104646	{我得到的命令是坚守纳尔逊。目前北边的敌人已经被吓得不敢再轻举妄动了。您问这个是有什么打算？ ?
AAD00104647	你还有其他事情要找我吗？
AAD00104648	有一个叫玛蒂娜·格罗斯贝克的赌徒，很懂得探听别人的秘密，她靠这个本领赚钱。.
AAD00104649	经营蛾摩拉赌场的黑手党已经对玛蒂娜经常光顾他们的赌场起了疑心。过不了多久他们就会找她麻烦。
AAD00104650	我想与你交易。
AAD00104651	我没有任何补给品可以提供，但如果你有用不到的东西，我可以用瓶盖向你收购。
AAD00104652	对于你这种名声的人，我没有什么补给品出售。另外，买你的东西我也只付半价。
AAD00104653	动手吧。
AAD00104654	好的，这可能会有些疼……
AAD00104655	这是100个瓶盖，来吧。
AAD00104656	你能治好我的辐射吗？
AAD00104657	没问题。如果你问我，当然是越早治越好，除非你想长第三条胳膊。
AAD00104658	我受伤了，我需要医护。
AAD00104659	我见过比这糟糕的，不过我可以轻松地帮你包扎好伤口。
AAD00104660	是啊，看上去情况非常糟。
AAD00104661	这或许得出奇迹才行，外加一大笔钱。
AAD00104662	我需要治疗。
AAD00104663	我剩下的医疗用品不多了，所以我虽然能给你治疗，但必须收费。
AAD00104664	让我痊愈。
AAD00104665	缝合伤口、治疗创伤都需要时间。你得先付钱，我才能帮你治。
AAD00104666	我有几处创伤，请你帮忙看下。
AAD00104667	你让超级变种人当沙包打了还是怎么回事？我得再拿些纱布来……
AAD00104668	好的。应该很快就能治好，不过药品的费用得由你出了。
AAD00104669	他们说那个人被毒打了一顿，差点挂了。
AAD00104670	哼，难怪他们对我们的怨恨这么深。看来这里头有很深的误……怎么回事？
AAD00104671	你对自由城的NCR士兵了解吗？
AAD00104672	
AAD00104673	[成功] 好吧，再多给你点，但你最好把嘴闭牢一点！我要走了。我还有些重要的事要处理。
AAD00104674	这个头倒是起得不错……
AAD00104675	[失败] 就这个价。现在你给我把嘴闭上。如果你不介意的话，我还有些重要的事要处理。
AAD00104676	就这些？
AAD00104677	你们也给本地人提供食物吗？
AAD00104678	不，恐怕我们不会提供。你有朋友要带过来？
AAD00104679	我觉得这件事很清白。
AAD00104680	在自由城，没有什么是清白的。你必须明白这一点。
AAD00104681	我敢说，他们之所以不敢声张，肯定是怕这件事抖露出去会引起骚动，比如私藏食物。
AAD00104682	啊，这就可以解释那伙暴徒的行为了。他们不想把食物分给我朋友这样的当地人。这我可不答应。没门！
AAD00104683	不要骚扰我。
AAD00104684	只是工作需要，好吗？嘁！
AAD00104685	你不用给人当奴隶啊。你可以自主选择客人。
AAD00104686	有什么区别？！一旦你开始给人卖身，就得买些好东西打扮自己。
AAD00104687	为了负担这些东西，你就得去挣更多的钱。然后就会陷入恶性循环。
AAD00104688	这份工作主要是"伴游"。
AAD00104689	我已经陪伴过不少愚蠢的游客在自由城里瞎晃悠了。太费功夫，赚得又少。
AAD00104690	对于范·格拉夫家，你有什么评价？
AAD00104691	一对辐射蝎。格洛丽亚比较稳重，但为了钱，她可以割掉你的喉咙。
AAD00104692	不过她从来只会让她的兄弟替她动手。让·巴普蒂斯塔是我观察过的最恶心的人之一。.
AAD00104693	你对豪斯先生的看法呢？
AAD00104694	你指的是人类自相残杀以前，还是以后？我已经在这儿活了很久，前后两边的看法我都有。
AAD00104695	在战前，豪斯先生是行业巨子——具体点说，是机器人行业。他在媒体面前相当有魅力，但后来就不再抛头露面。
AAD00104696	战争爆发后呢？整整两百年都没见过他——可他一出现，就来势汹汹，杀了很多人。
AAD00104697	你怎么看NCR？
AAD00104698	我觉得他们很重视从大坝获得的水和电，但也仅此而已。
AAD00104699	本地人对他们来说不过是块绊脚石，可以任意践踏和压榨。他们的目的很明确，就是来要资源的。
AAD00104700	就写佩瑟的杰特被巴普蒂斯塔拿走了。
AAD00104701	我想偷走他存的杰特。
AAD00104702	哈，他吸杰特上瘾了？他发现东西没了以后肯定会气疯的。我喜欢。
AAD00104703	我跟你说吧。你偷走他的存货后，把这张纸条留在那儿。如果这瘪三真的对杰特情有独钟，那他肯定会找上门来的。
AAD00104704	如果他是自己找到这儿来送死，那他的弟兄们也不敢有话说。
AAD00104705	好啊，干起来。
AAD00104706	好吧，这下有戏看了。
AAD00104707	VMS18机器保安Arrest赫克
AAD00104708	做你的梦去吧。
AAD00104709	关于胡佛水坝你知道些什么？
