DLC20000001	问好
DLC20001019	我这个仆人还是很有用的……
DLC20001020	嘿，这不是我的过错！还有，“仆人”是什么意思？就这样了，再见，你这个“有教养”的家伙。
DLC20001021	嘿，这不是我的过错！还有，“仆人”是什么意思？就这样了，再见，你这个“有教养”的女人。
DLC20001022	那么替我向约书亚传达我的问候。
DLC20001023	我会的。再见了，我的朋友。
DLC20001024	你确定？到现在为止，对我来说你一直都是个尽职尽责的好同伴。
DLC20001025	不好意思，约书亚的态度相当明确：把你交给丹尼尔，然后回家。不过如果你高兴的话，以后你有机会可以和他一起迎接挑战。
DLC20001026	没门。我才不会和一个连裤子都不穿的混小子在沙漠里闲荡。
DLC20001027	我觉得他不会喜欢你的口气。如果你改变主意，你可以随时在死马部落营地附近找到我。再见。
DLC20001028	你可以做我的向导。我们走吧。
DLC20001029	好的！如果你拒绝我，我真不知道该怎么面对约书亚。
DLC20001030	嘿，正好我们一起走着，你能不能帮我解决一个与野生动物有关的问题？
DLC20001031	我们走吧。
DLC20001032	谁是约书亚？
DLC20001033	约书亚.格拉汉姆，他是我们部落的酋长。正因为他，我们死马部落才变得强大，不再惧怕我们的敌人。
DLC20001034	我肯定他急切地想见你。你可以在南面的天使洞穴找到他。
DLC20001035	白腿部落？他们是谁？
DLC20001036	从大盐湖来的一帮土匪。是他们杀了和你一起同行的伙伴。
DLC20001037	没有多少人能从白腿部落的袭击下幸存。约书亚或许会对你的事感兴趣。
DLC20001038	我没有理由参与到这其中之来。
DLC20001039	但……他们是白腿部落的人！他们是敌人！你真是个非常奇怪的外来人，我想约书亚会跟你说的。
DLC20001040	好的，那我去问他。
DLC20001041	我们晚些再详谈吧。
DLC20001042	等等，我想搞清楚究竟发生了什么？
DLC20001043	约书亚会回答你所有的问题。但他不喜欢花太多时间等待别人，我们快点走吧。
DLC20001044	你是谁？
DLC20001045	我叫追踪者。约书亚派我来监视每一个从南部通道进入锡安的外来者。
DLC20001046	我们可以晚会儿再详谈，因为持续让约书亚等待似乎不太明智。
DLC20001047	这是什么地方？
DLC20001048	这是维琴河的东分岔口，我们管这里称为家。约书亚说，这里就是兼蓄上帝荣耀的圣殿。
DLC20001049	我们可以晚会儿再详谈，因为持续让约书亚等待似乎不太明智。
DLC20001050	很高心你做到了。约书亚在南面的天使洞穴里。你可以直接过去跟他交谈。
DLC20001051	好的，伙计们，经过了这么长时间，我们终于到了。这就是，锡安！
DLC20001052	我知道你已经腰酸腿疼，我知道你已经身心俱疲，但我要你们把头抬起来继续前进。
DLC20001053	前方的道路令我有点担心，杰。那些悬崖和溪谷看起来很危险。
DLC20001054	我们既然来到这里，就已经没有退路了，你还想怎么样？
DLC20001055	上帝啊，史黛拉，我已经听你牢骚了不知道多少次了。
DLC20001056	新迦南人一定知道路的。即使不知道，我们这儿有位朋友还有哔哔小子呢。
DLC20001057	好了，不许再废话！继续前进，对那些神出鬼没的土著时刻保持警惕！
DLC20001058	我们走吧，我已经准备好了。
DLC20001059	同意。
DLC20001060	好极了。
DLC20001061	让他保持他的尊严。给他一个战斗的机会。
DLC20001062	他还配谈什么尊严？他们所有人都不配。
DLC20001063	但看在你的份上……看在悲恸部落的份上，我会让他死得痛快。
DLC20001064	站起来，这是你自找的！
DLC20001065	约书亚，你已经赢了。看看你周围。你已经没有必要杀他了。
DLC20001066	[成功] 他要为他之前所做的一切付出代价。他只配像只狗一样蜷缩在水里。
DLC20001067	别听……这个家伙的话！野兽，只有当困在囚笼里才会嘶吼！他对我的家人丧尽天良，今天，我要以牙还牙！
DLC20001068	我们在锡拉丘兹警告过你，但你依旧偏执。
DLC20001069	你把我们从新迦南赶了出来，又像凯撒的狗一样追踪我们到锡安。
DLC20001070	你现在站在这里，你可知道这里是散发着荣耀之光的圣殿，而你正是属于先父的迟来的牺牲品！
DLC20001071	Kale watcha nei conserva oh！你懂不懂？懂不懂？！
DLC20001072	不管怎样，约书亚，他的命，就只一个瓶盖。
DLC20001073	Baika-ker! 你个混蛋！
DLC20001074	你是对的。我们会杀掉你的，但不是以这种方式。起来，自卫！
DLC20001075	哟卡闹尼库帕米！德爱由！
DLC20001076	喔，这可不是我能做主的，让我和约书亚先谈谈。
DLC20001077	他听见你了，你说！
DLC20001078	我们动手吧。
DLC20001079	愿上帝和你在一起。
DLC20001080	感谢你这么做。我知道丹尼尔不会同意，但彻底摧毁白腿部落是我们在这里生存的唯一选择。
DLC20001081	你和我各率领一队死马部落战士和悲恸部落猎手从这里出发，之后我们在圣母峰那里碰头。
DLC20001082	我们的目标就是找到白腿部落酋长，伤口撒盐，并且阻止他伺机逃跑。
DLC20001083	对你路上遇到的白腿部落的人不要有任何怜悯之心。记住，现在起，犯任何错误都是不允许的，这是最后的考验，今天就是他们的末日。
DLC20001084	我还是更喜欢一个人行动，谢谢。
DLC20001085	落单的大角羊在面对敌人时尤其脆弱，但当它们聚在一起时则没人敢欺负。请重新考虑一下你的选择，我就在这里。Paz patasooba.
DLC20001086	听起来不错，我们走。
DLC20001087	在我们动身之前，我们的萨满，白鸟，要和你见一面。
DLC20001088	当然，我们快动身吧。
DLC20001089	等等，你看到那边的圆木了吗？你走近点看。那里面说不定有些好东西。
DLC20001090	那你有什么建议？
DLC20001091	额……你可以试着用大土蕉作为诱饵，吸引那个小家伙。这些羊对那玩意儿非常着迷。
DLC20001092	你有没有听说过“白腿部落”？
DLC20001093	他们以前会时不时地从东北部袭击卡连特。但10年前，沙漠游骑兵被NCR兼并了。
DLC20001094	没多久，白腿部落席卷整条I-15公路。人们都说，如果想保住小命的话，千万不要往北走。
DLC20001095	后来，白腿部落摧毁了架在维琴河上的桥，亚利桑那州被彻底隔离。好了，讨论到此结束。
DLC20001096	这个“80年代”是一个团伙，还是一个部落？
DLC20001097	有什么区别？强盗就是强盗。
DLC20001098	有一次，他们有一伙人闯进小镇，抢走了两个女孩。我带着我的副手们一直追赶到他们的领地。
DLC20001099	当我们终于追上那几个女孩时，他们已经跑得无影无踪了。于是我们踏上返途之旅。
DLC20001100	我们安全无恙地返回卡连特，但一路上一直受到监视。我从没见过就这么几个人能占据这么大片土地。上帝。
DLC20001101	如果他们想杀死我们，那我们早就死了。我猜，我们对他们来说就像大象眼中的蚂蚁一样，连踩一踩的价值都没有。
DLC20001102	跟我谈谈卡连特这个地方。
DLC20001103	这个地方地如其名。（译者注：卡连特英文有“火热”的意思）
DLC20001104	只要看到你收集了几瓶干净的水，总有一帮眼红的混蛋想趁机杀了你。
DLC20001105	我在那儿呆了好几年，为了保护自己，吃了很多长眼和不长眼的子弹。
DLC20001106	要不是那些“80年代”和“白腿”的入侵，我还在和那些醉鬼玩一枪决胜的游戏。
DLC20001107	我受够了自己必须对实际上要保护的对象拔枪相向的举动，于是……我就干现在这行了。
DLC20001108	你在新里诺时的生活怎么样？
DLC20001109	你就想象，如果新维加斯没有一个豪斯似的铁腕维持和平那会怎样？呵呵，很简单，每个人都是瘾君子，每个人手里都一把枪。
DLC20001110	镇子由一群黑帮似的家族统治，更不用说什么法律了。一旦惹了事，就等着先被火烧，然后被风吹干吧。
DLC20001111	最肮脏的是，毫无节制的嫖妓和毒品。走在街上，感觉到处都在拍色情片。
DLC20001112	所以，我趁自己还没被糟蹋前，赶快逃离了那个地方。我以前一直以为，解决所有问题的终极答案就是法律。怎么样，是不是很傻？
DLC20001113	你在这儿干什么？
DLC20001114	我在这儿赚钱。杰雇我做他的商队护卫。
DLC20001115	这份工作很适合我。我曾试着呆在一个地方，但每次都持续不了多长时间。
DLC20001116	我在新里诺长大，但还没等翅膀长硬我就耐不住跑了。
DLC20001117	之后我把时间都浪费在卡连特，在那里当一名警长。卡连特是靠近93号公路的一个小镇，那里连个屁都没有。
DLC20001118	对我来说，最好的生活方式还是今天这边打渔，明天那边晒网。至少风景会变。
DLC20001119	好的，你需要什么？
DLC20001120	对不起，我可不想当你的拾荒者。
DLC20001121	当然，选择由你自己决定，但没有我们的帮助，你自己一个人是回不了莫哈维的。
DLC20001122	我想想我能做什么。
DLC20001123	谢谢你。追踪者可以帮助你避免在这山谷中迷路。
DLC20001124	虽然他实际经验可能不足，但他精通多门语言，而且熟悉每一栋标注禁忌的战前建筑。
DLC20001125	谢谢你。显然，这些战前建筑对你来说本就不是个问题，但当你进去后不管做什么一定要时刻保持alarmed。
DLC20001126	禁忌？
DLC20001127	悲恸部落相信在山洞里住着一位灵魂，他们说他们曾经因为贸然侵入而受到灵魂的惩戒。
DLC20001128	他们在那些洞穴入口处抹上白色标记，以防同族人进入。尽管这对白腿部落不管用，但死马部落的人却能在远处就被吓住。
DLC20001129	为什么你和丹尼尔不这么做？
DLC20001130	我们要对整个悲恸部落和死马部落负责。他们都很聪明，但不像你和我一样沾有世俗之气。
DLC20001131	我正在为死马部落做战争的准备，而丹尼尔……他却有别的打算。
DLC20001132	那我直接去找那个“亲爱的”丹尼尔怎么样？我倒想看看他有几斤几两。
DLC20001133	我有很多理由可以告诉你，这个想法实在是糟糕透顶。我帮你点明3点。
DLC20001134	第一，不要以为因为丹尼尔是名传教士，他就文弱彬彬。
DLC20001135	第二，如果你胆敢伤害丹尼尔或任何悲痛与死马部落的人，我一定会找到你。上帝见证，我一定不会让你活着离开这个山谷。
DLC20001136	最后，对善良的人们发动袭击会玷污你的灵魂。现在对你来说可能并不重要，但这是我所说过的最重的警告。
DLC20001137	别以为我会帮你。我对此一点儿也不感兴趣。
DLC20001138	从南部进入锡安有很多条路，而你偏偏选择了最难返回莫哈维的路。
DLC20001139	我这不是在跟你开玩笑。不管你愿不愿意帮助我们，没有丹尼尔的协助你根本回不去。
DLC20001140	我肯定他会愿意帮助你的，但我们现在还有很多其他重要的事情要做。
DLC20001141	我不会两手空空就这样离开的。我能帮你什么忙吗？
DLC20001142	你是个好人，谢谢你。我们都经历了黑暗的年代。在这种时候，我们通常都会向主祈祷，但多一个朋友又何尝不会高兴。
DLC20001143	丹尼尔和我需要一些战前工具来帮我们在锡安导航。一旦我们需要撤离，这些工具将会非常重要。
DLC20001144	正常情况下，我们会派一些死马部落或悲恸部落的人去收集，但这山谷里大部分的战前建筑对他们来说都是禁区，他们绝对不会进去的。
DLC20001145	枪不错嘛。
DLC20001146	在大盆地和科罗拉多平原，所有的部落都有自己专用的武器。
DLC20001147	白腿部落使用他们擅长的大型冲锋枪——“风暴弹鼓”。他们曾入侵位于“西班牙分岔口”附近的一个军火库，自那起就一直使用那种武器了。
DLC20001148	死马部落拥有自己最拿手的木制战棍，悲恸部落拥有攻击力惊人的妖怪拳套。
DLC20001149	这种.45自动式手枪，由我的部落祖先在约400年前设计发明。学习熟练掌握它，是我们新迦南人成人典礼的一部分。
DLC20001150	祈祷？上帝？你到底在说什么？
DLC20001151	我是一名新迦南人。我们相信，我们继承了在数千年前我们的祖先已就积淀的精神价值传统。
DLC20001152	我们与我们的主、上帝签订了盟约，我们尊重他的一切法律。作为交换，他向我们承诺，在生命结束之时能够获得永恒的救赎。
DLC20001153	主的审判之日终有一天会降临。直到那一天来到之前，我们都必须遵守他的法律，尽我们所能延续救赎的祈祷。
DLC20001154	这就是为什么我们和其他部落贸易与合作的原因。我们不仅仅能提供食物和医药。这比精神财富才是我们的无价之宝。
DLC20001155	我怎么才能离开这个地方？
DLC20001156	尽管你历尽千辛来到了这个地方，但回头路并不轻松。如果没有地图的帮助，你会很快丧尸于荒野。
DLC20001157	丹尼尔，我们的传教士之一，他能够帮助你。但你来得……很不是时候。我们现在正在遭受白腿部落的威胁。
DLC20001158	我跟随欢乐小径商队来到这个地方，我们本来是希望能和新迦南人取得联系。
DLC20001159	欢乐小径。我记得。他们是我们的好朋友。
DLC20001160	但我这里都是坏消息。新迦南已经被摧毁了，它的公民已经都不在了。这一切都是白腿部落造成的，当然，还有凯撒。
DLC20001161	白腿部落想要加入军团。凯撒称，消灭新迦南人将是他们的通过考验。而造成这一切的，几乎都是由于我的原因。
DLC20001162	好消息是，我们可以帮助你找到回家的路。另一个新迦南人，丹尼尔，他为这个地区绘制了很多详细的地图。
DLC20001163	坏消息是，我们现在没法帮助你。我们现在还有很多棘手的事情。
DLC20001164	呵呵，好，行，被你说中了。
DLC20001165	你撒谎。你从来没去过22号避难所。
DLC20001166	哦，那就别来再找事！
DLC20001167	抱歉，我不是有意顶撞你。
DLC20001168	呵呵，好，行，被你说中了。
DLC20001169	你撒谎。你根本就不知道22号避难所在哪里。
DLC20001170	哦，那就别来再找事！
DLC20001171	抱歉，我不是有意顶撞你。
DLC20001172	这些东西都是我的，你拿好了。
DLC20001173	我轻装上阵是有目的的，ok？算了，我去和杰说，算你碰上个好人。你个混蛋东西。
DLC20001174	我劝你最好赶快滚。这趟旅行不需要你。
DLC20001175	我比你有说服力。他会相信我的。
DLC20001176	嘿嘿嘿，你凭什么这么想，他凭什么相信你？操！
DLC20001177	[成功] 胡说！我的比特小子根本没坏！哦，我是说哔哔小子！
DLC20001178	你的哔哔小子根本就没在运行。屏幕都已被锁定，就连重启按钮也无影无踪。
DLC20001179	[失败] 开什么玩笑！我可不会在你身上浪费我宝贵的时间！快滚开。
DLC20001180	你能帮我解释解释如何使用哔哔小子么？
DLC20001181	看，这玩意儿有有趣！喂，别弄坏了！说你呢。
DLC20001182	[成功] 去吧！你已经冒犯我了！等着瞧！
DLC20001183	我认为你的哔哔小子已经坏了。我最好去告诉杰。
DLC20001184	[失败] 那是，只可惜其中一个被一个2B带着！
DLC20001185	我猜，不管怎样，有两个哔哔小子总比只有一个好。
DLC20001186	你有没有注意，我也有一个哔哔小子？
DLC20001187	……当然有注意！我第一个注意到的人就是你！
DLC20001188	我，我只习惯带我自己的，它很平常。不过不要以为自己也有一个就有多了不起。
DLC20001189	你撒谎。我去过22号避难所。那里已经有150年空无一人了。
DLC20001190	你去过……22号避难所……啊？
DLC20001191	我听说22号避难所里发生了些奇怪的事情。你知不知道？
DLC20001192	我知道！我什么都知道！但我什么都不告诉你！
DLC20001193	我已经发过誓要保密，绝对不向任何人提起。
DLC20001194	22号避难所在哪？
DLC20001195	我凭什么告诉你？！我发过誓要保密，绝对不向任何人提起。
DLC20001196	你会用哔哔小子么？
DLC20001197	抱歉，我能用它做的事以你的智商是根本理解不了的，而我却在这儿还要跟你浪费口舌和时间！
DLC20001198	基本上，它只能让我不停地蛋疼。有时这玩意儿会让人莫名其妙，尽管它不是什么手铐，你明白我的话？
DLC20001199	杰说它上面可以显示地图，所以我就要靠这个东西为整支商队导航。尽管我还并不熟悉它所有的功能！
DLC20001200	你从哪弄到的这套避难所衣服？
DLC20001201	你他妈以为是哪里？22号避难所！我是从那儿长大的！
DLC20001202	别在意，我现在不想就此花任何一分钱。
DLC20001203	送上门的机会都不要，蠢货。我猜你可以开始好好考虑该把什么东西扔掉了。
DLC20001204	如果你能说服杰同意让我能再背点东西，我就给你50个瓶盖。
DLC20001205	一言为定。你运气真好，他对我很信任。
DLC20001206	如果你能说服杰同意让我能再背点东西，我就给你75个瓶盖。
DLC20001207	一言为定。你运气真好，他对我很信任。
DLC20001208	如果你能说服杰同意让我能再背点东西，我就给你100个瓶盖。
DLC20001209	一言为定。你运气真好，他对我很信任。
DLC20001210	没关系。反正是你的问题，跟我没关。
DLC20001211	你干嘛要挑明？如果毒瘾来了，我会想杀人的。我知道从谁开始！
DLC20001212	80个瓶盖。
DLC20001213	要这么多？抢劫啊你！
DLC20001214	算了，给你钱！省着点花！
DLC20001215	10针300个瓶盖。
DLC20001216	10针，哈，能维持很长时间了。值！现在滚开。
DLC20001217	5针150个瓶盖。
DLC20001218	太好了！给，拿上我的瓶盖，然后滚开。
DLC20001219	3针90个瓶盖。
DLC20001220	3针？听起来不错啊。好，我要了。
DLC20001221	2针60个瓶盖。
DLC20001222	2针？根本持续不了多久。好吧，快拿出来。
DLC20001223	1针30个瓶盖。
DLC20001224	一大针？哈，可以轻松一小时了！快拿出来。
DLC20001225	现在就滚蛋吧你。等到了半路时毒瘾发作，到时几公里范围内都不会有疯狂药。
DLC20001226	好！你赢了，我混！好好享受踏入陷阱的快乐吧！希望你们都早点死！
DLC20001227	我可以卖你一些稳定剂，但它们可不便宜。
DLC20001228	稳定剂？我可不想碰那玩意儿！
DLC20001229	但，如果实在走投无路了，也只能靠它了。你卖多少钱？
DLC20001230	我这可有一堆疯狂药，但它们可不便宜。
DLC20001231	好吧好吧，我确实带得不多。你一共有多少针？
DLC20001232	你究竟藏了多少疯狂药？如果你中途用完了……你自己心里清楚毒瘾发作的后果。
DLC20001233	上帝，我可从没说过什么疯狂药！
DLC20001234	但，额……理论上，这……你，你有什么建议？
DLC20001235	弄点额外装备。
DLC20001236	[失败] 我轻装上阵是有目的的，蠢货！如果你在物色仆人啊，找别人去！
DLC20001237	看起来你准备轻装上阵。那你能不能帮我背点的东西？
DLC20001238	[成功] 我轻装上阵是有目的的，ok？……但，如果价钱合理的话，我可以和杰说说，帮你多拿点东西。要不你开个价吧。
DLC20001239	看起来你准备轻装上阵。如果你愿意帮我驮点东西，我会补偿你的。
DLC20001240	医疗检查。
DLC20001241	[成功] 我靠！操你丫的！我可从没提到过什么疯狂药！
DLC20001242	无来由的暴躁和综合性的兴奋。你疯狂药上瘾已经多久了？
DLC20001243	[失败] 是的，医生，我感觉很好。操你丫的，蠢货。
DLC20001244	你一切正常？
DLC20001245	我看到你带着一个哔哔小子，穿着一身避难所服。
DLC20001246	好眼光！我当然有哔哔小子和避难所外套了！那又怎样？
DLC20001247	额……我想还是算了。
DLC20001248	我可不这么认为，亲爱的！你到时绝对不会有抵抗力的！
DLC20001249	[成功] 嘿！你个婊子！我只是想表示一下友好！
DLC20001250	好极了，我想看看我的枪法有多准。
DLC20001251	嘿！你个婊子！我只是想表示一下友好！
DLC20001252	我会同时带上我的镊子和显微镜。
DLC20001253	你还有什么其他的能力或特技？
DLC20001254	啊，我在“白日耀光”的西部长大，哈对了，我的第三个“球”可以在暗中发光！
DLC20001255	姐姐，等我们来到暗处，我会为你脱下裤子。到时你可以亲眼看看，我到底还有什么“能力”，哈哈，你明白我的话？
DLC20001256	满口胡言。T系列的动力甲是防弹的！
DLC20001257	那，我猜那个白痴的装甲……大概是D系列的，或者别的什么系列！
DLC20001258	我只知道，他死了，我杀的，ok？
DLC20001259	[成功] 啊，对了！是9mm，或者是10mm！总之我才不在乎呢！
DLC20001260	小时候数学没学好，反正我杀了那个蠢货！
DLC20001261	很遗憾……11mm机关枪根本就不存在。
DLC20001262	[失败] 无论如何，这一枪算是打出去了。没什么特别的，仅此而已。
DLC20001263	我操，怎么打成这样？
DLC20001264	请继续。我怎么觉得越来越好玩了。
DLC20001265	我当时一个人走在路上，正思考着一些问题，这时迎面走过来一个兄弟会的家伙，朝我吼：“把你的镭射枪交出来，蠢货！”
DLC20001266	于是我交出来了，因为我想让他误以为我害怕！但事实上我没有！我也从不会！
DLC20001267	在他还没明白过来怎么回事前，我抄起11mm机关枪朝他飞快地倾泻子弹！哈，只见他的眼珠飞溅，脑袋开花！
DLC20001268	你是说，你杀了一个钢铁兄弟会的圣骑士？
DLC20001269	我是这么说的么？你听到我这么说了么？对，没错，我就这么说了！
DLC20001270	[成功] 不，不，你没听错。“死角！”他们只是长得像死爪而已，而且牙齿要更大！
DLC20001271	“死角”，啊？你是不是想说“死爪”？
DLC20001272	[失败] 你也太小白了吧？死角之名无人不晓。你最好天天祈祷着，万一你碰到它的时候我就在你身旁。
DLC20001273	“死角”？我从没听说过这种生物……
DLC20001274	这可是个真有趣的故事……
DLC20001275	那是当然！我是个真正的男人，在我身后像这样的小故事数不胜数！
DLC20001276	哦，有一次一个钢铁兄弟会的家伙惹恼了我！哼，结果那成了他平生中犯的最后一次错误！
DLC20001277	“神枪手”……啊？你这个绰号怎么来的？
DLC20001278	啊，那你以为怎么来的？跟你说，只要进入我视线范围内的，没有一个不会倒下的！操，我真他妈牛逼！
DLC20001279	至于为什么，哦，我有一次碰到……3只死角！哦，不，是4只！你猜怎么着？
DLC20001280	我他妈才不怕呢，因为……因为我毫无畏惧！因为我是死亡风暴！我把它们每一个的眼睛全部打爆！
DLC20001281	你在这除了废话连篇还能做点什么事吗？
DLC20001282	你想知道我还能做什么，伙计？我能操任何我想操的东西！
DLC20001283	你想知道我能干什么，伙计？我能操任何我想操的东西！
DLC20001284	你在这除了操蛋就不会做有用的事吗？
DLC20001285	用不着你管！我去过很多地方，有很丰富的经历！
DLC20001286	知道什么时候是开枪的最佳时机？哈，倒在我枪下的冤魂数也数不过来，因为我是死亡风暴！
DLC20001287	如果有谁或什么东西惹恼了我？哼，我就弄死他，干死她，搞死它！
DLC20001288	事实上……对，事实上，这才是我的绰号！“神枪手”里基——这才是我的名字！
DLC20001289	额……关于这个任务能否再帮我讲述一遍？
DLC20001290	进入洞穴。找到“她的幽灵”。让她安息。这就是任务。平息纷争，营造和谐。快去！
DLC20001291	好……我想……我已经没有任何问题了。
DLC20001292	疯老头子。我不会帮你做任何事情。
DLC20001293	灵魂引导你来此，不管你愿意与否。聪明点，听我说。
DLC20001294	好吧。我想……我马上就去。
DLC20001295	去！不管是对是错。去。
DLC20001296	等一下，如果我什么都不想做的话会怎样？
DLC20001297	我们谈谈别的。
DLC20001298	你想说什么？
DLC20001299	你说的这个令你迷上“文明”的东西是什么？
DLC20001300	我来给你讲个故事。当我还是个小孩子的时候，有个男人跟随着一队商队来到这个山谷。他个子很高，胡子很浓，背着一把吉他。
DLC20001301	我问他们，他是干什么的，翻译员告诉我，他是个歌手。
DLC20001302	“歌手是什么？”我问。那人解释说，就是居无定所，在不同的地方辗转，通过为人们唱歌换取食物、庇护与关心。
DLC20001303	我实在不敢相信在这个世界上居然还有人以此为生。我向自己承诺，将来有一天一定要自己亲自去探索这个世界。
DLC20001304	啊，那他怎么说？
DLC20001305	我和约书亚就你对文明的观点交换了意见。
DLC20001306	据我所知，我们死马部落视旧世界的一切为禁忌。当然我是个例外。
DLC20001307	这条狭窄通道的前方，就是悲恸部落的领地。他们很友好，希望你不要惹他们生气。
DLC20001308	抬头看，这就是圣母峰。白腿部落的领地。你确定还想继续往前？
DLC20001309	他们从哪来？
DLC20001310	这就是最奇怪的地方，正常情况下，白腿部落是聚居在大盐湖那里。我不知道是什么风把他们吹到这么远的南方。
DLC20001311	等等，什么？新迦南被摧毁了？怎么会？
DLC20001312	那是约书亚说的。白腿部落从大盐湖下来，在新迦南人还没建立起有效防御前，摧毁了整个新迦南。
DLC20001313	约书亚找到了几名幸存者，带领他们的是一个叫丹尼尔的人。他们中大部分都已经离开山谷了，但丹尼尔在悲恸部落留了下来。
DLC20001314	他和约书亚一直在争论，到底应该带着两个部落一起对付白腿，还是带着他们也一起离开这个山谷。
DLC20001315	你对莫哈维的描述真有趣，但现在我要跟你一起去见你的头。
DLC20001316	太好了。或许等我们到了营地，你可以再跟我详细聊聊你来的那个地方。
DLC20001317	跟我谈谈有关“唤醒白云”的家庭。
DLC20001318	啊……确切地说，你想知道什么？你为什么不去问她？她知道的肯定比我多。
DLC20001319	我浑身不舒服，伙计。我快撑不住了！我浑身颤抖背上布满汗水。真是糟糕透顶！
DLC20001320	哦，伙计们！扳机的手指漫天飞舞！快来快来，你们这帮混蛋！让你们尝尝老子“神枪手”里基的厉害！哈哈哈！
DLC20001321	啊，东维琴河。这什么意思？“甜美的房子”？
DLC20001322	那边就是派因溪。据我推测，它是唯一两条离开锡安峡谷的通路之一。当然，没有地图的话，生存完全要靠运气。
DLC20001323	我喜欢你的熊爪拳套。我也能有一个吗？
DLC20001324	悲恸部落的每一个妖怪拳套都是神圣的象征。它表示我们属于这个部落，我们曾经冒着生命的危险完成过艰巨的任务。
DLC20001325	每一个族人都是自己制作，当然，是在亲手杀掉一个威胁我们的妖怪之后。
DLC20001326	我们的萨满，白鸟，监管着这项仪式。如果你去找他谈，他或许会允许你执行这样一件任务。
DLC20001327	或许晚点再说吧。
DLC20001328	我希望你能重新考虑一下。我会在你的地图上指出他所在的洞穴，希望你晚会儿去找他谈一谈。
DLC20001329	好的，我会去找他的。
DLC20001330	好极了。他的洞穴所在位置可以俯瞰整个营地，我来只给你看。
DLC20001331	你知道他找我想干什么吗？
DLC20001332	他什么也没说。白鸟说话向来金口玉言。但他很聪明，你一定会和他交谈愉快。
DLC20001333	野生动物的问题？哪一种野生动物？
DLC20001334	好的，走吧。
DLC20001335	好的。
DLC20001336	我在另一边等你。
DLC20001337	愿上帝保佑你，兄弟。
DLC20001338	愿上帝保佑你，姐妹。
DLC20001339	我们浪费的时间太多了，绝不能让“伤口撒盐”逃跑。我去寻找另一条路。上帝保佑我们尽快结束这一切。
DLC20001340	或许晚点再说吧。
DLC20001341	如你所愿。我会在你的地图上指出他所在的洞穴，希望你晚会儿去找他谈一谈。
DLC20001342	好的，我会去找他的。
DLC20001343	好极了。他的洞穴所在位置可以俯瞰整个营地，我来只给你看。
DLC20001344	你知道他找我想干什么吗？
DLC20001345	他什么也没说。白鸟说话向来金口玉言。但他很聪明，你一定会和他交谈愉快。
DLC20001346	野生动物的问题？哪一种野生动物？
DLC20001347	我在另一边等你。
DLC20001348	我们浪费的时间太多了，绝不能让“伤口撒盐”逃跑。我去寻找另一条路。上帝保佑我们尽快结束这一切。
DLC20001349	我可以跟他谈谈，他或许愿意对我讲。
DLC20001350	或许是的。我有时候觉得他似乎想保护我。如果他有什么消息，我会急切地想知道。
DLC20001351	<撒谎> 丹尼尔不是不愿意和你讨论你的家庭，他只是太全神贯注于周遭所有事情。
DLC20001352	真的吗？你跟他说过了？哦，那我心里的石头就放下了。谢谢你，我的朋友。
DLC20001353	追踪者似乎对亲眼见识外面的世界很感兴趣。
DLC20001354	我就知道他会。自从我上次访问那些……文明之地，已经过去很久了。我对他们友好的记忆已经稀疏了。
DLC20001355	但我心里非常清楚这些“文明之地”的本质。我不希望自己再对他产生什么负面影响。为什么你不去跟他谈一谈？
DLC20001356	<撒谎> 是男人，就要相信自己的直觉，坚信自己的信念。
DLC20001357	真的？他这么说了？哈！我明白了。等到这一切结束了，我要去亲身探险外面的文明！
DLC20001358	谢谢你，要不是你，我绝对不会鼓起勇气去问他的。
DLC20001359	<撒谎> 外面其实是个腐朽和堕落的“天堂”，相比死马部落的生活方式更适合你。
DLC20001360	哦，那好吧，我猜他也会这么跟我说。我想一个人单独呆会儿，好好想想。谢谢。
DLC20001361	真的？那我帮你跟他讲。反正我是个中立方。
DLC20001362	你愿意帮我说？哦，谢谢你，他对你似乎不会特别生气。
DLC20001363	约书亚是怎么想的？
DLC20001364	我，额，我还没跟他说。我不敢。
DLC20001365	我受够了，我只是想回家。
DLC20001366	我明白。对你来说最安全的方式就是帮助我和死马部落击溃白腿部落。
DLC20001367	丹尼尔想要撤离这个山谷。我想这对任何人来说都是艰难和痛苦的，包括你。
DLC20001368	如果你愿意，你也可以理性地认识。巧合的是，我的信仰和你的实用主义可以通过同一种方式同时实现。
DLC20001369	但你首先必须帮我说服丹尼尔，因为我一个人办不到。仁慈的上帝见证，我已经试过很多次了。
DLC20001370	够了。你究竟想让我干什么？
DLC20001371	请和丹尼尔谈谈与白腿部落作战的问题。他想要撤离这个峡谷，他相信这是对悲恸部落最有利的决定。
DLC20001372	他知道我不同意，但他认为我求战的欲望……只是我过去暴力历史的延续。
DLC20001373	或许他应该听听你看法，才有可能被说服。不管怎样，这都值得一试。
DLC20001374	我不知道你到底想说什么，但我完全不相信你所相信的那些东西。
DLC20001375	那么作为一名异教徒，你应该明白这是对你最有利的途径。如果悲恸部落留在锡安，你才能继续与新迦南建立联系。
DLC20001376	如果悲恸部落离开锡安，那么新迦南人会紧随其步伐。此外，还会有更多的白腿部落的人从南面而来。
DLC20001377	这不仅仅是信仰的问题，还是信仰与现实利益冲突的问题。
