AAD00100001	GREETING
AAD00105275	250 caps. Unless you think you'll find another buyer soon for such specialized parts?
AAD00105276	[FAILED] Oh, I don't know about that. Lots of folks travel by on their way to New Vegas.
AAD00105277	You should cut down the price. It's not like anyone will probably buy them.
AAD00105278	About those thrust control modules...
AAD00105279	Still got 'em. 250 caps and they're yours.
AAD00105280	Still got them. 500 caps and they're yours.
AAD00105281	Do you have any thrust control modules from REPCONN in stock?
AAD00105282	As it so happens, I do have some thrust modules, but they're expensive. 500 caps worth of expensive.
AAD00105283	Did you ever salvage containers of radioactive material from REPCONN?
AAD00105284	Doctor Henry sent me. I need a new brain for my cyber-dog.
AAD00105285	Doctor Henry? Now there's a name I haven't heard in years. Hard to believe he's still alive.
AAD00105286	As for your request, it's, uh, a bit ghoulish if you ask me, but Rey is pretty old and I'll probably have to put him down soon enough.
AAD00105287	As for the price for this favor, 700 caps sounds about right. Rey's like family, and I've got other dogs to take care of.
AAD00105288	An attractive woman like yourself all alone? Maybe you and I could work out some kind of trade...
AAD00105289	I know I'm not young and pretty any more, but I appreciate the thought all the same. Here, take the parts, you flatterer.
AAD00105290	It'll be more fun if we keep it a mystery. Besides, I'm more interested in you.
AAD00105291	You're right. I'm sorry. That imbecile in the next room has me on edge. I used to be more fun.
AAD00105292	I'm still passionate about my work though. Otherwise I wouldn't be here.
AAD00105293	I'm in the Followers of the Apocalypse. How about you?
AAD00105294	How about you and I come to another arrangement. It'll be worth it - trust me.
AAD00105295	Well, it's been awhile. All right, let's do this.
AAD00105296	You mentioned someone named Festus. Who's that?
AAD00105297	It's said that the treasure is guarded by a man named Festus, and he's the one who asks for the blue-star caps.
AAD00105298	It's also said he's been around since the war, standing a lonely vigil, waiting for someone to come and take the treasure off his hands.
AAD00105299	That'd make him pretty damn old, but I've met a few people in my travels who claimed they actually met him, and they weren't the lying type either.
AAD00105300	What do you do here?
AAD00105301	The Followers of the Apocalypse aren't just interested in research. We care for our fellow man and do everything we can to help humanity.
AAD00105302	Here in Freeside, we provide food and medical services for those in need. We also have organized reconstruction efforts.
AAD00105303	With the help of Bill Ronte, we were able to install a water pump just west of here, but the Kings quickly took control of the pump.
AAD00105304	Simple. I turned him in.
AAD00105305	I knew I shouldn't have trusted you! You're going to pay for that!
AAD00105306	LtHayesVMS04ExposeChomps
AAD00105307	All right. I'll have him brought in for questioning.
AAD00105308	Chomps Lewis, the foreman at Sloan, was also involved.
AAD00105309	LtMarklandTraining
AAD00105310	Thank you, that was very helpful. I don't think I'll need those books after all.
AAD00105311	Who did this to you?
AAD00105312	Unh... Legion caught me. Said this... was the penalty for drug runners. Please... let me down.
AAD00105313	What do you think of the Great Khans?
AAD00105314	[FAILED] Alas, my first loyalty is to Caesar, and a soldier cannot have two masters.
AAD00105315	I've been wondering why you don't petition the Khans for membership as a show of allegiance.
AAD00105316	Regis says I should talk to you about speaking against the Great Khans' alliance with Caesar.
AAD00105317	You can ask, but why would I do that? Karl's told me all about the life in the Legion! He says I've got all the makings of a speculatore.
AAD00105318	I've been told you're someone I should talk to about stopping the Khans' alliance with Caesar.
AAD00105319	Don't worry, Jack and I have talked it over. We'll talk up the idea of breaking the alliance.
AAD00105320	So, about the alliance with Caesar's Legion....
AAD00105321	Anders got back a little while before you did, he told me what happened. If that's how the Legion treats my people, I don't want any part of them.
AAD00105322	So, about the alliance with Caesar's Legion....
AAD00105323	Hey, it's not like I'm super-attached to working with Caesar or anything, but if it'll stop his patrols from harassing my runners, I'm all for it.
AAD00105324	I'm here to ask you to publicly oppose Papa Khan's alliance with Caesar.
AAD00105325	Oh, it's cool, man. Diane passed me the haps on that fandango with Anders. I got your back.
AAD00105326	Oh, it's cool, man, I got your back.
AAD00105327	Huh? Look, man, me and Diane, we don't dig on that politics stuff, savvy? We just make the product and make it get to a good home.
AAD00105328	Sure, Caesar's a drag, but as long as we got each other, we don't care who the top dogs roll with.
AAD00105329	Oh, it's cool, kitten. Diane passed me the haps on that fandango with Anders. I got your back.
AAD00105330	Oh, it's cool, kitty cat, I got your back.
AAD00105331	Huh? Look, kitty cat, me and Diane, we don't dig on that politics stuff, savvy? We just make the product and make it get to a good home.
AAD00105332	Sure, Caesar's a drag, but as long as we got each other, we don't care who the top dogs roll with.
AAD00105333	RegisCaesar
AAD00105334	I heard you try to convince Papa Khan not to join with Caesar's Legion. I'd like to talk to you about that for a moment.
AAD00105335	What do you want to know?
AAD00105336	I'd like to talk more about the Great Khans' alliance with Caesar.
AAD00105337	You should look at this. It's Karl's journal, and it's very revealing of his true opinions.
AAD00105338	Let me see that... "filthy savages? Probably have to decimate the lot of them?" Are these the words of our "friend," Caesar?
AAD00105339	Great Khans! Drive Caesar's dog out of our camp! If he's too slow to flee, kill him!
AAD00105340	Pretty please?
AAD00105341	Okay, just this once. Make it quick though, I don't want to get in trouble for this.
AAD00105342	<Questions>
AAD00105343	Who is Private Edwards?
AAD00105344	SSHQAllenMarksAudioLog01
AAD00105345	I guess this is it. Not much air left now. Minutes, maybe. And this is what I have to show for it.
AAD00105346	I guess the joke's <gasps air> on me. Prolly shouldn't have killed... all those people. Prolly shoulda stayed at home... and taken care of my ma.
AAD00105347	She... always used to say people who... murder and steal... die bad in the end. Said they...
AAD00105348	I'm gonna need more than that if you want my help.
AAD00105349	[SUCCEEDED] I can't offer much more aside from some extra ammo.
AAD00105350	Is there somewhere else he can go?
AAD00105351	There's a Ranger station north of here that has a few ghouls running it. Maybe they'll take him in.
AAD00105352	But he isn't feral.
AAD00105353	Doesn't mean he isn't suffering, or that he won't go feral eventually.
AAD00105354	There may be a battle in the near future at the Hoover Dam. Can you offer any assistance?
AAD00105355	Of course, my child. After all that you have done for us we would love to help you in the upcoming battle.
AAD00105356	After all the training in virtual reality, the young ones would relish an opportunity to put their skills to battle. We'll be there when you need us.
AAD00105357	You're with the Legion?
AAD00105358	Shh. You feel that? That's the winds of change, baby, and Fantastic's riding them with his magical angel wings.
AAD00105359	They saw the shit I did for the NCR, how I carried them on my back, brought the fire to the heathens. I wasn't gonna help them but they begged.
AAD00105360	Well, somebody begged. Couldn't say who for sure. It's all a blur, you know? Chems, man. What a trip.
AAD00105361	Do you see much action against the NCR?
AAD00105362	As much as their cowardice will allow. The Profligates avoid open battle, but on good days we find one of their patrols.
AAD00105363	Their landmines have caused us more trouble than their marksmanship - which is lacking.
AAD00105364	We're all fine here, thank you. How are you?
AAD00105365	Quit goofing off and clear the channel. I'll be damned if the President dies on my watch because you were screwing around.
AAD00105366	Any way I can help?
AAD00105367	Help? No, look, I apprec... You know, what, yes, I could use the help. And you look like you can handle yourself.
AAD00105368	I need to get the caravans moving again, that means clearing a path north. There's too much crawling the asphalt up the road to allow it.
AAD00105369	I need to get the caravans moving again, that means clearing a path north. There's too much crawling the asphalt up the road to allow it.
AAD00105370	It's either him or the wasteland.
AAD00105371	I think I'll take my chances with the wasteland.
AAD00105372	I heard Ranger Station Echo up north is manned by other ghouls.
AAD00105373	There's a Ranger Station run by ghouls? Finally, I feel like I have a place to go. Thanks for your help.
AAD00105374	Maybe First Sergeant Astor will let you join him?
AAD00105375	Are you sure he'll be okay with it? Not everyone is crazy about ghouls.
AAD00105376	There are plenty of places out in the wasteland.
AAD00105377	You know what? Why the hell not. There are plenty of places out there to explore, and I'm kinda tired of being stuck in this house.
AAD00105378	Actually, let's talk about something else.
AAD00105379	Okay.
AAD00105380	Can I ask you something else?
AAD00105381	Is that the only thing you're afraid of?
AAD00105382	Radscorpions. Fuckers creep the hell out of me. I'm not going outside while they're still crawling around.
AAD00105383	Can you tell me what happened here?
AAD00105384	I don't really know the details of it, it all happened too quickly. I remember being hit by a blast of energy.
AAD00105385	Next thing I know, I wake up like... like this. I've been staying in this house ever since.
AAD00105386	I don't know much about what's going on outside, aside from the creatures that moved in since then.
AAD00105387	Actually, I have another question.
AAD00105388	Can I have your dog tag?
AAD00105389	Sorry, I'm not about to give it up. It's the only thing I have left that reminds me of who I was.
AAD00105390	Goodbye.
AAD00105391	Later.
AAD00105392	CalamityToDoctorHenry01
AAD00105393	Stealth field is stable, and the readings are clean. Gamma wave activity is... zero? Odd, but everything looks right.
AAD00105394	The stealth field is unstable and scrambling things. The reading says gamma wave activity is zero, but that can't possibly be right.
AAD00105395	Gamma wave activity is... zero? That can't be right. Must be a result of the interference.
AAD00105396	I should be going.
AAD00105397	I'm not asking you to do this. I'm telling you.
AAD00105398	Now take the Platinum Chip, go down to that bunker or whatever it is, and destroy whatever gizmo-happy Brahmin shit you find. Now get to it. Vale.
AAD00105399	I'm not asking you to do this. I'm telling you.
AAD00105400	Now take the Platinum Chip, go down to that bunker or whatever it is, and destroy whatever gizmo-happy Brahmin shit you find.
AAD00105401	And just in case you're thinking of slipping away, now that you've finally got that Platinum Chip in your hands?
AAD00105402	Go ahead, try that. And I'll have you hunted down, and your head mounted on a pole. Now get to it. Vale.
AAD00105403	I'll kill President Kimball for you.
AAD00105404	That's what I like to hear.
AAD00105405	One of my Frumentarii has set up camp near Hoover Dam. His name is Cato Hostilius.
AAD00105406	Go to him. He'll have further instructions.
AAD00105407	Is it really necessary to destroy the Brotherhood?
AAD00105408	If I say the Brotherhood should be destroyed, it's necessary.
AAD00105409	My Legion can win a fight against the Brotherhood of Steel, but it would be costly. Your job is to make sure there's no Brotherhood for us to fight.
AAD00105410	I'll see what I can work out with the White Glove Society.
AAD00105411	The leader of the tribe is a woman named Marjorie. My understanding is that she strongly opposes a reversion to cannibalism.
AAD00105412	If she's intractable, you might find Mortimer, her second-in-command, more flexible.
AAD00105413	You don't need to look outward, mighty Khan. Your tribe is proud and strong - claim your own glory!
AAD00105414	[SUCCEEDED] Well spoken, traveler. Well spoken indeed. Perhaps it's time to find our own destiny unburdened by the past.
AAD00105415	We'll begin readying the camp to move. As soon as Caesar makes his move, we'll depart. We will make ourselves strong again, and we shall conquer!
AAD00105416	Great Khans! Drive Caesar's dog out of our camp! If he's too slow to flee, kill him!
AAD00105417	[SUCCEEDED] Well spoken, traveler. Well spoken indeed. Perhaps it's time to find our own destiny unburdened by the past.
AAD00105418	We'll begin readying the camp to move. As soon as Caesar makes his move, we'll depart. We will make ourselves strong again, and we shall conquer!
AAD00105419	But you won't have each other. The Legion will kill you and sell Diane into slavery as a prostitute.
AAD00105420	[SUCCEEDED] Dude! What a total haul! No way that's copasheshy. Yeah, okay, me and Diane got your back. No sweat.
AAD00105421	What about Melissa?
AAD00105422	Ah, Melissa. She's a bit of a dreamer. Last time she was in camp, Karl filled her head with stories of serving the Legion as a speculatore.
AAD00105423	Personally, I've never seen a woman in Legionnaire's armor, so I have my doubts.
AAD00105424	So what do I do?
AAD00105425	Papa can be a stubborn man, but he's not a tyrant. He listens to his tribe, and to four voices in particular: me, Jack, Diane, and Melissa.
AAD00105426	If you can convince all of us that allying with Caesar is a bad idea, you might be able to sway him.
AAD00105427	What is it you had in mind?
AAD00105428	You want to convince Papa not to ally with Caesar, right? Trust me, you'll get nowhere just talking to him about it.
AAD00105429	He's fixated on restoring the glory of the Great Khans, and he sees Caesar as the path to that restoration.
AAD00105430	Sounds good.
AAD00105431	Well, I'm glad I have your approval.
AAD00105432	I have access, right?
AAD00105433	Not a chance. Only the necessary personnel have authorization.
AAD00105434	I'm going to need access everywhere.
AAD00105435	Alright, I'll give you full access.
AAD00105436	So what's the plan for today?
AAD00105437	The plan is to get through today without the shit hitting the fan.
AAD00105438	So I'll be overseeing the security team personally and keeping in constant contact with people over the radio.
AAD00105439	It's a good bet that the Legion is going to try something today so we have to be prepared for anything.
AAD00105440	We'll do whatever it takes to get the President through this visit in one piece.
AAD00105441	What can I do to help?
AAD00105442	Someone like you... I'm just glad to have you on board. Do whatever you can. Security sweeps, talk to people, keep an eye out.
AAD00105443	Keep an eye on the crowd and keep an eye out for anything suspicious. Other than that, just stay out of the way.
AAD00105444	Do you have any leads on possible security threats?
AAD00105445	The Legion will definitely try something, but we don't have any solid leads yet.
AAD00105446	I'd almost expect something direct from them, but given the circumstances there's a possibility of something more subtle, like sabotage.
AAD00105447	But since we don't have anything solid, we'll just have to keep our eyes out for anything out of the ordinary.
AAD00105448	Possible security threats... there was a new guy allowed to help with security at the last minute. Other than that, we don't have any solid leads.
AAD00105449	Do you have a detailed schedule for the visit?
AAD00105450	I have a full itinerary here. Here you go.
AAD00105451	The President arrives, gives a speech, and then leaves. That's all someone like you needs to know.
AAD00105452	Can I use my weapons during the President's visit?
AAD00105453	We trust you, so you're free to have your weapons. Just don't do anything too crazy and we'll back you up.
AAD00105454	You'll be allowed to carry your weapons, but they must remain holstered.
AAD00105455	If you pull them out, my men will shoot you. Understand?
AAD00105456	Before I take care of them, can I ask you about your dog tag?
AAD00105457	What do you want to know?
AAD00105458	What's the history of the camp?
AAD00105459	I know that this place was originally a mining town before the NCR took it over. I think they mined gold before the war.
AAD00105460	Sorry I don't know much more than that.
AAD00105461	Astor has agreed to let you join him.
AAD00105462	Maybe now I can get my old life back, or at least most of it.
AAD00105463	It's not much, but I want you to have this.
AAD00105464	I've already reverted the White Glove Society back to cannibalism.
AAD00105465	All right, that's a start. But now you have to convince them to support my Legion.
AAD00105466	Tell them they'll be allowed to continue practicing their dietary habits without interruption. They can eat a portion of what they conquer.
AAD00105467	Do you have any dealings with New Vegas?
AAD00105468	Not really. Heard it's paradise in the wasteland. Never been there myself, doubt they'd let a mutant in.
AAD00105469	Amazes me people would come from all over the wastes to throw away everything they've got in that town.
AAD00105470	Because you know they'd come up lacking?
AAD00105471	[FAILED] Win? I wasn't aware we were competing.
AAD00105472	Well spoken. You win this round.
AAD00105473	But surely a warrior in service of glorious Caesar is the equal of any tribe's finest?
AAD00105474	[FAILED] You insult our host, where I wouldn't dare to. You might want to watch that talk around Papa Khan.
AAD00105475	Wow, you're not worthy to join a scruffy tribe of has-been desert raiders? You must suck.
AAD00105476	Let's get this over with then.
AAD00105477	Well spoken.
AAD00105478	RRCLegionAmbush
AAD00105479	Karl sends his regards.
AAD00105480	You don't give up, do you?
AAD00105481	My dog here doesn't like you.
AAD00105482	Well that's too bad. I'm just here to enjoy the show so if you don't mind...
AAD00105483	<Raise arms> Boogedy boogedy boo!
AAD00105484	What are you working on?
AAD00105485	The Nightkin have varying degrees of mental instability due to their addiction to Stealth Boy use. I've been trying to come up with a cure.
AAD00105486	I'm currently investigating the local Nightstalker population since they seem to have developed a natural stealth field.
AAD00105487	I've also gotten my hands on a working Stealth Boy Mark II prototype, but that experiment is riskier. I'd rather not pursue that research just yet.
AAD00105488	What's the story with Keene?
AAD00105489	Smart, charismatic. One hell of a mean streak. Doesn't care for humans. Prefers fighting them to talking.
AAD00105490	He's got a lot of pull with Nightkin, though. He talks, they listen. Was hoping he could draw other Nightkin to Jacobstown.
AAD00105491	Keene is saner than most, but I know he's thinking of going his own way again. He's aggressive, impatient. Can't stand sitting around.
AAD00105492	Sure, what have you got?
AAD00105493	With Anders out of commission for so long, we're shorthanded on runners, and some backlogs have piled up.
AAD00105494	We've got an associate in the Crimson Caravan Trading Company who distributes for us in Outer Vegas. He's been after us for a new shipment.
AAD00105495	You up for something challenging?
AAD00105496	I've got a shipment of Jet and Psycho that needs to be delivered to Motor-Runner at Vault 3.
AAD00105497	What do you have for sale?
AAD00105498	Oh, you're buying? Tell you what, since you've been acting all, well, random lately, how about a discount? Might calm you down.
AAD00105499	I know a few recipes for chems you might want. I could teach you.
AAD00105500	Right on. What have you got?
AAD00105501	I'm looking to make a few caps. Got any work for me?
AAD00105502	Hmm... you look like you could handle yourself in a fix. All right, I'll tell you what. Anders, one of my best runners, is overdue to report back.
AAD00105503	If you can find out what happened to him, I'll give you some real work.
AAD00105504	And you didn't even get skinned alive. I'm impressed. Here's your payment.
AAD00105505	I finished the Vault 3 run.
AAD00105506	Yeah, you did good finding him. Okay, if you want a little work, I think I can find you something.
AAD00105507	Now that Anders is back, how about that work?
AAD00105508	Okay, if you want a little work, I think I can find you something.
AAD00105509	Any new jobs for me?
AAD00105510	Not right at the moment, but you could talk to Jack - he's always looking for new recipes.
AAD00105511	Any new jobs for me?
AAD00105512	I know who they are, but I don't care about their agenda.
AAD00105513	They're usually harmless unless you use advanced technology around them.
AAD00105514	Well, that shouldn't be a problem for me. I can't afford anything like that.
AAD00105515	I need repairs.
AAD00105516	All right then... just sign here, here, and... here.
AAD00105517	I'm still working on it. May I ask you some questions?
AAD00105518	The Khans will accept you as long as you pass the initiation rite.
AAD00105519	Well, that's a hell of a lot better than going back to prison.
AAD00105520	I'll do it.
AAD00105521	Thanks. Take this keycard - I tried hacking the locking mechanisms on the doors, but it seems the only way in is with one of these.
AAD00105522	Yes. You can join them, but he says you would all still have to pass the initiation rite.
AAD00105523	I'd rather not, but fair enough. We'll do it.
AAD00105524	Tell me about the Super Mutants.
AAD00105525	Tell me about the Super Mutants.
AAD00105526	Tell me about the Super Mutants.
AAD00105527	Tell me about the Super Mutants.
AAD00105528	Tell me about the Super Mutants.
AAD00105529	Tell me about the area outside the vault.
AAD00105530	It's a fucking deathtrap around here. Fiends swarm all over Vault 3 in the east, and there are fucking Deathclaws south of that, at Quarry Junction.
AAD00105531	If you're looking for humans, the Khans are north of us, and there's an NCR base at McCarran, past Vault 3. Supposedly there are muties to the southeast.
AAD00105532	Tell me about the prison break.
AAD00105533	A beautiful thing. Saved a little blast powder here, hid a makeshift weapon there, and one day I orchestrated a little symphony for the NCR.
AAD00105534	I can teach you to make Rocket.
AAD00105535	[SUCCEEDED] Right on, let's have it!
AAD00105536	[FAILED] Cool. Maybe later.
AAD00105537	I was thinking Rocket, but now I'm not so sure.
AAD00105538	I can teach you to make Party-Time Mentats.
AAD00105539	[SUCCEEDED] Right on, let's have it!
AAD00105540	[FAILED] Cool. Maybe later.
AAD00105541	I was thinking Party-Time Mentats, but now I'm not so sure.
AAD00105542	I can teach you to make Slasher.
AAD00105543	[SUCCEEDED] Right on, let's have it!
AAD00105544	[FAILED] Cool. Maybe later.
AAD00105545	I was thinking Slasher, but now I'm not so sure.
AAD00105546	I can teach you to make Hydra.
AAD00105547	[SUCCEEDED] Right on, let's have it!
AAD00105548	[FAILED] Cool. Maybe later.
AAD00105549	I was thinking Hydra, but now I'm not so sure.
AAD00105550	I can teach you to make Super Stimpaks.
AAD00105551	[SUCCEEDED] Right on, let's have it!
AAD00105552	[FAILED] Cool. Maybe later.
AAD00105553	I was thinking Super Stimpacks, but now I'm not so sure.
AAD00105554	Medical supplies are always scarce, and they don't kill the buyer as often. Think of the profits!
AAD00105555	[SUCCEEDED] You've got a point. Selling meds to the locals could be a pretty nice side gig. All right, I'll tell Jack to give it a try.
AAD00105556	But think of all the people who overdose on Jet and Psycho. It's bad for your karma.
AAD00105557	[SUCCEEDED] Whoa... you're right. I should start a side project making meds to keep my aura clean.
AAD00105558	Where exactly are we going?
AAD00105559	We're gonna check out the police and fire stations. They were the buildings used most by the NCR, so they're our best chance at good shit.
AAD00105560	I found the keys on one of the trooper corpses.
AAD00105561	Okay. I'll be back.
AAD00105562	Just go, already.
AAD00105563	I'll check it out.
AAD00105564	Yeah, you do that.
AAD00105565	Who is your employer?
AAD00105566	Some caravan company, Crimson something or other. Some old broad said they were looking to expand their business, be more competitive or some shit.
AAD00105567	I don't really care, so long as I get paid.
AAD00105568	Maybe I can help?
AAD00105569	Look, if you really want to help, either get the fuck out of our way or hack that damn computer over there.
AAD00105570	What is this initiation?
AAD00105571	Everybody has to do it. Well, everybody who wants to be a Khan, anyways. They toss you into the ring there and beat on you for a solid minute.
AAD00105572	If you survive, you're in.
AAD00105573	I took care of those geckos.
AAD00105574	You won't get a fucking cap from me, and you're lucky I don't blow your goddamn head off.
AAD00105575	The whole point of killing the geckos was so that we could get at the sulfur and you've just made that a hell of a lot more difficult. Now fuck off.
AAD00105576	What's going on here?
AAD00105577	After you cut off access to the sulfur, Cooke left. I guess we're free to surrender to the NCR now.
AAD00105578	We're waiting on you. A lot of us are interested in joining the Khans.
AAD00105579	I'd like to, but I can't take you with me right now.
AAD00105580	Aw, you really know how to make a girl feel like a stray cat.
AAD00105581	But okay. My offer stands, if we run into each other again.
AAD00105582	I killed them all.
AAD00105583	God, you're not lying, are you? You really did kill them.
AAD00105584	In that case, this is for them.
AAD00105585	Can you tell me anything about this Platinum Chip?
AAD00105586	<Kill Benny in his sleep.>
AAD00105587	Huh...? Hnngk!
AAD00105588	Hundreds of Securitrons. All of them upgraded now, just like Mr. House wants.
AAD00105589	So all this time the old man had an entire army on lay-away? Clever player.
AAD00105590	Just imagine the look on Baldie's face when those Securitrons come pouring out on judgment day! I'd pay to have that bronzed!
AAD00105591	So all you gotta do is talk to Yes Man, figure out how to set things in motion.
AAD00105592	Make Vegas a town I woulda been proud of, baby. Let it swing.
AAD00105593	He gave me the Platinum Chip.
AAD00105594	Sure, Baldie wants you to go down there in the bunker and destroy whatever Mr. House stashed there.
AAD00105595	Oh, you don't want to do that, baby. Whatever's down in that bunker is the key to the city called Vegas. So here's what you do...
AAD00105596	You go down there and you use the Chip to do whatever Mr. House woulda wanted you to do. And when you get back to the Strip, you find Yes Man.
AAD00105597	I made it so that cat can't help but be helpful, dig?
AAD00105598	Looks like you played past your abilities.
AAD00105599	Didn't leave me much choice when you showed up. Like I said, you forced my hand.
AAD00105600	Hand over the Platinum Chip, maybe you live.
AAD00105601	Can't do that, baby. The Chip, it's... special. But savor this, baby...
AAD00105602	I can comp you the Presidential - best suite in the house. After what you been through, you deserve a taste of the VIP lifestyle.
AAD00105603	Give me a moment or two to catch my breath and knock back a few cocktails, and I'll swing by for a meet and greet.
AAD00105604	I'll clue you in, guaranteed - every question answered. This can be the start of a beautiful friendship.
AAD00105605	Mr. House wants the Platinum Chip. Hand it over.
AAD00105606	You don't wanna do that, baby - not without hearing what I got to say first.
AAD00105607	Pass the time thinking over your mistakes. <Final decision.>
AAD00105608	You sick, vindictive fuck!
AAD00105609	Tell me about the Three Families.
AAD00105610	Set it up right, and the Families will roll with your caper. You might have to do some convincing.
AAD00105611	Why shouldn't Mr. House run Vegas?
AAD00105612	Mr. House hides Vegas under his skirt when the bombs fall a thousand years ago, so it belongs to him? Forever? You buy that?
AAD00105613	Baby, every boss has a line to explain why he's special, why everyone's gotta do what he says. You're just figuring that out?
AAD00105614	Vegas gotta swing, baby, gotta have pizzazz. Respect where due, but that old man is square to the core.
AAD00105615	Okay, I'll take care of him.
AAD00105616	Thanks for your support. I'll make sure the NCR Emergency radio is up and running. Go kill those bastards.
AAD00105617	What opportunity is that?
AAD00105618	We now have a chance to take the fight to those bastards on their home turf.
AAD00105619	I am in the beginning stages of planning out an assault on The Fort. I've made calls to our allies, and they are on their way to our position.
AAD00105620	Once our forces are in place and garrisoned here, we'll begin our assault.
AAD00105621	It sounds like you're not happy being a Great Khan. Maybe you'd be happier someplace else.
AAD00105622	[SUCCEEDED] Yeah, maybe you're right. Maybe I can find my true calling, someplace they'll appreciate my poetry! Someplace like the Old Mormon Fort, maybe.
AAD00105623	Do you think the Followers of the Apocalypse would take me? I remember all those books they brought us when they visited our tribe.
AAD00105624	It can't be as hard as all that. What needs to get done?
AAD00105625	Well, if you ask me, what we really need is to get this whole squad out on the practice range - shape up our marksmanship and explosives skill.
AAD00105626	I'm sure the others have their own ideas, though.
AAD00105627	I've brought a brain to transplant into Rex.
AAD00105628	I can probably handle that. Just the same as changing a light bulb, except stickier and smellier. Right?
AAD00105629	Anyway, what did you bring me?
AAD00105630	You said I could have your rifle before you go.
AAD00105631	Sure enough, you got me clear of this mess. Here you go.
AAD00105632	You said I could have your rifle before you go.
AAD00105633	Sure enough, you got me clear of this mess. Here you go.
AAD00105634	Hey, you said you would help clear the caves.
AAD00105635	I know, but now that I can see the way out, I'm not so sure. I'd rather not join my dead buddies anytime soon.
AAD00105636	I'm going to start heading back to California now. I'm not about to let myself get killed by future NCR incompetence.
AAD00105637	Would it be so bad to lend them the armor for the battle?
AAD00105638	[SUCCEEDED] It would mean more people better protected and able to fight.
AAD00105639	vHDPowerArmor
AAD00105640	This is unacceptable, we demand the immediate return of our power armor.
AAD00105641	A battle is about to be fought out there, to come here requesting our men to give up their armor is insane.
AAD00105642	It is not your armor, that power armor is property of the Brotherhood of Steel and you have no right to claim it as your own.
AAD00105643	You won't have any more trouble with those mercenaries.
AAD00105644	Good. Glad you didn't kill them. Letting them walk away proves we're not bloodthirsty mutants.
AAD00105645	If NCR or anybody else is looking for an excuse to attack Jacobstown, they're not going to get it from us.
AAD00105646	Here's your money - 2000 caps, as we agreed.
AAD00105647	All right, then. We'll be on our way.
AAD00105648	Here's your money - 2500 caps.
AAD00105649	A deal's a deal. We'll be on our way.
AAD00105650	< Barter - 55 >
AAD00105651	[SUCCEEDED] That thought had crossed my mind as well, actually. Fine, make it 2000 caps and we'll call it square.
AAD00105652	2500 caps? I'm doing you a favor by paying you now. I doubt you were expected to survive this.
AAD00105653	[FAILED] Sorry, but I've got my men to pay and equipment to maintain. 2500 caps or no deal.
AAD00105654	2500 caps is too much. Can't we come to a deal on a lower price?
AAD00105655	What do you want with Jacobstown?
AAD00105656	Just doing what I'm paid to do - harass the muties until they leave or attack us. If they leave, we'll let 'em go. If they attack, we wipe them out.
AAD00105657	Either way, the job's not done until they're cleared out of the town.
AAD00105658	What do you want me to do?
AAD00105659	You're human - they might be willing to listen to what you have to say. Maybe.
AAD00105660	I'm not asking you to kill them. Just talk them into leaving. Hell, pay them off if you have to.
AAD00105661	Can I get the abridged version?
AAD00105662	Oh, of course! I'm sorry, I do tend to get wrapped up in my own theories and forget that not everyone finds them as fascinating as I do.
AAD00105663	Here, I salvaged this book from an old library. It's a history of people called the Mongols. I think that's what the Khans built their culture on.
AAD00105664	You should read it, it's fascinating stuff.
AAD00105665	Who is Ezekiel?
AAD00105666	He's a member of the Followers like myself, but his particular field is Pre-War history and tribal culture.
AAD00105667	I do recall him being fascinated by the Khans. He kept going on about parallels to some ancient historical empire or another.
AAD00105668	Consider it done.
AAD00105669	What?... Really?! You're mad, but I like it!
AAD00105670	According to the notes you gave me, all of the southern raiding parties come from that camp. Caesar regularly sends fresh squads to relieve patrols.
AAD00105671	Killing their Centurion and leadership would be a start, but finding a way to permanently shut down that dock is what we really need.
AAD00105672	I already took care of the camp.
AAD00105673	What?! How'd you pull it off?
AAD00105674	Hundreds of Securitrons. All of them upgraded now, thanks to the Chip.
AAD00105675	So all of this time the old man had an entire army on lay-away? Clever player.
AAD00105676	Just imagine the look on Baldie's face when those Securitrons come pouring out on judgment day! I'd pay to have that bronzed!
AAD00105677	So all you gotta do now is talk to Yes Man, figure out how to set things in motion.
AAD00105678	Make Vegas a town I woulda been proud of, baby. Let it swing.
AAD00105679	We should go after the vegetation technology.
AAD00105680	Okay. What better way to persuade them than to give them a taste of what they stand to gain, right?
AAD00105681	Maybe the best place to start is to see what we can find out directly from the NCR. Let's head to their OSI office at McCarran.
AAD00105682	The rangefinder sounds promising.
AAD00105683	They defended HELIOS like it was their last stand. Didn't even know if there was anything worth defending. How could there be, with all we lost?
AAD00105684	Even if it did work, it'd be under NCR control now. So it'd either prove our goals are wrong or we're incapable of pursuing them.
AAD00105685	There's a pawn shop in Outer Vegas we could check. And I've heard of a gift shop in the Strip that deals in Pre-War antiques.
AAD00105686	Let's pursue the pulse gun.
AAD00105687	Yeah, maybe they'll think twice about engaging the NCR if they know one of those could be floating around.
AAD00105688	The notes say to look around Nellis Air Force Base. He suggests going through filing cabinets and computers in the commanding officer's quarters.
AAD00105689	Father Elijah?
AAD00105690	Our Elder before McNamara. He had a nose for recovering lost technology. He'd send Scribes out into the desert chasing whatever leads he found.
AAD00105691	There were a few he only trusted me with. I can think of at least one that'd prove my point, if it still exists.
AAD00105692	There's a comm terminal not too far from here I'd use to access messages from him. If we go there I can pull up his research on it.
