TIH00000001	恰斯摇头娃娃
TIH00001206	
TIH00001207	好的，如果是那些老鼠做了这一切，我只想说那些英克雷吃屎去吧。
TIH00001208	
TIH00001209	我认为我们可以清理掉老鼠。我希望你带着注射剂-X。该死的僵尸。我操。
TIH00001210	
TIH00001211	嘿，我也许看到晃动了。留着小胡子的家伙...博士...之类的。这是某些科幻片音乐剧。真他妈的怪异。
TIH00001212	你怎样看待NCR？
TIH00001213	人民很好，但是领导层他妈的太差。金博尔不错，但是参议院呢？成群的有钱有势的人，被矿工和牧场主贿赂。
TIH00001214	军队也是一样。奥利弗他妈的很没用。太多的指挥官是靠玩弄权术上台的，而不是靠作战经验。
TIH00001215	上次我们在胡佛大坝真他妈的是运气。我不认为运气会再次降临。
TIH00001216	但是如果我们能在祖鲁获得胜利，或许我们可以守住大坝。不管怎样，在号角响起的时候我不打算留在附近。
TIH00001217	你对凯撒军团的有什么看法？
TIH00001218	我的大部分职业生涯都花费在找出袭击者和奴隶身上。我听说军团也是这样的...只不过规模更大罢了。
TIH00001219	他们不比NCR外围大多数野蛮人强到哪里去。他们有组织和领导者，但是没别的了。
TIH00001220	但是公平的说，有时候有组织和领导者就足够了。NCR常常忘了那一点，而只是将注意力放在混日子上。
TIH00001221	我知道一件事 - 我们显然他妈的不能低估他们。
TIH00001222	你对豪斯先生的看法呢？
TIH00001223	有太多谣传了，我不知道怎么去设想他。一些游骑兵告诉我豪斯喝他自己的小便并且在一个实验管中生活。
TIH00001224	我常常听到飞船的故事，还谈论死亡爪，或者其他废话。我常常怀疑这些故事。豪斯先生的事情在这类当中。
TIH00001225	我想问你点别的东西。
TIH00001226	这是什么？
TIH00001227	我没什么问题想问了。
TIH00001228	好的，让我们走吧。
TIH00001229	
TIH00001230	你不准备停下来，不是吗？
TIH00001231	我在军队服役了15年，再有5年就有退休金了。当我他妈的在牛头城完了的时候我是个上士。
TIH00001232	我跟着将军...金博尔总统的远征军。
TIH00001233	那是我见过的最艰难的战斗，但是我们努力地推进，在物资和人手越来越缺乏的情况下推进。
TIH00001234	有人告诉我，在战争中的第一个受害者是无辜的，那简直是胡说！第一个受害者他妈的在睡觉。
TIH00001235	部队，安置着营地，晚上进行侦查，防火，所有的这一切意味着普通士兵没有睡眠时间。
TIH00001236	问题在于我的小伙伴们精疲力竭，而我需要他们警戒。一次瞌睡可能会使整个排的被杀害。
TIH00001237	所以我...重修跟老熟人联络并设法弄了一些杰特。我认为这是个备用方案，至少是暂时的。
TIH00001238	那错了。在我意识到之前我已经用了一半的计量还上瘾了，所以即使我停止了使用，但是损害还是产生了。
TIH00001239	别误会了，它还是有好处的。它可以保住那些在最后一波推进的小伙子们的生命。
TIH00001240	但是当浓烟散去，我们安定下来的时候，它们就变成严重的问题。事情每况愈下，而高层想要严惩闹事者。
TIH00001241	他们威胁军队的上层...该死的，全下地狱吧。这件事始于我，所以我相当于站在了炸药上。
TIH00001242	他们没有枪毙我的唯一原因是由于我的作战履历。取而代之的是，我要被关十年禁闭。已经五年过去了。
TIH00001243	我的一个上司，一个叫做兰卡斯特的人，在法庭上我为作证，为我做辩护。我不知道他发生了事。
TIH00001244	所以我就，不光彩的出狱，没有养老金，除了战斗我没有任何实际的工作技能...我是个现成的雇佣兵。
TIH00001245	我不想打断你，但是我想知道你为什么离开军队。这并不划算。
TIH00001246	我想说别管它，而且我是认真的。
TIH00001247	你是第八小队或诸如此类的部队的一员么？你有没有过回火和炸膛？我想知道！
TIH00001248	当你在NCR的军团服役期间你与谁作战？
TIH00001249	我参加过很多无聊的战斗，相当令人厌恶。抛开玩笑话，主要是与一些小规模的袭击者，土匪或者奴隶进行战斗。
TIH00001250	我得承认，没有比解放奴隶更让人感到高兴的事情了。那是个可怕的集团...奴隶连狗都不如。
TIH00001251	或许这就是我鄙视军团的原因。我听说他们在亚利桑那有个巨大的奴隶营，为制作武器采集矿藏。那里有数百个奴隶。
TIH00001252	不过我跑题了 - 大多数袭击者都是小股势力出现在80号公路上。那些傻瓜都是土人，而且他们日益增长。
TIH00001253	我碰见过一些白腿部落人，还有一些死亡爪。那些疯狂的家伙喝死亡爪的血，戴着死亡爪手套。他们可以在一秒钟内捣撕开你的内脏。
TIH00001254	但是，跟我战斗的绝大数疯子只能杀杀在沙漠露营的笨蛋，没什么特别的。在边境有很多他们这样的人。
TIH00001255	基督啊，你真的想听听这件事吗？好吧。
TIH00001256	那个女人...她像每个女人那样 - 相当的好。当我遇见她的时候，她比我大一点。我当时16岁，一个会将情感...放大的年纪。
TIH00001257	她叫做杰西卡·莱特，跟某个莱特家族的权贵结婚了。事实上，这是她的幸运。
TIH00001258	她与彼希家族有个协议，他们想偷偷的贩卖杰特，自此以后她的丈夫变成了一个控制狂。
TIH00001259	我们的一个伙计生病了，而我就接过他的工作，年轻的布拉德利负责送货给莱特夫人。
TIH00001260	我记得第一次见她的时候，她穿着黑色的裙子。她有着黑色的皮肤和黑色的眼睛，并且那么忧郁...耶稣啊，我能感觉到。
TIH00001261	也许这就是良辰美景，而我们立即产生了“共鸣”。这种感觉空前...且绝后。
TIH00001262	杰斯是那种只要你看一眼就会令你发狂的女人...更不用说触摸她了。耶稣啊，她是奇迹。
TIH00001263	我有梦到过杀死她的丈夫，然后跟她结婚。她是我青年时代的中心，或许我能为她放弃一切。
TIH00001264	
TIH00001265	在军队的时候，我要么在营地要么在行军，我试图忘了她。我有更多属于我的妓女，但不是原来的那样了。
TIH00001266	有趣的是，一直以来，我总会想起杰斯味道。她的香味，她的发梢。我没有一天不会想她。
TIH00001267	你提到的这个女人是谁？似乎你对她有股强烈的情感。
TIH00001268	有些事情最好留在过去...留在记忆力，不说出来。我希望你有一天会明白。
TIH00001269	等等 - 告诉我关于那个女人的事。我想知道细节。
TIH00001270	你有想过回到里诺去找她吗？
TIH00001271	那...大约是25年前的事情了，我可以肯定她已经死了。我应该很久之前就这样做。
TIH00001272	有些事情最好留在过去。你不能因为别人的选择而去责怪自己。
TIH00001273	也许你是对的。当你远离某件事物很久之后，你就会很容易去怀念。
TIH00001274	她做出了她的选择，我也是。这很简单。
TIH00001275	你应该忘了那个荡妇。天涯何处无芳草，帅哥。
TIH00001276	他妈的注意你的嘴。你他妈的不知道你在说什么。
TIH00001277	
TIH00001278	嘿，我能问你一个问题吗？
TIH00001279	当然，你在想什么？
TIH00001280	我不太确定我对这整件事的看法。老实说，你认为我们是如何找到这里的？我都想独自离开这里了。
TIH00001281	不，我们需要保持前进。
TIH00001282	你大概是对的。带路吧。
TIH00001283	没有投资，没有获利。你不可以在面对危险时显得懦弱，布拉德利。
TIH00001284	嘿，他妈的谁是你所谓的懦弱小绵羊？
TIH00001285	好吧，我会在你后面。但是如果死亡爪撕破了我们的脸，我将提醒你我是对的。
TIH00001286	如果你没有胆量。我会很高兴独自上路并自行解决一切。
TIH00001287	我不会去任何地方。我只是想看看你站在哪里，并了解你让我知道的，让我行动起来吧。
TIH00001288	我不知道里面有什么，但是让我们一起找出来。准备好了吗？
TIH00001289	当然是。我只是想看看你站在哪里。那会告诉我，我需要知道什么。
TIH00001290	
TIH00001291	嘿，我能问你一个问题吗？
TIH00001292	当然，你要问什么？
TIH00001293	我不太确定我们是否能找到任何东西，现在我们在这了，我不禁会想等会儿会发生什么。
TIH00001294	为了讨论...让我们谈谈离开这有钱人的地方吧...像马德雷山脉那样有钱。你准备去哪里处理你的伤口？
TIH00001295	不，我们差不多到避难所了。让我们保持前进。
TIH00001296	是的，你是对的。我会在后面跟上你。
TIH00001297	讨论我们设想中的财富还为时尚早。让我们首先找到再说吧。
TIH00001298	你是对的。一般情况我很关注于工作，但是想想这个...我父亲留下的某些东西。我一想到这个就会忍不住的开心。
TIH00001299	我在考虑用这些钱帮助自由城。
TIH00001300	无意冒犯，但是他们能够自谋生路。我曾走过那条路，住过臭水沟，吃过老鼠并勉强维持生计。
TIH00001301	此外，你向自由城投资而结果是...猫王帮会带新枪并穿上新衣服。没有任何改变。
TIH00001302	这不是钱的问题。这是关于完成工作的问题。
TIH00001303	这通常关钱的事。如果你想欺骗自己...就说不是吧...那是你的选择。
TIH00001304	这有什么关系？你只是撒了泡尿。
TIH00001305	你总是这么傻逼，不是吗？我期待着我们的合作即将结束。
TIH00001306	
TIH00001307	你的胃有过那种感觉...那种使你将食物从喉咙里呕吐出来的感觉吗？我刚刚就有过。
TIH00001308	谢谢你。
TIH00001309	随便。
TIH00001310	<保持沉默>
TIH00001311	<信使盯着你>
TIH00001312	他妈的法西斯。
TIH00001313	滚蛋吧。
TIH00001314	他妈的法西斯。
TIH00001315	我是&PCName;。我想讨论一下建立一个孤儿院，怎么样？
TIH00001316	哦，当然！我不确定你是否会回复我。
TIH00001317	我听说过你...关于你是怎样端掉辛迪加组织，还有从恶魔帮手中保住了西区。我还听说你很...富有。
TIH00001318	维加斯贫富悬殊。我想知道你是否愿意帮助那些不幸的人。给他们一个更好的未来。
TIH00001319	我已经选好了孤儿院的地点，而齐克可以提供保安工作。我需要的...仅仅是瓶盖。具体来说是10,000个。
TIH00001320	母狗，我收到了你的信。找其他人为那些小屁孩负担费用吧，别再给我写信了。
TIH00001321	为什么...你这贪心的狗屎！
TIH00001322	齐克，教这个软泥怪一些礼貌！
TIH00001323	上帝保佑你！
TIH00001324	在那里建立孤儿院将会花去数天的世界，但是一旦运营起来就很随意了。我甚至可以为你工作。
TIH00001325	你为新维加斯做了伟大的贡献。我们不会忘记的。
TIH00001326	我很乐意帮助。<支付10,000瓶盖>
TIH00001327	我明白，我在诺瓦克还有一些事务管理这里，所以当你有了瓶盖之后跟再我谈谈吧。
TIH00001328	我需要帮助，但是我需要更多的时间来筹集10,000个瓶盖。
TIH00001329	慢慢来。这是一大笔瓶盖。我们会在这里等到你筹集够。
TIH00001330	我很抱歉，我还没有足够的瓶盖。
TIH00001331	我为什么要相信你？
TIH00001332	我自己就是一个孤儿。我知道这意味着什么，为生存而去奋斗，偷窃仅仅只是为了活下去。
TIH00001333	我花了好几年的时间才变成现在这样，像一个商人那样工作。这是我第一次，能够帮助这些孩子...帮助新维加斯。
TIH00001334	我想让那些孩子不再沿街乞讨。但我独自一个还做不到这些，。我需要你的帮助。
TIH00001335	我不会为你的孤儿院供应经费。
TIH00001336	好吧，那真令人失望。有什么特别的原因吗？
TIH00001337	我想跟你谈谈关于资助孤儿院的事情。
TIH00001338	如果你那么说我会惊讶。
TIH00001339	如果这意味着帮助新维加斯的孩子们。我将解你燃眉之急。<支付20,000瓶盖>
TIH00001340	这是...我从未想过的...谢谢你！
TIH00001341	在那里建立孤儿院将会花去数天的世界，但是一旦运营起来就很随意了。我甚至可以为你工作。
TIH00001342	你为新维加斯做了伟大的贡献。我们不会忘记的。
TIH00001343	10,000瓶盖？！ 你是让他们住在超美多赌场吗？
TIH00001344	我不是凭空捏造这笔数目。NCR不愿意帮贫困的维持生计。所以我跟齐克不得不让事业运营起来。所有的事情都要花钱。
TIH00001345	我们不得不去弄水，食物，电力，还有额外的安全工作。然后NCR才会许可并收税。这需要钱来削减财政赤字。
TIH00001346	我已经选好的开业地点 - 就在诊所的东边。当我们建好的时候，你可以亲眼看看。
TIH00001347	那个变种人怎么回事？
TIH00001348	他是个蹩脚的保镖。我不久前帮助他解决一了些麻烦，所以他发血誓要保护我。
TIH00001349	他不是在吹牛逼，但总让任何打斗变得混乱。
TIH00001350	我自有我的理由。
TIH00001351	真令人遗憾，但是我尊重你的决定。我认为我和齐克该上路了。我们需要筹备更多的钱。
TIH00001352	我不相信你。
TIH00001353	你比我想象中的要聪明。我猜你不是偶然得到那些钱的，对吧？
TIH00001354	再会，邮差。直到我们下次见面。
TIH00001355	我不打算在这么一个危险的事业投入10,000个瓶盖。
TIH00001356	如果你想知道它会造成什么不同...它将会给那些孩子提供怎样的帮助。我觉得你就会重新考虑下了。
TIH00001357	真令人遗憾，但是我尊重你的决定。我认为我和齐克该上路了。我们需要筹备更多的钱。
TIH00001358	你这狡猾的婊子欺骗了我。
TIH00001359	你得了神经病...
TIH00001360	好吧，我会找另一些有责任心慈善机构帮组我们。留着你的钱并保持你的判断吧。
TIH00001361	我不喜欢你的脸。
TIH00001362	你在开玩笑嘛？简直是太幼稚了，这是我听过最肤浅的事！
TIH00001363	好吧，我会找另一些有责任心慈善机构帮组我们。留着你的钱并保持你的判断吧。
TIH00001364	安全工作是怎么回事？
TIH00001365	你不会相信的...流浪汉和肮脏的恶魔帮到处都是。
TIH00001366	我不想冒任何风险，那会影响到孩子们。雇佣兵要占一份比重，而齐克...好吧，他是免费的。
TIH00001367	孤儿们都在哪？
TIH00001368	有趣的事情是，我们为超过一打的孤儿们找到了家。
TIH00001369	而他们大多数只戴了一两天。事实上追随者帮助了我们，为我们联系到好父母。
TIH00001370	我相信很快就会有更多的父母来。我已经告知了追随者，猫王帮，还有其他人我们已经开业了。
TIH00001371	地下室里有什么？
TIH00001372	现在这是一片混乱 - 你应该避开。我们有一些床和垫子，而且我在努力为孩子们建立一个教室。
TIH00001373	几天之后就能修建好。显然这比流落街头好的多。
TIH00001374	有需要我帮忙的地方吗？
TIH00001375	你已经做了如此多的事情了，我不想再麻烦你了。
TIH00001376	我们很感激，但是现在我认为我们已经准备好了。
TIH00001377	
TIH00001378	什么？怎么...
TIH00001379	我不喜欢这种谈话走向。我希望你离开，现在就走。
TIH00001380	你欺骗了我。
TIH00001381	我知道你将孤儿院用于奴隶贩卖，以斯贴。
TIH00001382	你能不能适可而止？
TIH00001383	瞧，这是钱的问题吗？我们显然可以达成一个协议。
TIH00001384	而你可以考虑下做个让步...或者不做。如果你是个好人，那么你拯救孩子们的唯一办法就是听我把话说完。
TIH00001385	我发现你一直在贩卖儿童。我会让你慢慢流血而死，你这可恶的婊子。
TIH00001386	哈，等等。拜托...理智点！
TIH00001387	看，我理解你的愤怒，不过停下来然后仔细想想。如果你想要你的钱...如果你想挽救那些孩子 - 你就要听我把话说完。
TIH00001388	你用*我的*钱办了一个奴隶场，而且你还隐瞒了这件事？我要赔偿，立刻就要。
TIH00001389	好吧，好吧，看，我这几天太不小心了。让那些NCR还有那些废奴主义者顽固们到处跑。
TIH00001390	不过，你看起来是理智的，所以我们想出一些办法。显然，你应得一些...赔偿。
TIH00001391	我只问一次，我的钱去哪了？
TIH00001392	我可以将你的钱给你，不要问任何问题。但是在我这这些之前，要听我说完一些事情。
TIH00001393	你不能跑去银行去为奴隶场贷款。我可以建立一个地基，但是我需要首都的许可。你提供了这个。
TIH00001394	不论以哪种标准，你现在都是个股东。相对于一次性付清，为什么不拿每周的红利呢？
TIH00001395	看，如果你坚决要拿回全部的瓶盖，我们可以那样做。但是如果你够聪明，你会跟我保持协议。
TIH00001396	我会经营生意。你不需要接触或者看着它，除非发生大事情。作为交换，你会得到一成的利润。
TIH00001397	那么你的决定是什么，邮差？你要做长期打算吗？
TIH00001398	你什么意思，拯救孩子们？他们在哪？
TIH00001399	我会告诉你的，不过在此之前你需要听听我的话 - 作为信息的交换，我将会离开这里。
TIH00001400	你还是可以拯救他们...问题是你是否会将他们的生命安危置于你藐视我之上。
TIH00001401	我会打断你的脊椎并将你吊在大坝上。你将会变成一坨干瘪的大便，你这愚蠢的婊子。
TIH00001402	齐克！妈妈需要你！
TIH00001403	[嘲弄]你把他们变成了努力？你连老鼠屎都不如，淫妇。<攻击>
TIH00001404	...
TIH00001405	母狗，我是演反派的，而你不过是坨狗屎。去你妈的晚安吧。<攻击>
TIH00001406	齐克，我们需要一个战士！
TIH00001407	你拿我的钱建立了这个地方。所以得让我成为股东。
TIH00001408	你很高兴你这么说 - 你有商业头脑是一大幸事。
TIH00001409	显然你应得一份利润。我可以每周给你一份红利，不要问任何问题。另一种选择是一次付清。
TIH00001410	明智的选择...是跟我们合作。按照我们获得比重，你将会得到你的全部钱甚至更多。由你决定。
TIH00001411	好吧，我选择每周拿红利。
TIH00001412	非常明智的选择，我想说。只有有孤儿，我们利润。
TIH00001413	只有每星期报到一次，而我将会分给你应有的那份红利。除此之外，我应该保持最少的接触。
TIH00001414	我们会经营贸易，兼并，等其他事情。我只会在...出现重大问题的时候请求帮助。尽管我对此不太担心。
TIH00001415	再次感谢，邮差。你多保重。
TIH00001416	
TIH00001417	好吧。对此我感到超出你想象的失望，不过你有很有道理。
TIH00001418	在这之后，我们了解了。我的债务还清了，我们的生意已经运营起来了。我认为我们以后最好避免接触。
TIH00001419	你给你一笔借款，而你把它们变成了黄金。你欠我的钱要一次性付清。
TIH00001420	好吧。对此我感到超出你想象的失望，不过你有很有道理。
TIH00001421	在这之后，我们了解了。我的债务还清了，我们的生意已经运营起来了。我认为我们以后最好避免接触。
TIH00001422	你给你一笔借款，而你把它们变成了黄金。你欠我的钱要一次性付清。
TIH00001423	这不完全是一笔欠款。我这么做自有我的缘由。我会付清我的债务的。但我不会多付一个瓶盖。
TIH00001424	你是不是应该给我一些利息什么的？
TIH00001425	我想要一次付清，现在就要。
TIH00001426	你以为你会选择长远的打算，但我尊重你的选择。
TIH00001427	给你，全部都在这了。我们的协议结束了。我认为我们以后最好避免接触。
TIH00001428	你以为你会选择长远的打算，但我尊重你的选择。
TIH00001429	给你，全部都在这了。我们的协议结束了。我认为我们以后最好避免接触。
TIH00001430	
TIH00001431	如果你告诉我孩子们在哪，你就能立刻。我说到做到。
TIH00001432	毒蛇帮有了新的藏身地，在尼普顿的东边。实际上，那只不过是个古老的山洞罢了。
TIH00001433	我推测他们从莫哈维以外的地方吸收了新鲜血液，真是顽固。他们将儿童贩卖给军团。
TIH00001434	你不是个坏人，邮差...你只不过看事情有点太...黑白分明。祝你好运。
TIH00001435	我不同意这些条款。你必须交出你全部的钱。
TIH00001436	很好。齐克？
TIH00001437	我带着一个钳子和焊枪。我确信我能让你开口。
TIH00001438	也许吧。但我要告诉你，那些孩子将会卖给凯撒军团，绝不会再出现了。
TIH00001439	你可以采取行动，或许可以拯救这些孩子。时间在流逝，所以你最好快点做决定。
TIH00001440	我不在乎那些孩子还有钱。我只想看到你死在我面前，婊子。
TIH00001441	他妈的神经病！
TIH00001442	我要拿走我的每周津贴。
TIH00001443	当然，给你。
TIH00001444	当然，给你。
TIH00001445	当然，给你。
TIH00001446	当然，给你。
TIH00001447	当然，给你。
TIH00001448	当然，给你。
TIH00001449	当然，给你。
TIH00001450	当然，给你。
TIH00001451	当然，给你。
TIH00001452	如此美好的一个星期！如果一直这样，我们就能提起退休了！
TIH00001453	
TIH00001454	<拍卖叫喊>
TIH00001455	
TIH00001456	<拍卖叫喊>
TIH00001457	<智力检测>
TIH00001458	
TIH00001459	
TIH00001460	
TIH00001461	
TIH00001462	
TIH00001463	
TIH00001464	<说谎> Vendebant servis ad aliquem cum
TIH00001465	
TIH00001466	
TIH00001467	
TIH00001468	<保持沉默>
TIH00001469	
TIH00001470	
TIH00001471	我和毒蛇帮不是一伙的。奴隶们已经被释放了。
TIH00001472	
TIH00001473	
TIH00001474	我听不懂你说的话。
TIH00001475	哈！我忘了那些游荡者大多数都不会我们的母语。
TIH00001476	我在这里为凯撒收集财富，年轻的奴隶将被教导训练。我直接领导着他们。
TIH00001477	停止胡说八道，然后滚吧，否则我将踩扁你。<攻击>
TIH00001478	混蛋！
TIH00001479	[嘲弄]Caco in Caesarem. Caco in Legi
TIH00001480	...
TIH00001481	你们在这干什么？
TIH00001482	努力解决掉那些侵占着我的财产的流浪汉。.
TIH00001483	肮脏的流浪汉不在乎我的死活，而NCR不愿意派遣部队来驱赶他们。
TIH00001484	你是谁？
TIH00001485	詹姆斯·安德森。大多数人叫我吉米。这是我的夫人简，还有孩子们罗伯特，贝蒂和比利。
TIH00001486	为什么你称之为你的财产？这是个废弃的建筑。
TIH00001487	它确实是个废弃的建筑。一个NCR的巡视员发现它无人居住，所以他们拍卖了这栋楼的产权。
TIH00001488	我那临近瑞丁城的农场将要转给那些双头牛贩毒者，所以我将我的一切付诸于此。我想在这开个贸易站。
TIH00001489	我带着全部家当来到这里，却只发现了这个被流浪汉占据的楼房。
TIH00001490	那个叫罗尼的家伙是他们的头领，而他不想让步。我已经绝望了，陌生人。我也许要自己动手解决麻烦了。
TIH00001491	我认为离开这里更符合你的利益。
TIH00001492	等等，你应该让那些流浪汉离开这里！我在数月以前就买下这栋楼房。这太可笑了！我们哪也不去。
TIH00001493	让我想个办法解决掉他们。
TIH00001494	你爱怎么说就怎么说吧。那个领头的是个牛脾气，相当的神经质。我猜他们吸毒或者抽大麻等古怪的东西。他们都是怪胎。
TIH00001495	你不要用杀人的方式来赶走他们，我将会付给你一些瓶盖。感谢你帮助，陌生人。
TIH00001496	我得走了。
TIH00001497	回头见。
TIH00001498	流浪汉？他们是个毒瘤，而医治的方法在我枪套里。我会解决掉他们的。
TIH00001499	教训几个人倒是可以，不过别杀人。我不想发生流血事件。
TIH00001500	你不要用杀人的方式来赶走他们，我将会付给你一些瓶盖。感谢你帮助，陌生人。
TIH00001501	
TIH00001502	看吧，你这愚蠢的土人，我不想再说第二遍...
TIH00001503	等等，你他妈是谁？
TIH00001504	
TIH00001505	
TIH00001506	我是&PCName;。受安德森先生拥有这栋房子的地契。你们必须离开。
TIH00001507	什么？我们已经流落街头好几个星期了，只是为了活下来。我们天天都在这儿，陌生人。
TIH00001508	我们有病人和孕妇。而你想让我们全部离开并回废土上？你可以用那契约擦我的屁股了。
TIH00001509	闭嘴。收起你的废话吧，然后带着你的一帮臭虫滚吧，他妈的立刻给我滚。
TIH00001510	我知道你的心肠就像NCR那样黑。他们总是驱赶我们，叫我们离开。我们不会再妥协了，你这恶毒的混蛋。
TIH00001511	我们有病人和孕妇。而你想让我们全部离开并回废土上？你可以用那契约擦我的屁股了。
TIH00001512	如果你们不立刻离开，我将会拧下你的脑袋放进收藏罐里给自由城的游荡者们看。
TIH00001513	我们-我们马上去找其他地方。
TIH00001514	我来这里吃小松饼然后杀杀流浪汉。我已经吃完小松饼了。<攻击>
TIH00001515	你在一辆开往地狱的车上，而我担任司机为你保驾护航！
TIH00001516	<外交选项口才检测>
TIH00001517	我？为他工作？我不知道怎么办。
TIH00001518	但是...我得糊口饭吃。我们可以干做任何类型的工作，所以一些稳定的收入对我们来说还不错。
TIH00001519	好吧。你可以告诉安德森只要他给我们工资还有食物，我们就为他工作。
TIH00001520	你和你人为安德森先生工作怎么样？这样所有人都受益。
TIH00001521	<罗尼对你怒目而视，显然对这个提议不屑一顾>
TIH00001522	你们做而居如何？你们可以留在楼上，而他们呆在楼下。
TIH00001523	
TIH00001524	看来，我们找到了另一种解决方式。一路顺风，陌生人。保重。
TIH00001525	给，这些足够买一些食物和衣服 - 或者别的了。<支付500瓶盖>
TIH00001526	你要拿出...500个瓶盖。然后我们就可以谈。
TIH00001527	你们愿意以一些瓶盖作为离开的交换吗？我可以负担一些路费。
TIH00001528	
TIH00001529	哈，这只是暂时的，你知道吗？只是个落脚处罢了。我们会离开的。
TIH00001530	如果你们不离开的话。我就会扭断你的脖子，拿你喂老鼠。
TIH00001531	狗屎，永远也不要尝试拿着一把猎枪对着一个愤怒的流浪汉。带着你的威胁见鬼去吧。
TIH00001532	赶紧滚，否则这里将会发生可怕的事情。
TIH00001533	
TIH00001534	恶魔帮？该死的，我认为他们只不过一些土匪罢了，不是主要的问题。我不是很喜欢跟他们纠缠。
TIH00001535	我不能保证食物之类的东西，也许我们会埋葬在西区。该死的，我才我们不得不离开了。
TIH00001536	你们没有水也没有食物，而且恶魔帮还在附近游荡。你确定你们能坚持下来吗？
TIH00001537	这几个月里，我们到处在乞讨。我们会找到我们需要的物资的。至少我们这里还能有个房顶。
TIH00001538	你确定你要跟老鼠还有蟑螂住在一起吗？你最好去别的地方。
TIH00001539	
TIH00001540	看来，我们找到了另一种解决方式。一路顺风，陌生人。保重。
TIH00001541	我弄了一些瓶盖。<支付500瓶盖>
TIH00001542	我得走了。
TIH00001543	回见。
TIH00001544	我确信罗尼和流浪汉们离开了。
TIH00001545	好极了！我们将立刻开始整理这个地方！感谢你的帮助，陌生人。我希望你以后能回来看看。
TIH00001546	我杀死了那些非法居民。这个屋子已经清理干净了。
TIH00001547	等等，他们都死了吗？天呐，他们虽然是些流浪汉，但是不应该受到那样的对待！
TIH00001548	我很高兴得到了这栋楼房，但是请...离我们远点。
TIH00001549	
TIH00001550	有了这笔钱，我们能够有个新的开始。
TIH00001551	这是你给的钱，陌生人。我们会用在别的地方。祝你好运。
TIH00001552	莫哈维还有其他不错的地方。这些应该足够你们的用的。<支付1,000瓶盖>
TIH00001553	
TIH00001554	你不知道我们经历了什么才来到了这儿，陌生人。真他妈的该死，这些事情真是我最害怕发生的。
TIH00001555	这是一个愚蠢，疯狂的梦想。我本该知道会这样的。我猜我们还有足够的资本回到加州。也许我们可以重新开始。
TIH00001556	这里是边境，是个危险的地方。你真想让你的家人在这里？
TIH00001557	不，我们为此牺牲了太多。这栋房子就是我们的未来，愿上帝帮助我。不管你说什么都改变不了。
TIH00001558	嘿，如果你不喜欢这里，你可以离开！
TIH00001559	
TIH00001560	基督啊，别这样，不要对我们这么做。
TIH00001561	我们，我们会离开的。只不过别伤害我们！
TIH00001562	赶紧离开，否则我会在你的家人面前把你撕成碎片。
TIH00001563	你是蠢货吗？你恐吓不到我们，陌生人。万能的上帝和NCR都在注视着我们。你的威胁好比豹尿一般的威士忌。
TIH00001564	离开这里，否则我将像打烂一袋胡萝卜那样打烂你的头。
TIH00001565	罗尼说，如果你让他们留下，他们可以为你工作。
TIH00001566	流浪汉？你别这么认真。我想让他们滚，而不是跟他们做邻居！我不敢设想跟那些卑鄙的人共度该死的每一天。
TIH00001567	该死的是，我需要人手来打理运营这个地方。我只是没有想到我会求助于流浪汉。
TIH00001568	好比，陌生人，你赢了。我会付给他们薪水，并供他们吃住。他们最好别偷懒，我不能忍受游手好闲！
TIH00001569	
TIH00001570	
TIH00001571	
TIH00001572	安德森希望你离开，但是我不想帮他们。我们有什么办法？
TIH00001573	很好，我不希望那种事情发生。我还以为你受雇来赶我们走的。
TIH00001574	如果你可以说服他们离开，这里就能归我们所有了。我没有太多的佣金，但是我们会感激你。
TIH00001575	不管你怎么做，别用暴力手段对付他们。抹掉一个移民家庭会让NCR政府派来城管。
TIH00001576	只用情理说服他们离开。如果你办到了，我们会给你一些报酬 - 我可以做出承诺。
TIH00001577	安德森一家已经离开了。这房子是你的了。
TIH00001578	我刚才看到他们离开了。我简直不敢相信！
TIH00001579	我们没有太多的瓶盖作为报酬，但是我有一些更好的东西给你。
TIH00001580	给，这是个猎枪。我一直贴身收藏着它，但是我想我该跟它说再见了。一路保重，陌生人。
TIH00001581	我想看看你的货物。
TIH00001582	绝对可以。这是我的全部东西。
TIH00001583	
TIH00001584	是的，谢谢你，伙计。虽然并不总是很兴隆，但是这里买卖足够让我们的事业保持良好运作。
TIH00001585	我们永远欢迎你的到来。如果你需要买东西，我可以给你打个折。这是我最起码能够报答你的。
TIH00001586	看起来你的事业已经开始运转了。
TIH00001587	是的，我们时常会遇到一些挑衅的人，不过罗尼和他的小伙伴们工作很不错。我们已经有很多生意了。
TIH00001588	我们永远欢迎你的到来。如果你需要买东西，我可以给你打个折。这是我最起码能够报答你的。
TIH00001589	看起来你的事业已经开始运转了。
TIH00001590	
TIH00001591	是的，不过不全是。我像个死狗一样为那婊子养的工头工作。
TIH00001592	我告诉你，他很会精打细算。一些人为了找工作已经离开西区了。
TIH00001593	但总体来说稳定的收入和食物总归是好的。我们不该埋怨。谢谢你这样安排，陌生人。
TIH00001594	看来你跟安德森之间的已经没事了。
TIH00001595	<保持沉默>
TIH00001596	
TIH00001597	
TIH00001598	你不明白。我释放了那些奴隶。
TIH00001599	
TIH00001600	
TIH00001601	<信使默默的递给你一封信>
TIH00001602	等等，这是什么？
TIH00001603	...
TIH00001604	等一下，僵尸，这是怎么回事？
TIH00001605	...
