AID00098043	PLAYER LOCKED OBJECT
AID00123193	What kind of moron would pay 50 caps for information?  25 caps.
AID00123194	50 Caps is a bit steep, but okay. Here, now what is it?
AID00123195	Santiago thanks you. Tell Mick Santiago sent you and the code word is 'extravaganza'.
AID00123196	VIP? The Garrets said nothing about VIP status.
AID00123197	Yes indeed, Santiago is very important. I even have a discount at Mick & Ralph's.
AID00123198	Perhaps you could use Santiago's discount? For 50 caps, Santiago will tell you the super secret code word to get a discount with Mick.
AID00123199	Francine warned me that you're a smooth-talker.
AID00123200	Indeed, Santiago is a poet among pretenders. If you are here to collect for the Garrets, Santiago is debt free.
AID00123201	You owe the Garrets a bunch of caps.
AID00123202	Santiago does not owe anyone. Santiago is a Freeside VIP.
AID00123203	Heh. Whatever. Mess with the Garrets again and you're a dead man.
AID00123204	Oh, by the way. That damn eye of yours is creepy. Get it checked out.
AID00123205	<Twitches> A scum-humping water baron did this to me. No one trash-talks the eye.
AID00123206	Nevermind. You owe the Garrets a good lump of caps.
AID00123207	Seriously zombie, are you looking at me or someone off that direction?!
AID00123208	That's it! No one insults the eye!
AID00123209	Yeah, and your eye! That shit is hilarious!
AID00123210	<Twitches> My eye? A scum-humping water baron did this to me. No one talks trash about my eye.
AID00123211	Sheesh, you're one ugly sonofabitch!
AID00123212	What? Thank you Mr. Obvious. I haven't heard that in a while.
AID00123213	What? Thank you Mrs. Obvious. I haven't heard that in a while.
AID00123214	<Press for clothing>
AID00123215	[SUCCEEDED] Anything, take it! Just don't kill me, man!
AID00123216	Heh, I think I'll make an example of you. Give me your clothes, or you get dead.
AID00123217	[FAILED] You're freaking crazy. I'm not stripping for you. I'm already broke.
AID00123218	You cheapass zombie.  You need to pay my extra fee.
AID00123219	Thanks for the caps, now enjoy the zombie afterlife.
AID00123220	Oh God! Help! Help!
AID00123221	That'll do. Mess with the Garrets again and you're dead.
AID00123222	I won't. Thanks for not killing me.
AID00123223	<Press for extra caps>
AID00123224	[SUCCEEDED] Okay! Here. That's everything I've got except the clothes on my back. I'm sorry about this.
AID00123225	You don't cheat the Garrets and walk away. Cough up the rest or you're rat bait.
AID00123226	[FAILED] Hey, I'm tapped out, man. I've got nothing left but the clothes on my back.
AID00123227	You cheapass zombie.  You need to pay my extra fee.
AID00123228	Cough em up, Grecks.
AID00123229	Interest?! The Garrets said nothing about interest on their tabs. Look man, I've got the caps right here, just don't hurt me.
AID00123230	There is more where that came from if you don't pay your debt.
AID00123231	You owe the Garrets a good lump of caps. I'm here to collect.
AID00123232	Ah crap. I was hoping they'd forget about my tab. Look, I've got the caps right here, just don't hurt me.
AID00123233	Your hangman, if you don't start being straight with me.
AID00123234	Whoa, yeah. I guess the Garrets sent you after me? Look, I've got the caps right here, just don't hurt me.
AID00123235	Sure, man. Here you go. <Punch Grecks in the face>
AID00123236	Ow! What the hell was that for?!
AID00123237	Collecting money to pay back the Garrets?
AID00123238	Are you the Grecks who owes the Garrets?
AID00123239	That all depends on who's asking.
AID00123240	What do you do here?
AID00123241	I operate the radio and call it in if we see any Great Khans moving out in large groups from Red Rock Canyon.
AID00123242	What is this place?
AID00123243	Ranger military outpost. We're keeping an eye on the Legion activities south of here at Cottonwood Cove.
AID00123244	Nothing going on down there at the moment - just the usual slave trafficking. Poor bastards.
AID00123245	Anything unusual happening around here?
AID00123246	All quiet at the moment. Ranger Beaumont is in charge here, but he's off leading a patrol.
AID00123247	It was quiet until those rockets blasted off over our heads.
AID00123248	There was a hell of a boom over at REPCONN. Looks like the ghouls had some sort of accident with their rockets.
AID00123249	What do you do out here?
AID00123250	This is the frontier of NCR territory, and we're the first line of defense. You won't find much in the way of civilization east of here.
AID00123251	South of here is Camp Guardian, but they've been having radio trouble so they've been silent for awhile now.
AID00123252	Sergeant Reyes sent me here. I've got a security update for your radio.
AID00123253	No problem. Hey, do me a favor when you get back to Reyes and tell her that we don't need any more damn ammo. Wouldn't mind more water, though.
AID00123254	Use [Speech to press Mr. House about the Chip.]
AID00123255	Suggest getting down to business.
AID00123256	Suggest talking about Benny.
AID00123257	Why the VIP treatment? I'm just a courier.
AID00123258	Oh, don't be coy. You've been playing a high-stakes game ever since Victor dug you out of the ground. Don't be afraid to admit it.
AID00123259	Can we get down to business?
AID00123260	Oh, by all means - yes. That's refreshing.
AID00123261	The business is this. One of my employees has stolen an item of extraordinary value from me, and I want it recovered.
AID00123262	Simple enough?
AID00123263	You're ready to move forward, then?
AID00123264	I prefer the wasteland, to be honest.
AID00123265	You aren't going to ramble on about the virtues of life out in the wastes, are you? It's a desert, you do realize?
AID00123266	A radioactive desert where humans subsist in a barbaric state? Difficult to glorify convincingly. They are, however, aptly named.
AID00123267	For that's what you'd be out there - wasted. Here on the Strip, your talents can be put to use.
AID00123268	A city devoted to vice and sin - what's not to love?
AID00123269	Oh, come now - don't play the fool. Vegas has fools enough, a superfluity of them. They're what makes it so profitable.
AID00123270	They come to Vegas chasing penny-ante dreams of high-living, to feel like they're big shots, like they're winners.
AID00123271	You see that you and I are of a different stripe, don't you? We don't have to dream that we're important. We are.
AID00123272	I've never seen anything like this place.
AID00123273	Of course you haven't. Vegas always was one of a kind.
AID00123274	What you see down on the Strip is just a fraction of the city's former glory, and yet... more than an echo. I preserved its spirit.
AID00123275	Or perhaps you were referring to the Lucky 38? The years haven't been kind to her, but still she manages to impress.
AID00123276	Let's talk about something else.
AID00123277	Like what?
AID00123278	About Rex here...
AID00123279	What about him?
AID00123280	I'll pass.
AID00123281	I completely understand. No reason you should take on someone else's problems. Let me know if you change your mind, though.
AID00123282	Now, was there anything else you wanted to talk about?
AID00123283	Absolutely. I'll see that he gets better.
AID00123284	I can't thank you enough. Now, there's a few things you should know about ol' Rex here if you're going to be traveling together.
AID00123285	First, he hates rats. Can't stand the things. Giant rats, molerats, doesn't matter. He catches a whiff of one and he's off like a shot after them.
AID00123286	He's normally pretty obedient, but you might have to chase him some if he goes after one of the little varmints.
AID00123287	Second, he doesn't like hats, or the people wearing them. Don't ask. I have no idea why. Maybe because it rhymes with "rats".
AID00123288	That should be it, though. Other than the occasional bad spot when his brain starts hurting him, that is, but I'm hoping you'll see to that.
AID00123289	I wish you both luck. Take care of my Rex now, y'hear?
AID00123290	Can I help somehow?
AID00123291	I don't know. Maybe. If you found a way to help my poor Rex here, I'd be much obliged.
AID00123292	Your best bet would be to talk to Julie Farkas over at the Old Mormon Fort north of here. Maybe you'll have better luck than I did.
AID00123293	Is he going to be okay?
AID00123294	For now, but they said eventually he's going to get worse. I don't know what to do.
AID00123295	Can they do anything?
AID00123296	No, they said they don't have the tools to help him.
AID00123297	Tell me about the Kings.
AID00123298	We're different than other gangs, and not just because we dress better. We're not just a group of thugs looking for our next fight.
AID00123299	The Kings are about an idea, you see? Where every man is free to follow his own path, do his own thing. Where every man is a king in his own right.
AID00123300	What can you tell me about Freeside?
AID00123301	To understand Freeside, you have to look back a few years. Originally, we were all just tribes making a living in this area.
AID00123302	That all changed when Mr. House came around. He made an offer to the three biggest tribes that were willing to listen to him.
AID00123303	Today, everyone calls those tribes the Three Families, and they live in luxury and run their own casinos in the Strip.
AID00123304	The rest of us were left to fight over the crumbs, living in the shadow of those more fortunate. Things got pretty nasty for a while.
AID00123305	But we wanted more. A place of our own. A place where no one could tell us what to do. And we didn't want to go elsewhere to find it.
AID00123306	So we took control of this place, and made it our own. And that's really all Freeside is, the best of a bad situation.
AID00123307	Let's talk about something else.
AID00123308	Sure, what's on your mind?
AID00123309	He doesn't seem very happy.
AID00123310	He goes through spells like this from time to time. The Followers said his brain is going bad or something.
AID00123311	Is there something wrong with him?
AID00123312	He's been acting peculiar for some time now. I took him to the Followers and had him checked out, and they said his brain is bad or something.
AID00123313	Where did you get the robot dog?
AID00123314	I got Rex here from a salvager a few years ago. He was a little dinged up when I got him, but one of the Followers fixed him right up.
AID00123315	VFSPacerAgreesToAttack
AID00123316	I've got a few guys already waiting to go.
AID00123317	VFSKingTellsPacerToAttack
AID00123318	Pace, I want you to take some guys down there and seize half of those supplies.
AID00123319	The NCR is distributing supplies in a building down by the old train station.
AID00123320	Handing out supplies? Like food and stuff? That ain't nothing to get ruffled over. You find anything else?
AID00123321	I don't know.
AID00123322	Then go someplace else.
AID00123323	I guess you're not getting in here then, are you?
AID00123324	Hope.
AID00123325	Go ahead.
AID00123326	Head on through.
AID00123327	Are you with the NCR military?
AID00123328	Yes, I'm a major in the supply corps, which is where this food and water comes from.
AID00123329	I should be going.
AID00123330	One of the victims confirmed his attacker was an NCR officer.
AID00123331	
AID00123332	Why are you doing this for us?
AID00123333	Do you give supplies to the Locals, too?
AID00123334	Thanks for the food.
AID00123335	You're quite welcome. If you meet anyone who needs food or water in the area, please tell them about this place.
AID00123336	Heard anything about the password at the train station?
AID00123337	Sorry, too rich for me.
AID00123338	Then I can't help you with that, but I do have lots of other tips that come much, much cheaper...
AID00123339	Thanks, I'll go check it out.
AID00123340	Good luck!
AID00123341	Here you go.
AID00123342	Wow, I might have to head down to the Wrangler tonight with all these caps weighing me down.
AID00123343	Fine.
AID00123344	Much appreciated. The guys you're talking about have been spotted near the old train station in the northwest.
AID00123345	There've been more and more Squatters heading that way each night, too. Word is, there's a password to get into the building.
AID00123346	
AID00123347	[SUCCEEDED] Fine, fine. One hundred it is, but only because you're a good customer.
AID00123348	I've already paid good money for this information. A hundred more caps, no more.
AID00123349	[FAILED] I've got a business to run here, you know. The price is 250.
AID00123350	You want even more money? Are you insane?
AID00123351	Do you know the password?
AID00123352	It'll cost you 250 caps.
AID00123353	Sorry, too rich for me.
AID00123354	Then I can't help you with that, but I do have lots of other tips that come much, much cheaper...
AID00123355	Done.
AID00123356	Much appreciated. The guys you're talking about have been spotted near the old train station in the northwest.
AID00123357	There've been more and more Squatters from around here heading that way each night, too. Word is, there's a password to get into the building.
AID00123358	
AID00123359	[SUCCEEDED] You're a scoundrel. I'll let it go for 50, but no lower.
AID00123360	If you ever want me to buy another tip from you, that price'll come down.
AID00123361	[FAILED] How about 200 since you're such a smartass?
AID00123362	How about 15 caps since we both know you need the money?
AID00123363	You drive a hard bargain. Here you go.
AID00123364	Much appreciated. The guys you're talking about have been spotted near the old train station in the northwest.
AID00123365	There've been more and more Squatters heading that way each night, too. Word is, there's a password to get into the building.
AID00123366	
AID00123367	Could be. Could be. That kind of information doesn't come cheap, though. I'll need at least 150 caps for this one.
AID00123368	You know anything about NCR soldiers prowling the area?
AID00123369	Could be. Could be. That kind of information doesn't come cheap, though. I'll need at least 150 caps for this one.
AID00123370	You still have some info on those NCR soldiers that have been about?
AID00123371	Right here. <Give McCaffery's hat>
AID00123372	This is great news. No one screws with the Garret Twins and gets away with it. I need to find a place on the wall for this.
AID00123373	And for your reward... Here's 150 caps. I trust there were also some valuables on McCaffery. Also, we would like to set you up with a room.
AID00123374	You can have the corner room, rent free. It was McCaffery's. Now that he's dead, we're happy to let you use it. Thanks for helping us.
AID00123375	I took care of McCaffery.
AID00123376	Yes! Where is his hat?!
AID00123377	I have some other business to handle, maybe later.
AID00123378	Just bring back his hat if you decide to take care of him for us. He stole 2,000 caps.
AID00123379	I doubt much of that will be on him if you find him. If you kill him, keep whatever is on him, and I'll reward you for his hat.
AID00123380	Tell me what happened with the prostitute.
AID00123381	Oh man, I don't even like to think about it. All that goddamn blood. It was just in the hotel like any other night.
AID00123382	I took some chems with the girl I was with, but I never black out. I did this time though.
AID00123383	Next thing I knew I woke up and she was lying next to me stabbed dead. There was a knife next to the bed and I was covered in her blood.
AID00123384	Tell me what happened with the prostitute.
AID00123385	So what's your story?
AID00123386	Hey man, I don't know nothing. Let me have some peace here, buddy.
AID00123387	Hey man, I don't know nothing. Let me have some peace here, lady.
AID00123388	Who do you think you are, talking to me that way?
AID00123389	Who do-? Who the fuck do you think I am? I'm the fucking god of New Vegas brahmin fusion cuisine, that's who.
AID00123390	No. No. That doesn't even give me the credit I deserve. I fucking invented edible food!
AID00123391	Do you like eating? Good. You owe me your entire goddamned garbage existence.
AID00123392	I think you may have me confused with someone else.
AID00123393	Oh really? So despite your filthy face and your vacant expression and your complete lack of human dignity, you're telling me you're not a server?
AID00123394	Yes, sir.
AID00123395	Don't make eye contact with me! Look at the floor. And get back to work!
AID00123396	Agree with House that you're important.
AID00123397	Let's get down to business, then.
AID00123398	Not quite. When I kill you, however, the job will get done right.
AID00123399	You think you can take me, punk?
AID00123400	I'm unable to work out a deal. The Great Khans are all yours.
AID00123401	It was worth a try. I'll have to proceed with the attack as ordered, then.
AID00123402	What are you going to do about the hostages?
AID00123403	"Acceptable casualties," I've been told. I don't like it, but the brass has their reasons.
AID00123404	Whatever.
AID00123405	Don't worry about me. I can handle myself in a fight.
AID00123406	I understand.
AID00123407	Good luck.
AID00123408	I could sneak in there and try to get your people out.
AID00123409	As soon as you free them, the rest of my squad will move in and provide covering fire.
AID00123410	You should wait until it's darker so that you have the best chance to pull this off.
AID00123411	You should go now, while it's still dark. That way, you'll have the best chance to pull this off.
AID00123412	I may be able to negotiate a deal with the Great Khans.
AID00123413	Normally, I'd turn you down since I have no idea who you are, but considering that the hostages are as good as dead when we attack...
AID00123414	All right, I'm going to give you a chance to talk to the Great Khans. Their leader is a man named Jessup.
AID00123415	If we hear shooting, we'll be coming in, but it'll probably be late for you.
AID00123416	I'd like to know more about the NCR.
AID00123417	That's a conversation we might be able to have some day - once you've shown more respect for my country.
AID00123418	I can provide a quick history lesson, if that's what you're looking for.
AID00123419	In 2274, President Kimball sent the NCR army into the Mojave in force, with the objective of occupying and repairing Hoover Dam.
AID00123420	Rangers and army scouts had confirmed that the dam was basically unoccupied and could be restored to an operable condition.
AID00123421	Upon arriving at the dam, however, they discovered that a large force of tribals and robots had occupied it.
AID00123422	This was our introduction to the Three Families, the Securitrons, and, of course, Mr. House.
AID00123423	Using his Securitrons as intermediaries, Mr. House called for parlay.
AID00123424	He claimed his forces had occupied Hoover Dam in order to safeguard it for our arrival.
AID00123425	And that he was ready to turn it over to us, so long as we could agree to terms.
AID00123426	Those terms became the Treaty of New Vegas.
AID00123427	The Treaty recognized Mr. House's sovereignty over the Strip and granted us rights to establish military bases at the Dam and McCarran Airport.
AID00123428	The NCR is legally permitted to send 95% of the electricity produced by the dam to our home states.
AID00123429	The remaining 5% goes to the Strip.
AID00123430	The treaty actually makes it illegal for the NCR to prevent its citizens, or troops on furlough, from visiting the Strip.
AID00123431	Once on the Strip, our citizens are subject to arrest - or punishment - by House's Securitrons, though that's a rare occurrence.
AID00123432	Our troops enjoy a different status. It's illegal for the Securitrons to take action against them.
AID00123433	Of course, it's also illegal for our troops to carry firearms on the Strip, so there isn't much trouble they can get into.
AID00123434	Our military police does an adequate job of keeping the troops on furlough in line. I don't envy them that task.
AID00123435	The embassy was established a few weeks after the Treaty was signed.
AID00123436	Basically Mr. House handed us a dumpy little building he had no interest in renovating.
AID00123437	I'm the third ambassador to hold this post. And the first, I think, to accept its limitations.
AID00123438	My predecessors had ambitions of engineering the annexation of the Mojave. They thought they'd convince Mr. House to join up.
AID00123439	I've never even spoken to the man - or whatever he is. Maybe the situation will change once we've beaten the Legion once and for all.
AID00123440	What's happening around the Strip?
AID00123441	If that's all you came here to talk about, you're wasting my time. Get to the point, or get out of my office.
AID00123442	I know you have a penchant for getting into trouble, but I'd recommend against that here. The Securitrons on the Strip aren't to be trifled with.
AID00123443	Perhaps I'll have Captain Pappas keep an eye on you. For your own safety, of course.
AID00123444	It's the same old stuff around here. Gambling, debauchery, drunkenness. It's all here. I'm getting a little old for it, however.
AID00123445	If you want more information try talking to some of the other guys around here. I don't get out of the office much anymore.
AID00123446	Tell me about yourself, Ambassador.
AID00123447	Interested in Politics, huh? Well, grab a seat and get comfortable.
AID00123448	I've been in politics quite a while now. Always had the drive to do it, even when I was young. It's just something I was drawn to.
AID00123449	I started my career over twenty years ago back in the NCR as the local mayor and worked my way up from there.
AID00123450	I managed President Kimball's first run for a seat on the Council. I suppose that's why I have this ambassadorship.
AID00123451	I'll see what I can do to help them.
AID00123452	Sobering them up and putting them back to work would go a long way toward helping Freeside.
AID00123453	Is there anything I can do to help?
AID00123454	There is always something needing done. A few souls here in Freeside could be great assets to the community, if they'd kick their addictions.
AID00123455	We need to get a regular supply of medicine organized, but the Crimson Caravan wants too many caps for what we need.
AID00123456	Lastly, tensions between the townies and NCR tourists have been going downhill fast lately. A lot of innocent people will get hurt if things blow up.
AID00123457	Things seem pretty rough here in Freeside.
AID00123458	More than rough, it's a damn mess. Freeside townies are constantly picking fights with NCR civilians.
AID00123459	Thugs and thieves are always looking for a victim, and the local families are just sitting back making caps on the mess.
AID00123460	Freeside is in dire need, but no one has been man enough to step up. The Followers can only do so much to stem the tide.
AID00123461	Where should I start looking?
AID00123462	In Freeside, the drunks and drug addicts flock in and around the Atomic Wrangler. I'd start there.
AID00123463	If I wanted to calm things down in Freeside, where would I start?
AID00123464	The big man around here is The King. Not much happens in Freeside that he doesn't know about.
AID00123465	He has the most influence locally, and some of his crew haven't helped the situation by harassing NCR citizens and charging double for water.
AID00123466	Some NCR soldiers have been bringing in supplies, but none of it is going to Freeside locals. I've tried to speak to both sides to no avail.
AID00123467	Tell me about Jacob.
AID00123468	The Garrets hooked Jacob on chems when he was working for them. Ironic, since he used to homebrew detox chems. He's a natural chemist.
AID00123469	Tell me about Bill Ronte.
AID00123470	Old Bill Ronte is an exceptionally skilled machinist. He could fix the problems we've been having with Freeside's water pump, if he sobered up.
AID00123471	You said something about helping addicts?
AID00123472	Yes, Old Bill Ronte and Jacob Hoff. They're not going to kick their habits on their own.
AID00123473	Do you have anything for sale?
AID00123474	Sure. Take a look.
AID00123475	Not for someone like you. My customers would shit a brick if they knew I sold anything to you.
AID00123476	If you need help cleaning up your rep around Freeside, I might be able to help... for a price.
AID00123477	I might be able to work something out.
AID00123478	Good. We can supply them with all the Med-X they need. For the Fixer, we'll only be able to send over some basic drug components.
AID00123479	We're not in the business of getting people off drugs, so we don't really dabble in that side of things.
AID00123480	The Followers should be able to whip some up with what we have available, though.
AID00123481	They just need to agree to fix up our stills and keep them maintained plus cover the cost for raw materials needed to make the alcohol.
AID00123482	The Followers need to find someone to trade with for supplies.
AID00123483	Really now? This is news. We could possibly supply what they need, but they would need to supply us in kind.
AID00123484	They have the tech know-how to make our stills work more efficiently. Purer alcohol means we can get our customers drunk quicker.
AID00123485	Getting our customers drunk quicker means more caps spent at the tables and stuffing slots if you know what I mean.
AID00123486	Plus, the extra alcohol can serve as surgical disinfectant for their needs. The Followers are a good lot. They've stitched up our boys in the past.
AID00123487	Goodbye.
AID00123488	Piss off, errand boy.
AID00123489	Piss off, errand girl.
AID00123490	<Speech>
AID00123491	[SUCCEEDED] Well, that sounds like a bit of a bargain. I get to walk free with the Garrets thinking I'm dead.
AID00123492	Sure, you can have my hat. I can always buy another with the caps I've got left.
AID00123493	It would have been more fun fighting it out, though. See you later, kid.
AID00123494	All I need is your hat, and you're a free man. I'll tell Francine you're dead.
AID00123495	[FAILED] <Glare> Better get your ass moving before your mouth gets you into trouble, kid.
AID00123496	Hand over your hat before I pump you full of hot lead, you old fart!
AID00123497	I guess I haven't got a choice but to put you away.
AID00123498	If you think you've got the guts, I'd like to see you try.
AID00123499	Nah, just thought I'd say hi.
AID00123500	Piss off.
AID00123501	Give me a share of the caps and your hat and you can go free.
AID00123502	Now why the hell should I do that? You're below me, kid.
AID00123503	I've been killing scum twice your size since before your mother squeezed you out.
AID00123504	I'm here to collect, McCaffery. No one crosses the Garret Twins.
AID00123505	I'd rather not waste the ammo, kid. But, if you insist, draw.
AID00123506	The Followers are looking to trade for supplies.
AID00123507	Interesting... Well, you're going to need to speak with my brother James. He handles all of the trading contracts and general operations.
AID00123508	VFSKingTellsRexToGoWithYou
AID00123509	Rex, this is your new master. Protect him as you would me.
AID00123510	Rex, this is your new master. Protect her as you would me.
AID00123511	Never mind. Let's talk about something else.
AID00123512	How can you afford so much alcohol?
AID00123513	Dixon sells me booze dirt cheap. It does the job, but it tastes like paint thinner and I feel like I'm going to die if I stop drinking for a day.
AID00123514	I swear that guy is trying to kill me, but what can I do? Drinking other booze doesn't cure the sickness like his.
AID00123515	Why don't you stop drinking?
AID00123516	Drop drinking?! I've been drinking for a straight month!
AID00123517	Listen, I've tried to stop, but the withdrawal symptoms are so bad I feel like I'm going to die. I can't stop now.
AID00123518	Julie Farkas sent me to help you sober up.
AID00123519	Julie? Ah, I love Julie. She's such a nice lady.
AID00123520	One time, I was working on the water pump and she came over, put her hand on my shoulder, and told me I was doing a great job. Great job she says!
AID00123521	I just choked up and didn't say nothing. Compliments are so rare these days.
AID00123522	How's business?
AID00123523	House may have boxed us out of the Strip, but we also don't have to deal with their bullshit.
AID00123524	I think now that the Followers are working with us, we'll be able to shape up Freeside a bit more.
AID00123525	With Jacob Hoff sobered up, there are new drinks are on the menu and sales are strong. People love the new Absinthe and Rum & Nuka.
AID00123526	Well, I wasn't expecting the increased NCR presence after the bombing to improve things, but I've been pleasantly surprised.
AID00123527	The off-duty chumps who have been wandering through have been stopping in to buy drinks and pay for strange. I appreciate the extra income.
AID00123528	The build-up of tension around the dam isn't making things safe, but it sure is bringing in a lot of hotheads looking to drink their worries away.
AID00123529	With the Kings dead, business is going a bit south. It's harder to get supplies into Freeside safely without their help.
AID00123530	We ain't scraping to get by, if that's what you're asking.
AID00123531	I spoke with Julie Farkas. She says the Followers will accept your offer.
AID00123532	Hey, that's great. We'll get some supplies sent over today as a show of good faith.
AID00123533	Once our stills are upgraded, we'll never be short on liquor for our patrons. If Jacob Hoff is sober, we might even have a few new drinks on tap.
AID00123534	Most might view us as drug dealing enablers around here, but honestly we care about our patrons. It's bad business for people to get addicted.
AID00123535	We've got enough crime in Freeside without a bunch of strung-out junkies robbing traders and gamblers to afford their next fix.
AID00123536	With a surplus of supplies, you could use your caps and influence to expand.
AID00123537	Good point. We wouldn't be paying anything for their supplies, just a portion of our food waste to make ethanol.
AID00123538	We get food from nearby wasteland farmers in exchange for medical services, so we could put our caps back into helping Freeside.
AID00123539	Tell the Garrets we'll keep their stills running if they provide us with supplies. Thank you for arranging this. You've been a godsend.
AID00123540	You get your chems and can help anyone who gets addicted.
AID00123541	True, we could help addicts, but the cycle of addiction, recover, and relapse would remain.
AID00123542	The Garret Twins.
AID00123543	They supply Freeside with drugs and liquor. From my point of view they're just better-organized pushers.
AID00123544	Upgrading their stills would increase their supply of liquor and chems. How does that help Freeside?
AID00123545	I think I found someone who will be able to cover your supplies.
AID00123546	That's phenomenal! Who did you find?
AID00123547	Thank you, Victor.
AID00123548	I see you brought a friend! Sorry, pardner, but they're gonna have to stay outside.
AID00123549	I see you brought some friends! Sorry, pardner, but they're gonna have to stay outside.
AID00123550	Come back soon, now!
AID00123551	Enjoy your visit!
AID00123552	The troopers are all dead. You're free to go.
AID00123553	Yeah, that's a pretty piece of work. Makes me wonder why you'd turn on the NCR, especially when they had us cold.
AID00123554	Here - a souvenir for you. It's Benny's lighter. Shove it up his ass when you catch up with him.
AID00123555	Well, I've got that right here.
AID00123556	I've felt like I was dying these past weeks off and on, but the worst is yet to come. In a few days though, I should be free.
AID00123557	I'll head over to the Followers and see if they will help me through this.
AID00123558	I've felt like I was dying these past weeks off and on, but the worst is yet to come. In a few days though, I should be free.
AID00123559	I'll head over to the Followers and see if they will help me through this.
AID00123560	Bill, I've got what you asked for.
AID00123561	What do you need?
AID00123562	At least a couple doses of Fixer, a bottle of whiskey, and Rad-Away.
AID00123563	I can take doses of Fixer and Rad-Away to gradually flush my system over time while drinking decreasing shots of diluted whiskey.
AID00123564	This shit better be worth it, man.
AID00123565	You need to kick the habit, Bill. I can help you.
AID00123566	The only way you can help me now is a load of detox chems.
AID00123567	You won't be seeing Dixon anymore.
AID00123568	What the hell? Why? I need alcohol, man!
AID00123569	I'm gonna die if I don't get a drink!
AID00123570	Nevermind.  I don't have enough to cover that.
AID00123571	Heh, you sorry sad sack.  Come back when you've got the caps.
AID00123572	<Speech>
AID00123573	[SUCCEEDED] Wait, man! You can't go around saying shit like that!
AID00123574	Okay, I get your point. You won't have to worry about me supplying those two any more.
AID00123575	So the NCR is supplying you with cheap chems? To keep Freeside down?
AID00123576	[FAILED] Wow, you really suck at this don't you? Go bully some molerats, jackass.
AID00123577	If you don't leave them alone...  I'll...  I'll tell on you!
AID00123578	All right.  Take the caps and leave them alone.
AID00123579	Hey, nice doing business with you, Mr. Moneybags.
AID00123580	Good luck getting them healthy.  If they don't get a whole lot of fixer soon, withdrawal will kill them.
AID00123581	Hey, nice doing business with you, Mrs. Moneybags.
AID00123582	Good luck getting them healthy.  If they don't get a whole lot of fixer soon, withdrawal will kill them.
AID00123583	<Attack>
AID00123584	Ooo, I always enjoy a good scrap!
AID00123585	<Attack> Screw that.  It'd be a lot cheaper and easier for me to kill you.
AID00123586	Maybe some caps could persuade you to leave them alone?
AID00123587	300 caps and I'll stop selling to them. Otherwise, it is just too much fun watching them spiral downward.
AID00123588	I need you to stop supplying Bill and Jacob.
AID00123589	Really? Aw, you're such a saint.
AID00123590	You know what? I might be willing to stop if there is something in it for me.
AID00123591	Do you know anything about Bill or Jacob?
AID00123592	Yeah, man. Those cats are out of their domes addicted to my shit. They can't get enough. Pretty hilarious to watch.
AID00123593	I'll advance you a hundred caps and then... wait, I don't have that much on me.
AID00123594	A hundred caps? I have that much between the cushions of my day bed.
AID00123595	Come back when you've got a serious offer.
AID00123596	Uh... how about you give me your recipes and then we'll see.
AID00123597	Yes, of course.
AID00123598	[FAILED] There's nothing I'd like more than to hand the deepest secrets of my artistry to some idiot in exchange for a dirty handful of caps.
AID00123599	Yes. We're a major publisher. But as a sign of good faith I'll need recipes.
AID00123600	<grunts> You're pushing your luck. Here. I have a few copies on me. This better be good enough.
AID00123601	We're going to have a real problem if this thing isn't a hit.
AID00123602	It'll be huge. I'll advance you a hundred caps, plus half the gross.
AID00123603	[SUCCEEDED] All right. Don't get me wrong, I love my job here, but they don't pay me what I'm worth. Too many people skimming off the top.
AID00123604	Take these. Should be plenty for a book in there. That's all I'm giving. Don't expect me to write some fancy introduction.
AID00123605	[Attack] I just stopped by to kill you.
AID00123606	I was just wondering where I could find tonight's wines.
AID00123607	Well why don't you fucking try checking the serving table in the wine room, for fuck's sake? Circular room, two rooms down? Ring any bells? Christ!
AID00123608	Now don't speak to me again or I swear I'll serve you as the main course.
AID00123609	You go do that, then.
AID00123610	How could they treat me like that?
AID00123611	What about the banquet?
AID00123612	Forget about the fucking banquet. You know what? You can do it. You be the star chef. Take my recipes.
AID00123613	It won't fill the hole, though. Just remember that. You'll always feel empty.
AID00123614	You may be projecting. Tell me more about your parents.
AID00123615	[?] Oh. I see how it is. You think because my father walked out on us when I was five, now I have to yell at people.
AID00123616	Or because my mother was a deranged chem fiend who regularly brought strange men home who told me to call them uncle.
AID00123617	Or because my sisters would lock me in a shipping crate when they didn't want me around... and my brother...
AID00123618	God, I'd forgotten about that. How could they do that to me?
AID00123619	[SUCCEEDED] I... I can't stay here. I need to be alone.
AID00123620	That's right. I don't work for you.
AID00123621	I'm a new honorary member of the White Glove Society.
AID00123622	Well what do you want? I'm very busy here.
AID00123623	Your predisposition towards anger suggests unresolved issues in your past.
AID00123624	[?] What kind of harebrained fucking psychobabble bullshit is that?
AID00123625	I yell at people because I like yelling at people and because they fucking deserve it. Not because Mumsy and Daddy-kins didn't hug me enough.
AID00123626	You're screwed up in the head.
AID00123627	[FAILED] Yeah. You know why? It gets worse every time some sniveling wet blanket cries about how I need to tiptoe around his precious feelings.
AID00123628	[FAILED] Yeah. You know why? It gets worse every time some sniveling wet blanket cries about how I need to tiptoe around her precious feelings.
AID00123629	Hey, could I, uh, buy some of your recipes?
AID00123630	Yes, of course.
